,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
0,1,1,Jim Furyk,104,34.5,3485,101
1,2,2,Mike Weir,80,34.52,2589,75
2,3,3,Vijay Singh,106,34.54,3523,102
3,T4,T4,John Huston,76,34.67,2600,75
4,T4,T4,Davis Love III,85,34.67,2739,79
5,T6,T6,Scott Verplank,97,34.76,3337,96
6,T6,T6,Tiger Woods,74,34.76,2364,68
7,8,8,Ernie Els,65,34.77,2086,60
8,9,9,Justin Leonard,80,34.8,2610,75
9,10,10,Nick Price,65,34.85,2161,62
10,11,11,Mark Calcavecchia,84,34.88,2930,84
11,12,12,Stephen Ames,91,34.89,3105,89
12,13,13,Robert Allenby,87,34.9,2792,80
13,14,14,Kenny Perry,98,34.91,3386,97
14,T15,T15,Chad Campbell,105,34.95,3565,102
15,T15,T15,Bob Estes,92,34.95,3180,91
16,T15,T15,Jay Haas,89,34.95,2901,83
17,T15,T15,Tim Herron,102,34.95,3495,100
18,T19,T19,Retief Goosen,69,34.97,2238,64
19,T19,T19,Charles Howell III,120,34.97,4021,115
20,T21,T21,Tom Lehman,87,34.98,2868,82
21,T21,T21,Chris Riley,96,34.98,3148,90
22,23,23,Briny Baird,113,34.99,3814,109
23,T24,T24,Dan Forsman,98,35.0,3430,98
24,T24,T24,Phil Mickelson,87,35.0,2800,80
25,T24,T24,Kirk Triplett,92,35.0,3150,90
26,27,27,Chris DiMarco,98,35.01,3256,93
27,28,28,David Peoples,96,35.03,3363,96
28,T29,T29,Glen Day,103,35.04,3539,101
29,T29,T29,Steve Flesch,110,35.04,3784,108
30,T31,T31,Paul Goydos,86,35.06,2910,83
31,T31,T31,Scott McCarron,86,35.06,2840,81
32,T31,T31,Bob Tway,89,35.06,2980,85
33,34,34,Tom Pernice Jr.,105,35.07,3577,102
34,35,35,Jeff Sluman,106,35.08,3648,104
35,T36,T36,Fred Funk,112,35.09,3825,109
36,T36,T36,Jerry Kelly,108,35.09,3649,104
37,T38,T38,David Frost,80,35.1,2808,80
38,T38,T38,Dicky Pride,73,35.1,2562,73
39,T40,T40,Carlos Franco,99,35.12,3407,97
40,T40,T40,Brenden Pappas,105,35.12,3617,103
41,T40,T40,Duffy Waldorf,90,35.12,3020,86
42,T43,T43,Brad Faxon,97,35.13,3337,95
43,T43,T43,Paul Stankowski,67,35.13,2354,67
44,T45,T45,Woody Austin,107,35.14,3655,104
45,T45,T45,K.J. Choi,112,35.14,3725,106
46,T45,T45,Brent Geiberger,51,35.14,1792,51
47,T48,T48,Jonathan Kaye,91,35.15,3093,88
48,T48,T48,Skip Kendall,110,35.15,3866,110
49,T48,T48,Loren Roberts,87,35.15,3023,86
50,T51,T51,Stuart Appleby,90,35.16,2989,85
51,T51,T51,Robert Gamez,114,35.16,4008,114
52,T51,T51,Carl Paulson,101,35.16,3551,101
53,T51,T51,Corey Pavin,88,35.16,3024,86
54,T55,T55,John Senden,111,35.17,3763,107
55,T55,T55,Hidemichi Tanaka,112,35.17,3939,112
56,T57,T57,J.J. Henry,100,35.18,3377,96
57,T57,T57,Rocco Mediate,80,35.18,2744,78
58,T59,T59,Jeff Brehaut,110,35.19,3765,107
59,T59,T59,Olin Browne,113,35.19,3871,110
60,T59,T59,Patrick Sheehan,101,35.19,3484,99
61,62,62,Tim Petrovic,108,35.2,3661,104
62,63,63,Joe Durant,96,35.21,3380,96
63,T64,T64,Cameron Beckman,86,35.22,2923,83
64,T64,T64,David Toms,90,35.22,2853,81
65,T66,T66,Pat Bates,111,35.23,3805,108
66,T66,T66,Stewart Cink,104,35.23,3523,100
67,T66,T66,Arron Oberholser,80,35.23,2818,80
68,T69,T69,Aaron Baddeley,71,35.24,2361,67
69,T69,T69,Kevin Sutherland,97,35.24,3313,94
70,T71,T71,Mike Sposa,72,35.26,2468,70
71,T71,T71,Hal Sutton,81,35.26,2856,81
72,73,73,Shaun Micheel,97,35.27,3315,94
73,74,74,Harrison Frazar,88,35.29,3000,85
74,T75,T75,Alex Cejka,98,35.3,3212,91
75,T75,T75,Darren Clarke,61,35.3,1906,54
76,T75,T75,J.P. Hayes,79,35.3,2789,79
77,T75,T75,Hank Kuehne,73,35.3,2506,71
78,T75,T75,Andrew Magee,91,35.3,3142,89
79,T75,T75,Rod Pampling,87,35.3,2930,83
80,T81,T81,Jeff Maggert,81,35.31,2860,81
81,T81,T81,John Riegger,55,35.31,1836,52
82,T83,T83,Marco Dawson,86,35.32,2967,84
83,T83,T83,Sergio Garcia,62,35.32,2013,57
84,T83,T83,Mike Heinen,89,35.32,3108,88
85,T83,T83,Peter Jacobsen,75,35.32,2649,75
86,87,87,Adam Scott,52,35.35,1626,46
87,T88,T88,Brian Gay,100,35.36,3430,97
88,T88,T88,Brandt Jobe,77,35.36,2723,77
89,T88,T88,Neal Lancaster,110,35.36,3783,107
90,T88,T88,Andy Miller,75,35.36,2652,75
91,92,92,Billy Andrade,100,35.37,3537,100
92,93,93,Shigeki Maruyama,87,35.38,3007,85
93,94,94,Donnie Hammond,92,35.39,3256,92
94,T95,T95,Craig Barlow,95,35.4,3292,93
95,T95,T95,Richard Johnson,89,35.4,3151,89
96,97,97,Fred Couples,71,35.42,2373,67
97,T98,T98,David Gossett,92,35.43,3260,92
98,T98,T98,Brian Henninger,56,35.43,1984,56
99,T100,T100,Tommy Armour III,66,35.44,2268,64
100,T100,T100,Jonathan Byrd,101,35.44,3579,101
101,T100,T100,Dean Wilson,82,35.44,2906,82
102,T103,T103,Brian Bateman,70,35.46,2376,67
103,T103,T103,Tom Byrum,97,35.46,3440,97
104,T103,T103,Scott Laycock,71,35.46,2447,69
105,T103,T103,Jesper Parnevik,102,35.46,3546,100
106,107,107,Billy Mayfair,105,35.47,3724,105
107,108,108,Jay Williamson,93,35.48,3264,92
108,109,109,Mathew Goggin,90,35.5,3053,86
109,T110,T110,Matt Gogel,77,35.52,2593,73
110,T110,T110,Frank Lickliter II,94,35.52,3232,91
111,T110,T110,Peter Lonard,96,35.52,3197,90
112,T110,T110,Heath Slocum,101,35.52,3481,98
113,T110,T110,Chris Smith,92,35.52,3268,92
114,T115,T115,Paul Gow,62,35.53,2203,62
115,T115,T115,Garrett Willis,97,35.53,3411,96
116,T117,T117,Ben Crane,94,35.54,3270,92
117,T117,T117,Todd Fischer,97,35.54,3376,95
118,T117,T117,Per-Ulrik Johansson,96,35.54,3412,96
119,T120,T120,Tim Clark,79,35.55,2773,78
120,T120,T120,Lee Janzen,83,35.55,2844,80
121,T120,T120,Steve Stricker,59,35.55,1991,56
122,T123,T123,Robert Damron,96,35.56,3414,96
123,T123,T123,Kenichi Kuboya,91,35.56,3165,89
124,T125,T125,Tom Gillis,71,35.57,2419,68
125,T125,T125,Jason Gore,83,35.57,2952,83
126,T125,T125,Thomas Levet,85,35.57,2952,83
127,T125,T125,Spike McRoy,103,35.57,3593,101
128,T125,T125,Geoff Ogilvy,86,35.57,2917,82
129,T125,T125,Brent Schwarzrock,60,35.57,2063,58
130,131,131,Chris Anderson,96,35.58,3416,96
131,T132,T132,Deane Pappas,75,35.59,2598,73
132,T132,T132,Carl Pettersson,80,35.59,2812,79
133,T132,T132,Brett Quigley,92,35.59,3132,88
134,T132,T132,Akio Sadakata,83,35.59,2883,81
135,136,136,Darron Stiles,93,35.6,3204,90
136,T137,T137,Aaron Barber,94,35.61,3347,94
137,T137,T137,Jay Don Blake,77,35.61,2671,75
138,T137,T137,Kent Jones,74,35.61,2493,70
139,T140,T140,Jim Carter,95,35.63,3314,93
140,T140,T140,Michael Clark II,54,35.63,1924,54
141,T142,T142,Notah Begay III,92,35.64,3208,90
142,T142,T142,Cliff Kresge,102,35.64,3564,100
143,T144,T144,Jason Caron,74,35.66,2532,71
144,T144,T144,J.L. Lewis,99,35.66,3459,97
145,T146,T146,Ben Curtis,69,35.67,2461,69
146,T146,T146,Dudley Hart,66,35.67,2354,66
147,T146,T146,Pat Perez,95,35.67,3317,93
148,T146,T146,Rory Sabbatini,95,35.67,3317,93
149,T150,T150,Luke Donald,88,35.7,3142,88
150,T150,T150,Bernhard Langer,65,35.7,2285,64
151,T152,T152,Greg Chalmers,98,35.71,3392,95
152,T152,T152,Steve Lowery,86,35.71,2857,80
153,T152,T152,Joey Sindelar,93,35.71,3250,91
154,T152,T152,Mark Wilson,82,35.71,2857,80
155,T156,T156,Mark Brooks,90,35.72,3108,87
156,T156,T156,Joel Edwards,60,35.72,2143,60
157,T156,T156,Ian Leggatt,71,35.72,2429,68
158,159,159,Glen Hnatiuk,92,35.73,3180,89
159,T160,T160,Len Mattiace,94,35.74,3324,93
160,T160,T160,Esteban Toledo,109,35.74,3788,106
161,162,162,Steven Alker,87,35.75,3039,85
162,T163,T163,Steve Allan,53,35.78,1753,49
163,T163,T163,David Sutherland,77,35.78,2612,73
164,165,165,Vance Veazey,66,35.79,2362,66
165,166,166,John Rollins,89,35.8,3043,85
166,167,167,Rich Beem,80,35.83,2759,77
167,168,168,Doug Barron,90,35.85,3155,88
168,T169,T169,José Coceres,62,35.87,2224,62
169,T169,T169,"Dave Stockton, Jr.",79,35.87,2762,77
170,171,171,Mike Grob,83,35.89,2907,81
171,172,172,Jason Buha,61,35.91,2083,58
172,173,173,John Maginnes,87,35.93,3126,87
173,174,174,Bob Burns,88,35.94,3019,84
174,175,175,Kenneth Staton,59,35.95,2049,57
175,T176,T176,Brad Elder,51,35.96,1762,49
176,T176,T176,John Morgan,81,35.96,2841,79
177,178,178,Paul Azinger,73,36.01,2629,73
178,179,179,Matt Kuchar,63,36.11,2203,61
179,180,180,Gavin Coles,69,36.12,2384,66
180,181,181,John Daly,56,36.13,2023,56
181,182,182,Gene Sauers,87,36.14,3072,85
182,183,183,Craig Perks,82,36.15,2856,79
183,184,184,Kaname Yokoo,56,36.17,1953,54
184,185,185,Todd Barranger,78,36.2,2715,75
185,186,186,Mark O'Meara,69,36.25,2429,67
186,187,187,Cameron Yancey,58,36.27,2031,56
187,188,188,Anthony Painter,87,36.39,3093,85
188,189,189,Ty Tryon,52,36.42,1821,50
189,190,190,Jeff Klein,60,36.53,2119,58
