,Par_5_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_5_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_5_Birdie_or_Better_Leaders_PLAYER NAME,Par_5_Birdie_or_Better_Leaders_ROUNDS,Par_5_Birdie_or_Better_Leaders_%,Par_5_Birdie_or_Better_Leaders_PAR 5 BIRDIES OR BETTER,Par_5_Birdie_or_Better_Leaders_PAR 5 HOLES
0,1,1,Tiger Woods,74,59.55,131,220
1,2,2,Darren Clarke,61,56.29,94,167
2,3,3,Vijay Singh,106,55.02,181,329
3,4,4,Sergio Garcia,62,54.04,87,161
4,5,5,Aaron Baddeley,71,51.61,112,217
5,6,6,Phil Mickelson,87,51.56,132,256
6,7,7,Retief Goosen,69,51.47,105,204
7,8,8,Geoff Ogilvy,86,51.19,150,293
8,9,9,Hank Kuehne,73,51.01,126,247
9,10,10,Jim Furyk,104,50.61,165,326
10,11,11,Carlos Franco,99,50.45,168,333
11,12,12,Stuart Appleby,90,49.82,141,283
12,13,13,K.J. Choi,112,49.55,166,335
13,14,14,John Huston,76,49.25,132,268
14,15,15,Charles Howell III,120,49.2,184,374
15,16,16,Robert Allenby,87,48.99,121,247
16,17,17,Jeff Brehaut,110,48.93,183,374
17,18,18,Chris DiMarco,98,48.85,149,305
18,19,19,Scott Verplank,97,48.84,148,303
19,20,20,Justin Leonard,80,48.79,121,248
20,21,21,Rod Pampling,87,48.73,134,275
21,22,22,Steve Flesch,110,48.51,179,369
22,T23,T23,Robert Gamez,114,48.45,187,386
23,T23,T23,David Toms,90,48.45,125,258
24,25,25,Chad Campbell,105,48.31,157,325
25,26,26,Craig Barlow,95,48.15,156,324
26,27,27,Davis Love III,85,47.97,130,271
27,28,28,John Rollins,89,47.86,134,280
28,29,29,John Senden,111,47.84,177,370
29,30,30,Jay Haas,89,47.71,125,262
30,31,31,Kent Jones,74,47.46,112,236
31,32,32,Paul Stankowski,67,47.15,116,246
32,33,33,Peter Lonard,96,47.1,130,276
33,34,34,Tim Petrovic,108,47.08,161,342
34,35,35,Brenden Pappas,105,47.04,167,355
35,36,36,Tim Herron,102,46.67,154,330
36,37,37,Mike Weir,80,46.56,115,247
37,T38,T38,José Coceres,62,46.3,100,216
