,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
0,1,1,Jim Furyk,104,31.84,85,267
1,2,2,Paul Goydos,86,30.94,99,320
2,3,3,J.P. Hayes,79,30.65,80,261
3,4,4,John Huston,76,30.63,83,271
4,5,5,Steve Flesch,110,29.14,95,326
5,6,6,John Rollins,89,28.11,70,249
6,7,7,Glen Day,103,28.04,106,378
7,8,8,Tim Clark,79,27.86,73,262
8,9,9,Luke Donald,88,27.42,85,310
9,10,10,Duffy Waldorf,90,27.35,67,245
10,11,11,Jerry Kelly,108,27.18,81,298
11,12,12,Chris DiMarco,98,27.11,77,284
12,13,13,Jeff Maggert,81,27.1,71,262
13,14,14,Mike Weir,80,26.88,50,186
14,15,15,Darron Stiles,93,26.82,81,302
15,16,16,Aaron Barber,94,26.78,94,351
16,17,17,Kenny Perry,98,26.52,74,279
17,18,18,Retief Goosen,69,26.49,40,151
18,19,19,Fred Couples,71,26.37,48,182
19,T20,T20,Shigeki Maruyama,87,26.35,73,277
20,T20,T20,Scott Verplank,97,26.35,78,296
21,22,22,Skip Kendall,110,26.29,102,388
22,23,23,Jeff Sluman,106,26.2,87,332
23,24,24,Geoff Ogilvy,86,26.12,64,245
24,25,25,Stephen Ames,91,26.07,79,303
25,26,26,Frank Lickliter II,94,26.06,74,284
26,27,27,Tiger Woods,74,26.04,44,169
27,28,28,Olin Browne,113,26.0,91,350
28,29,29,Bob Estes,92,25.99,72,277
29,30,30,Woody Austin,107,25.78,91,353
30,31,31,Dudley Hart,66,25.68,47,183
31,32,32,Fred Funk,112,25.66,87,339
32,33,33,Loren Roberts,87,25.62,62,242
33,34,34,Billy Mayfair,105,25.61,74,289
34,35,35,Darren Clarke,61,25.56,34,133
35,36,36,Vijay Singh,106,25.51,88,345
36,37,37,Richard Johnson,89,25.45,70,275
37,T38,T38,Doug Barron,90,25.41,78,307
38,T38,T38,Bernhard Langer,65,25.41,46,181
39,40,40,Pat Bates,111,25.37,86,339
40,41,41,Justin Leonard,80,25.26,48,190
41,42,42,Robert Allenby,87,25.25,50,198
42,T43,T43,David Frost,80,25.24,79,313
43,T43,T43,Tom Pernice Jr.,105,25.24,80,317
44,45,45,Chris Anderson,96,25.23,82,325
45,46,46,Stewart Cink,104,25.22,85,337
46,47,47,Chris Riley,96,25.09,69,275
47,48,48,Mark Calcavecchia,84,24.91,72,289
48,49,49,K.J. Choi,112,24.85,81,326
49,50,50,David Sutherland,77,24.77,53,214
50,51,51,Steve Lowery,86,24.64,69,280
51,52,52,Shaun Micheel,97,24.61,79,321
52,53,53,Brent Geiberger,51,24.6,46,187
53,54,54,Rod Pampling,87,24.52,76,310
54,T55,T55,Ben Crane,94,24.44,66,270
55,T55,T55,David Toms,90,24.44,55,225
56,57,57,Jay Haas,89,24.42,63,258
57,58,58,Jonathan Byrd,101,24.4,71,291
58,59,59,J.L. Lewis,99,24.32,63,259
59,60,60,Peter Jacobsen,75,24.28,59,243
60,61,61,Scott Laycock,71,24.17,51,211
61,62,62,Chris Smith,92,24.15,78,323
62,63,63,Rory Sabbatini,95,24.13,76,315
63,64,64,Kirk Triplett,92,24.11,68,282
64,65,65,Chad Campbell,105,24.07,65,270
65,66,66,Heath Slocum,101,24.06,90,374
66,67,67,David Gossett,92,24.05,76,316
67,68,68,Steven Alker,87,24.04,69,287
68,69,69,David Peoples,96,23.99,77,321
69,70,70,Mark Brooks,90,23.97,76,317
70,71,71,Mike Grob,83,23.79,59,248
71,72,72,Len Mattiace,94,23.68,63,266
72,73,73,Ernie Els,65,23.65,35,148
73,74,74,Rocco Mediate,80,23.61,55,233
74,75,75,Mike Heinen,89,23.59,71,301
75,76,76,Tim Herron,102,23.57,74,314
76,77,77,Tommy Armour III,66,23.55,57,242
77,78,78,Ben Curtis,69,23.5,55,234
78,79,79,Hank Kuehne,73,23.47,73,311
79,80,80,Billy Andrade,100,23.46,80,341
80,81,81,Donnie Hammond,92,23.42,74,316
81,82,82,Garrett Willis,97,23.38,83,355
82,83,83,Todd Fischer,97,23.37,79,338
83,84,84,Paul Gow,62,23.35,53,227
84,T85,T85,Jeff Brehaut,110,23.31,86,369
85,T85,T85,Joe Durant,96,23.31,69,296
86,87,87,Tom Byrum,97,23.27,64,275
87,88,88,Joel Edwards,60,23.17,57,246
88,89,89,Brad Faxon,97,23.13,62,268
89,T90,T90,Tim Petrovic,108,23.1,70,303
90,T90,T90,Hal Sutton,81,23.1,64,277
91,T92,T92,Kenichi Kuboya,91,23.03,73,317
92,T92,T92,Andrew Magee,91,23.03,70,304
93,94,94,Tom Gillis,71,22.98,57,248
94,95,95,Dicky Pride,73,22.97,51,222
95,96,96,Hidemichi Tanaka,112,22.92,77,336
96,97,97,Thomas Levet,85,22.85,61,267
97,98,98,Matt Kuchar,63,22.84,53,232
98,99,99,Briny Baird,113,22.76,84,369
99,100,100,Phil Mickelson,87,22.71,57,251
100,T101,T101,Cameron Beckman,86,22.7,69,304
101,T101,T101,Mike Sposa,72,22.7,64,282
102,103,103,Mark Wilson,82,22.62,57,252
103,104,104,Kent Jones,74,22.59,54,239
104,105,105,Charles Howell III,120,22.43,72,321
105,106,106,Neal Lancaster,110,22.36,93,416
106,107,107,Dan Forsman,98,22.29,70,314
107,108,108,Brian Bateman,70,22.22,52,234
108,T109,T109,Cliff Kresge,102,22.19,73,329
109,T109,T109,Spike McRoy,103,22.19,69,311
110,111,111,Harrison Frazar,88,22.18,65,293
111,112,112,Davis Love III,85,22.11,44,199
112,113,113,Scott McCarron,86,22.06,45,204
113,T114,T114,Alex Cejka,98,22.05,58,263
114,T114,T114,Jonathan Kaye,91,22.05,56,254
115,T116,T116,Greg Chalmers,98,22.03,76,345
116,T116,T116,Patrick Sheehan,101,22.03,78,354
117,118,118,Stuart Appleby,90,22.02,61,277
118,T119,T119,John Maginnes,87,21.72,58,267
119,T119,T119,John Riegger,55,21.72,43,198
120,121,121,Brent Schwarzrock,60,21.67,44,203
121,122,122,Rich Beem,80,21.63,53,245
122,123,123,Matt Gogel,77,21.6,54,250
123,124,124,Esteban Toledo,109,21.53,76,353
124,125,125,Carl Pettersson,80,21.51,60,279
125,126,126,Brian Henninger,56,21.49,49,228
126,127,127,Ian Leggatt,71,21.48,55,256
127,128,128,Notah Begay III,92,21.4,64,299
128,129,129,"Dave Stockton, Jr.",79,21.34,51,239
129,130,130,Carlos Franco,99,21.24,65,306
130,131,131,José Coceres,62,21.23,38,179
131,132,132,Carl Paulson,101,21.16,73,345
132,133,133,Adam Scott,52,21.09,31,147
133,T134,T134,Craig Barlow,95,21.05,72,342
134,T134,T134,Lee Janzen,83,21.05,44,209
135,T136,T136,Bob Burns,88,20.97,56,267
136,T136,T136,Robert Gamez,114,20.97,78,372
137,T136,T136,Corey Pavin,88,20.97,52,248
138,139,139,Andy Miller,75,20.93,54,258
139,140,140,Tom Lehman,87,20.9,42,201
140,141,141,Sergio Garcia,62,20.89,33,158
141,142,142,Jesper Parnevik,102,20.82,56,269
142,143,143,John Morgan,81,20.77,65,313
143,T144,T144,Mark O'Meara,69,20.73,34,164
144,T144,T144,Pat Perez,95,20.73,57,275
145,146,146,Vance Veazey,66,20.69,48,232
146,147,147,Jay Williamson,93,20.51,73,356
147,148,148,Peter Lonard,96,20.46,62,303
148,149,149,John Daly,56,20.45,45,220
149,150,150,Dean Wilson,82,20.44,56,274
150,151,151,Glen Hnatiuk,92,20.31,66,325
151,152,152,Brian Gay,100,20.26,78,385
152,153,153,Kevin Sutherland,97,20.25,49,242
153,154,154,Arron Oberholser,80,20.21,57,282
154,155,155,Paul Azinger,73,20.18,45,223
155,156,156,Bob Tway,89,20.17,48,238
156,157,157,Akio Sadakata,83,19.93,59,296
157,T158,T158,Jay Don Blake,77,19.91,46,231
158,T158,T158,Jeff Klein,60,19.91,42,211
159,160,160,Deane Pappas,75,19.79,57,288
160,161,161,Kaname Yokoo,56,19.69,38,193
161,162,162,Brett Quigley,92,19.61,60,306
162,163,163,Craig Perks,82,19.48,60,308
163,164,164,Steve Stricker,59,19.37,43,222
164,165,165,Robert Damron,96,19.34,59,305
165,166,166,Michael Clark II,54,19.12,39,204
166,167,167,Nick Price,65,19.08,33,173
167,168,168,Mathew Goggin,90,18.88,54,286
168,169,169,Aaron Baddeley,71,18.86,33,175
169,170,170,Gene Sauers,87,18.82,51,271
170,171,171,Jason Caron,74,18.73,50,267
171,172,172,Brandt Jobe,77,18.72,41,219
172,T173,T173,Per-Ulrik Johansson,96,18.42,56,304
173,T173,T173,Cameron Yancey,58,18.42,35,190
174,175,175,Joey Sindelar,93,18.32,50,273
175,176,176,Jason Gore,83,18.08,49,271
176,177,177,John Senden,111,17.75,60,338
177,178,178,Marco Dawson,86,17.65,48,272
178,179,179,Jim Carter,95,17.63,52,295
179,180,180,Gavin Coles,69,17.41,43,247
180,181,181,Paul Stankowski,67,17.35,38,219
181,182,182,Jason Buha,61,17.06,36,211
182,183,183,J.J. Henry,100,17.0,51,300
183,184,184,Todd Barranger,78,16.94,52,307
184,185,185,Brenden Pappas,105,16.91,58,343
185,186,186,Steve Allan,53,15.85,29,183
