,Late_Round_3_Scoring_Average_RANK THIS WEEK,Late_Round_3_Scoring_Average_RANK LAST WEEK,Late_Round_3_Scoring_Average_PLAYER NAME,Late_Round_3_Scoring_Average_AVG,Late_Round_3_Scoring_Average_TOTAL STROKES,Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Chris Riley,67.27,740,11
1,T2,T2,Joel Edwards,67.5,135,2
2,T2,T2,Andy Miller,67.5,135,2
3,4,4,Doug Barron,67.75,271,4
4,5,5,Jeff Sluman,67.9,679,10
5,T6,T6,Steve Flesch,68.0,748,11
6,T6,T6,Matt Gogel,68.0,340,5
7,T6,T6,Steve Stricker,68.0,136,2
8,9,9,Kenny Perry,68.29,956,14
9,10,10,Robert Allenby,68.3,683,10
10,T11,T11,Scott McCarron,68.38,547,8
11,T11,T11,Hal Sutton,68.38,547,8
12,13,13,J.L. Lewis,68.43,479,7
13,14,14,Jonathan Kaye,68.55,754,11
14,15,15,Jim Carter,68.75,275,4
15,16,16,Vijay Singh,68.89,1309,19
16,T17,T17,Michael Clark II,69.0,69,1
17,T17,T17,Joe Durant,69.0,483,7
18,T17,T17,Sergio Garcia,69.0,414,6
19,T17,T17,Brian Henninger,69.0,276,4
20,T17,T17,Phil Mickelson,69.0,552,8
21,22,22,Cameron Beckman,69.11,622,9
22,23,23,Davis Love III,69.15,899,13
23,T24,T24,Mark Brooks,69.17,415,6
24,T24,T24,John Riegger,69.17,415,6
25,26,26,Scott Verplank,69.25,831,12
26,27,27,Briny Baird,69.28,1247,18
27,28,28,Per-Ulrik Johansson,69.29,485,7
28,29,29,Brad Faxon,69.3,693,10
29,30,30,Jerry Kelly,69.31,901,13
30,31,31,Tim Herron,69.38,902,13
31,32,32,Skip Kendall,69.4,694,10
32,33,33,K.J. Choi,69.42,833,12
33,T34,T34,Ben Crane,69.43,486,7
34,T34,T34,David Gossett,69.43,486,7
35,36,36,Olin Browne,69.45,764,11
36,T37,T37,Bob Estes,69.5,973,14
37,T37,T37,Retief Goosen,69.5,834,12
38,T37,T37,Peter Jacobsen,69.5,556,8
39,T37,T37,Richard Johnson,69.5,278,4
40,T37,T37,Hank Kuehne,69.5,417,6
41,T37,T37,Mark O'Meara,69.5,278,4
42,43,43,Jay Williamson,69.56,626,9
43,44,44,Rod Pampling,69.58,835,12
44,T45,T45,Stewart Cink,69.67,1045,15
45,T45,T45,Frank Lickliter II,69.67,627,9
46,47,47,John Senden,69.7,697,10
47,48,48,Ernie Els,69.73,767,11
48,T49,T49,Jim Furyk,69.79,977,14
49,T49,T49,Tiger Woods,69.79,977,14
50,T51,T51,Cliff Kresge,69.8,349,5
51,T51,T51,Mike Weir,69.8,698,10
52,T53,T53,Notah Begay III,69.83,419,6
53,T53,T53,Rocco Mediate,69.83,419,6
54,55,55,Tim Clark,69.88,559,8
55,T56,T56,Craig Barlow,69.89,629,9
56,T56,T56,Lee Janzen,69.89,629,9
57,58,58,Justin Leonard,69.9,699,10
58,T59,T59,Jason Buha,70.0,140,2
59,T59,T59,Bob Burns,70.0,140,2
60,T59,T59,Chad Campbell,70.0,980,14
61,T59,T59,Darren Clarke,70.0,490,7
62,T59,T59,Fred Couples,70.0,770,11
63,T59,T59,Jay Haas,70.0,560,8
