,6-10_Final_Round_Performance_RANK THIS WEEK,6-10_Final_Round_Performance_RANK LAST WEEK,6-10_Final_Round_Performance_PLAYER NAME,6-10_Final_Round_Performance_EVENTS,6-10_Final_Round_Performance_% TIMES IMPROVED,6-10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Robert Allenby,24,100.0,4.0
1,T1,T1,Craig Barlow,29,100.0,1.0
2,T1,T1,Pat Bates,35,100.0,1.0
3,T1,T1,Jonathan Byrd,29,100.0,2.0
4,T1,T1,Ben Crane,27,100.0,2.0
5,T1,T1,John Daly,22,100.0,1.0
6,T1,T1,Glen Day,31,100.0,1.0
7,T1,T1,Matt Gogel,25,100.0,1.0
8,T1,T1,Jonathan Kaye,27,100.0,1.0
9,T1,T1,Hank Kuehne,23,100.0,1.0
10,T1,T1,Thomas Levet,26,100.0,1.0
11,T1,T1,J.L. Lewis,31,100.0,2.0
12,T1,T1,Davis Love III,23,100.0,2.0
13,T1,T1,Len Mattiace,27,100.0,1.0
14,T1,T1,Pat Perez,33,100.0,1.0
15,T1,T1,Tom Pernice Jr.,31,100.0,1.0
16,T1,T1,Brett Quigley,27,100.0,2.0
17,T1,T1,Gene Sauers,30,100.0,1.0
18,T1,T1,Bob Tway,26,100.0,2.0
19,T1,T1,Duffy Waldorf,25,100.0,1.0
20,T1,T1,Dean Wilson,27,100.0,1.0
21,T1,T1,Mark Wilson,30,100.0,1.0
22,T1,T1,Tiger Woods,18,100.0,1.0
23,24,24,Vijay Singh,27,87.5,7.0
24,T25,T25,Fred Funk,33,75.0,3.0
25,T25,T25,Jim Furyk,27,75.0,6.0
26,27,27,Chad Campbell,27,71.4,5.0
27,T28,T28,Joe Durant,28,66.7,2.0
28,T28,T28,Bob Estes,25,66.7,2.0
29,T28,T28,Tim Herron,29,66.7,2.0
30,T28,T28,Jerry Kelly,30,66.7,2.0
31,T28,T28,Geoff Ogilvy,26,66.7,2.0
32,T28,T28,Kirk Triplett,25,66.7,2.0
33,T28,T28,Mike Weir,21,66.7,2.0
34,T35,T35,Steve Allan,18,50.0,1.0
35,T35,T35,Stephen Ames,27,50.0,1.0
36,T35,T35,Woody Austin,31,50.0,1.0
37,T35,T35,Briny Baird,33,50.0,1.0
38,T35,T35,Stewart Cink,28,50.0,2.0
39,T35,T35,Darren Clarke,16,50.0,1.0
40,T35,T35,Steve Flesch,33,50.0,3.0
41,T35,T35,Bernhard Langer,21,50.0,1.0
42,T35,T35,Andrew Magee,26,50.0,1.0
43,T35,T35,Rocco Mediate,24,50.0,2.0
44,T35,T35,Phil Mickelson,23,50.0,1.0
45,T35,T35,Arron Oberholser,25,50.0,1.0
46,T35,T35,Chris Riley,29,50.0,2.0
47,T35,T35,John Rollins,27,50.0,1.0
48,T35,T35,Kevin Sutherland,27,50.0,1.0
49,T35,T35,Hidemichi Tanaka,30,50.0,1.0
50,T35,T35,David Toms,26,50.0,1.0
51,52,52,K.J. Choi,32,40.0,2.0
52,T53,T53,Shigeki Maruyama,28,33.3,1.0
53,T53,T53,Rod Pampling,27,33.3,1.0
54,T53,T53,Loren Roberts,24,33.3,1.0
55,T53,T53,Scott Verplank,26,33.3,1.0
56,T57,T57,Chris DiMarco,27,25.0,1.0
57,T57,T57,Robert Gamez,31,25.0,1.0
58,T57,T57,Hal Sutton,24,25.0,1.0
59,60,60,Retief Goosen,19,20.0,1.0
60,T61,T61,Steven Alker,30,0.0,
61,T61,T61,Stuart Appleby,27,0.0,
62,T61,T61,Tommy Armour III,23,0.0,
63,T61,T61,Doug Barron,32,0.0,
64,T61,T61,Cameron Beckman,26,0.0,
65,T61,T61,Notah Begay III,30,0.0,
66,T61,T61,Jeff Brehaut,32,0.0,
67,T61,T61,Mark Brooks,31,0.0,
68,T61,T61,Olin Browne,34,0.0,
69,T61,T61,Tom Byrum,31,0.0,
70,T61,T61,Mark Calcavecchia,24,0.0,
71,T61,T61,Greg Chalmers,32,0.0,
72,T61,T61,Tim Clark,25,0.0,
73,T61,T61,Fred Couples,18,0.0,
74,T61,T61,Robert Damron,32,0.0,
75,T61,T61,Marco Dawson,31,0.0,
76,T61,T61,Joel Edwards,23,0.0,
77,T61,T61,Ernie Els,17,0.0,
78,T61,T61,Brad Faxon,27,0.0,
79,T61,T61,Todd Fischer,32,0.0,
80,T61,T61,Carlos Franco,30,0.0,
81,T61,T61,Harrison Frazar,27,0.0,
82,T61,T61,David Frost,26,0.0,
83,T61,T61,Tom Gillis,25,0.0,
84,T61,T61,David Gossett,28,0.0,
85,T61,T61,Paul Goydos,25,0.0,
86,T61,T61,Jay Haas,25,0.0,
87,T61,T61,Brian Henninger,17,0.0,
88,T61,T61,J.J. Henry,31,0.0,
89,T61,T61,Charles Howell III,31,0.0,
90,T61,T61,John Huston,23,0.0,
91,T61,T61,Peter Jacobsen,22,0.0,
92,T61,T61,Brandt Jobe,22,0.0,
93,T61,T61,Kent Jones,23,0.0,
94,T61,T61,Cliff Kresge,32,0.0,
95,T61,T61,Frank Lickliter II,30,0.0,
96,T61,T61,Peter Lonard,26,0.0,
97,T61,T61,Steve Lowery,29,0.0,
98,T61,T61,Jeff Maggert,24,0.0,
99,T61,T61,John Maginnes,29,0.0,
100,T61,T61,Billy Mayfair,31,0.0,
101,T61,T61,Scott McCarron,27,0.0,
102,T61,T61,Shaun Micheel,28,0.0,
103,T61,T61,John Morgan,29,0.0,
104,T61,T61,Mark O'Meara,25,0.0,
105,T61,T61,Brenden Pappas,33,0.0,
106,T61,T61,Carl Paulson,32,0.0,
107,T61,T61,Corey Pavin,26,0.0,
108,T61,T61,David Peoples,30,0.0,
109,T61,T61,Kenny Perry,26,0.0,
110,T61,T61,Tim Petrovic,32,0.0,
111,T61,T61,Nick Price,17,0.0,
112,T61,T61,Dicky Pride,23,0.0,
113,T61,T61,John Riegger,17,0.0,
114,T61,T61,Rory Sabbatini,27,0.0,
115,T61,T61,John Senden,33,0.0,
116,T61,T61,Heath Slocum,32,0.0,
117,T61,T61,Jeff Sluman,31,0.0,
118,T61,T61,Paul Stankowski,21,0.0,
119,T61,T61,Darron Stiles,29,0.0,
120,T61,T61,Steve Stricker,21,0.0,
121,T61,T61,David Sutherland,25,0.0,
122,T61,T61,Esteban Toledo,35,0.0,
123,T61,T61,Jay Williamson,31,0.0,
124,T61,T61,Garrett Willis,32,0.0,
125,T61,T61,Cameron Yancey,23,0.0,
