,Round_1_Scoring_Average_RANK THIS WEEK,Round_1_Scoring_Average_RANK LAST WEEK,Round_1_Scoring_Average_PLAYER NAME,Round_1_Scoring_Average_AVG,Round_1_Scoring_Average_TOTAL STROKES,Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Jim Furyk,69.31,1802,26
1,2,2,Tiger Woods,69.47,1181,17
2,3,3,Fred Couples,69.53,1182,17
3,4,4,Vijay Singh,69.62,1810,26
4,5,5,Aaron Baddeley,69.63,1323,19
5,T6,T6,Robert Gamez,69.65,2159,31
6,T6,T6,Retief Goosen,69.65,1184,17
7,8,8,John Huston,69.68,1533,22
8,9,9,Charles Howell III,69.72,2022,29
9,T10,T10,Dan Forsman,69.96,1889,27
10,T10,T10,Kenny Perry,69.96,1749,25
11,T10,T10,Duffy Waldorf,69.96,1679,24
12,13,13,Rod Pampling,70.0,1820,26
13,T14,T14,Chad Campbell,70.08,1822,26
14,T14,T14,Bob Tway,70.08,1752,25
15,16,16,Darren Clarke,70.14,982,14
16,T17,T17,Bob Estes,70.21,1685,24
17,T17,T17,Kirk Triplett,70.21,1685,24
18,19,19,Sergio Garcia,70.22,1264,18
19,20,20,Paul Goydos,70.25,1686,24
20,21,21,Nick Price,70.31,1125,16
21,22,22,Stewart Cink,70.33,1899,27
22,23,23,Harrison Frazar,70.35,1829,26
23,24,24,Stephen Ames,70.4,1760,25
24,25,25,Patrick Sheehan,70.42,2183,31
25,T26,T26,Davis Love III,70.43,1479,21
26,T26,T26,Phil Mickelson,70.43,1479,21
27,28,28,Jerry Kelly,70.45,2043,29
28,29,29,Mark Calcavecchia,70.46,1691,24
29,30,30,Loren Roberts,70.48,1621,23
30,31,31,Deane Pappas,70.52,1622,23
31,32,32,Ernie Els,70.53,1058,15
32,33,33,Donnie Hammond,70.56,1905,27
33,T34,T34,Jeff Sluman,70.57,2117,30
34,T34,T34,Hidemichi Tanaka,70.57,2117,30
35,T34,T34,David Toms,70.57,1623,23
36,T37,T37,Brandt Jobe,70.59,1553,22
37,T37,T37,John Senden,70.59,2259,32
38,39,39,Arron Oberholser,70.6,1765,25
39,T40,T40,Jeff Brehaut,70.61,2189,31
40,T40,T40,Olin Browne,70.61,2330,33
41,42,42,Mike Weir,70.63,1342,19
42,43,43,Craig Barlow,70.64,1978,28
43,T44,T44,Carl Paulson,70.65,2190,31
44,T44,T44,Kevin Sutherland,70.65,1837,26
45,T46,T46,Glen Day,70.67,2120,30
46,T46,T46,Luke Donald,70.67,1908,27
47,T46,T46,Skip Kendall,70.67,2120,30
48,T49,T49,Tom Lehman,70.7,1626,23
49,T49,T49,Tom Pernice Jr.,70.7,2121,30
50,T51,T51,Steve Flesch,70.72,2263,32
51,T51,T51,Scott Verplank,70.72,1768,25
52,T53,T53,Joe Durant,70.75,1981,28
53,T53,T53,Tim Herron,70.75,1981,28
54,T53,T53,Mike Sposa,70.75,1698,24
55,T56,T56,Fred Funk,70.77,2194,31
56,T56,T56,Tim Petrovic,70.77,2194,31
57,T56,T56,Brett Quigley,70.77,1840,26
58,59,59,Briny Baird,70.84,2267,32
59,60,60,Rocco Mediate,70.87,1630,23
60,61,61,Chris Riley,70.89,1914,27
61,T62,T62,Shaun Micheel,70.93,1915,27
62,T62,T62,Joey Sindelar,70.93,1986,28
63,64,64,Cliff Kresge,70.94,2199,31
64,T65,T65,Jonathan Kaye,70.96,1845,26
65,T65,T65,Dicky Pride,70.96,1632,23
66,T67,T67,David Frost,71.0,1704,24
67,T67,T67,Ian Leggatt,71.0,1704,24
68,T67,T67,Corey Pavin,71.0,1704,24
69,T67,T67,Heath Slocum,71.0,2201,31
70,T71,T71,Doug Barron,71.03,2202,31
71,T71,T71,Carlos Franco,71.03,2060,29
72,T73,T73,Richard Johnson,71.04,1989,28
73,T73,T73,Darron Stiles,71.04,1989,28
74,75,75,Robert Allenby,71.05,1563,22
75,T76,T76,Brian Bateman,71.08,1706,24
76,T76,T76,Cameron Beckman,71.08,1706,24
77,T76,T76,Jeff Maggert,71.08,1706,24
78,79,79,Pat Bates,71.09,2417,34
79,80,80,Woody Austin,71.1,2133,30
80,81,81,Esteban Toledo,71.12,2418,34
81,T82,T82,J.J. Henry,71.13,2134,30
82,T82,T82,Lee Janzen,71.13,1707,24
83,T82,T82,Billy Mayfair,71.13,2205,31
84,T82,T82,David Peoples,71.13,2134,30
85,86,86,Billy Andrade,71.14,2063,29
86,87,87,Chris DiMarco,71.16,1779,25
87,88,88,Jonathan Byrd,71.17,2064,29
88,89,89,Kent Jones,71.18,1566,22
89,90,90,K.J. Choi,71.2,2136,30
90,91,91,Hal Sutton,71.21,1709,24
91,T92,T92,Aaron Barber,71.25,2280,32
92,T92,T92,Brent Geiberger,71.25,1140,16
93,94,94,Rory Sabbatini,71.27,1853,26
94,95,95,Andrew Magee,71.28,1782,25
95,T96,T96,Tom Gillis,71.29,1711,24
96,T96,T96,Justin Leonard,71.29,1497,21
97,98,98,Alex Cejka,71.31,1854,26
98,99,99,Spike McRoy,71.32,2425,34
99,T100,T100,Tom Byrum,71.35,2212,31
100,T100,T100,Per-Ulrik Johansson,71.35,2212,31
101,T102,T102,Stuart Appleby,71.36,1784,25
102,T102,T102,Tommy Armour III,71.36,1570,22
103,T102,T102,Paul Azinger,71.36,1784,25
104,T102,T102,Peter Jacobsen,71.36,1570,22
105,T102,T102,Peter Lonard,71.36,1784,25
106,107,107,Shigeki Maruyama,71.37,1927,27
107,T108,T108,Jay Don Blake,71.38,1856,26
108,T108,T108,Jason Gore,71.38,2070,29
109,110,110,Jesper Parnevik,71.4,2142,30
110,T111,T111,Notah Begay III,71.41,2071,29
111,T111,T111,Hank Kuehne,71.41,1571,22
112,T113,T113,David Gossett,71.43,2000,28
113,T113,T113,J.L. Lewis,71.43,2143,30
114,T115,T115,Ben Crane,71.46,1858,26
115,T115,T115,Matt Gogel,71.46,1715,24
116,117,117,Brian Henninger,71.47,1215,17
117,T118,T118,Marco Dawson,71.5,2145,30
118,T118,T118,John Rollins,71.5,1859,26
119,120,120,Chris Anderson,71.52,2217,31
120,121,121,John Riegger,71.56,1145,16
121,T122,T122,Jay Haas,71.57,1646,23
122,T122,T122,Pat Perez,71.57,2147,30
123,T122,T122,Paul Stankowski,71.57,1503,21
124,T125,T125,Brad Faxon,71.58,1861,26
125,T125,T125,Mike Grob,71.58,1861,26
126,T125,T125,Len Mattiace,71.58,1861,26
127,128,128,Brenden Pappas,71.59,2291,32
128,129,129,Geoff Ogilvy,71.6,1790,25
129,T130,T130,Glen Hnatiuk,71.64,2006,28
130,T130,T130,Andy Miller,71.64,1791,25
131,132,132,Jim Carter,71.66,2293,32
132,T133,T133,Tim Clark,71.67,1720,24
133,T133,T133,David Sutherland,71.67,1720,24
134,135,135,Jay Williamson,71.7,2151,30
135,T136,T136,Steven Alker,71.72,2080,29
136,T136,T136,Frank Lickliter II,71.72,2080,29
137,138,138,Matt Kuchar,71.73,1578,22
138,139,139,Garrett Willis,71.74,2224,31
139,140,140,Jason Caron,71.75,2009,28
140,141,141,Todd Fischer,71.77,2225,31
141,142,142,Robert Damron,71.78,2297,32
142,143,143,Brad Elder,71.79,1364,19
143,144,144,Greg Chalmers,71.8,2154,30
144,145,145,Ben Curtis,71.81,1508,21
145,T146,T146,Mike Heinen,71.82,2011,28
146,T146,T146,Akio Sadakata,71.82,2011,28
147,T148,T148,Kenichi Kuboya,71.83,2155,30
148,T148,T148,Gene Sauers,71.83,2083,29
149,150,150,John Maginnes,71.86,2084,29
150,151,151,Neal Lancaster,71.88,2444,34
151,152,152,Brent Schwarzrock,71.89,1366,19
152,T153,T153,Paul Gow,71.9,1510,21
153,T153,T153,Dudley Hart,71.9,1510,21
154,T155,T155,Mark Brooks,71.93,2158,30
155,T155,T155,Craig Perks,71.93,1942,27
156,T157,T157,Bob Burns,71.96,1943,27
157,T157,T157,Joel Edwards,71.96,1655,23
158,T157,T157,Carl Pettersson,71.96,1799,25
159,160,160,J.P. Hayes,72.0,1800,25
160,161,161,Rich Beem,72.04,1729,24
161,162,162,Kenneth Staton,72.05,1513,21
162,163,163,John Morgan,72.07,2018,28
163,T164,T164,Scott Laycock,72.08,1730,24
164,T164,T164,Thomas Levet,72.08,1802,25
165,T164,T164,Scott McCarron,72.08,1802,25
166,167,167,Steve Lowery,72.11,1947,27
167,T168,T168,Adam Scott,72.15,938,13
168,T168,T168,Dean Wilson,72.15,1948,27
169,170,170,Chris Smith,72.17,2165,30
170,171,171,Brian Gay,72.18,2382,33
