,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
88,T86,T86,Joey Sindelar,29,30
89,T86,T86,Paul Stankowski,21,30
90,T86,T86,Kevin Sutherland,27,30
91,T86,T86,Jay Williamson,31,30
92,T93,T93,Fred Couples,18,29
93,T93,T93,Todd Fischer,32,29
94,T93,T93,Lee Janzen,25,29
95,T93,T93,Jonathan Kaye,27,29
96,T93,T93,Scott McCarron,27,29
97,T93,T93,Arron Oberholser,25,29
98,T93,T93,Heath Slocum,32,29
99,T100,T100,Tom Byrum,31,28
100,T100,T100,Marco Dawson,31,28
101,T100,T100,Glen Hnatiuk,29,28
102,T100,T100,Cliff Kresge,32,28
103,T100,T100,Hank Kuehne,23,28
104,T100,T100,Rocco Mediate,24,28
105,T100,T100,Loren Roberts,24,28
106,T100,T100,John Rollins,27,28
107,T108,T108,Aaron Barber,32,27
108,T108,T108,Luke Donald,27,27
109,T108,T108,David Gossett,28,27
110,T108,T108,J.P. Hayes,25,27
111,T108,T108,Frank Lickliter II,30,27
112,T113,T113,Tim Clark,25,26
113,T113,T113,Robert Damron,32,26
114,T113,T113,Ernie Els,17,26
115,T113,T113,Matt Gogel,25,26
116,T113,T113,Dudley Hart,22,26
117,T113,T113,Steve Lowery,29,26
118,T113,T113,David Sutherland,25,26
119,T113,T113,Dean Wilson,27,26
120,T121,T121,Chris Anderson,31,25
121,T121,T121,Doug Barron,32,25
122,T121,T121,Donnie Hammond,27,25
123,T121,T121,Dicky Pride,23,25
124,T125,T125,Aaron Baddeley,20,24
125,T125,T125,Pat Perez,33,24
126,T125,T125,Darron Stiles,29,24
127,T128,T128,Bob Burns,28,23
128,T128,T128,Greg Chalmers,32,23
129,T128,T128,David Frost,26,23
130,T128,T128,Mike Grob,27,23
131,T128,T128,Kenichi Kuboya,31,23
132,T128,T128,Ian Leggatt,26,23
133,T128,T128,Jeff Maggert,24,23
134,T128,T128,John Morgan,29,23
135,T128,T128,Carl Pettersson,26,23
136,T137,T137,Paul Azinger,26,22
137,T137,T137,Darren Clarke,16,22
138,T137,T137,Nick Price,17,22
139,T137,T137,Akio Sadakata,29,22
140,T137,T137,Chris Smith,30,22
141,T142,T142,Tommy Armour III,23,21
142,T142,T142,Rich Beem,26,21
143,T142,T142,Jim Carter,33,21
144,T142,T142,Tom Gillis,25,21
145,T142,T142,Paul Gow,21,21
146,T142,T142,Scott Laycock,25,21
147,T142,T142,Deane Pappas,24,21
148,T142,T142,Mike Sposa,25,21
149,T150,T150,Sergio Garcia,20,20
150,T150,T150,Jason Gore,30,20
151,T150,T150,John Maginnes,29,20
152,T150,T150,John Riegger,17,20
153,T154,T154,Steven Alker,30,19
154,T154,T154,Mark Brooks,31,19
155,T154,T154,Anthony Painter,31,19
156,T154,T154,Dennis Paulson,15,19
157,T154,T154,Craig Perks,28,19
158,T154,T154,Gene Sauers,30,19
159,T154,T154,Mark Wilson,30,19
160,161,161,Andy Miller,25,18
161,T162,T162,Jay Don Blake,27,17
162,T162,T162,José Coceres,21,17
163,T162,T162,Brian Henninger,17,17
164,T162,T162,Thomas Levet,26,17
165,T162,T162,Brent Schwarzrock,20,17
166,T162,T162,"Dave Stockton, Jr.",31,17
167,T168,T168,Ben Curtis,21,16
168,T168,T168,Bill Glasson,13,16
169,T168,T168,Mathew Goggin,28,16
170,T168,T168,Bernhard Langer,21,16
171,T172,T172,Brian Bateman,26,15
172,T172,T172,Joel Edwards,23,15
173,T172,T172,Adam Scott,14,15
174,T172,T172,Vance Veazey,26,15
175,T176,T176,Steve Allan,18,14
176,T176,T176,David Edwards,13,14
177,T176,T176,Brent Geiberger,16,14
178,T176,T176,Steve Stricker,21,14
179,T176,T176,Grant Waite,18,14
180,T181,T181,"David Berganio, Jr.",15,13
181,T181,T181,Danny Ellis,10,13
182,T181,T181,Niclas Fasth,14,13
183,T181,T181,Matt Kuchar,23,13
184,T181,T181,Mark O'Meara,25,13
185,T186,T186,Michael Clark II,21,12
186,T186,T186,John Daly,22,12
187,T186,T186,Brad Elder,20,12
188,T186,T186,Steve Elkington,14,12
189,T186,T186,Kenneth Staton,22,12
190,T191,T191,Todd Barranger,31,11
191,T191,T191,Jason Caron,29,11
192,T191,T191,Jay Delsing,9,11
193,T191,T191,Jeff Gallagher,10,11
194,T191,T191,Jim McGovern,11,11
195,T191,T191,James McLean,19,11
196,T191,T191,Steve Pate,16,11
197,T198,T198,Bart Bryant,6,10
198,T198,T198,Freddie Jacobson,8,10
199,T198,T198,Phillip Price,9,10
200,T198,T198,Justin Rose,11,10
201,T198,T198,Willie Wood,11,10
202,T203,T203,Jason Buha,25,9
203,T203,T203,Brandel Chamblee,15,9
204,T203,T203,Padraig Harrington,11,9
205,T203,T203,Bob May,7,9
206,T203,T203,Stan Utley,11,9
207,T203,T203,Cameron Yancey,23,9
208,T209,T209,Gavin Coles,28,8
209,T209,T209,John Cook,10,8
210,T209,T209,Robin Freeman,12,8
211,T209,T209,Kelly Gibson,13,8
212,T209,T209,Steve Jones,11,8
213,T209,T209,Hunter Mahan,9,8
214,T209,T209,José María Olazábal,16,8
215,T209,T209,Mike Springer,9,8
216,T209,T209,Ty Tryon,21,8
217,T218,T218,Tom Carter,8,7
218,T218,T218,Trevor Immelman,12,7
219,T218,T218,Craig Stadler,10,7
220,T218,T218,Kaname Yokoo,22,7
221,T222,T222,Russ Cochran,4,6
222,T222,T222,David Duval,20,6
223,T222,T222,Scott Hoch,17,6
224,T222,T222,Jeff Klein,25,6
225,T222,T222,Greg Kraft,9,6
226,T222,T222,Joel Kribel,16,6
227,T222,T222,Stephen Leaney,9,6
228,T222,T222,Patrick Moore,3,6
229,T222,T222,Craig Parry,16,6
230,T222,T222,Tom Scherrer,16,6
231,T222,T222,Scott Simpson,18,6
232,T233,T233,Ricky Barnes,10,5
233,T233,T233,Guy Boros,6,5
234,T233,T233,Nick Faldo,7,5
235,T233,T233,Keith Fergus,5,5
236,T233,T233,"Jim Gallagher, Jr.",9,5
237,T233,T233,Ken Green,7,5
238,T233,T233,Greg Norman,7,5
239,T233,T233,Mike Standly,9,5
240,T233,T233,Phil Tataurangi,11,5
241,T233,T233,Brian Watts,13,5
242,T243,T243,Fulton Allem,15,4
243,T243,T243,Paul Casey,7,4
244,T243,T243,Yasuharu Imano,3,4
245,T243,T243,Graeme McDowell,3,4
246,T243,T243,Larry Mize,19,4
247,T243,T243,Michael Muehr,7,4
248,T243,T243,Lee Westwood,8,4
249,T250,T250,Michael Bradley,4,3
250,T250,T250,Brad Bryant,4,3
251,T250,T250,Ángel Cabrera,14,3
252,T250,T250,Barry Cheesman,2,3
253,T250,T250,Brian Davis,4,3
254,T250,T250,Paul Dietsche,3,3
255,T250,T250,Edward Fryatt,1,3
256,T250,T250,Ignacio Garrido,5,3
257,T250,T250,Mathias Grönberg,4,3
258,T250,T250,Brad Lardon,8,3
259,T250,T250,Paul Lawrie,7,3
260,T250,T250,Blaine McCallister,8,3
261,T250,T250,Kelly Mitchum,3,3
262,T250,T250,Gary Nicklaus,6,3
263,T250,T250,Hennie Otto,3,3
264,T250,T250,Ian Poulter,4,3
265,T250,T250,Eduardo Romero,12,3
266,T250,T250,D.A. Weibring,2,3
267,T250,T250,Richard Zokol,13,3
268,T269,T269,Andy Bean,2,2
269,T269,T269,Thomas Bjørn,6,2
270,T269,T269,Michael Flynn,1,2
271,T269,T269,Dan Halldorson,5,2
272,T269,T269,Nolan Henke,6,2
273,T269,T269,Gabriel Hjertstedt,9,2
274,T269,T269,Toshi Izawa,6,2
275,T269,T269,Sandy Lyle,5,2
276,T269,T269,Troy Matteson,3,2
277,T269,T269,Colin Montgomerie,12,2
278,T269,T269,Alan Morin,4,2
279,T269,T269,Tag Ridings,6,2
280,T269,T269,Dave Rummells,7,2
281,T269,T269,Robert Thompson,2,2
282,T269,T269,Mario Tiziani,1,2
283,T269,T269,D.J. Trahan,6,2
284,T269,T269,Tom Watson,4,2
285,T286,T286,Brad Adamonis,1,1
286,T286,T286,Jeremy Anderson,1,1
287,T286,T286,Chris Baryla,2,1
288,T286,T286,Jim Benepe,1,1
289,T286,T286,Craig Bowden,2,1
290,T286,T286,Danny Briggs,1,1
291,T286,T286,Michael Campbell,14,1
292,T286,T286,Bobby Cole,1,1
293,T286,T286,Ryan Dillon,1,1
294,T286,T286,Trevor Dodds,3,1
295,T286,T286,Chris Downes,1,1
296,T286,T286,Rick Fehr,1,1
297,T286,T286,Bob Friend,1,1
298,T286,T286,Pierre Fulke,3,1
299,T286,T286,Derek Gillespie,1,1
300,T286,T286,Philip Golding,2,1
301,T286,T286,Ernie Gonzalez,1,1
302,T286,T286,Damian Hale,1,1
303,T286,T286,Gary Hallberg,8,1
304,T286,T286,Mark Hayes,1,1
305,T286,T286,Mark Hensby,1,1
306,T286,T286,Ryan Hogue,1,1
307,T286,T286,J.B. Holmes,1,1
308,T286,T286,David Howell,2,1
309,T286,T286,Mike Hulbert,14,1
310,T286,T286,Raphael Jacquelin,2,1
311,T286,T286,Pete Jordan,1,1
312,T286,T286,Craig Kanada,2,1
313,T286,T286,Taichiro Kiyota,3,1
314,T286,T286,Tomohiro Kondo,1,1
315,T286,T286,Trip Kuehne,1,1
316,T286,T286,Franklin Langham,2,1
317,T286,T286,John Ray Leary,1,1
318,T286,T286,Regan Lee,1,1
319,T286,T286,Wayne Levi,1,1
320,T286,T286,Edward Loar,1,1
321,T286,T286,Steve Marino,1,1
322,T286,T286,Gibby Martens,2,1
323,T286,T286,Richard Massey,2,1
324,T286,T286,Sean McCarty,2,1
325,T286,T286,Paul McGinley,3,1
326,T286,T286,Mark McNulty,1,1
327,T286,T286,Adam Mednick,1,1
328,T286,T286,Yusaku Miyazato,4,1
329,T286,T286,John Morse,8,1
330,T286,T286,Kevin Na,2,1
331,T286,T286,Simon Nash,1,1
332,T286,T286,Peter O'Malley,3,1
333,T286,T286,David Ogrin,4,1
334,T286,T286,Jerry Pate,3,1
335,T286,T286,Chris Perry,3,1
336,T286,T286,Matt Peterson,2,1
337,T286,T286,Jyoti Randhawa,2,1
338,T286,T286,Greg Reynolds,1,1
339,T286,T286,Larry Rinker,3,1
340,T286,T286,Mark Roe,1,1
341,T286,T286,Todd Rose,1,1
342,T286,T286,David Smail,4,1
343,T286,T286,Mike Small,1,1
344,T286,T286,Curtis Strange,8,1
345,T286,T286,Toru Taniguchi,4,1
346,T286,T286,Mark Walker,1,1
347,T286,T286,Nick Watney,8,1
348,T286,T286,Ryan Welborn,1,1
349,T286,T286,Tim Wilkinson,1,1
350,T286,T286,Jeff Yurkiewicz,2,1
