,Early_Round_1_Scoring_Average_RANK THIS WEEK,Early_Round_1_Scoring_Average_RANK LAST WEEK,Early_Round_1_Scoring_Average_PLAYER NAME,Early_Round_1_Scoring_Average_AVG,Early_Round_1_Scoring_Average_TOTAL STROKES,Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Robert Gamez,68.88,1171,17
1,2,2,Aaron Baddeley,69.13,553,8
2,3,3,Retief Goosen,69.14,484,7
3,4,4,Jim Furyk,69.15,899,13
4,T5,T5,Ernie Els,69.25,554,8
5,T5,T5,Vijay Singh,69.25,554,8
6,T5,T5,Kirk Triplett,69.25,831,12
7,T5,T5,Duffy Waldorf,69.25,831,12
8,9,9,Fred Couples,69.27,762,11
9,10,10,Patrick Sheehan,69.35,1179,17
10,11,11,Jay Haas,69.36,763,11
11,T12,T12,Chad Campbell,69.42,833,12
12,T12,T12,Jeff Sluman,69.42,1319,19
13,14,14,Charles Howell III,69.44,1250,18
14,15,15,Aaron Barber,69.46,903,13
15,16,16,Richard Johnson,69.55,765,11
16,17,17,Bob Estes,69.58,835,12
17,T18,T18,Lee Janzen,69.6,696,10
18,T18,T18,Tiger Woods,69.6,696,10
19,20,20,Stewart Cink,69.64,975,14
20,21,21,Phil Mickelson,69.75,558,8
21,22,22,Harrison Frazar,69.77,907,13
22,23,23,Tom Lehman,69.79,977,14
23,24,24,Cameron Beckman,69.8,1047,15
24,25,25,Dicky Pride,69.83,838,12
25,T26,T26,Fred Funk,69.86,978,14
26,T26,T26,Brian Henninger,69.86,489,7
27,T28,T28,Dan Forsman,69.88,1188,17
28,T28,T28,Brent Geiberger,69.88,559,8
29,30,30,Mike Weir,69.9,699,10
30,T31,T31,Stephen Ames,69.91,769,11
31,T31,T31,John Huston,69.91,769,11
32,33,33,Kevin Sutherland,69.92,909,13
33,34,34,Loren Roberts,69.93,979,14
34,T35,T35,Darren Clarke,70.0,490,7
35,T35,T35,Adam Scott,70.0,280,4
36,37,37,Arron Oberholser,70.07,981,14
37,38,38,Mark Calcavecchia,70.08,841,12
38,39,39,Jeff Brehaut,70.13,1122,16
39,40,40,Billy Andrade,70.18,772,11
40,T41,T41,Joe Durant,70.2,1053,15
41,T41,T41,Davis Love III,70.2,702,10
42,43,43,Pat Perez,70.21,983,14
43,44,44,Paul Goydos,70.23,913,13
