,Par_3_Performance_RANK THIS WEEK,Par_3_Performance_RANK LAST WEEK,Par_3_Performance_PLAYER NAME,Par_3_Performance_ROUNDS,Par_3_Performance_STATUS,Par_3_Performance_PAR 3 AVG,Par_3_Performance_TOTAL PAR
0,1,1,Mike Weir,80,-10,2.97,921
1,T2,T2,David Peoples,96,-9,2.98,1185
2,T2,T2,Tiger Woods,74,-9,2.97,816
3,4,4,Chris DiMarco,98,-8,2.98,1110
4,T5,T5,Stewart Cink,104,-4,2.99,1218
5,T5,T5,Bob Estes,92,-4,2.99,1092
6,T5,T5,Loren Roberts,87,-4,2.99,1047
7,T5,T5,Paul Stankowski,67,-4,2.99,813
8,9,9,Scott Verplank,97,-2,2.99,1158
9,10,10,Chris Riley,96,-1,3.0,1086
10,T11,T11,Retief Goosen,69,E,3.0,768
11,T11,T11,Jay Haas,89,E,3.0,1002
12,T11,T11,Davis Love III,85,E,3.0,969
13,T11,T11,Hidemichi Tanaka,112,E,3.0,1359
14,T15,T15,Dudley Hart,66,+1,3.0,801
15,T15,T15,Nick Price,65,+1,3.0,732
16,T15,T15,John Riegger,55,+1,3.0,627
17,T18,T18,Jim Furyk,104,+2,3.0,1203
18,T18,T18,Paul Goydos,86,+2,3.01,1011
19,T18,T18,Tom Lehman,87,+2,3.01,999
20,21,21,Mark Calcavecchia,84,+3,3.01,1038
21,22,22,Brian Henninger,56,+4,3.02,687
22,T23,T23,Fred Couples,71,+5,3.02,813
23,T23,T23,Ernie Els,65,+5,3.02,720
24,T23,T23,Dicky Pride,73,+5,3.02,897
25,T23,T23,Brett Quigley,92,+5,3.01,1083
26,T23,T23,Steve Stricker,59,+5,3.02,681
27,T28,T28,Fred Funk,112,+6,3.01,1320
28,T28,T28,Scott Laycock,71,+6,3.02,831
29,T28,T28,David Toms,90,+6,3.02,978
30,T31,T31,John Huston,76,+7,3.02,918
31,T31,T31,Shigeki Maruyama,87,+7,3.02,1020
32,T33,T33,Ben Crane,94,+8,3.02,1116
33,T33,T33,Vijay Singh,106,+8,3.02,1227
34,T35,T35,David Frost,80,+9,3.03,969
35,T35,T35,J.P. Hayes,79,+9,3.03,951
