,First_Tee_Late_Lowest_Round_RANK THIS WEEK,First_Tee_Late_Lowest_Round_RANK LAST WEEK,First_Tee_Late_Lowest_Round_PLAYER NAME,First_Tee_Late_Lowest_Round_ROUNDS,First_Tee_Late_Lowest_Round_LOW RND
0,T1,T1,Chad Campbell,105,61
1,T1,T1,Jay Haas,89,61
2,T1,T1,Justin Leonard,80,61
3,T1,T1,Kenny Perry,98,61
4,T1,T1,Heath Slocum,101,61
5,T1,T1,Bob Tway,89,61
6,T7,T7,Tommy Armour III,66,62
7,T7,T7,Craig Barlow,95,62
8,T7,T7,K.J. Choi,112,62
9,T7,T7,Harrison Frazar,88,62
10,T7,T7,David Gossett,92,62
11,T7,T7,J.L. Lewis,99,62
12,T7,T7,Brenden Pappas,105,62
13,T7,T7,Nick Price,65,62
14,T7,T7,Loren Roberts,87,62
15,T16,T16,Stephen Ames,91,63
16,T16,T16,Stuart Appleby,90,63
17,T16,T16,Cameron Beckman,86,63
18,T16,T16,Jonathan Byrd,101,63
19,T16,T16,Tim Clark,79,63
20,T16,T16,Ben Crane,94,63
21,T16,T16,Joe Durant,96,63
22,T16,T16,John Huston,76,63
23,T16,T16,Jonathan Kaye,91,63
24,T16,T16,Cliff Kresge,102,63
25,T16,T16,Frank Lickliter II,94,63
26,T16,T16,Rocco Mediate,80,63
27,T16,T16,Phil Mickelson,87,63
28,T16,T16,Chris Riley,96,63
29,T16,T16,Rory Sabbatini,95,63
30,T16,T16,John Senden,111,63
31,T16,T16,Vijay Singh,106,63
32,T16,T16,Craig Stadler,26,63
33,T16,T16,Hal Sutton,81,63
34,T16,T16,Kirk Triplett,92,63
35,T16,T16,Scott Verplank,97,63
36,T37,T37,Billy Andrade,100,64
37,T37,T37,Ricky Barnes,27,64
38,T37,T37,Mark Brooks,90,64
39,T37,T37,Olin Browne,113,64
40,T37,T37,Tom Byrum,97,64
41,T37,T37,Mark Calcavecchia,84,64
42,T37,T37,Ernie Els,65,64
43,T37,T37,Steve Flesch,110,64
44,T37,T37,Sergio Garcia,62,64
45,T37,T37,Mike Grob,83,64
46,T37,T37,Charles Howell III,120,64
47,T37,T37,Brandt Jobe,77,64
48,T37,T37,Neal Lancaster,110,64
49,T37,T37,Davis Love III,85,64
50,T37,T37,Steve Lowery,86,64
51,T37,T37,John Maginnes,87,64
52,T37,T37,Scott McCarron,86,64
53,T37,T37,Geoff Ogilvy,86,64
54,T37,T37,Jeff Sluman,106,64
55,T37,T37,Paul Stankowski,67,64
56,T37,T37,Kevin Sutherland,97,64
57,T37,T37,David Toms,90,64
58,T37,T37,Mark Wilson,82,64
59,T60,T60,Robert Allenby,87,65
60,T60,T60,Woody Austin,107,65
61,T60,T60,Aaron Baddeley,71,65
62,T60,T60,Aaron Barber,94,65
63,T60,T60,Notah Begay III,92,65
64,T60,T60,Jeff Brehaut,110,65
65,T60,T60,Jim Carter,95,65
66,T60,T60,Brandel Chamblee,43,65
67,T60,T60,José Coceres,62,65
68,T60,T60,Fred Couples,71,65
69,T60,T60,Chris DiMarco,98,65
70,T60,T60,Luke Donald,88,65
71,T60,T60,Joel Edwards,60,65
72,T60,T60,Bob Estes,92,65
73,T60,T60,Brad Faxon,97,65
74,T60,T60,Todd Fischer,97,65
75,T60,T60,David Frost,80,65
76,T60,T60,Jim Furyk,104,65
77,T60,T60,Robert Gamez,114,65
78,T60,T60,Tom Gillis,71,65
79,T60,T60,Bill Glasson,41,65
80,T60,T60,Matt Gogel,77,65
81,T60,T60,Retief Goosen,69,65
82,T60,T60,Donnie Hammond,92,65
83,T60,T60,Tim Herron,102,65
84,T60,T60,Scott Hoch,47,65
85,T60,T60,Trevor Immelman,35,65
86,T60,T60,Peter Jacobsen,75,65
87,T60,T60,Jerry Kelly,108,65
88,T60,T60,Andrew Magee,91,65
89,T60,T60,Billy Mayfair,105,65
90,T60,T60,Blaine McCallister,25,65
91,T60,T60,James McLean,49,65
92,T60,T60,Spike McRoy,103,65
93,T60,T60,Shaun Micheel,97,65
94,T60,T60,John Morgan,81,65
95,T60,T60,Gary Nicklaus,16,65
96,T60,T60,Deane Pappas,75,65
97,T60,T60,Jerry Pate,9,65
98,T60,T60,Carl Paulson,101,65
99,T60,T60,Tom Pernice Jr.,105,65
100,T60,T60,Tim Petrovic,108,65
101,T60,T60,Brett Quigley,92,65
102,T60,T60,Tag Ridings,14,65
103,T60,T60,John Rollins,89,65
104,T60,T60,Mark Walker,4,65
105,T60,T60,Mike Weir,80,65
106,T60,T60,Jay Williamson,93,65
107,T60,T60,Tiger Woods,74,65
108,T109,T109,Steve Allan,53,66
109,T109,T109,Paul Azinger,73,66
110,T109,T109,Briny Baird,113,66
