,Par_4_Eagle_Leaders_RANK THIS WEEK,Par_4_Eagle_Leaders_RANK LAST WEEK,Par_4_Eagle_Leaders_PLAYER NAME,Par_4_Eagle_Leaders_ROUNDS,Par_4_Eagle_Leaders_TOTAL,Par_4_Eagle_Leaders_TOTAL PAR 4 HOLES,Par_4_Eagle_Leaders_TOTAL HOLE OUTS
0,T1,T1,Carlos Franco,99,4,1019,4.0
1,T1,T1,Darron Stiles,93,4,949,4.0
2,T3,T3,Chris Anderson,96,3,1011,1.0
3,T3,T3,Briny Baird,113,3,1165,2.0
4,T3,T3,Ernie Els,65,3,656,1.0
5,T3,T3,Tom Gillis,71,3,721,1.0
6,T3,T3,David Gossett,92,3,952,1.0
7,T3,T3,J.J. Henry,100,3,1006,3.0
8,T3,T3,Kenny Perry,98,3,1034,2.0
9,T3,T3,Mike Weir,80,3,796,3.0
10,T11,T11,Tom Byrum,97,2,1037,1.0
11,T11,T11,Chris DiMarco,98,2,999,1.0
12,T11,T11,Luke Donald,88,2,938,1.0
13,T11,T11,Robert Gamez,114,2,1199,1.0
14,T11,T11,Brent Geiberger,51,2,537,2.0
15,T11,T11,Paul Gow,62,2,657,
16,T11,T11,Paul Goydos,86,2,877,2.0
17,T11,T11,Lee Janzen,83,2,851,1.0
18,T11,T11,Jerry Kelly,108,2,1090,1.0
19,T11,T11,Tom Lehman,87,2,869,1.0
20,T11,T11,Frank Lickliter II,94,2,961,
21,T11,T11,Jeff Maggert,81,2,846,
22,T11,T11,Len Mattiace,94,2,1003,2.0
23,T11,T11,Shaun Micheel,97,2,1005,2.0
24,T11,T11,Anthony Painter,87,2,887,2.0
25,T11,T11,Carl Paulson,101,2,1061,2.0
26,T11,T11,Pat Perez,95,2,965,2.0
27,T11,T11,Tom Pernice Jr.,105,2,1065,2.0
28,T11,T11,Tim Petrovic,108,2,1107,1.0
29,T11,T11,Rory Sabbatini,95,2,995,2.0
30,T11,T11,Kenneth Staton,59,2,594,2.0
31,T32,T32,Stuart Appleby,90,1,907,1.0
32,T32,T32,Tommy Armour III,66,1,683,1.0
33,T32,T32,Todd Barranger,78,1,784,
34,T32,T32,Doug Barron,90,1,919,1.0
35,T32,T32,Pat Bates,111,1,1125,1.0
36,T32,T32,Cameron Beckman,86,1,884,1.0
37,T32,T32,Rich Beem,80,1,831,
38,T32,T32,Notah Begay III,92,1,953,1.0
39,T32,T32,Jonathan Byrd,101,1,1077,1.0
40,T32,T32,Mark Calcavecchia,84,1,893,1.0
41,T32,T32,Greg Chalmers,98,1,997,
42,T32,T32,Darren Clarke,61,1,589,
43,T32,T32,Robert Damron,96,1,1004,
44,T32,T32,Bob Estes,92,1,983,1.0
45,T32,T32,Brad Faxon,97,1,1021,
46,T32,T32,Dan Forsman,98,1,1045,
47,T32,T32,Fred Funk,112,1,1180,1.0
48,T32,T32,Jim Furyk,104,1,1091,1.0
49,T32,T32,Sergio Garcia,62,1,641,1.0
50,T32,T32,Matt Gogel,77,1,767,1.0
51,T32,T32,Retief Goosen,69,1,692,
52,T32,T32,Jason Gore,83,1,869,
53,T32,T32,Mike Grob,83,1,857,1.0
54,T32,T32,Dudley Hart,66,1,698,1.0
55,T32,T32,Mike Heinen,89,1,909,
56,T32,T32,Charles Howell III,120,1,1235,
57,T32,T32,John Huston,76,1,776,1.0
58,T32,T32,Peter Jacobsen,75,1,781,
59,T32,T32,Brandt Jobe,77,1,810,1.0
60,T32,T32,Jonathan Kaye,91,1,959,1.0
61,T32,T32,Cliff Kresge,102,1,1045,1.0
62,T32,T32,Neal Lancaster,110,1,1113,
63,T32,T32,Scott Laycock,71,1,727,
64,T32,T32,J.L. Lewis,99,1,1038,1.0
65,T32,T32,Peter Lonard,96,1,980,
66,T32,T32,Steve Lowery,86,1,835,
67,T32,T32,Andrew Magee,91,1,941,
68,T32,T32,John Maginnes,87,1,915,1.0
69,T32,T32,Shigeki Maruyama,87,1,908,1.0
70,T32,T32,Billy Mayfair,105,1,1109,1.0
71,T32,T32,Rocco Mediate,80,1,834,
72,T32,T32,Phil Mickelson,87,1,859,1.0
73,T32,T32,Andy Miller,75,1,781,
74,T32,T32,John Morgan,81,1,828,
75,T32,T32,Geoff Ogilvy,86,1,849,
76,T32,T32,Nick Price,65,1,684,1.0
77,T32,T32,John Riegger,55,1,552,1.0
78,T32,T32,Chris Riley,96,1,971,1.0
79,T32,T32,Akio Sadakata,83,1,856,1.0
80,T32,T32,Gene Sauers,87,1,899,1.0
81,T32,T32,Patrick Sheehan,101,1,1049,1.0
82,T32,T32,Joey Sindelar,93,1,952,1.0
83,T32,T32,Mike Sposa,72,1,739,1.0
84,T32,T32,"Dave Stockton, Jr.",79,1,799,
85,T32,T32,Steve Stricker,59,1,588,1.0
86,T32,T32,David Sutherland,77,1,743,1.0
87,T32,T32,Kevin Sutherland,97,1,993,1.0
88,T32,T32,Esteban Toledo,109,1,1115,1.0
89,T32,T32,David Toms,90,1,874,1.0
90,T32,T32,Kirk Triplett,92,1,943,1.0
91,T32,T32,Scott Verplank,97,1,1039,1.0
92,T32,T32,Jay Williamson,93,1,979,1.0
93,T32,T32,Garrett Willis,97,1,1007,1.0
94,T32,T32,Dean Wilson,82,1,869,1.0
95,T32,T32,Kaname Yokoo,56,1,575,1.0
