,Tenth_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_2_Scoring_Average_AVG,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Retief Goosen,64.0,64,1
1,2,2,Dudley Hart,65.0,65,1
2,3,3,Jim Furyk,66.5,133,2
3,4,4,Steve Stricker,67.0,201,3
4,5,5,Scott Verplank,67.29,471,7
5,6,6,Loren Roberts,67.33,202,3
6,7,7,Ernie Els,67.5,135,2
7,8,8,Tiger Woods,67.67,203,3
8,9,9,Phil Mickelson,67.75,271,4
9,10,10,Bob Tway,68.0,340,5
10,11,11,Pat Bates,68.2,341,5
11,12,12,Scott McCarron,68.6,343,5
12,T13,T13,Briny Baird,68.67,412,6
13,T13,T13,Matt Kuchar,68.67,206,3
14,T13,T13,Chris Riley,68.67,206,3
15,T13,T13,David Toms,68.67,412,6
16,T17,T17,Tom Pernice Jr.,68.71,481,7
17,T17,T17,Paul Stankowski,68.71,481,7
18,T19,T19,John Huston,68.75,275,4
19,T19,T19,Hidemichi Tanaka,68.75,550,8
20,21,21,Paul Goydos,68.8,344,5
21,22,22,Tim Herron,68.83,413,6
22,23,23,Alex Cejka,68.86,482,7
23,24,24,Fred Funk,68.88,551,8
24,T25,T25,Stewart Cink,69.0,276,4
25,T25,T25,Neal Lancaster,69.0,483,7
26,T25,T25,Steve Lowery,69.0,207,3
27,T25,T25,John Morgan,69.0,414,6
28,T25,T25,Kenny Perry,69.0,414,6
29,T25,T25,Vijay Singh,69.0,414,6
30,31,31,Chad Campbell,69.11,622,9
31,32,32,Glen Day,69.13,553,8
32,33,33,Mark O'Meara,69.25,277,4
33,34,34,Craig Barlow,69.29,485,7
34,T35,T35,Robert Allenby,69.33,416,6
35,T35,T35,Jonathan Kaye,69.33,416,6
36,T35,T35,Peter Lonard,69.33,416,6
37,38,38,Stephen Ames,69.43,486,7
38,T39,T39,Tom Lehman,69.5,278,4
39,T39,T39,Kevin Sutherland,69.5,417,6
40,T39,T39,Mike Weir,69.5,278,4
41,42,42,Per-Ulrik Johansson,69.6,348,5
42,43,43,Brett Quigley,69.63,557,8
43,T44,T44,Cameron Beckman,69.67,209,3
44,T44,T44,Brandt Jobe,69.67,418,6
45,T44,T44,Kent Jones,69.67,209,3
46,47,47,Darron Stiles,69.71,488,7
47,T48,T48,Bob Estes,69.75,558,8
48,T48,T48,Jay Haas,69.75,279,4
49,T48,T48,Mike Sposa,69.75,279,4
