,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
32,T32,T32,Hidemichi Tanaka,112,1.43,415,291
33,T34,T34,Paul Goydos,86,1.42,336,237
34,T34,T34,Bob Tway,89,1.42,320,225
35,36,36,Mark Calcavecchia,84,1.41,357,253
36,T37,T37,Stuart Appleby,90,1.4,342,245
37,T37,T37,Charles Howell III,120,1.4,441,315
38,T37,T37,Geoff Ogilvy,86,1.4,338,241
39,T37,T37,David Toms,90,1.4,315,225
40,T41,T41,Jeff Brehaut,110,1.39,413,297
41,T41,T41,Jay Haas,89,1.39,316,227
42,T41,T41,John Senden,111,1.39,413,297
43,T44,T44,Brandt Jobe,77,1.38,286,207
44,T44,T44,Dicky Pride,73,1.38,271,197
45,T44,T44,Brett Quigley,92,1.38,336,243
46,T44,T44,Patrick Sheehan,101,1.38,388,282
47,T48,T48,Woody Austin,107,1.37,430,313
48,T48,T48,Joe Durant,96,1.37,371,270
49,T48,T48,Andrew Magee,91,1.37,328,240
50,T48,T48,Brenden Pappas,105,1.37,430,313
51,T48,T48,Duffy Waldorf,90,1.37,337,246
52,T53,T53,Cameron Beckman,86,1.36,330,243
53,T53,T53,Harrison Frazar,88,1.36,331,243
54,T53,T53,Chris Riley,96,1.36,348,256
55,T56,T56,Brent Geiberger,51,1.35,194,144
56,T56,T56,Tom Pernice Jr.,105,1.35,402,297
57,T58,T58,Ben Crane,94,1.34,363,271
58,T58,T58,Mike Heinen,89,1.34,359,268
59,T58,T58,John Riegger,55,1.34,190,142
60,T58,T58,Kevin Sutherland,97,1.34,349,260
61,T62,T62,Pat Bates,111,1.33,382,287
62,T62,T62,David Frost,80,1.33,295,221
63,T62,T62,Fred Funk,112,1.33,399,299
64,T62,T62,Kent Jones,74,1.33,277,209
65,T62,T62,Hal Sutton,81,1.33,301,226
66,T67,T67,Craig Barlow,95,1.32,375,285
67,T67,T67,Neal Lancaster,110,1.32,391,297
68,T67,T67,Tom Lehman,87,1.32,326,247
69,70,70,Scott McCarron,86,1.31,322,246
70,T71,T71,Carlos Franco,99,1.3,371,285
71,T71,T71,J.P. Hayes,79,1.3,301,231
72,T71,T71,Hank Kuehne,73,1.3,302,233
73,T71,T71,Phil Mickelson,87,1.3,332,255
74,T75,T75,Billy Andrade,100,1.28,386,302
75,T75,T75,David Gossett,92,1.28,357,280
76,T75,T75,Deane Pappas,75,1.28,290,227
77,T78,T78,Fred Couples,71,1.27,272,215
78,T78,T78,Per-Ulrik Johansson,96,1.27,362,286
79,T78,T78,Shaun Micheel,97,1.27,348,274
80,T78,T78,Carl Paulson,101,1.27,386,304
81,82,82,Aaron Baddeley,71,1.26,266,211
82,T83,T83,Jonathan Kaye,91,1.25,330,263
83,T83,T83,Nick Price,65,1.25,230,184
84,T85,T85,Olin Browne,113,1.24,401,323
85,T85,T85,Jonathan Byrd,101,1.24,398,321
86,T85,T85,J.J. Henry,100,1.24,335,271
87,T85,T85,Rocco Mediate,80,1.24,293,237
88,T85,T85,Joey Sindelar,93,1.24,309,249
89,T90,T90,Marco Dawson,86,1.23,311,253
90,T90,T90,Cliff Kresge,102,1.23,361,293
91,T90,T90,Shigeki Maruyama,87,1.23,306,248
92,T93,T93,Scott Laycock,71,1.22,254,209
93,T93,T93,Billy Mayfair,105,1.22,378,310
94,T95,T95,Alex Cejka,98,1.21,340,280
95,T95,T95,Todd Fischer,97,1.21,352,291
96,T95,T95,Carl Pettersson,80,1.21,306,252
97,T95,T95,Loren Roberts,87,1.21,296,244
98,T99,T99,Peter Jacobsen,75,1.2,280,233
99,T99,T99,David Sutherland,77,1.2,288,240
100,T101,T101,Luke Donald,88,1.19,326,275
101,T101,T101,Brad Faxon,97,1.19,349,293
102,T101,T101,Matt Gogel,77,1.19,267,224
103,T101,T101,Paul Gow,62,1.19,220,185
104,T101,T101,Jeff Maggert,81,1.19,305,257
105,T101,T101,Brent Schwarzrock,60,1.19,227,191
106,T101,T101,Mike Sposa,72,1.19,252,211
107,T101,T101,Garrett Willis,97,1.19,362,305
108,T109,T109,K.J. Choi,112,1.18,386,326
109,T109,T109,Tim Clark,79,1.18,280,238
110,T109,T109,Dudley Hart,66,1.18,220,186
111,T109,T109,Richard Johnson,89,1.18,307,260
112,T109,T109,Spike McRoy,103,1.18,352,298
113,T114,T114,Tommy Armour III,66,1.17,240,205
114,T114,T114,Donnie Hammond,92,1.17,314,268
115,T114,T114,Lee Janzen,83,1.17,290,248
116,T114,T114,Frank Lickliter II,94,1.17,341,292
117,T114,T114,Jesper Parnevik,102,1.17,357,305
118,T114,T114,Dean Wilson,82,1.17,297,253
119,T120,T120,Aaron Barber,94,1.16,337,291
120,T120,T120,Darren Clarke,61,1.16,214,185
121,T120,T120,Tom Gillis,71,1.16,242,209
122,T120,T120,Steve Lowery,86,1.16,309,266
123,T120,T120,John Rollins,89,1.16,333,287
124,T120,T120,Heath Slocum,101,1.16,358,308
125,T120,T120,Esteban Toledo,109,1.16,370,318
126,127,127,Brian Bateman,70,1.15,239,207
127,T128,T128,Brian Gay,100,1.13,338,298
128,T128,T128,Ian Leggatt,71,1.13,239,212
129,T128,T128,Rory Sabbatini,95,1.13,354,314
130,131,131,Greg Chalmers,98,1.12,361,322
131,132,132,Robert Damron,96,1.11,312,282
132,T133,T133,J.L. Lewis,99,1.1,360,326
133,T133,T133,Peter Lonard,96,1.1,323,294
134,T133,T133,Darron Stiles,93,1.1,338,308
135,T133,T133,Jay Williamson,93,1.1,295,267
136,T137,T137,Tom Byrum,97,1.09,329,303
137,T137,T137,Brian Henninger,56,1.09,195,179
138,T137,T137,Corey Pavin,88,1.09,275,252
139,140,140,Notah Begay III,92,1.08,307,285
140,T141,T141,Doug Barron,90,1.07,307,287
141,T141,T141,Glen Hnatiuk,92,1.07,285,266
142,T143,T143,Chris Anderson,96,1.06,325,308
143,T143,T143,Jay Don Blake,77,1.06,257,242
144,T143,T143,Mike Grob,83,1.06,281,264
145,T143,T143,Thomas Levet,85,1.06,284,268
146,T147,T147,Mathew Goggin,90,1.05,298,283
147,T147,T147,Len Mattiace,94,1.05,298,284
148,T149,T149,Andy Miller,75,1.04,275,265
149,T149,T149,Pat Perez,95,1.04,327,313
150,T149,T149,Chris Smith,92,1.04,337,323
151,T149,T149,Steve Stricker,59,1.04,187,179
152,T153,T153,Mark Brooks,90,1.02,289,282
153,T153,T153,Sergio Garcia,62,1.02,209,204
154,T153,T153,Jason Gore,83,1.02,311,304
155,T153,T153,Kenichi Kuboya,91,1.02,309,302
156,T153,T153,Craig Perks,82,1.02,280,274
157,T158,T158,John Morgan,81,1.01,277,275
158,T158,T158,Akio Sadakata,83,1.01,286,283
159,T160,T160,Paul Azinger,73,1.0,235,234
160,T160,T160,Matt Kuchar,63,1.0,204,203
161,T160,T160,Bernhard Langer,65,1.0,210,210
162,T160,T160,Mark Wilson,82,1.0,261,261
163,T164,T164,Jim Carter,95,0.99,298,300
164,T164,T164,John Maginnes,87,0.99,287,291
165,T166,T166,Steve Allan,53,0.98,150,153
166,T166,T166,Adam Scott,52,0.98,160,164
167,T168,T168,Bob Burns,88,0.97,274,282
168,T168,T168,Michael Clark II,54,0.97,196,202
169,T168,T168,Joel Edwards,60,0.97,191,197
170,T171,T171,Ben Curtis,69,0.96,219,227
171,T171,T171,John Daly,56,0.96,207,216
172,173,173,"Dave Stockton, Jr.",79,0.95,272,285
173,T174,T174,Steven Alker,87,0.94,259,275
174,T174,T174,Rich Beem,80,0.94,272,290
175,T176,T176,Brad Elder,51,0.93,152,164
176,T176,T176,Vance Veazey,66,0.93,228,245
177,T178,T178,Jason Buha,61,0.92,190,206
178,T178,T178,Kenneth Staton,59,0.92,183,198
179,180,180,José Coceres,62,0.91,212,233
180,T181,T181,Anthony Painter,87,0.9,278,309
181,T181,T181,Gene Sauers,87,0.9,276,305
182,183,183,Jason Caron,74,0.89,231,260
183,184,184,Todd Barranger,78,0.87,271,313
184,185,185,Mark O'Meara,69,0.84,221,264
185,186,186,Cameron Yancey,58,0.79,184,232
186,187,187,Kaname Yokoo,56,0.78,172,221
187,188,188,Ty Tryon,52,0.77,168,218
188,189,189,Gavin Coles,69,0.75,169,224
189,190,190,Jeff Klein,60,0.66,166,250
