,Tenth_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_4_Scoring_Average_AVG,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Brad Faxon,63.0,63,1
1,2,2,Adam Scott,64.5,129,2
2,T3,T3,Stuart Appleby,65.0,65,1
3,T3,T3,Jay Haas,65.0,65,1
4,5,5,Mike Sposa,65.5,131,2
5,T6,T6,Fred Funk,66.0,66,1
6,T6,T6,Brian Gay,66.0,66,1
7,T6,T6,John Huston,66.0,66,1
8,T6,T6,David Peoples,66.0,66,1
9,T6,T6,Loren Roberts,66.0,66,1
10,T6,T6,Scott Verplank,66.0,66,1
11,T12,T12,Lee Janzen,67.0,67,1
12,T12,T12,Jerry Kelly,67.0,67,1
13,T12,T12,Patrick Sheehan,67.0,67,1
14,T12,T12,Duffy Waldorf,67.0,67,1
15,T12,T12,Mike Weir,67.0,67,1
16,17,17,Paul Gow,67.5,135,2
17,T18,T18,Craig Barlow,67.67,203,3
18,T18,T18,Mike Heinen,67.67,203,3
19,T20,T20,Stephen Ames,68.0,204,3
20,T20,T20,Michael Clark II,68.0,68,1
21,T20,T20,David Frost,68.0,68,1
22,T20,T20,Brian Henninger,68.0,136,2
23,T20,T20,Skip Kendall,68.0,136,2
24,T20,T20,Shaun Micheel,68.0,136,2
25,T26,T26,Mark Calcavecchia,68.5,137,2
26,T26,T26,Brent Geiberger,68.5,137,2
27,T26,T26,Bob Tway,68.5,137,2
28,29,29,Dan Forsman,68.67,206,3
29,30,30,Pat Bates,68.75,275,4
30,T31,T31,Robert Allenby,69.0,138,2
31,T31,T31,Joe Durant,69.0,69,1
32,T31,T31,Hank Kuehne,69.0,69,1
33,T31,T31,J.L. Lewis,69.0,69,1
34,T31,T31,Peter Lonard,69.0,69,1
35,T31,T31,Chris Riley,69.0,207,3
36,T31,T31,Steve Stricker,69.0,69,1
37,T31,T31,Garrett Willis,69.0,138,2
38,T39,T39,Aaron Baddeley,69.5,139,2
39,T39,T39,Briny Baird,69.5,139,2
40,T39,T39,Olin Browne,69.5,139,2
41,T39,T39,Todd Fischer,69.5,139,2
42,T39,T39,Rod Pampling,69.5,139,2
43,T39,T39,Paul Stankowski,69.5,139,2
44,45,45,Glen Day,69.67,209,3
45,T46,T46,Steve Allan,70.0,70,1
46,T46,T46,Chris Anderson,70.0,280,4
47,T46,T46,Greg Chalmers,70.0,140,2
48,T46,T46,K.J. Choi,70.0,70,1
49,T46,T46,Fred Couples,70.0,70,1
50,T46,T46,Luke Donald,70.0,350,5
51,T46,T46,Robert Gamez,70.0,70,1
52,T46,T46,Matt Gogel,70.0,70,1
53,T46,T46,Jason Gore,70.0,350,5
54,T46,T46,Brandt Jobe,70.0,70,1
55,T46,T46,Jonathan Kaye,70.0,140,2
56,T46,T46,Kenichi Kuboya,70.0,210,3
57,T46,T46,Shigeki Maruyama,70.0,140,2
58,59,59,Donnie Hammond,70.17,421,6
59,60,60,Mathew Goggin,70.2,351,5
60,61,61,Brenden Pappas,70.25,281,4
61,T62,T62,Peter Jacobsen,70.5,141,2
62,T62,T62,Billy Mayfair,70.5,282,4
63,T62,T62,Chris Smith,70.5,282,4
64,T65,T65,Mark Brooks,70.67,212,3
65,T65,T65,David Gossett,70.67,212,3
66,T67,T67,Dudley Hart,70.75,283,4
67,T67,T67,Cliff Kresge,70.75,283,4
68,T67,T67,Andrew Magee,70.75,283,4
69,T67,T67,Deane Pappas,70.75,283,4
70,T67,T67,Corey Pavin,70.75,283,4
71,T72,T72,Woody Austin,71.0,71,1
72,T72,T72,Rich Beem,71.0,71,1
73,T72,T72,Gavin Coles,71.0,71,1
74,T72,T72,Charles Howell III,71.0,71,1
75,T72,T72,Per-Ulrik Johansson,71.0,284,4
76,T72,T72,Len Mattiace,71.0,213,3
77,T72,T72,John Morgan,71.0,71,1
78,T72,T72,Rory Sabbatini,71.0,213,3
79,T72,T72,Gene Sauers,71.0,142,2
80,T72,T72,John Senden,71.0,142,2
81,T72,T72,Kenneth Staton,71.0,213,3
82,T72,T72,Darron Stiles,71.0,142,2
83,T72,T72,"Dave Stockton, Jr.",71.0,142,2
84,T72,T72,Kevin Sutherland,71.0,142,2
85,T72,T72,Hidemichi Tanaka,71.0,71,1
86,T72,T72,Cameron Yancey,71.0,71,1
87,T88,T88,Bob Burns,71.33,214,3
88,T88,T88,Glen Hnatiuk,71.33,214,3
89,T88,T88,Neal Lancaster,71.33,214,3
90,T91,T91,Brian Bateman,71.5,143,2
91,T91,T91,Ben Crane,71.5,143,2
92,T91,T91,Thomas Levet,71.5,143,2
93,T91,T91,Tom Pernice Jr.,71.5,143,2
94,T91,T91,Jay Williamson,71.5,143,2
95,T96,T96,Paul Azinger,71.67,215,3
96,T96,T96,Ben Curtis,71.67,215,3
97,T96,T96,Geoff Ogilvy,71.67,215,3
98,T99,T99,Cameron Beckman,72.0,144,2
99,T99,T99,Jonathan Byrd,72.0,360,5
100,T99,T99,Tim Herron,72.0,72,1
101,T99,T99,John Maginnes,72.0,72,1
102,T99,T99,Pat Perez,72.0,216,3
103,T99,T99,John Riegger,72.0,72,1
104,T99,T99,Akio Sadakata,72.0,144,2
105,T99,T99,Heath Slocum,72.0,216,3
106,T99,T99,Esteban Toledo,72.0,72,1
107,108,108,Anthony Painter,72.25,289,4
108,T109,T109,Jay Don Blake,72.33,217,3
109,T109,T109,Matt Kuchar,72.33,217,3
110,T111,T111,Jeff Maggert,72.5,290,4
111,T111,T111,Carl Paulson,72.5,290,4
112,T113,T113,Jeff Brehaut,73.0,219,3
113,T113,T113,Stewart Cink,73.0,73,1
114,T113,T113,Tom Gillis,73.0,73,1
115,T113,T113,Richard Johnson,73.0,146,2
116,T113,T113,Jeff Klein,73.0,146,2
117,T113,T113,Tom Lehman,73.0,73,1
118,T113,T113,Rocco Mediate,73.0,73,1
119,T113,T113,Jesper Parnevik,73.0,73,1
120,T113,T113,Joey Sindelar,73.0,73,1
121,T113,T113,Mark Wilson,73.0,146,2
122,123,123,Steven Alker,73.2,366,5
123,T124,T124,Billy Andrade,73.5,147,2
124,T124,T124,Tommy Armour III,73.5,147,2
125,T124,T124,Tom Byrum,73.5,147,2
126,T124,T124,Harrison Frazar,73.5,147,2
127,T124,T124,Vance Veazey,73.5,147,2
128,T129,T129,Jason Caron,74.0,74,1
129,T129,T129,Mike Grob,74.0,222,3
130,T129,T129,Bernhard Langer,74.0,74,1
131,T129,T129,Steve Lowery,74.0,74,1
132,T129,T129,Andy Miller,74.0,74,1
133,T134,T134,Robert Damron,74.5,149,2
134,T134,T134,J.J. Henry,74.5,149,2
135,T136,T136,Todd Barranger,75.0,75,1
136,T136,T136,Paul Goydos,75.0,225,3
137,T136,T136,Frank Lickliter II,75.0,75,1
138,T136,T136,Craig Perks,75.0,75,1
139,140,140,Dean Wilson,75.33,226,3
140,141,141,Arron Oberholser,76.0,76,1
141,142,142,Notah Begay III,76.25,305,4
142,143,143,Tim Petrovic,78.0,78,1
143,T144,T144,Chad Campbell,79.0,79,1
144,T144,T144,Tim Clark,79.0,79,1
