,Late_Round_5_Scoring_Average_RANK THIS WEEK,Late_Round_5_Scoring_Average_RANK LAST WEEK,Late_Round_5_Scoring_Average_PLAYER NAME,Late_Round_5_Scoring_Average_AVG,Late_Round_5_Scoring_Average_TOTAL STROKES,Late_Round_5_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Bob Estes,65.0,65,1
1,T1,T1,David Frost,65.0,65,1
2,3,3,Scott McCarron,66.0,66,1
3,T4,T4,Billy Andrade,67.0,67,1
4,T4,T4,Woody Austin,67.0,67,1
5,T4,T4,Brian Bateman,67.0,67,1
6,T4,T4,Dan Forsman,67.0,67,1
7,T4,T4,Jeff Maggert,67.0,67,1
8,T4,T4,Scott Verplank,67.0,67,1
9,T4,T4,Mike Weir,67.0,67,1
10,11,11,Phil Mickelson,68.0,68,1
11,T12,T12,Stuart Appleby,69.0,69,1
12,T12,T12,Paul Azinger,69.0,69,1
13,T12,T12,Jay Haas,69.0,69,1
14,T12,T12,Dudley Hart,69.0,69,1
15,T12,T12,Len Mattiace,69.0,69,1
16,T12,T12,Tom Pernice Jr.,69.0,69,1
17,T12,T12,Esteban Toledo,69.0,69,1
18,19,19,Stephen Ames,69.5,139,2
19,T20,T20,Stewart Cink,70.0,70,1
20,T20,T20,Chris DiMarco,70.0,70,1
21,T20,T20,Cliff Kresge,70.0,140,2
22,T23,T23,Joe Durant,70.5,141,2
23,T23,T23,Frank Lickliter II,70.5,141,2
24,T23,T23,Steve Lowery,70.5,141,2
25,T26,T26,Mark Calcavecchia,71.0,71,1
26,T26,T26,Harrison Frazar,71.0,71,1
27,T26,T26,Paul Goydos,71.0,71,1
28,T26,T26,Kenichi Kuboya,71.0,71,1
29,T26,T26,Pat Perez,71.0,71,1
30,T26,T26,Hal Sutton,71.0,71,1
31,T26,T26,Vance Veazey,71.0,71,1
32,T33,T33,Aaron Barber,72.0,72,1
33,T33,T33,Mark Brooks,72.0,72,1
34,T33,T33,Bob Burns,72.0,144,2
35,T33,T33,David Gossett,72.0,72,1
36,T33,T33,Charles Howell III,72.0,72,1
37,T33,T33,Billy Mayfair,72.0,72,1
38,T33,T33,David Toms,72.0,72,1
39,T33,T33,Cameron Yancey,72.0,72,1
40,T41,T41,Robert Allenby,73.0,73,1
41,T41,T41,Jonathan Byrd,73.0,73,1
42,T41,T41,Tom Lehman,73.0,73,1
43,T41,T41,Tim Petrovic,73.0,73,1
44,T41,T41,John Senden,73.0,73,1
45,T46,T46,Chad Campbell,74.0,148,2
46,T46,T46,Todd Fischer,74.0,74,1
47,T46,T46,Steve Flesch,74.0,74,1
48,T46,T46,Rod Pampling,74.0,74,1
49,T50,T50,Doug Barron,75.0,75,1
50,T50,T50,Notah Begay III,75.0,75,1
51,T50,T50,Fred Funk,75.0,75,1
52,T50,T50,Tim Herron,75.0,75,1
53,T50,T50,John Maginnes,75.0,75,1
54,T55,T55,Cameron Beckman,76.0,76,1
55,T55,T55,Jeff Brehaut,76.0,76,1
56,T55,T55,Olin Browne,76.0,76,1
57,58,58,Kenny Perry,77.0,77,1
58,59,59,Peter Jacobsen,77.5,155,2
59,60,60,Spike McRoy,79.0,79,1
60,61,61,Donnie Hammond,81.0,81,1
