,First_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_4_Scoring_Average_AVG,First_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Mike Grob,67.0,134,2
1,2,2,Brenden Pappas,67.5,405,6
2,3,3,Tom Lehman,67.6,338,5
3,T4,T4,Robert Allenby,67.67,609,9
4,T4,T4,Matt Gogel,67.67,203,3
5,6,6,Hank Kuehne,67.8,339,5
6,7,7,Joe Durant,67.86,475,7
7,T8,T8,Steve Allan,68.0,204,3
8,T8,T8,Tommy Armour III,68.0,204,3
9,T8,T8,Brian Bateman,68.0,68,1
10,T8,T8,Jason Gore,68.0,68,1
11,T8,T8,"Dave Stockton, Jr.",68.0,68,1
12,13,13,J.L. Lewis,68.2,341,5
13,14,14,John Morgan,68.33,205,3
14,15,15,Heath Slocum,68.4,342,5
15,16,16,Vance Veazey,68.5,137,2
16,17,17,Shaun Micheel,68.67,412,6
17,18,18,Davis Love III,68.7,687,10
18,19,19,Justin Leonard,68.75,550,8
19,20,20,Jonathan Byrd,69.13,553,8
20,21,21,Kent Jones,69.14,484,7
21,22,22,Vijay Singh,69.15,1383,20
22,23,23,Todd Fischer,69.2,346,5
23,24,24,Tiger Woods,69.21,969,14
24,25,25,Stuart Appleby,69.25,554,8
25,T26,T26,Aaron Barber,69.33,416,6
26,T26,T26,Scott Laycock,69.33,208,3
27,T26,T26,Loren Roberts,69.33,624,9
28,T26,T26,Mark Wilson,69.33,208,3
29,30,30,Geoff Ogilvy,69.38,555,8
30,T31,T31,Ben Curtis,69.5,139,2
31,T31,T31,John Maginnes,69.5,139,2
32,T31,T31,Anthony Painter,69.5,139,2
33,34,34,Harrison Frazar,69.56,626,9
34,35,35,Peter Jacobsen,69.6,348,5
35,36,36,Jim Furyk,69.63,1114,16
36,37,37,Dan Forsman,69.67,418,6
37,38,38,Brett Quigley,69.71,488,7
38,39,39,Chris DiMarco,69.73,767,11
39,T40,T40,Glen Hnatiuk,69.8,349,5
40,T40,T40,Bernhard Langer,69.8,349,5
41,42,42,Bob Tway,69.82,768,11
42,43,43,Mike Weir,69.83,838,12
43,44,44,Shigeki Maruyama,69.86,489,7
44,T45,T45,Chad Campbell,69.88,1188,17
45,T45,T45,Rod Pampling,69.88,559,8
46,T47,T47,Glen Day,69.89,629,9
47,T47,T47,David Toms,69.89,629,9
48,49,49,Jay Haas,69.9,699,10
49,T50,T50,Paul Azinger,70.0,210,3
50,T50,T50,Pat Bates,70.0,280,4
51,T50,T50,Notah Begay III,70.0,420,6
52,T50,T50,Mark Brooks,70.0,140,2
53,T50,T50,Mike Heinen,70.0,140,2
54,T50,T50,Andrew Magee,70.0,280,4
55,T50,T50,Tim Petrovic,70.0,770,11
56,T50,T50,John Senden,70.0,490,7
57,T50,T50,Esteban Toledo,70.0,350,5
58,T50,T50,Dean Wilson,70.0,210,3
59,60,60,Chris Riley,70.08,841,12
60,61,61,Ben Crane,70.13,561,8
61,62,62,John Rollins,70.14,491,7
62,63,63,Arron Oberholser,70.2,351,5
63,T64,T64,Richard Johnson,70.25,281,4
64,T64,T64,Joey Sindelar,70.25,281,4
65,T66,T66,Bob Estes,70.27,773,11
66,T66,T66,Jerry Kelly,70.27,773,11
67,68,68,Tim Clark,70.29,492,7
68,T69,T69,Craig Barlow,70.33,422,6
69,T69,T69,Spike McRoy,70.33,211,3
70,T69,T69,Carl Pettersson,70.33,211,3
71,T69,T69,Duffy Waldorf,70.33,422,6
72,73,73,Kenny Perry,70.36,985,14
73,T74,T74,Stephen Ames,70.4,352,5
74,T74,T74,Kirk Triplett,70.4,704,10
75,76,76,Rocco Mediate,70.44,634,9
76,77,77,Stewart Cink,70.46,916,13
77,78,78,Brent Geiberger,70.5,141,2
78,79,79,Neal Lancaster,70.57,494,7
79,80,80,Scott McCarron,70.63,565,8
80,81,81,Ernie Els,70.64,777,11
81,T82,T82,Briny Baird,70.67,1060,15
82,T82,T82,David Gossett,70.67,424,6
83,T82,T82,David Peoples,70.67,424,6
84,T82,T82,Gene Sauers,70.67,212,3
85,86,86,Steve Flesch,70.69,919,13
86,87,87,Kevin Sutherland,70.73,778,11
87,T88,T88,Brad Faxon,70.75,849,12
88,T88,T88,Fred Funk,70.75,849,12
89,T88,T88,Brian Gay,70.75,283,4
90,T88,T88,Paul Goydos,70.75,566,8
91,T88,T88,Billy Mayfair,70.75,283,4
92,93,93,Woody Austin,70.8,708,10
93,94,94,Retief Goosen,70.82,779,11
94,95,95,Paul Stankowski,70.83,425,6
95,96,96,Jonathan Kaye,70.86,496,7
96,97,97,Robert Gamez,70.92,851,12
97,T98,T98,Alex Cejka,71.0,355,5
98,T98,T98,Brad Elder,71.0,71,1
99,T98,T98,John Huston,71.0,568,8
100,T98,T98,Skip Kendall,71.0,497,7
101,T98,T98,Steve Lowery,71.0,426,6
102,T98,T98,Jesper Parnevik,71.0,284,4
103,T98,T98,Patrick Sheehan,71.0,355,5
104,T98,T98,Steve Stricker,71.0,142,2
105,T98,T98,David Sutherland,71.0,355,5
106,T98,T98,Hidemichi Tanaka,71.0,568,8
107,T98,T98,Ty Tryon,71.0,71,1
108,109,109,Tim Herron,71.13,569,8
109,110,110,Scott Verplank,71.17,854,12
110,111,111,José Coceres,71.2,356,5
111,T112,T112,Luke Donald,71.25,285,4
112,T112,T112,David Frost,71.25,285,4
113,114,114,Jeff Sluman,71.27,784,11
114,T115,T115,Doug Barron,71.33,214,3
115,T115,T115,Rich Beem,71.33,428,6
116,T115,T115,Paul Gow,71.33,214,3
117,118,118,Brandt Jobe,71.38,571,8
118,119,119,Charles Howell III,71.42,857,12
119,T120,T120,Billy Andrade,71.5,429,6
120,T120,T120,Matt Kuchar,71.5,143,2
121,T120,T120,Pat Perez,71.5,286,4
122,T120,T120,Tom Pernice Jr.,71.5,715,10
123,124,124,Fred Couples,71.55,787,11
124,125,125,Olin Browne,71.56,644,9
125,126,126,Jeff Brehaut,71.63,573,8
126,127,127,Tom Gillis,71.67,215,3
127,128,128,Nick Price,71.73,789,11
128,T129,T129,Carlos Franco,71.75,574,8
129,T129,T129,Dudley Hart,71.75,287,4
130,T129,T129,Hal Sutton,71.75,574,8
131,T132,T132,K.J. Choi,71.8,718,10
132,T132,T132,Darren Clarke,71.8,359,5
133,134,134,Tom Byrum,71.83,431,6
134,T135,T135,Greg Chalmers,72.0,504,7
135,T135,T135,Robert Damron,72.0,288,4
136,T135,T135,J.J. Henry,72.0,504,7
137,T135,T135,Per-Ulrik Johansson,72.0,504,7
138,T135,T135,Cliff Kresge,72.0,360,5
139,T135,T135,Carl Paulson,72.0,360,5
140,T135,T135,Garrett Willis,72.0,360,5
141,142,142,Len Mattiace,72.2,361,5
142,T143,T143,Joel Edwards,72.33,217,3
143,T143,T143,Thomas Levet,72.33,217,3
144,145,145,Aaron Baddeley,72.4,362,5
145,T146,T146,Corey Pavin,72.5,435,6
146,T146,T146,John Riegger,72.5,145,2
147,T146,T146,Rory Sabbatini,72.5,435,6
148,T146,T146,Brent Schwarzrock,72.5,145,2
149,T146,T146,Darron Stiles,72.5,435,6
150,151,151,Adam Scott,72.6,363,5
151,152,152,Frank Lickliter II,72.67,436,6
152,153,153,Jay Williamson,72.71,509,7
153,T154,T154,Chris Anderson,72.75,291,4
154,T154,T154,Sergio Garcia,72.75,291,4
155,T156,T156,Cameron Beckman,72.8,364,5
156,T156,T156,J.P. Hayes,72.8,364,5
157,T156,T156,Craig Perks,72.8,364,5
158,T159,T159,Marco Dawson,73.0,146,2
159,T159,T159,Jeff Klein,73.0,73,1
160,161,161,Mark Calcavecchia,73.13,585,8
161,162,162,Dicky Pride,73.2,366,5
162,163,163,Donnie Hammond,73.25,293,4
163,164,164,Jim Carter,73.33,220,3
164,165,165,Peter Lonard,73.44,661,9
165,T166,T166,Mathew Goggin,73.5,294,4
166,T166,T166,Andy Miller,73.5,147,2
167,168,168,Phil Mickelson,73.63,589,8
168,169,169,Deane Pappas,73.75,295,4
169,T170,T170,Jason Buha,74.0,74,1
170,T170,T170,Mike Sposa,74.0,148,2
171,T170,T170,Kenneth Staton,74.0,74,1
172,173,173,Lee Janzen,74.33,446,6
173,174,174,Steven Alker,74.5,149,2
174,T175,T175,Jay Don Blake,75.0,75,1
175,T175,T175,John Daly,75.0,150,2
176,T175,T175,Brian Henninger,75.0,150,2
177,T175,T175,Kenichi Kuboya,75.0,150,2
178,179,179,Jeff Maggert,75.5,302,4
179,T180,T180,Mark O'Meara,76.0,228,3
180,T180,T180,Akio Sadakata,76.0,152,2
181,T182,T182,Todd Barranger,77.0,77,1
182,T182,T182,Ian Leggatt,77.0,77,1
183,184,184,Bob Burns,78.0,78,1
184,185,185,Cameron Yancey,79.0,79,1
