,First_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_4_Scoring_Average_ROUNDS,First_Tee_Late_Par_4_Scoring_Average_AVG,First_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Vijay Singh,106,3.92,2555,651
1,2,2,Joe Durant,96,3.95,1236,313
2,T3,T3,Craig Barlow,95,3.96,1037,262
3,T3,T3,David Gossett,92,3.96,859,217
4,T5,T5,Dan Forsman,98,3.97,1294,326
5,T5,T5,Chris Riley,96,3.97,1512,381
6,T7,T7,Jim Furyk,104,3.98,1880,472
7,T7,T7,Peter Jacobsen,75,3.98,1079,271
8,T7,T7,Hank Kuehne,73,3.98,815,205
9,T7,T7,Steve Stricker,59,3.98,382,96
10,T11,T11,Robert Allenby,87,3.99,1448,363
11,T11,T11,Jeff Brehaut,110,3.99,1360,341
12,T11,T11,Jonathan Byrd,101,3.99,1206,302
13,T11,T11,Harrison Frazar,88,3.99,1126,282
14,T11,T11,Jerry Kelly,108,3.99,1759,441
15,T11,T11,Cliff Kresge,102,3.99,1090,273
16,T11,T11,Geoff Ogilvy,86,3.99,1205,302
17,T11,T11,Kenny Perry,98,3.99,2014,505
18,T11,T11,Brett Quigley,92,3.99,1212,304
19,T20,T20,Stephen Ames,91,4.0,1027,257
20,T20,T20,Matt Gogel,77,4.0,1103,276
21,T20,T20,J.J. Henry,100,4.0,996,249
22,T20,T20,Brandt Jobe,77,4.0,1019,255
23,T20,T20,Per-Ulrik Johansson,96,4.0,1245,311
24,T20,T20,Davis Love III,85,4.0,1491,373
25,T20,T20,Scott McCarron,86,4.0,1287,322
26,T20,T20,Arron Oberholser,80,4.0,840,210
27,T20,T20,Carl Paulson,101,4.0,1145,286
28,T20,T20,Akio Sadakata,83,4.0,901,225
29,T20,T20,John Senden,111,4.0,1269,317
30,T20,T20,Joey Sindelar,93,4.0,932,233
31,T20,T20,Kirk Triplett,92,4.0,1223,306
32,T33,T33,Woody Austin,107,4.01,1454,363
33,T33,T33,Cameron Beckman,86,4.01,887,221
34,T33,T33,Chad Campbell,105,4.01,1981,494
35,T33,T33,Chris DiMarco,98,4.01,1376,343
36,T33,T33,Steve Flesch,110,4.01,1710,426
37,T33,T33,Retief Goosen,69,4.01,1401,349
