,Par_5_Eagle_Leaders_RANK THIS WEEK,Par_5_Eagle_Leaders_RANK LAST WEEK,Par_5_Eagle_Leaders_PLAYER NAME,Par_5_Eagle_Leaders_ROUNDS,Par_5_Eagle_Leaders_TOTAL,Par_5_Eagle_Leaders_TOTAL PAR 5 HOLES,Par_5_Eagle_Leaders_TOTAL HOLE OUTS
160,T159,T159,Michael Clark II,54,3,189,
161,T159,T159,Joe Durant,96,3,319,
162,T159,T159,Joel Edwards,60,3,196,1.0
163,T159,T159,Bob Estes,92,3,291,1.0
164,T159,T159,Dan Forsman,98,3,321,
165,T159,T159,Peter Lonard,96,3,276,
166,T159,T159,Brett Quigley,92,3,301,1.0
167,T159,T159,Akio Sadakata,83,3,274,
168,T159,T159,Brent Schwarzrock,60,3,204,
169,T159,T159,Heath Slocum,101,3,343,1.0
170,T171,T171,Steve Allan,53,2,157,
171,T171,T171,Jay Don Blake,77,2,247,
172,T171,T171,Gavin Coles,69,2,226,1.0
173,T171,T171,Tom Gillis,71,2,227,1.0
174,T171,T171,Donnie Hammond,92,2,328,
175,T171,T171,J.P. Hayes,79,2,274,2.0
176,T171,T171,Matt Kuchar,63,2,217,
177,T171,T171,Bernhard Langer,65,2,212,1.0
178,T171,T171,Dicky Pride,73,2,246,1.0
179,T171,T171,Loren Roberts,87,2,261,
180,T171,T171,Dean Wilson,82,2,276,1.0
181,T182,T182,Mark Brooks,90,1,307,
182,T182,T182,Jason Buha,61,1,191,
183,T182,T182,Mark Calcavecchia,84,1,273,1.0
184,T182,T182,Robert Damron,96,1,332,
185,T182,T182,Brad Elder,51,1,161,
186,T182,T182,Scott Laycock,71,1,238,
187,T182,T182,Steve Stricker,59,1,193,
188,T182,T182,Mark Wilson,82,1,278,1.0
