,Par_5_Eagle_Leaders_RANK THIS WEEK,Par_5_Eagle_Leaders_RANK LAST WEEK,Par_5_Eagle_Leaders_PLAYER NAME,Par_5_Eagle_Leaders_ROUNDS,Par_5_Eagle_Leaders_TOTAL,Par_5_Eagle_Leaders_TOTAL PAR 5 HOLES,Par_5_Eagle_Leaders_TOTAL HOLE OUTS
0,T1,T1,Carlos Franco,99,18,333,2.0
1,T1,T1,Robert Gamez,114,18,386,2.0
2,3,3,Chad Campbell,105,17,325,1.0
3,4,4,Tiger Woods,74,16,220,3.0
4,5,5,Brenden Pappas,105,15,355,1.0
5,T6,T6,Woody Austin,107,14,370,3.0
6,T6,T6,Jason Gore,83,14,283,2.0
7,T6,T6,Paul Stankowski,67,14,246,1.0
8,T9,T9,Jim Furyk,104,13,326,2.0
9,T9,T9,Patrick Sheehan,101,13,330,2.0
10,T9,T9,Vijay Singh,106,13,329,1.0
11,T12,T12,J.J. Henry,100,12,329,1.0
12,T12,T12,Charles Howell III,120,12,374,1.0
13,T12,T12,Davis Love III,85,12,271,2.0
14,T12,T12,Darron Stiles,93,12,305,
15,T16,T16,Craig Barlow,95,11,324,2.0
16,T16,T16,Jerry Kelly,108,11,359,1.0
17,T16,T16,J.L. Lewis,99,11,315,1.0
18,T16,T16,Andrew Magee,91,11,302,
19,T16,T16,David Peoples,96,11,334,1.0
20,T16,T16,Pat Perez,95,11,326,3.0
21,T16,T16,Chris Smith,92,11,322,2.0
22,T23,T23,Briny Baird,113,10,355,1.0
23,T23,T23,Greg Chalmers,98,10,326,3.0
24,T23,T23,Harrison Frazar,88,10,287,1.0
25,T23,T23,David Gossett,92,10,329,2.0
26,T23,T23,John Huston,76,10,268,3.0
27,T23,T23,Lee Janzen,83,10,263,
28,T23,T23,Cliff Kresge,102,10,350,
29,T23,T23,Hank Kuehne,73,10,247,
30,T23,T23,Neal Lancaster,110,10,377,
31,T23,T23,Tom Pernice Jr.,105,10,354,1.0
32,T23,T23,Tim Petrovic,108,10,342,2.0
33,T23,T23,Mike Sposa,72,10,238,2.0
34,T35,T35,Stephen Ames,91,9,316,1.0
35,T35,T35,Aaron Baddeley,71,9,217,2.0
36,T35,T35,Todd Barranger,78,9,262,
37,T35,T35,Rich Beem,80,9,248,3.0
38,T35,T35,John Daly,56,9,203,1.0
39,T35,T35,Ernie Els,65,9,184,1.0
40,T35,T35,Steve Flesch,110,9,369,2.0
41,T35,T35,Sergio Garcia,62,9,161,2.0
42,T35,T35,Mathew Goggin,90,9,308,1.0
43,T35,T35,Mike Heinen,89,9,316,1.0
44,T35,T35,Tim Herron,102,9,330,
45,T35,T35,Frank Lickliter II,94,9,304,4.0
46,T35,T35,Geoff Ogilvy,86,9,293,
47,T35,T35,Jesper Parnevik,102,9,335,3.0
48,T35,T35,Carl Paulson,101,9,346,1.0
49,T35,T35,Craig Perks,82,9,278,2.0
50,T35,T35,Duffy Waldorf,90,9,297,1.0
51,T35,T35,Garrett Willis,97,9,331,2.0
52,T53,T53,Robert Allenby,87,8,247,1.0
53,T53,T53,Stuart Appleby,90,8,283,
54,T53,T53,Notah Begay III,92,8,300,
55,T53,T53,Bob Burns,88,8,281,4.0
56,T53,T53,K.J. Choi,112,8,335,
57,T53,T53,Darren Clarke,61,8,167,1.0
58,T53,T53,Glen Day,103,8,357,3.0
59,T53,T53,Chris DiMarco,98,8,305,2.0
60,T53,T53,David Frost,80,8,278,4.0
61,T53,T53,Brian Gay,100,8,326,1.0
62,T53,T53,Steve Lowery,86,8,277,1.0
63,T53,T53,Shigeki Maruyama,87,8,282,1.0
64,T53,T53,Phil Mickelson,87,8,256,1.0
65,T53,T53,Andy Miller,75,8,264,1.0
66,T53,T53,John Morgan,81,8,273,3.0
67,T53,T53,John Senden,111,8,370,
68,T53,T53,Kenneth Staton,59,8,199,4.0
69,T70,T70,Chris Anderson,96,7,327,
70,T70,T70,Cameron Beckman,86,7,276,
71,T70,T70,Jeff Brehaut,110,7,374,2.0
72,T70,T70,Tom Byrum,97,7,316,4.0
73,T70,T70,Stewart Cink,104,7,333,1.0
74,T70,T70,Marco Dawson,86,7,281,1.0
75,T70,T70,Brent Geiberger,51,7,176,
76,T70,T70,Brandt Jobe,77,7,263,
77,T70,T70,Jonathan Kaye,91,7,271,
78,T70,T70,Tom Lehman,87,7,274,
79,T70,T70,Billy Mayfair,105,7,354,2.0
80,T70,T70,Scott McCarron,86,7,280,
81,T70,T70,Spike McRoy,103,7,355,1.0
82,T70,T70,David Sutherland,77,7,270,
83,T70,T70,Kevin Sutherland,97,7,324,1.0
84,T70,T70,Esteban Toledo,109,7,364,1.0
85,T70,T70,David Toms,90,7,258,2.0
86,T70,T70,Bob Tway,89,7,278,2.0
87,T88,T88,Tommy Armour III,66,6,206,2.0
88,T88,T88,Brian Bateman,70,6,234,
89,T88,T88,Jonathan Byrd,101,6,336,2.0
90,T88,T88,Alex Cejka,98,6,290,2.0
91,T88,T88,Tim Clark,79,6,263,1.0
92,T88,T88,Brad Faxon,97,6,304,1.0
93,T88,T88,Todd Fischer,97,6,334,
94,T88,T88,Matt Gogel,77,6,254,
95,T88,T88,Retief Goosen,69,6,204,
96,T88,T88,Paul Goydos,86,6,280,2.0
97,T88,T88,Mike Grob,83,6,270,1.0
98,T88,T88,Jay Haas,89,6,262,2.0
99,T88,T88,Dudley Hart,66,6,223,
100,T88,T88,Ian Leggatt,71,6,228,2.0
101,T88,T88,Thomas Levet,85,6,293,1.0
102,T88,T88,Jeff Maggert,81,6,282,1.0
103,T88,T88,Rocco Mediate,80,6,255,1.0
104,T88,T88,Rod Pampling,87,6,275,
105,T88,T88,Kenny Perry,98,6,313,
106,T88,T88,Chris Riley,96,6,287,1.0
107,T88,T88,Hal Sutton,81,6,267,
108,T88,T88,Hidemichi Tanaka,112,6,387,1.0
109,T88,T88,Kirk Triplett,92,6,310,1.0
110,T88,T88,Scott Verplank,97,6,303,1.0
111,T88,T88,Mike Weir,80,6,247,1.0
112,T113,T113,Pat Bates,111,5,377,1.0
113,T113,T113,Jim Carter,95,5,317,1.0
114,T113,T113,José Coceres,62,5,216,1.0
115,T113,T113,Ben Crane,94,5,319,
116,T113,T113,Glen Hnatiuk,92,5,304,1.0
117,T113,T113,Per-Ulrik Johansson,96,5,325,
118,T113,T113,Skip Kendall,110,5,400,
119,T113,T113,Kenichi Kuboya,91,5,310,2.0
120,T113,T113,Justin Leonard,80,5,248,2.0
121,T113,T113,Len Mattiace,94,5,299,
122,T113,T113,Shaun Micheel,97,5,307,1.0
123,T113,T113,Mark O'Meara,69,5,226,
124,T113,T113,Arron Oberholser,80,5,264,
125,T113,T113,Anthony Painter,87,5,298,2.0
126,T113,T113,Carl Pettersson,80,5,275,
127,T113,T113,Rory Sabbatini,95,5,302,2.0
128,T113,T113,Adam Scott,52,5,142,
129,T113,T113,Joey Sindelar,93,5,314,
130,T113,T113,Jeff Sluman,106,5,349,1.0
131,T113,T113,"Dave Stockton, Jr.",79,5,275,2.0
132,T113,T113,Ty Tryon,52,5,184,1.0
133,T113,T113,Vance Veazey,66,5,230,
134,T113,T113,Jay Williamson,93,5,302,1.0
135,T113,T113,Cameron Yancey,58,5,198,1.0
136,T137,T137,Steven Alker,87,4,292,3.0
137,T137,T137,Paul Azinger,73,4,244,
138,T137,T137,Aaron Barber,94,4,337,1.0
139,T137,T137,Olin Browne,113,4,362,1.0
140,T137,T137,Jason Caron,74,4,248,
141,T137,T137,Fred Couples,71,4,223,
142,T137,T137,Ben Curtis,69,4,233,
143,T137,T137,Luke Donald,88,4,294,1.0
144,T137,T137,Fred Funk,112,4,342,
145,T137,T137,Paul Gow,62,4,208,2.0
146,T137,T137,Peter Jacobsen,75,4,260,1.0
147,T137,T137,Richard Johnson,89,4,298,1.0
148,T137,T137,Kent Jones,74,4,236,1.0
149,T137,T137,Jeff Klein,60,4,202,1.0
150,T137,T137,John Maginnes,87,4,294,1.0
151,T137,T137,Deane Pappas,75,4,256,2.0
152,T137,T137,Corey Pavin,88,4,283,2.0
153,T137,T137,Nick Price,65,4,188,1.0
154,T137,T137,John Riegger,55,4,175,
155,T137,T137,John Rollins,89,4,280,1.0
156,T137,T137,Gene Sauers,87,4,288,
157,T137,T137,Kaname Yokoo,56,4,178,1.0
158,T159,T159,Billy Andrade,100,3,339,
159,T159,T159,Doug Barron,90,3,305,1.0
