,Tenth_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_2_Scoring_Average_AVG,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Nick Price,66.5,133,2
1,T2,T2,Ernie Els,67.0,134,2
2,T2,T2,Sergio Garcia,67.0,67,1
3,4,4,Tom Lehman,67.67,203,3
4,5,5,John Huston,67.75,271,4
5,6,6,Charles Howell III,67.8,339,5
6,T7,T7,Dan Forsman,68.0,408,6
7,T7,T7,Peter Lonard,68.0,340,5
8,T7,T7,Tiger Woods,68.0,204,3
9,T10,T10,J.P. Hayes,68.33,615,9
10,T10,T10,Neal Lancaster,68.33,410,6
11,T10,T10,Brent Schwarzrock,68.33,205,3
12,T13,T13,Aaron Baddeley,68.5,274,4
13,T13,T13,Brian Henninger,68.5,274,4
14,T13,T13,Phil Mickelson,68.5,137,2
15,T13,T13,Vijay Singh,68.5,274,4
16,T17,T17,Bob Burns,68.6,343,5
17,T17,T17,Lee Janzen,68.6,343,5
18,19,19,Paul Goydos,68.63,549,8
19,T20,T20,Frank Lickliter II,68.67,412,6
20,T20,T20,Heath Slocum,68.67,412,6
21,22,22,Chris DiMarco,68.71,481,7
22,23,23,Paul Gow,68.8,344,5
23,T24,T24,Shigeki Maruyama,68.83,413,6
24,T24,T24,Jay Williamson,68.83,413,6
25,26,26,Briny Baird,68.9,689,10
26,T27,T27,Darren Clarke,69.0,138,2
27,T27,T27,Fred Funk,69.0,276,4
28,T27,T27,Scott Laycock,69.0,138,2
29,T27,T27,Craig Perks,69.0,483,7
30,T27,T27,Brett Quigley,69.0,483,7
31,T32,T32,Jay Haas,69.2,346,5
32,T32,T32,Tim Petrovic,69.2,692,10
33,T32,T32,Dean Wilson,69.2,346,5
34,T35,T35,Bob Estes,69.25,277,4
35,T35,T35,Thomas Levet,69.25,277,4
36,T37,T37,Ben Crane,69.33,624,9
37,T37,T37,Jerry Kelly,69.33,624,9
38,T37,T37,John Riegger,69.33,208,3
39,T37,T37,Paul Stankowski,69.33,208,3
40,T37,T37,Vance Veazey,69.33,208,3
41,T37,T37,Duffy Waldorf,69.33,208,3
42,43,43,Hank Kuehne,69.4,347,5
43,44,44,Olin Browne,69.43,486,7
44,T45,T45,Stewart Cink,69.5,278,4
45,T45,T45,José Coceres,69.5,278,4
46,T45,T45,John Rollins,69.5,278,4
47,T45,T45,Mike Weir,69.5,278,4
48,49,49,Shaun Micheel,69.57,487,7
49,T50,T50,John Daly,69.67,209,3
50,T50,T50,Garrett Willis,69.67,418,6
51,T52,T52,Woody Austin,69.71,488,7
52,T52,T52,Glen Day,69.71,488,7
