,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Stephen Ames,91,20.87,192,920
1,2,2,Vijay Singh,106,20.13,221,1098
2,3,3,Paul Goydos,86,19.84,174,877
3,4,4,Woody Austin,107,19.74,213,1079
4,5,5,Chris DiMarco,98,19.32,193,999
5,6,6,Davis Love III,85,19.2,159,828
6,7,7,Robert Gamez,114,19.18,230,1199
7,8,8,Robert Allenby,87,19.13,167,873
8,9,9,Mark Calcavecchia,84,19.04,170,893
9,10,10,Jerry Kelly,108,18.9,206,1090
10,11,11,John Huston,76,18.81,146,776
11,T12,T12,Jonathan Byrd,101,18.76,202,1077
12,T12,T12,Stewart Cink,104,18.76,199,1061
13,14,14,Hank Kuehne,73,18.73,139,742
14,15,15,Alex Cejka,98,18.69,183,979
15,16,16,Peter Jacobsen,75,18.57,145,781
16,17,17,Phil Mickelson,87,18.51,159,859
17,18,18,Retief Goosen,69,18.5,128,692
18,19,19,Rocco Mediate,80,18.35,153,834
19,20,20,Jim Furyk,104,18.33,200,1091
20,T21,T21,Chad Campbell,105,18.32,201,1097
21,T21,T21,Steve Lowery,86,18.32,153,835
22,T23,T23,Glen Day,103,18.27,192,1051
23,T23,T23,Deane Pappas,75,18.27,139,761
24,25,25,Skip Kendall,110,18.16,205,1129
25,26,26,Brenden Pappas,105,18.11,195,1077
26,27,27,Tom Gillis,71,18.03,130,721
27,28,28,Rod Pampling,87,17.99,159,884
28,29,29,Tim Petrovic,108,17.98,199,1107
29,30,30,Tim Herron,102,17.97,191,1063
30,31,31,Mike Weir,80,17.96,143,796
31,32,32,Duffy Waldorf,90,17.87,161,901
32,33,33,Paul Stankowski,67,17.85,123,689
33,34,34,Patrick Sheehan,101,17.83,187,1049
34,35,35,Mike Heinen,89,17.82,162,909
35,36,36,Joe Durant,96,17.8,181,1017
36,37,37,Scott Laycock,71,17.74,129,727
37,T38,T38,Brad Faxon,97,17.73,181,1021
38,T38,T38,Harrison Frazar,88,17.73,159,897
39,40,40,Fred Couples,71,17.7,126,712
40,41,41,Hal Sutton,81,17.67,152,860
41,T42,T42,Cameron Beckman,86,17.65,156,884
42,T42,T42,Greg Chalmers,98,17.65,176,997
43,44,44,Stuart Appleby,90,17.64,160,907
44,45,45,Scott McCarron,86,17.63,150,851
45,T46,T46,Aaron Barber,94,17.61,171,971
46,T46,T46,Tom Lehman,87,17.61,153,869
47,T46,T46,Scott Verplank,97,17.61,183,1039
48,49,49,Tom Pernice Jr.,105,17.56,187,1065
49,50,50,Ernie Els,65,17.53,115,656
50,51,51,Akio Sadakata,83,17.52,150,856
51,52,52,Chris Riley,96,17.51,170,971
52,T53,T53,Steve Flesch,110,17.5,199,1137
53,T53,T53,Kirk Triplett,92,17.5,165,943
54,55,55,Jeff Sluman,106,17.41,192,1103
55,56,56,John Rollins,89,17.38,158,909
56,57,57,Billy Andrade,100,17.32,182,1051
57,58,58,Shaun Micheel,97,17.31,174,1005
58,59,59,Craig Barlow,95,17.3,168,971
59,60,60,Fred Funk,112,17.29,204,1180
60,61,61,Tommy Armour III,66,17.28,118,683
61,62,62,Carl Pettersson,80,17.27,143,828
62,63,63,Justin Leonard,80,17.25,138,800
63,64,64,Bob Tway,89,17.23,157,911
