,Tenth_Tee_Late_Round_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_5_Scoring_Average_AVG,Tenth_Tee_Late_Round_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_5_Scoring_Average_TOTAL ROUNDS
0,1,1,Bob Estes,65.0,65,1
1,2,2,Stephen Ames,66.0,66,1
2,T3,T3,Brian Bateman,67.0,67,1
3,T3,T3,Dan Forsman,67.0,67,1
4,T3,T3,Cliff Kresge,67.0,67,1
5,T3,T3,Jeff Maggert,67.0,67,1
6,T7,T7,Paul Azinger,69.0,69,1
7,T7,T7,Dudley Hart,69.0,69,1
8,T7,T7,Len Mattiace,69.0,69,1
9,T7,T7,Tom Pernice Jr.,69.0,69,1
10,T7,T7,Esteban Toledo,69.0,69,1
11,12,12,Joe Durant,70.5,141,2
12,T13,T13,Mark Calcavecchia,71.0,71,1
13,T13,T13,Chad Campbell,71.0,71,1
14,T13,T13,Hal Sutton,71.0,71,1
15,T13,T13,Vance Veazey,71.0,71,1
16,T17,T17,Aaron Barber,72.0,72,1
17,T17,T17,Bob Burns,72.0,144,2
18,T17,T17,Peter Jacobsen,72.0,72,1
19,T17,T17,Billy Mayfair,72.0,72,1
20,T17,T17,David Toms,72.0,72,1
21,T17,T17,Cameron Yancey,72.0,72,1
22,T23,T23,Jonathan Byrd,73.0,73,1
23,T23,T23,Tom Lehman,73.0,73,1
24,T23,T23,John Senden,73.0,73,1
25,T26,T26,Notah Begay III,75.0,75,1
26,T26,T26,Fred Funk,75.0,75,1
27,T28,T28,Cameron Beckman,76.0,76,1
28,T28,T28,Jeff Brehaut,76.0,76,1
29,T28,T28,Olin Browne,76.0,76,1
30,31,31,Spike McRoy,79.0,79,1
31,32,32,Donnie Hammond,81.0,81,1
