,Par_3_Scoring_Average_RANK THIS WEEK,Par_3_Scoring_Average_RANK LAST WEEK,Par_3_Scoring_Average_PLAYER NAME,Par_3_Scoring_Average_ROUNDS,Par_3_Scoring_Average_AVG,Par_3_Scoring_Average_TOTAL STROKES,Par_3_Scoring_Average_TOTAL HOLES
0,T1,T1,Mike Weir,80,2.97,911,307
1,T1,T1,Tiger Woods,74,2.97,807,272
2,T3,T3,Chris DiMarco,98,2.98,1102,370
3,T3,T3,David Peoples,96,2.98,1176,395
4,T5,T5,Stewart Cink,104,2.99,1214,406
5,T5,T5,Bob Estes,92,2.99,1088,364
6,T5,T5,Loren Roberts,87,2.99,1043,349
7,T5,T5,Paul Stankowski,67,2.99,809,271
8,T5,T5,Scott Verplank,97,2.99,1156,386
9,T10,T10,Jim Furyk,104,3.0,1205,401
10,T10,T10,Retief Goosen,69,3.0,768,256
11,T10,T10,Jay Haas,89,3.0,1002,334
12,T10,T10,Dudley Hart,66,3.0,802,267
13,T10,T10,Davis Love III,85,3.0,969,323
14,T10,T10,Nick Price,65,3.0,733,244
15,T10,T10,John Riegger,55,3.0,628,209
16,T10,T10,Chris Riley,96,3.0,1085,362
17,T10,T10,Hidemichi Tanaka,112,3.0,1359,453
18,T19,T19,Mark Calcavecchia,84,3.01,1041,346
19,T19,T19,Fred Funk,112,3.01,1326,440
20,T19,T19,Paul Goydos,86,3.01,1013,337
21,T19,T19,Tom Lehman,87,3.01,1001,333
22,T19,T19,Brett Quigley,92,3.01,1088,361
23,T24,T24,Fred Couples,71,3.02,818,271
24,T24,T24,Ben Crane,94,3.02,1124,372
25,T24,T24,Ernie Els,65,3.02,725,240
26,T24,T24,Brian Henninger,56,3.02,691,229
27,T24,T24,John Huston,76,3.02,925,306
28,T24,T24,Scott Laycock,71,3.02,837,277
29,T24,T24,Shigeki Maruyama,87,3.02,1027,340
30,T24,T24,Dicky Pride,73,3.02,902,299
31,T24,T24,John Senden,111,3.02,1314,435
32,T24,T24,Vijay Singh,106,3.02,1235,409
33,T24,T24,Jeff Sluman,106,3.02,1269,420
34,T24,T24,Steve Stricker,59,3.02,686,227
35,T24,T24,David Toms,90,3.02,984,326
36,T37,T37,Briny Baird,113,3.03,1341,442
37,T37,T37,Joe Durant,96,3.03,1187,392
38,T37,T37,Dan Forsman,98,3.03,1204,398
39,T37,T37,David Frost,80,3.03,978,323
40,T37,T37,J.P. Hayes,79,3.03,960,317
41,T37,T37,Carl Pettersson,80,3.03,967,319
42,T37,T37,Kevin Sutherland,97,3.03,1138,375
43,T37,T37,Hal Sutton,81,3.03,1002,331
44,T45,T45,Tom Byrum,97,3.04,1194,393
45,T45,T45,Luke Donald,88,3.04,1071,352
46,T45,T45,Steve Flesch,110,3.04,1331,438
47,T45,T45,Brian Gay,100,3.04,1187,391
48,T45,T45,Donnie Hammond,92,3.04,1152,379
49,T45,T45,Mike Heinen,89,3.04,1092,359
50,T45,T45,Lee Janzen,83,3.04,991,326
51,T45,T45,Brandt Jobe,77,3.04,951,313
52,T45,T45,Rod Pampling,87,3.04,1018,335
53,T45,T45,Heath Slocum,101,3.04,1213,399
54,T45,T45,Esteban Toledo,109,3.04,1303,429
55,T56,T56,Stephen Ames,91,3.05,1118,366
56,T56,T56,Billy Andrade,100,3.05,1252,410
57,T56,T56,Brian Bateman,70,3.05,834,273
58,T56,T56,Jay Don Blake,77,3.05,932,306
59,T56,T56,Brad Elder,51,3.05,604,198
60,T56,T56,Brad Faxon,97,3.05,1174,385
61,T56,T56,Matt Gogel,77,3.05,895,293
62,T56,T56,Tim Herron,102,3.05,1240,407
63,T56,T56,Charles Howell III,120,3.05,1405,461
64,T56,T56,Jonathan Kaye,91,3.05,1079,354
65,T56,T56,Kenichi Kuboya,91,3.05,1113,365
66,T56,T56,Scott McCarron,86,3.05,996,327
67,T56,T56,Spike McRoy,103,3.05,1245,408
68,T56,T56,Rocco Mediate,80,3.05,961,315
69,T56,T56,Arron Oberholser,80,3.05,992,325
70,T56,T56,Kenny Perry,98,3.05,1215,399
71,T56,T56,Patrick Sheehan,101,3.05,1230,403
72,T56,T56,Bob Tway,89,3.05,1041,341
73,T56,T56,Dean Wilson,82,3.05,1010,331
74,T75,T75,Robert Allenby,87,3.06,980,320
75,T75,T75,Stuart Appleby,90,3.06,1041,340
76,T75,T75,Pat Bates,111,3.06,1354,442
77,T75,T75,Mark Brooks,90,3.06,1090,356
78,T75,T75,Jim Carter,95,3.06,1160,379
79,T75,T75,K.J. Choi,112,3.06,1314,429
80,T75,T75,Ben Curtis,69,3.06,853,279
81,T75,T75,Marco Dawson,86,3.06,1039,340
82,T75,T75,Glen Day,103,3.06,1253,410
83,T75,T75,Todd Fischer,97,3.06,1190,389
84,T75,T75,Robert Gamez,114,3.06,1428,467
85,T75,T75,Brent Geiberger,51,3.06,627,205
86,T75,T75,Ian Leggatt,71,3.06,833,272
87,T75,T75,Shaun Micheel,97,3.06,1161,380
88,T75,T75,Phil Mickelson,87,3.06,996,325
89,T75,T75,Brenden Pappas,105,3.06,1293,422
90,T75,T75,Rory Sabbatini,95,3.06,1155,377
91,T75,T75,Joey Sindelar,93,3.06,1138,372
92,T93,T93,Cameron Beckman,86,3.07,1026,334
93,T93,T93,Olin Browne,113,3.07,1385,451
94,T93,T93,Chad Campbell,105,3.07,1270,414
95,T93,T93,José Coceres,62,3.07,774,252
96,T93,T93,John Daly,56,3.07,698,227
97,T93,T93,Robert Damron,96,3.07,1202,392
98,T93,T93,Carlos Franco,99,3.07,1211,394
99,T93,T93,David Gossett,92,3.07,1153,375
100,T93,T93,Per-Ulrik Johansson,96,3.07,1193,388
101,T93,T93,Richard Johnson,89,3.07,1113,363
102,T93,T93,Skip Kendall,110,3.07,1384,451
103,T93,T93,Justin Leonard,80,3.07,926,302
104,T93,T93,J.L. Lewis,99,3.07,1207,393
105,T93,T93,Andrew Magee,91,3.07,1103,359
106,T93,T93,Jeff Maggert,81,3.07,1012,330
107,T93,T93,Geoff Ogilvy,86,3.07,1026,334
108,T93,T93,Tom Pernice Jr.,105,3.07,1279,417
109,T93,T93,Akio Sadakata,83,3.07,1008,328
110,T93,T93,Duffy Waldorf,90,3.07,1075,350
111,T93,T93,Jay Williamson,93,3.07,1153,375
112,T113,T113,Woody Austin,107,3.08,1304,423
113,T113,T113,Craig Barlow,95,3.08,1166,379
114,T113,T113,Alex Cejka,98,3.08,1135,369
115,T113,T113,Michael Clark II,54,3.08,681,221
116,T113,T113,Tim Clark,79,3.08,969,315
117,T113,T113,Joel Edwards,60,3.08,752,244
118,T113,T113,Mathew Goggin,90,3.08,1069,347
119,T113,T113,J.J. Henry,100,3.08,1209,393
120,T113,T113,Jerry Kelly,108,3.08,1302,423
121,T113,T113,Cliff Kresge,102,3.08,1246,405
122,T113,T113,Neal Lancaster,110,3.08,1344,436
123,T113,T113,Thomas Levet,85,3.08,1036,336
124,T113,T113,Frank Lickliter II,94,3.08,1147,373
125,T113,T113,Billy Mayfair,105,3.08,1316,427
126,T113,T113,Andy Miller,75,3.08,938,305
127,T113,T113,Corey Pavin,88,3.08,1086,353
128,T113,T113,Craig Perks,82,3.08,971,315
129,T113,T113,Tim Petrovic,108,3.08,1301,423
130,T131,T131,Notah Begay III,92,3.09,1133,367
131,T131,T131,Gavin Coles,69,3.09,831,269
132,T131,T131,Tom Gillis,71,3.09,854,276
133,T131,T131,Glen Hnatiuk,92,3.09,1120,362
134,T131,T131,Kent Jones,74,3.09,880,285
135,T131,T131,Peter Lonard,96,3.09,1125,364
136,T131,T131,Jesper Parnevik,102,3.09,1253,406
137,T131,T131,Carl Paulson,101,3.09,1270,411
