,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
0,1,1,Justin Rose,63,-0.263
1,2,2,Phil Mickelson,73,-0.26
2,3,3,Kevin Na,84,-0.253
3,4,4,Ernie Els,59,-0.25
4,5,5,Adam Scott,69,-0.24
5,6,6,Sean O'Hair,98,-0.239
6,7,7,Aaron Baddeley,83,-0.23800000000000002
7,8,8,Tiger Woods,63,-0.235
8,9,9,Vaughn Taylor,91,-0.23399999999999999
9,10,10,Scott Gutschewski,67,-0.23199999999999998
10,11,11,Anthony Kim,93,-0.231
11,T12,T12,Bill Haas,93,-0.22699999999999998
12,T12,T12,Rod Pampling,92,-0.22699999999999998
13,T12,T12,Charlie Wi,90,-0.22699999999999998
14,15,15,Alex Cejka,80,-0.225
15,16,16,Carl Pettersson,111,-0.22
16,17,17,Jonathan Byrd,73,-0.21899999999999997
17,18,18,Will MacKenzie,100,-0.218
18,19,19,Vijay Singh,102,-0.21600000000000003
19,T20,T20,Michael Allen,74,-0.214
20,T20,T20,Matt Kuchar,85,-0.214
21,22,22,Brett Wetterich,88,-0.212
22,23,23,Lucas Glover,98,-0.20800000000000002
23,24,24,Hunter Mahan,91,-0.20600000000000002
24,25,25,Robert Garrigus,95,-0.205
25,26,26,Nathan Green,103,-0.203
26,27,27,Retief Goosen,50,-0.20199999999999999
27,28,28,Charles Howell III,89,-0.201
28,29,29,Anders Hansen,55,-0.198
29,30,30,K.J. Choi,87,-0.19699999999999998
30,31,31,Tim Petrovic,106,-0.196
31,32,32,Pat Perez,84,-0.19399999999999998
32,33,33,Briny Baird,115,-0.192
33,T34,T34,Kent Jones,97,-0.19
34,T34,T34,Billy Mayfair,98,-0.19
35,T34,T34,Tom Pernice Jr.,104,-0.19
36,T37,T37,Jeff Gove,103,-0.18899999999999997
37,T37,T37,J.J. Henry,86,-0.18899999999999997
38,T37,T37,Steve Lowery,74,-0.18899999999999997
39,40,40,Eric Axley,107,-0.188
40,T41,T41,Stuart Appleby,74,-0.187
41,T41,T41,Michael Sim,52,-0.187
42,43,43,Mathias Grönberg,95,-0.18600000000000003
43,44,44,Sergio Garcia,68,-0.185
44,45,45,D.J. Brigman,67,-0.184
45,46,46,Charles Warren,101,-0.182
46,T47,T47,Geoff Ogilvy,84,-0.18100000000000002
47,T47,T47,Tag Ridings,52,-0.18100000000000002
48,49,49,Heath Slocum,101,-0.177
49,T50,T50,Zach Johnson,76,-0.17600000000000002
50,T50,T50,Duffy Waldorf,69,-0.17600000000000002
51,T52,T52,Brett Quigley,79,-0.174
52,T52,T52,Camilo Villegas,82,-0.174
53,54,54,Ryan Palmer,91,-0.172
54,55,55,Steve Elkington,87,-0.171
55,T56,T56,Robert Allenby,90,-0.17
56,T56,T56,Steve Flesch,100,-0.17
57,58,58,Daniel Chopra,106,-0.16899999999999998
58,59,59,John Daly,59,-0.168
59,60,60,Steve Stricker,81,-0.16699999999999998
60,61,61,Jim Furyk,84,-0.166
61,62,62,Craig Barlow,52,-0.165
62,63,63,Freddie Jacobson,70,-0.163
63,64,64,Johnson Wagner,97,-0.162
64,65,65,Mark Calcavecchia,93,-0.161
65,T66,T66,Davis Love III,66,-0.16
66,T66,T66,Kenny Perry,83,-0.16
67,T66,T66,Kevin Sutherland,85,-0.16
68,T69,T69,Rich Beem,89,-0.159
69,T69,T69,Ken Duke,112,-0.159
70,T69,T69,Tim Herron,98,-0.159
71,T69,T69,John Senden,97,-0.159
72,T69,T69,Nick Watney,87,-0.159
73,T74,T74,Troy Matteson,87,-0.158
74,T74,T74,Michael Putnam,96,-0.158
75,T74,T74,Jay Williamson,50,-0.158
76,T77,T77,Padraig Harrington,64,-0.157
77,T77,T77,Charley Hoffman,97,-0.157
78,T77,T77,Rory Sabbatini,81,-0.157
79,T80,T80,Tom Lehman,62,-0.156
80,T80,T80,Jeff Overton,60,-0.156
81,T80,T80,Paul Stankowski,52,-0.156
82,83,83,Brandt Snedeker,105,-0.155
83,84,84,Jason Bohn,57,-0.154
84,85,85,Chris Couch,76,-0.153
85,86,86,Henrik Stenson,52,-0.15
86,T87,T87,Cameron Beckman,96,-0.14800000000000002
87,T87,T87,Jarrod Lyle,77,-0.14800000000000002
88,T89,T89,Brian Davis,101,-0.147
89,T89,T89,Trevor Immelman,74,-0.147
90,T91,T91,Steve Allan,63,-0.145
91,T91,T91,Ted Purdy,102,-0.145
92,T93,T93,Mathew Goggin,97,-0.14400000000000002
93,T93,T93,Jeff Maggert,79,-0.14400000000000002
94,T95,T95,Joe Ogilvie,102,-0.141
95,T95,T95,Chris Tidland,59,-0.141
96,97,97,John Rollins,102,-0.139
97,T98,T98,J.P. Hayes,89,-0.13699999999999998
98,T98,T98,Mark Hensby,81,-0.13699999999999998
99,T98,T98,Jerry Kelly,101,-0.13699999999999998
100,101,101,Chris Stroud,66,-0.135
101,102,102,Luke Donald,69,-0.134
102,T103,T103,Rich Barcelo,80,-0.132
103,T103,T103,David Toms,80,-0.132
104,105,105,Ryan Moore,92,-0.131
105,T106,T106,Tim Clark,66,-0.13
106,T106,T106,Jesper Parnevik,88,-0.13
107,T106,T106,Darron Stiles,65,-0.13
108,T109,T109,Tom Byrum,50,-0.129
109,T109,T109,Stewart Cink,91,-0.129
110,T109,T109,Steve Marino,106,-0.129
111,T109,T109,John Merrick,92,-0.129
112,113,113,Bob Heintz,85,-0.125
113,114,114,Bob Estes,88,-0.124
114,T115,T115,Jeff Brehaut,59,-0.122
115,T115,T115,D.J. Trahan,99,-0.122
116,117,117,Mike Weir,82,-0.121
117,118,118,Marco Dawson,73,-0.12
118,119,119,Steve Wheatcroft,73,-0.11900000000000001
119,120,120,Brendon de Jonge,76,-0.11599999999999999
120,121,121,Joe Durant,88,-0.113
121,122,122,John Mallinger,96,-0.11199999999999999
122,T123,T123,Harrison Frazar,88,-0.11
123,T123,T123,Frank Lickliter II,95,-0.11
124,T123,T123,Arron Oberholser,69,-0.11
125,T126,T126,Jason Schultz,63,-0.10800000000000001
126,T126,T126,Bubba Watson,80,-0.10800000000000001
127,128,128,Cliff Kresge,107,-0.107
128,T129,T129,Paul Gow,70,-0.106
129,T129,T129,Scott Verplank,82,-0.106
130,T131,T131,Kirk Triplett,77,-0.10400000000000001
131,T131,T131,Bob Tway,103,-0.10400000000000001
132,133,133,Tripp Isenhour,86,-0.10300000000000001
133,134,134,Jim Rutledge,59,-0.102
134,135,135,Billy Andrade,88,-0.10099999999999999
135,T136,T136,Stephen Ames,81,-0.1
136,T136,T136,Jeff Quinney,95,-0.1
137,T136,T136,Boo Weekley,101,-0.1
138,139,139,Dicky Pride,71,-0.099
139,140,140,Andrew Buckle,77,-0.098
140,141,141,Bart Bryant,87,-0.096
141,142,142,Tommy Armour III,81,-0.094
142,T143,T143,George McNeill,95,-0.091
143,T143,T143,Kyle Reifers,71,-0.091
144,T145,T145,Chris DiMarco,79,-0.09
145,T145,T145,Lee Janzen,66,-0.09
146,T147,T147,Shigeki Maruyama,84,-0.08900000000000001
147,T147,T147,Nick O'Hern,72,-0.08900000000000001
148,T149,T149,Jaco Van Zyl,51,-0.08800000000000001
149,T149,T149,Dean Wilson,92,-0.08800000000000001
150,T151,T151,Jason Gore,86,-0.083
151,T151,T151,J.B. Holmes,71,-0.083
152,153,153,Stephen Leaney,82,-0.08199999999999999
153,154,154,David Branshaw,83,-0.077
154,155,155,Jason Dufner,100,-0.076
155,156,156,Parker McLachlin,83,-0.07400000000000001
156,157,157,Bubba Dickerson,51,-0.073
157,158,158,Glen Day,85,-0.07200000000000001
158,159,159,José Coceres,50,-0.069
159,T160,T160,Woody Austin,95,-0.068
160,T160,T160,Mark Wilson,87,-0.068
161,T162,T162,Doug LaBelle II,104,-0.066
162,T162,T162,Peter Lonard,85,-0.066
163,T164,T164,Tom Johnson,74,-0.065
164,T164,T164,Craig Lile,77,-0.065
165,166,166,Joey Sindelar,75,-0.064
166,167,167,Greg Owen,81,-0.06
167,168,168,Brian Bateman,55,-0.059000000000000004
