,Approaches_from__100_yards_Rgh_RANK THIS WEEK,Approaches_from__100_yards_Rgh_RANK LAST WEEK,Approaches_from__100_yards_Rgh_PLAYER NAME,Approaches_from__100_yards_Rgh_ROUNDS,Approaches_from__100_yards_Rgh_AVG,Approaches_from__100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__100_yards_Rgh_# OF ATTEMPTS,Approaches_from__100_yards_Rgh_RELATIVE TO PAR
0,1,1,Pat Perez,84,"41' 8""",9042.917,217,28
1,2,2,Bob Heintz,85,"41' 9""",8468.417,203,23
2,3,3,Joey Sindelar,75,"42' 4""",7415.1669999999995,175,25
3,4,4,Steve Flesch,100,"42' 7""",11021.417,259,33
4,5,5,Ernie Els,59,"42' 8""",6661.8330000000005,156,8
5,T6,T6,Luke Donald,69,"42' 9""",5173.667,121,11
6,T6,T6,Brett Wetterich,88,"42' 9""",9786.75,229,14
7,8,8,Kyle Reifers,71,"43' 1""",8050.0830000000005,187,39
8,9,9,Jason Schultz,63,"43' 3""",6703.9169999999995,155,20
9,10,10,Tiger Woods,63,"43' 4""",6372.5830000000005,147,-11
10,11,11,Jeff Sluman,60,"43' 6""",5520.0,127,37
11,T12,T12,Daniel Chopra,106,"43' 8""",14929.667,342,15
12,T12,T12,Tim Clark,66,"43' 8""",5462.3330000000005,125,22
13,T12,T12,Sergio Garcia,68,"43' 8""",8996.25,206,6
14,15,15,David Toms,80,"43' 9""",7658.75,175,18
15,T16,T16,David Branshaw,83,"43' 10""",9859.917,225,51
16,T16,T16,Michael Putnam,96,"43' 10""",11447.917,261,28
17,T18,T18,Craig Bowden,78,"43' 11""",7030.3330000000005,160,25
18,T18,T18,Vijay Singh,102,"43' 11""",11323.0,258,17
19,20,20,Tommy Armour III,81,"44' 0""",6511.75,148,7
20,21,21,Greg Owen,81,"44' 1""",8641.25,196,38
21,22,22,Davis Love III,66,"44' 3""",8367.833,189,18
22,T23,T23,Cameron Beckman,96,"44' 4""",9219.333,208,26
23,T23,T23,Ken Duke,112,"44' 4""",11031.167,249,-4
24,T23,T23,Robert Garrigus,95,"44' 4""",14862.583,335,18
25,T23,T23,Padraig Harrington,64,"44' 4""",6869.75,155,-14
26,T23,T23,Heath Slocum,101,"44' 4""",9404.667,212,14
27,28,28,Craig Barlow,52,"44' 5""",6215.5830000000005,140,22
28,29,29,John Senden,97,"44' 6""",10944.5,246,18
29,30,30,Steve Allan,63,"44' 7""",8062.5830000000005,181,6
