,GIR_Percentage_-_100-125_yards_RANK THIS WEEK,GIR_Percentage_-_100-125_yards_RANK LAST WEEK,GIR_Percentage_-_100-125_yards_PLAYER NAME,GIR_Percentage_-_100-125_yards_ROUNDS,GIR_Percentage_-_100-125_yards_%,GIR_Percentage_-_100-125_yards_GREENS HIT,GIR_Percentage_-_100-125_yards_TOTAL HOLES,GIR_Percentage_-_100-125_yards_RELATIVE TO PAR
0,1,1,Phil Mickelson,73,85.06,74,87,-0.24
1,2,2,Mark Brooks,53,83.33,85,102,-0.2
2,3,3,Stephen Leaney,82,82.73,115,139,-0.23
3,4,4,Jeff Sluman,60,82.5,66,80,-0.27
4,5,5,Cameron Beckman,96,82.12,147,179,-0.26
5,6,6,Justin Rose,63,82.05,64,78,-0.2
6,7,7,Stephen Ames,81,81.51,97,119,-0.23
7,8,8,Tiger Woods,63,80.52,62,77,-0.32
8,9,9,Parker McLachlin,83,80.41,119,148,-0.2
9,10,10,Corey Pavin,81,80.19,85,106,-0.34
10,11,11,Steve Stricker,81,80.0,92,115,-0.37
11,12,12,Chris Riley,59,79.81,83,104,-0.37
12,T13,T13,Sergio Garcia,68,79.78,71,89,-0.28
13,T13,T13,Justin Leonard,95,79.78,142,178,-0.25
14,T15,T15,Fred Funk,65,79.57,74,93,-0.3
15,T15,T15,Bob Heintz,85,79.57,148,186,-0.32
16,17,17,Jerry Kelly,101,79.52,132,166,-0.3
17,18,18,Craig Kanada,109,79.43,166,209,-0.26
18,T19,T19,Mathew Goggin,97,79.31,138,174,-0.25
19,T19,T19,David Toms,80,79.31,92,116,-0.24
20,21,21,Robert Allenby,90,79.29,111,140,-0.24
21,22,22,Billy Andrade,88,79.27,130,164,-0.31
22,23,23,Briny Baird,115,79.24,187,236,-0.26
23,24,24,Robert Gamez,88,79.22,122,154,-0.26
24,25,25,Rich Beem,89,79.14,110,139,-0.32
25,26,26,Craig Barlow,52,79.0,79,100,-0.27
26,27,27,Arron Oberholser,69,78.85,82,104,-0.29
27,28,28,Nick O'Hern,72,78.82,67,85,-0.33
28,29,29,Woody Austin,95,78.71,122,155,-0.25
29,30,30,Michael Boyd,61,78.69,96,122,-0.29
30,31,31,Michael Putnam,96,78.65,140,178,-0.23
31,T32,T32,Paul Stankowski,52,78.57,66,84,-0.18
32,T32,T32,Bubba Watson,80,78.57,110,140,-0.2
33,34,34,Jeff Maggert,79,78.43,120,153,-0.23
34,35,35,Will MacKenzie,100,78.42,149,190,-0.23
35,T36,T36,Bart Bryant,87,78.29,101,129,-0.25
36,T36,T36,Camilo Villegas,82,78.29,101,129,-0.24
37,T38,T38,Chad Campbell,96,78.23,115,147,-0.27
38,T38,T38,Zach Johnson,76,78.23,97,124,-0.27
39,40,40,Jay Williamson,50,78.18,86,110,-0.29
40,41,41,Jim Furyk,84,78.05,96,123,-0.27
41,42,42,Tim Petrovic,106,77.97,138,177,-0.32
42,T43,T43,Marco Dawson,73,77.86,109,140,-0.28
43,T43,T43,Tom Johnson,74,77.86,102,131,-0.23
44,45,45,Bob Estes,88,77.78,105,135,-0.3
45,46,46,Glen Day,85,77.65,132,170,-0.25
46,47,47,Ken Duke,112,77.54,145,187,-0.27
47,48,48,Matt Kuchar,85,77.52,100,129,-0.18
48,T49,T49,George McNeill,95,77.5,124,160,-0.31
49,T49,T49,Brandt Snedeker,105,77.5,124,160,-0.33
50,51,51,Tommy Armour III,81,77.46,134,173,-0.22
51,52,52,Ryan Armour,107,77.45,158,204,-0.24
52,53,53,Eric Axley,107,77.4,137,177,-0.25
53,54,54,John Senden,97,77.3,126,163,-0.19
54,T55,T55,Paul Goydos,60,77.27,68,88,-0.18
55,T55,T55,Joey Sindelar,75,77.27,102,132,-0.22
56,T57,T57,Trevor Immelman,74,77.17,71,92,-0.18
57,T57,T57,Adam Scott,69,77.17,71,92,-0.25
58,59,59,Chris Tidland,59,77.1,101,131,-0.19
59,60,60,Tom Byrum,50,77.08,74,96,-0.24
60,61,61,Jeff Gove,103,77.0,154,200,-0.2
61,62,62,Lucas Glover,98,76.97,127,165,-0.24
62,63,63,Michael Allen,74,76.92,90,117,-0.28
63,T64,T64,Bubba Dickerson,51,76.67,69,90,-0.22
64,T64,T64,Charles Howell III,89,76.67,92,120,-0.26
65,T64,T64,Tom Lehman,62,76.67,69,90,-0.13
66,67,67,Alex Cejka,80,76.62,118,154,-0.2
67,68,68,Jeff Overton,60,76.58,121,158,-0.21
68,T69,T69,Joe Ogilvie,102,76.54,124,162,-0.24
69,T69,T69,John Rollins,102,76.54,137,179,-0.26
70,71,71,Ian Poulter,63,76.47,65,85,-0.31
71,72,72,Charles Warren,101,76.33,158,207,-0.29
72,73,73,Nathan Green,103,76.28,119,156,-0.25
73,74,74,Steve Flesch,100,76.14,134,176,-0.16
74,75,75,Kenny Perry,83,76.13,118,155,-0.27
75,76,76,Charlie Wi,90,76.02,149,196,-0.26
76,77,77,Rory Sabbatini,81,76.0,95,125,-0.28
77,78,78,Rocco Mediate,72,75.97,98,129,-0.27
78,79,79,Stuart Appleby,74,75.93,82,108,-0.24
79,T80,T80,Ryuji Imada,104,75.86,132,174,-0.26
80,T80,T80,Bryce Molder,56,75.86,88,116,-0.24
81,82,82,Frank Lickliter II,95,75.76,125,165,-0.33
82,83,83,Geoff Ogilvy,84,75.71,106,140,-0.27
83,84,84,Steve Marino,106,75.62,152,201,-0.24
84,85,85,J.J. Henry,86,75.61,93,123,-0.2
