,Approaches_from_125-150_yards_Rgh_RANK THIS WEEK,Approaches_from_125-150_yards_Rgh_RANK LAST WEEK,Approaches_from_125-150_yards_Rgh_PLAYER NAME,Approaches_from_125-150_yards_Rgh_ROUNDS,Approaches_from_125-150_yards_Rgh_AVG,Approaches_from_125-150_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_125-150_yards_Rgh_# OF ATTEMPTS,Approaches_from_125-150_yards_Rgh_RELATIVE TO PAR
0,1,1,Pat Perez,84,"27' 4""",1174.833,43,-1
1,2,2,Tiger Woods,63,"29' 1""",844.1669999999999,29,-2
2,3,3,Jeff Quinney,95,"29' 2""",1138.5,39,-1
3,4,4,Bob Tway,103,"29' 6""",1770.25,60,-2
4,5,5,Darron Stiles,65,"29' 7""",945.9169999999999,32,+5
5,6,6,Steve Flesch,100,"29' 9""",1844.9170000000001,62,-3
6,7,7,Bob Heintz,85,"29' 11""",1493.9170000000001,50,-2
7,8,8,Hunter Mahan,91,"30' 3""",1119.75,37,+1
8,9,9,Ian Poulter,63,"30' 5""",547.9169999999999,18,+2
9,10,10,Luke Donald,69,"30' 8""",889.3330000000001,29,-2
10,11,11,Bob Estes,88,"30' 9""",1354.25,44,-4
11,12,12,Geoff Ogilvy,84,"31' 2""",1277.5,41,+1
12,13,13,Chris Tidland,59,"31' 3""",1251.583,40,+5
13,14,14,Ryan Moore,92,"31' 4""",1567.0829999999999,50,+2
14,15,15,Charles Warren,101,"31' 5""",2043.75,65,+8
15,16,16,J.J. Henry,86,"31' 8""",1361.4170000000001,43,+6
16,17,17,Jerry Kelly,101,"31' 9""",1206.333,38,+2
17,T18,T18,Padraig Harrington,64,"31' 11""",1340.0829999999999,42,-2
18,T18,T18,Heath Slocum,101,"31' 11""",1434.75,45,-2
19,T18,T18,Henrik Stenson,52,"31' 11""",733.6669999999999,23,+3
20,21,21,Kevin Na,84,"32' 0""",1858.0829999999999,58,+3
21,22,22,Jesper Parnevik,88,"32' 1""",1572.6670000000001,49,-3
22,T23,T23,Woody Austin,95,"32' 3""",1837.5829999999999,57,+11
23,T23,T23,Sergio Garcia,68,"32' 3""",1322.0829999999999,41,+1
24,T25,T25,Sean O'Hair,98,"32' 4""",1683.4170000000001,52,+5
25,T25,T25,Justin Rose,63,"32' 4""",776.5830000000001,24,E
26,T27,T27,Michael Boyd,61,"32' 5""",972.9169999999999,30,-3
27,T27,T27,Jim Furyk,84,"32' 5""",680.4169999999999,21,E
28,T29,T29,Tom Johnson,74,"32' 6""",1658.25,51,+3
29,T29,T29,Justin Leonard,95,"32' 6""",1298.917,40,E
30,31,31,Stephen Ames,81,"32' 7""",880.6669999999999,27,E
31,32,32,Robert Gamez,88,"32' 8""",2091.667,64,+12
32,33,33,Billy Andrade,88,"32' 9""",2192.0,67,+8
33,34,34,Jason Gore,86,"32' 10""",1543.0829999999999,47,+3
34,35,35,Dicky Pride,71,"32' 11""",1316.4170000000001,40,+8
35,36,36,Ken Duke,112,"33' 2""",1958.0829999999999,59,E
36,T37,T37,Craig Bowden,78,"33' 3""",1198.417,36,+2
37,T37,T37,Kent Jones,97,"33' 3""",1860.6670000000001,56,+1
38,T37,T37,David Toms,80,"33' 3""",1196.667,36,+5
39,40,40,Tim Clark,66,"33' 4""",1000.6669999999999,30,+2
40,T41,T41,Tom Lehman,62,"33' 5""",1135.583,34,+2
41,T41,T41,Tom Pernice Jr.,104,"33' 5""",1438.0,43,-1
42,43,43,Daniel Chopra,106,"33' 6""",3183.75,95,+1
43,T44,T44,Craig Barlow,52,"33' 7""",1143.083,34,+5
44,T44,T44,Steve Marino,106,"33' 7""",2789.75,83,+5
45,T44,T44,Jason Schultz,63,"33' 7""",1007.0830000000001,30,+6
46,T47,T47,Briny Baird,115,"33' 9""",2162.417,64,+4
47,T47,T47,Brandt Snedeker,105,"33' 9""",2094.167,62,-5
48,T47,T47,Brett Wetterich,88,"33' 9""",1955.6670000000001,58,+14
49,T50,T50,Robert Garrigus,95,"33' 10""",2844.583,84,+7
50,T50,T50,Davis Love III,66,"33' 10""",1829.1670000000001,54,+6
51,T50,T50,Rory Sabbatini,81,"33' 10""",1319.8329999999999,39,+1
52,T53,T53,Ernie Els,59,"33' 11""",1254.583,37,+3
53,T53,T53,Anders Hansen,55,"33' 11""",746.1669999999999,22,+5
54,55,55,Trevor Immelman,74,"34' 1""",987.3330000000001,29,+5
55,56,56,Cliff Kresge,107,"34' 3""",2056.167,60,+7
56,57,57,Brian Gay,107,"34' 4""",1544.5829999999999,45,+6
57,58,58,Kenny Perry,83,"34' 5""",1860.5,54,+12
58,T59,T59,Gavin Coles,87,"34' 6""",1241.083,36,-1
59,T59,T59,Jeff Maggert,79,"34' 6""",1379.25,40,+10
60,T59,T59,Bo Van Pelt,104,"34' 6""",2451.667,71,+7
61,62,62,Jeff Brehaut,59,"34' 7""",1140.667,33,+5
62,63,63,Lucas Glover,98,"34' 8""",1939.6670000000001,56,+9
63,T64,T64,Ryuji Imada,104,"34' 9""",1911.5,55,+5
64,T64,T64,Will MacKenzie,100,"34' 9""",2642.167,76,+13
65,T64,T64,Camilo Villegas,82,"34' 9""",2049.667,59,+8
66,67,67,Chris Riley,59,"34' 10""",1044.083,30,+4
67,68,68,Rich Barcelo,80,"34' 11""",2164.5,62,+6
68,T69,T69,Bubba Dickerson,51,"35' 0""",1365.25,39,+13
69,T69,T69,Billy Mayfair,98,"35' 0""",1681.6670000000001,48,+1
70,71,71,John Mallinger,96,"35' 1""",1860.5829999999999,53,+3
71,T72,T72,Tripp Isenhour,86,"35' 2""",1264.917,36,+5
72,T72,T72,Vijay Singh,102,"35' 2""",2217.917,63,+9
73,T74,T74,Rich Beem,89,"35' 3""",1622.6670000000001,46,+13
74,T74,T74,Mark Calcavecchia,93,"35' 3""",1691.4170000000001,48,+10
75,T76,T76,José Coceres,50,"35' 4""",776.9169999999999,22,+7
76,T76,T76,Mathew Goggin,97,"35' 4""",1804.0829999999999,51,+5
77,T78,T78,Ted Purdy,102,"35' 5""",1839.9170000000001,52,+9
78,T78,T78,Kyle Reifers,71,"35' 5""",1840.0,52,+12
79,T80,T80,Frank Lickliter II,95,"35' 6""",2274.333,64,+17
80,T80,T80,Brett Quigley,79,"35' 6""",2379.5,67,+5
81,T82,T82,Freddie Jacobson,70,"35' 7""",1814.6670000000001,51,+7
82,T82,T82,Kirk Triplett,77,"35' 7""",1172.917,33,+11
83,T84,T84,Jason Bohn,57,"35' 8""",1212.0,34,-1
84,T84,T84,Craig Lile,77,"35' 8""",1713.5829999999999,48,+7
85,86,86,Tim Herron,98,"35' 9""",1931.25,54,+9
86,87,87,Cameron Beckman,96,"36' 0""",1765.8329999999999,49,+9
87,88,88,Robert Allenby,90,"36' 1""",2559.917,71,+8
88,T89,T89,Jeff Gove,103,"36' 3""",2574.583,71,+8
89,T89,T89,Kevin Stadler,95,"36' 3""",2394.833,66,+16
90,T91,T91,Stuart Appleby,74,"36' 5""",2039.75,56,+11
91,T91,T91,Brian Davis,101,"36' 5""",1565.25,43,-1
92,T91,T91,John Rollins,102,"36' 5""",1564.4170000000001,43,+2
93,T91,T91,Dean Wilson,92,"36' 5""",1275.667,35,+4
94,95,95,Michael Putnam,96,"36' 8""",2090.167,57,+6
95,96,96,Vaughn Taylor,91,"36' 9""",1765.0,48,+1
