,Approach_125-150_yards_RTP_Score_RANK THIS WEEK,Approach_125-150_yards_RTP_Score_RANK LAST WEEK,Approach_125-150_yards_RTP_Score_PLAYER NAME,Approach_125-150_yards_RTP_Score_ROUNDS,Approach_125-150_yards_RTP_Score_AVG RTP
0,1,1,Chris Riley,59,-.238
1,2,2,Camilo Villegas,82,-.209
2,3,3,Paul Goydos,60,-.204
3,4,4,Steve Stricker,81,-.198
4,5,5,Stephen Leaney,82,-.196
5,6,6,Rory Sabbatini,81,-.190
6,7,7,Tiger Woods,63,-.188
7,8,8,Nick O'Hern,72,-.186
8,9,9,José María Olazábal,52,-.185
9,T10,T10,Robert Allenby,90,-.183
10,T10,T10,Craig Barlow,52,-.183
11,T12,T12,Zach Johnson,76,-.182
12,T12,T12,Tom Lehman,62,-.182
13,T14,T14,Tim Clark,66,-.172
14,T14,T14,Craig Kanada,109,-.172
15,T16,T16,Gavin Coles,87,-.169
16,T16,T16,Scott Verplank,82,-.169
17,18,18,Dicky Pride,71,-.168
18,19,19,Ryuji Imada,104,-.167
19,20,20,Adam Scott,69,-.158
20,21,21,Ernie Els,59,-.157
21,22,22,Craig Bowden,78,-.156
22,T23,T23,K.J. Choi,87,-.148
23,T23,T23,Matt Hendrix,63,-.148
24,T25,T25,Alex Cejka,80,-.145
25,T25,T25,Sergio Garcia,68,-.145
26,T25,T25,Bo Van Pelt,104,-.145
27,28,28,Kevin Na,84,-.144
28,29,29,Bob Estes,88,-.142
29,30,30,Justin Rose,63,-.141
30,T31,T31,Bob Heintz,85,-.140
31,T31,T31,Geoff Ogilvy,84,-.140
32,33,33,Charlie Wi,90,-.138
33,34,34,David Toms,80,-.136
34,T35,T35,Aaron Baddeley,83,-.134
35,T35,T35,Vaughn Taylor,91,-.134
36,37,37,Nick Watney,87,-.133
37,T38,T38,Briny Baird,115,-.131
38,T38,T38,Phil Mickelson,73,-.131
39,T38,T38,Brandt Snedeker,105,-.131
40,41,41,Steve Elkington,87,-.129
41,42,42,Dean Wilson,92,-.125
42,43,43,Justin Leonard,95,-.124
43,T44,T44,Chris DiMarco,79,-.122
44,T44,T44,Ian Poulter,63,-.122
45,T46,T46,Sean O'Hair,98,-.121
46,T46,T46,Chris Stroud,66,-.121
47,48,48,Stuart Appleby,74,-.120
48,49,49,Vijay Singh,102,-.119
49,50,50,Jeff Overton,60,-.118
50,T51,T51,Steve Allan,63,-.117
51,T51,T51,Jeff Brehaut,59,-.117
52,T53,T53,Charles Howell III,89,-.116
53,T53,T53,Mike Weir,82,-.116
54,T55,T55,Jonathan Byrd,73,-.115
55,T55,T55,Jim Furyk,84,-.115
56,T57,T57,Brian Davis,101,-.114
57,T57,T57,Anthony Kim,93,-.114
58,T57,T57,Pat Perez,84,-.114
59,T60,T60,Tommy Armour III,81,-.112
60,T60,T60,Woody Austin,95,-.112
61,62,62,Mathew Goggin,97,-.111
62,63,63,Heath Slocum,101,-.110
63,T64,T64,Kent Jones,97,-.109
64,T64,T64,Jeff Maggert,79,-.109
65,T64,T64,Rocco Mediate,72,-.109
