,Approaches__200_yards-Rgh_RTP_RANK THIS WEEK,Approaches__200_yards-Rgh_RTP_RANK LAST WEEK,Approaches__200_yards-Rgh_RTP_PLAYER NAME,Approaches__200_yards-Rgh_RTP_ROUNDS,Approaches__200_yards-Rgh_RTP_AVG RTP
0,1,1,Matt Hendrix,63,-.550
1,T2,T2,Jeff Overton,60,-.500
2,T2,T2,Jason Schultz,63,-.500
3,T2,T2,Nick Watney,87,-.500
4,5,5,Padraig Harrington,64,-.485
5,6,6,Alex Cejka,80,-.406
6,7,7,Brett Wetterich,88,-.395
7,8,8,John Daly,59,-.385
8,T9,T9,Robert Allenby,90,-.368
9,T9,T9,Bubba Dickerson,51,-.368
10,11,11,Arron Oberholser,69,-.355
11,12,12,Vaughn Taylor,91,-.353
12,T13,T13,Adam Scott,69,-.333
13,T13,T13,Bubba Watson,80,-.333
14,15,15,Ernie Els,59,-.321
15,16,16,Phil Mickelson,73,-.297
16,17,17,Carl Pettersson,111,-.294
17,18,18,Vijay Singh,102,-.283
18,19,19,Charles Howell III,89,-.282
19,20,20,Charles Warren,101,-.276
20,21,21,John Rollins,102,-.267
21,22,22,Steve Marino,106,-.265
22,23,23,Todd Hamilton,76,-.263
23,24,24,Troy Matteson,87,-.257
24,25,25,Kevin Stadler,95,-.256
25,T26,T26,Sergio Garcia,68,-.255
26,T26,T26,Bill Haas,93,-.255
27,28,28,Mathias Grönberg,95,-.246
28,29,29,Tiger Woods,63,-.242
29,T30,T30,Stewart Cink,91,-.237
30,T30,T30,J.B. Holmes,71,-.237
31,32,32,Michael Putnam,96,-.234
32,33,33,Sean O'Hair,98,-.231
33,34,34,John Merrick,92,-.225
34,T35,T35,Billy Mayfair,98,-.222
35,T35,T35,Mike Weir,82,-.222
36,T37,T37,Mathew Goggin,97,-.220
37,T37,T37,Ted Purdy,102,-.220
38,39,39,Steve Allan,63,-.219
39,40,40,Jesper Parnevik,88,-.217
40,T41,T41,Mark Calcavecchia,93,-.214
41,T41,T41,Chris Tidland,59,-.214
42,T41,T41,Bo Van Pelt,104,-.214
43,44,44,Anthony Kim,93,-.209
44,45,45,Camilo Villegas,82,-.208
45,T46,T46,Rod Pampling,92,-.205
46,T46,T46,John Senden,97,-.205
47,48,48,Ken Duke,112,-.200
48,49,49,Daniel Chopra,106,-.193
49,50,50,Robert Garrigus,95,-.180
50,T51,T51,Robert Gamez,88,-.172
51,T51,T51,Peter Lonard,85,-.172
52,T53,T53,Rich Beem,89,-.171
53,T53,T53,Freddie Jacobson,70,-.171
54,55,55,Marco Dawson,73,-.167
55,56,56,Daisuke Maruyama,86,-.161
56,57,57,Ryan Moore,92,-.159
57,58,58,Dean Wilson,92,-.154
58,59,59,Billy Andrade,88,-.146
59,T60,T60,Brian Bateman,55,-.143
60,T60,T60,Scott Gutschewski,67,-.143
61,T60,T60,Boo Weekley,101,-.143
62,63,63,Chris Couch,76,-.140
63,T64,T64,Andrew Buckle,77,-.139
64,T64,T64,Charley Hoffman,97,-.139
65,66,66,Jason Gore,86,-.128
66,67,67,Johnson Wagner,97,-.119
67,68,68,Trevor Immelman,74,-.118
68,69,69,John Mallinger,96,-.114
69,70,70,Lucas Glover,98,-.108
70,71,71,Greg Owen,81,-.103
71,T72,T72,J.J. Henry,86,-.100
72,T72,T72,Steve Lowery,74,-.100
73,74,74,George McNeill,95,-.098
74,T75,T75,Craig Barlow,52,-.095
75,T75,T75,Retief Goosen,50,-.095
76,T75,T75,Will MacKenzie,100,-.095
77,78,78,Aaron Baddeley,83,-.094
78,79,79,Ryan Palmer,91,-.093
79,80,80,Tim Herron,98,-.088
80,81,81,Tag Ridings,52,-.087
81,82,82,Joey Sindelar,75,-.083
82,83,83,Ian Poulter,63,-.074
83,84,84,Cliff Kresge,107,-.069
84,85,85,Duffy Waldorf,69,-.067
85,T86,T86,J.P. Hayes,89,-.063
86,T86,T86,Joe Ogilvie,102,-.063
87,T86,T86,Kevin Sutherland,85,-.063
88,T89,T89,Mark Hensby,81,-.061
89,T89,T89,Davis Love III,66,-.061
