,Approach_50-75_yards_RTP_Score_RANK THIS WEEK,Approach_50-75_yards_RTP_Score_RANK LAST WEEK,Approach_50-75_yards_RTP_Score_PLAYER NAME,Approach_50-75_yards_RTP_Score_ROUNDS,Approach_50-75_yards_RTP_Score_AVG RTP
0,1,1,Kevin Sutherland,85,-.474
1,2,2,D.J. Brigman,67,-.429
2,3,3,Corey Pavin,81,-.406
3,T4,T4,Bart Bryant,87,-.345
4,T4,T4,Darron Stiles,65,-.345
5,6,6,Alex Cejka,80,-.344
6,7,7,Steve Lowery,74,-.320
7,8,8,Brian Gay,107,-.298
8,T9,T9,Glen Day,85,-.296
9,T9,T9,Bill Haas,93,-.296
10,11,11,George McNeill,95,-.294
11,T12,T12,Paul Goydos,60,-.286
12,T12,T12,Tripp Isenhour,86,-.286
13,T12,T12,Michael Sim,52,-.286
14,T12,T12,Chris Stroud,66,-.286
15,T12,T12,Jaco Van Zyl,51,-.286
16,17,17,Rocco Mediate,72,-.280
17,T18,T18,Woody Austin,95,-.273
18,T18,T18,Brian Bateman,55,-.273
19,T18,T18,Craig Bowden,78,-.273
20,21,21,Gavin Coles,87,-.267
21,22,22,Stephen Ames,81,-.263
22,23,23,Greg Owen,81,-.259
23,T24,T24,Mathias Grönberg,95,-.250
24,T24,T24,Jay Williamson,50,-.250
25,26,26,Jeff Gove,103,-.240
26,27,27,Kevin Na,84,-.238
27,28,28,Charlie Wi,90,-.231
28,29,29,Ben Curtis,80,-.227
29,T30,T30,Steve Elkington,87,-.214
30,T30,T30,Tom Pernice Jr.,104,-.214
31,32,32,J.B. Holmes,71,-.205
32,T33,T33,Stewart Cink,91,-.200
33,T33,T33,Bob Estes,88,-.200
34,T33,T33,Fred Funk,65,-.200
35,T33,T33,Parker McLachlin,83,-.200
36,T33,T33,Justin Rose,63,-.200
37,38,38,John Mallinger,96,-.194
38,39,39,Bob Heintz,85,-.190
39,T40,T40,Heath Slocum,101,-.189
40,T40,T40,Mark Wilson,87,-.189
41,T42,T42,Marco Dawson,73,-.182
42,T42,T42,Boo Weekley,101,-.182
43,44,44,Jeff Maggert,79,-.174
44,T45,T45,Tommy Armour III,81,-.172
45,T45,T45,John Senden,97,-.172
46,T47,T47,Michael Boyd,61,-.167
47,T47,T47,Lucas Glover,98,-.167
48,T47,T47,Shigeki Maruyama,84,-.167
49,T47,T47,Vijay Singh,102,-.167
50,T47,T47,Jeff Sluman,60,-.167
51,T47,T47,Scott Verplank,82,-.167
52,53,53,Rory Sabbatini,81,-.160
53,54,54,Tim Petrovic,106,-.156
54,55,55,Duffy Waldorf,69,-.150
55,56,56,Will MacKenzie,100,-.148
56,T57,T57,Rich Barcelo,80,-.143
57,T57,T57,Daisuke Maruyama,86,-.143
58,59,59,Tim Clark,66,-.139
59,T60,T60,Cameron Beckman,96,-.136
60,T60,T60,Joe Ogilvie,102,-.136
61,T62,T62,Brendon de Jonge,76,-.125
62,T62,T62,Hunter Mahan,91,-.125
63,T62,T62,Nick Watney,87,-.125
64,65,65,Kirk Triplett,77,-.121
65,66,66,David Toms,80,-.118
66,67,67,Ryuji Imada,104,-.114
67,T68,T68,Jeff Overton,60,-.105
68,T68,T68,Adam Scott,69,-.105
69,T70,T70,Bryce Molder,56,-.100
70,T70,T70,Kevin Stadler,95,-.100
71,T70,T70,Bo Van Pelt,104,-.100
72,73,73,Scott Gutschewski,67,-.095
73,74,74,Ernie Els,59,-.091
74,75,75,J.P. Hayes,89,-.088
75,T76,T76,Nathan Green,103,-.083
76,T76,T76,Kenny Perry,83,-.083
77,78,78,Jarrod Lyle,77,-.081
78,T79,T79,Craig Lile,77,-.080
79,T79,T79,Arron Oberholser,69,-.080
80,T81,T81,Daniel Chopra,106,-.077
81,T81,T81,Freddie Jacobson,70,-.077
82,T81,T81,Troy Matteson,87,-.077
83,84,84,K.J. Choi,87,-.067
84,T85,T85,Robert Garrigus,95,-.061
85,T85,T85,Mark Hensby,81,-.061
86,T87,T87,Padraig Harrington,64,-.059
87,T87,T87,Jim Rutledge,59,-.059
88,T89,T89,Jason Dufner,100,-.053
89,T89,T89,Robert Gamez,88,-.053
90,T89,T89,Tom Johnson,74,-.053
91,T89,T89,Chris Tidland,59,-.053
92,T89,T89,Bob Tway,103,-.053
93,94,94,Rich Beem,89,-.050
94,95,95,Rod Pampling,92,-.048
95,T96,T96,John Daly,59,-.045
96,T96,T96,J.J. Henry,86,-.045
97,T96,T96,Joey Sindelar,75,-.045
98,T99,T99,Steve Marino,106,-.043
99,T99,T99,Ted Purdy,102,-.043
100,T99,T99,Brandt Snedeker,105,-.043
101,T102,T102,Billy Andrade,88,-.042
102,T102,T102,Cliff Kresge,107,-.042
103,104,104,Ken Duke,112,-.040
104,T105,T105,Anthony Kim,93,-.038
105,T105,T105,Stephen Leaney,82,-.038
106,T107,T107,Charley Hoffman,97,-.037
107,T107,T107,Johnson Wagner,97,-.037
108,T109,T109,Craig Barlow,52,-.036
109,T109,T109,Jason Gore,86,-.036
110,111,111,Brett Quigley,79,-.034
111,112,112,D.J. Trahan,99,-.033
112,113,113,Frank Lickliter II,95,-.028
113,114,114,Ryan Armour,107,-.026
114,T115,T115,Steve Allan,63,E
115,T115,T115,Aaron Baddeley,83,E
116,T115,T115,David Branshaw,83,E
117,T115,T115,Mark Calcavecchia,93,E
118,T115,T115,Brian Davis,101,E
119,T115,T115,Steve Flesch,100,E
120,T115,T115,Sergio Garcia,68,E
121,T115,T115,Doug LaBelle II,104,E
122,T115,T115,Tom Lehman,62,E
123,T115,T115,John Merrick,92,E
124,T115,T115,Shaun Micheel,91,E
125,T115,T115,Phil Mickelson,73,E
126,T115,T115,José María Olazábal,52,E
127,T115,T115,Dicky Pride,71,E
128,T115,T115,Jeff Quinney,95,E
129,T115,T115,Kyle Reifers,71,E
130,T115,T115,John Rollins,102,E
131,T115,T115,Steve Stricker,81,E
132,T115,T115,Steve Wheatcroft,73,E
133,T115,T115,Dean Wilson,92,E
134,T115,T115,Tiger Woods,63,E
135,136,136,Bubba Watson,80,+.027
136,137,137,Briny Baird,115,+.028
137,138,138,Sean O'Hair,98,+.036
138,139,139,Brett Wetterich,88,+.037
139,140,140,Jesper Parnevik,88,+.042
140,141,141,Joe Durant,88,+.043
141,142,142,Jerry Kelly,101,+.048
142,143,143,Geoff Ogilvy,84,+.050
143,T144,T144,Bubba Dickerson,51,+.053
144,T144,T144,Richard Johnson,93,+.053
145,146,146,José Coceres,50,+.056
146,147,147,Michael Allen,74,+.061
147,148,148,Matt Hendrix,63,+.067
148,T149,T149,Billy Mayfair,98,+.071
149,T149,T149,Ian Poulter,63,+.071
150,T149,T149,Paul Stankowski,52,+.071
151,T152,T152,Tom Byrum,50,+.077
152,T152,T152,Camilo Villegas,82,+.077
153,154,154,Charles Warren,101,+.080
154,T155,T155,Stuart Appleby,74,+.091
155,T155,T155,Chris Couch,76,+.091
156,T155,T155,Retief Goosen,50,+.091
157,158,158,Mathew Goggin,97,+.095
158,159,159,Chris Riley,59,+.100
159,160,160,Chris DiMarco,79,+.103
160,161,161,Zach Johnson,76,+.105
161,T162,T162,Harrison Frazar,88,+.111
162,T162,T162,Justin Leonard,95,+.111
163,164,164,Eric Axley,107,+.115
164,T165,T165,Robert Allenby,90,+.125
165,T165,T165,Luke Donald,69,+.125
166,167,167,Carl Pettersson,111,+.133
167,168,168,Andrew Buckle,77,+.138
168,169,169,Davis Love III,66,+.143
169,170,170,Lee Janzen,66,+.150
170,171,171,Todd Hamilton,76,+.154
171,172,172,Ryan Palmer,91,+.158
172,T173,T173,Kent Jones,97,+.161
173,T173,T173,Craig Kanada,109,+.161
174,175,175,Trevor Immelman,74,+.172
175,T176,T176,Tag Ridings,52,+.176
176,T176,T176,Vaughn Taylor,91,+.176
177,T178,T178,Mark Brooks,53,+.182
178,T178,T178,Jim Furyk,84,+.182
179,T178,T178,Nick O'Hern,72,+.182
180,181,181,Ryan Moore,92,+.188
181,182,182,Tim Herron,98,+.192
182,183,183,Michael Putnam,96,+.200
183,184,184,Charles Howell III,89,+.217
184,185,185,Jason Schultz,63,+.222
185,186,186,Jonathan Byrd,73,+.227
186,187,187,Henrik Stenson,52,+.231
187,188,188,Paul Gow,70,+.238
188,189,189,Pat Perez,84,+.241
189,190,190,Jeff Brehaut,59,+.250
190,191,191,Matt Kuchar,85,+.261
191,192,192,Mike Weir,82,+.267
192,193,193,Chad Campbell,96,+.280
193,194,194,Peter Lonard,85,+.300
194,195,195,Anders Hansen,55,+.333
195,196,196,Jason Bohn,57,+.400
