,Approach_250-275_yards_RTP_RANK THIS WEEK,Approach_250-275_yards_RTP_RANK LAST WEEK,Approach_250-275_yards_RTP_PLAYER NAME,Approach_250-275_yards_RTP_ROUNDS,Approach_250-275_yards_RTP_AVG RTP
0,1,1,Briny Baird,115,-0.711
1,2,2,Chris Stroud,66,-0.708
2,3,3,Jerry Kelly,101,-0.703
3,T4,T4,Anders Hansen,55,-0.7
4,T4,T4,Phil Mickelson,73,-0.7
5,6,6,Steve Stricker,81,-0.6920000000000001
6,7,7,Harrison Frazar,88,-0.69
7,8,8,Charles Howell III,89,-0.682
8,9,9,Steve Flesch,100,-0.674
9,10,10,Bubba Watson,80,-0.667
10,11,11,Jeff Maggert,79,-0.657
11,12,12,Aaron Baddeley,83,-0.629
12,13,13,K.J. Choi,87,-0.625
13,14,14,Alex Cejka,80,-0.621
14,T15,T15,Craig Bowden,78,-0.609
15,T15,T15,Scott Gutschewski,67,-0.609
16,T17,T17,Jonathan Byrd,73,-0.607
17,T17,T17,Matt Kuchar,85,-0.607
18,19,19,Jesper Parnevik,88,-0.605
19,T20,T20,Craig Barlow,52,-0.6
20,T20,T20,Carl Pettersson,111,-0.6
21,22,22,Brett Wetterich,88,-0.593
22,23,23,Steve Wheatcroft,73,-0.59
23,24,24,Steve Allan,63,-0.583
24,25,25,Jim Rutledge,59,-0.579
25,T26,T26,Adam Scott,69,-0.5710000000000001
26,T26,T26,Charlie Wi,90,-0.5710000000000001
27,T26,T26,Tiger Woods,63,-0.5710000000000001
28,29,29,Tripp Isenhour,86,-0.5670000000000001
29,30,30,Kent Jones,97,-0.5660000000000001
30,31,31,Nathan Green,103,-0.56
31,T32,T32,Jason Bohn,57,-0.556
32,T32,T32,Retief Goosen,50,-0.556
33,T32,T32,Tom Lehman,62,-0.556
34,T32,T32,Rod Pampling,92,-0.556
35,36,36,Frank Lickliter II,95,-0.5529999999999999
36,37,37,Brandt Snedeker,105,-0.552
37,38,38,Stuart Appleby,74,-0.5479999999999999
38,39,39,Tim Petrovic,106,-0.545
39,T40,T40,John Mallinger,96,-0.5429999999999999
40,T40,T40,Ted Purdy,102,-0.5429999999999999
41,T40,T40,Charles Warren,101,-0.5429999999999999
42,T43,T43,Geoff Ogilvy,84,-0.542
43,T43,T43,Nick Watney,87,-0.542
44,T45,T45,Justin Rose,63,-0.5379999999999999
45,T45,T45,Kevin Stadler,95,-0.5379999999999999
46,T45,T45,Chris Tidland,59,-0.5379999999999999
47,48,48,Johnson Wagner,97,-0.537
48,49,49,Vaughn Taylor,91,-0.536
49,50,50,Hunter Mahan,91,-0.5329999999999999
50,51,51,Brett Quigley,79,-0.529
51,T52,T52,Kevin Na,84,-0.528
52,T52,T52,Mike Weir,82,-0.528
53,54,54,Bo Van Pelt,104,-0.525
54,T55,T55,Ryan Moore,92,-0.524
55,T55,T55,Arron Oberholser,69,-0.524
56,57,57,D.J. Trahan,99,-0.522
57,T58,T58,Jeff Brehaut,59,-0.519
58,T58,T58,Jarrod Lyle,77,-0.519
59,T58,T58,Jeff Overton,60,-0.519
60,T58,T58,Pat Perez,84,-0.519
61,62,62,Andrew Buckle,77,-0.517
62,T63,T63,Brian Davis,101,-0.514
63,T63,T63,Glen Day,85,-0.514
64,T63,T63,Steve Elkington,87,-0.514
65,66,66,Billy Mayfair,98,-0.512
66,67,67,Sean O'Hair,98,-0.51
67,T68,T68,Robert Allenby,90,-0.5
68,T68,T68,David Branshaw,83,-0.5
69,T68,T68,Robert Garrigus,95,-0.5
70,T68,T68,Craig Lile,77,-0.5
71,T68,T68,Nick O'Hern,72,-0.5
72,T68,T68,Kyle Reifers,71,-0.5
73,T68,T68,Michael Sim,52,-0.5
74,75,75,Lucas Glover,98,-0.489
75,T76,T76,Tom Pernice Jr.,104,-0.488
76,T76,T76,Michael Putnam,96,-0.488
77,78,78,Brendon de Jonge,76,-0.486
78,T79,T79,J.B. Holmes,71,-0.484
79,T79,T79,Rory Sabbatini,81,-0.484
80,T79,T79,Heath Slocum,101,-0.484
81,82,82,Brian Gay,107,-0.483
82,T83,T83,Freddie Jacobson,70,-0.48
83,T83,T83,Jason Schultz,63,-0.48
84,T85,T85,Will MacKenzie,100,-0.47700000000000004
85,T85,T85,Joe Ogilvie,102,-0.47700000000000004
86,T87,T87,John Daly,59,-0.467
87,T87,T87,Fred Funk,65,-0.467
88,89,89,Jeff Gove,103,-0.465
89,90,90,Chris Couch,76,-0.46399999999999997
90,91,91,Ernie Els,59,-0.462
91,T92,T92,Stephen Ames,81,-0.45799999999999996
92,T92,T92,Darron Stiles,65,-0.45799999999999996
93,94,94,Joe Durant,88,-0.457
94,95,95,Joey Sindelar,75,-0.455
95,96,96,Michael Allen,74,-0.452
96,97,97,Mark Calcavecchia,93,-0.45
97,98,98,Charley Hoffman,97,-0.44799999999999995
98,99,99,Ryan Palmer,91,-0.447
99,T100,T100,Cameron Beckman,96,-0.444
100,T100,T100,Bubba Dickerson,51,-0.444
101,T100,T100,Steve Marino,106,-0.444
102,T100,T100,Corey Pavin,81,-0.444
103,T104,T104,Bob Estes,88,-0.441
104,T104,T104,J.P. Hayes,89,-0.441
105,T104,T104,Kevin Sutherland,85,-0.441
106,T107,T107,Zach Johnson,76,-0.44
107,T107,T107,Justin Leonard,95,-0.44
108,T107,T107,Davis Love III,66,-0.44
109,T110,T110,Bob Heintz,85,-0.43799999999999994
110,T110,T110,Parker McLachlin,83,-0.43799999999999994
111,112,112,Bill Haas,93,-0.436
112,T113,T113,Rich Barcelo,80,-0.435
113,T113,T113,Tim Clark,66,-0.435
114,T113,T113,Paul Goydos,60,-0.435
115,T113,T113,Tim Herron,98,-0.435
116,117,117,Jaco Van Zyl,51,-0.433
117,T118,T118,Tom Byrum,50,-0.429
118,T118,T118,Richard Johnson,93,-0.429
119,T118,T118,Camilo Villegas,82,-0.429
120,121,121,Billy Andrade,88,-0.425
121,T122,T122,Woody Austin,95,-0.424
122,T122,T122,Rich Beem,89,-0.424
123,T124,T124,J.J. Henry,86,-0.42100000000000004
124,T124,T124,Bryce Molder,56,-0.42100000000000004
125,T124,T124,Jeff Sluman,60,-0.42100000000000004
126,T127,T127,Craig Kanada,109,-0.41700000000000004
127,T127,T127,Dicky Pride,71,-0.41700000000000004
128,T127,T127,Chris Riley,59,-0.41700000000000004
129,130,130,Vijay Singh,102,-0.41200000000000003
130,131,131,Jason Gore,86,-0.40700000000000003
131,132,132,Boo Weekley,101,-0.405
132,T133,T133,Michael Boyd,61,-0.4
133,T133,T133,Bart Bryant,87,-0.4
134,T133,T133,Daniel Chopra,106,-0.4
135,T133,T133,Kenny Perry,83,-0.4
136,137,137,Tag Ridings,52,-0.391
137,138,138,Robert Gamez,88,-0.389
138,139,139,Mathew Goggin,97,-0.386
139,140,140,Marco Dawson,73,-0.385
140,T141,T141,Kirk Triplett,77,-0.379
141,T141,T141,Dean Wilson,92,-0.379
142,T143,T143,Mathias Grönberg,95,-0.37799999999999995
143,T143,T143,Daisuke Maruyama,86,-0.37799999999999995
144,T145,T145,Todd Hamilton,76,-0.375
145,T145,T145,Troy Matteson,87,-0.375
146,T145,T145,David Toms,80,-0.375
147,148,148,Bob Tway,103,-0.364
148,T149,T149,Ian Poulter,63,-0.35700000000000004
149,T149,T149,Henrik Stenson,52,-0.35700000000000004
150,151,151,Shigeki Maruyama,84,-0.355
151,T152,T152,D.J. Brigman,67,-0.353
152,T152,T152,Padraig Harrington,64,-0.353
153,T152,T152,John Merrick,92,-0.353
154,T155,T155,Doug LaBelle II,104,-0.35100000000000003
155,T155,T155,John Senden,97,-0.35100000000000003
156,157,157,Scott Verplank,82,-0.345
157,158,158,Shaun Micheel,91,-0.344
158,159,159,Jeff Quinney,95,-0.34299999999999997
159,160,160,Eric Axley,107,-0.341
160,T161,T161,Tom Johnson,74,-0.33299999999999996
161,T161,T161,Cliff Kresge,107,-0.33299999999999996
162,T161,T161,George McNeill,95,-0.33299999999999996
163,164,164,Ryan Armour,107,-0.326
164,T165,T165,Jason Dufner,100,-0.325
165,T165,T165,Peter Lonard,85,-0.325
166,167,167,Steve Lowery,74,-0.321
167,168,168,Luke Donald,69,-0.32
168,169,169,Brian Bateman,55,-0.316
169,170,170,Chad Campbell,96,-0.31
170,171,171,Paul Gow,70,-0.308
171,172,172,Jim Furyk,84,-0.304
172,173,173,John Rollins,102,-0.297
173,T174,T174,Anthony Kim,93,-0.294
174,T174,T174,Jay Williamson,50,-0.294
175,176,176,Mark Wilson,87,-0.292
176,T177,T177,Stewart Cink,91,-0.28600000000000003
177,T177,T177,Sergio Garcia,68,-0.28600000000000003
178,T177,T177,Trevor Immelman,74,-0.28600000000000003
179,180,180,José Coceres,50,-0.28
180,181,181,Ryuji Imada,104,-0.278
181,T182,T182,Mark Brooks,53,-0.267
182,T182,T182,Paul Stankowski,52,-0.267
183,184,184,Greg Owen,81,-0.259
184,T185,T185,Ken Duke,112,-0.242
185,T185,T185,Mark Hensby,81,-0.242
186,187,187,Lee Janzen,66,-0.235
187,188,188,Ben Curtis,80,-0.214
188,189,189,Chris DiMarco,79,-0.207
189,T190,T190,Gavin Coles,87,-0.182
190,T190,T190,Stephen Leaney,82,-0.182
191,192,192,Rocco Mediate,72,-0.16699999999999998
192,193,193,Matt Hendrix,63,-0.154
193,194,194,José María Olazábal,52,-0.14300000000000002
194,195,195,Duffy Waldorf,69,-0.12
195,196,196,Tommy Armour III,81,-0.07400000000000001
