,Approaches_from_100-125_yards_RANK THIS WEEK,Approaches_from_100-125_yards_RANK LAST WEEK,Approaches_from_100-125_yards_PLAYER NAME,Approaches_from_100-125_yards_ROUNDS,Approaches_from_100-125_yards_AVG,Approaches_from_100-125_yards_TOTAL DISTANCE (FEET),Approaches_from_100-125_yards_# OF ATTEMPTS,Approaches_from_100-125_yards_RELATIVE TO PAR
0,1,1,Steve Stricker,81,"15' 4""",1395.5829999999999,91,-21
1,2,2,Billy Andrade,88,"16' 9""",2089.5,125,-26
2,3,3,Tiger Woods,63,"16' 10""",944.0,56,-13
3,4,4,Sergio Garcia,68,"17' 2""",1100.0,64,-14
4,T5,T5,Nathan Green,103,"17' 3""",2066.917,120,-22
5,T5,T5,Arron Oberholser,69,"17' 3""",1329.0829999999999,77,-16
6,7,7,Chris Riley,59,"17' 4""",1525.0,88,-25
7,T8,T8,Craig Kanada,109,"17' 7""",2940.583,167,-29
8,T8,T8,Ian Poulter,63,"17' 7""",1021.5830000000001,58,-18
9,T10,T10,Rich Beem,89,"17' 9""",1969.5,111,-21
10,T10,T10,Geoff Ogilvy,84,"17' 9""",1913.6670000000001,108,-21
11,T12,T12,Jason Dufner,100,"17' 10""",2534.25,142,-22
12,T12,T12,Brandt Snedeker,105,"17' 10""",2246.583,126,-25
13,14,14,Freddie Jacobson,70,"17' 11""",1969.25,110,-22
14,15,15,Corey Pavin,81,"18' 1""",1774.0829999999999,98,-15
15,T16,T16,Bob Heintz,85,"18' 3""",2769.5,152,-14
16,T16,T16,Cliff Kresge,107,"18' 3""",2559.167,140,-21
17,T16,T16,Justin Leonard,95,"18' 3""",2885.833,158,-20
18,T16,T16,Jeff Maggert,79,"18' 3""",2156.333,118,-14
19,T16,T16,Darron Stiles,65,"18' 3""",1624.75,89,-7
20,T21,T21,Cameron Beckman,96,"18' 4""",2525.0,138,-19
21,T21,T21,Marco Dawson,73,"18' 4""",1962.0,107,-22
22,T21,T21,Mark Hensby,81,"18' 4""",1891.5829999999999,103,-1
23,T21,T21,Shigeki Maruyama,84,"18' 4""",2039.25,111,-21
24,T21,T21,Adam Scott,69,"18' 4""",1446.75,79,-2
25,26,26,Scott Verplank,82,"18' 5""",1475.6670000000001,80,-18
26,27,27,Briny Baird,115,"18' 7""",3704.25,199,-36
27,28,28,Camilo Villegas,82,"18' 8""",1964.0829999999999,105,-10
28,29,29,Daniel Chopra,106,"18' 9""",2698.0,144,-26
29,T30,T30,Paul Goydos,60,"18' 10""",1471.6670000000001,78,-2
30,T30,T30,Ted Purdy,102,"18' 10""",2842.917,151,-12
31,32,32,Jim Furyk,84,"18' 11""",1985.6670000000001,105,-16
32,T33,T33,Craig Bowden,78,"19' 0""",2167.667,114,-15
33,T33,T33,Glen Day,85,"19' 0""",2426.667,128,-21
34,T33,T33,Jason Gore,86,"19' 0""",2322.167,122,-19
35,T33,T33,Nick O'Hern,72,"19' 0""",1367.6670000000001,72,-6
36,T33,T33,Vaughn Taylor,91,"19' 0""",1994.9170000000001,105,-5
37,T38,T38,Michael Allen,74,"19' 1""",1891.4170000000001,99,-15
38,T38,T38,Ernie Els,59,"19' 1""",1238.583,65,-8
39,T38,T38,Anders Hansen,55,"19' 1""",1070.75,56,-7
40,T38,T38,David Toms,80,"19' 1""",1720.25,90,-5
41,T42,T42,Woody Austin,95,"19' 2""",2302.833,120,-19
42,T42,T42,Eric Axley,107,"19' 2""",2400.333,125,-17
43,T42,T42,Steve Lowery,74,"19' 2""",2257.25,118,-17
44,T42,T42,Carl Pettersson,111,"19' 2""",2989.417,156,-13
45,T42,T42,Mike Weir,82,"19' 2""",1609.5,84,-14
46,T47,T47,Peter Lonard,85,"19' 3""",2728.75,142,-14
47,T47,T47,Ryan Palmer,91,"19' 3""",2826.75,147,-19
48,T47,T47,John Rollins,102,"19' 3""",2556.0,133,-29
49,T47,T47,Kirk Triplett,77,"19' 3""",2138.833,111,-10
50,T51,T51,Brendon de Jonge,76,"19' 4""",2146.0,111,-21
51,T51,T51,Ryuji Imada,104,"19' 4""",2609.167,135,-19
52,T51,T51,Phil Mickelson,73,"19' 4""",1335.0829999999999,69,-14
53,T51,T51,Kenny Perry,83,"19' 4""",2123.0,110,-16
54,55,55,Kevin Stadler,95,"19' 5""",2546.417,131,-7
55,56,56,Steve Flesch,100,"19' 6""",2550.833,131,-1
56,T57,T57,Jeff Gove,103,"19' 7""",3136.667,160,-7
57,T57,T57,Tim Herron,98,"19' 7""",2154.25,110,-16
58,T57,T57,Michael Sim,52,"19' 7""",2020.5829999999999,103,-7
59,T60,T60,Chad Campbell,96,"19' 8""",2423.083,123,-11
60,T60,T60,Tim Clark,66,"19' 8""",1591.75,81,-17
61,T60,T60,Scott Gutschewski,67,"19' 8""",1733.3329999999999,88,-8
62,T60,T60,Stephen Leaney,82,"19' 8""",2280.25,116,-8
63,T60,T60,John Mallinger,96,"19' 8""",2950.417,150,-21
64,T60,T60,Joey Sindelar,75,"19' 8""",2185.833,111,E
65,T60,T60,Jeff Sluman,60,"19' 8""",1418.6670000000001,72,-4
66,T67,T67,Craig Barlow,52,"19' 9""",1497.9170000000001,76,-12
67,T67,T67,Jason Bohn,57,"19' 9""",1579.5,80,-7
68,T67,T67,Andrew Buckle,77,"19' 9""",1958.5829999999999,99,-14
69,T67,T67,Frank Lickliter II,95,"19' 9""",2451.917,124,-19
70,T71,T71,Mark Brooks,53,"19' 10""",1821.25,92,-9
71,T71,T71,Ben Curtis,80,"19' 10""",2022.25,102,-1
72,T71,T71,Daisuke Maruyama,86,"19' 10""",2240.5,113,-4
73,T71,T71,Pat Perez,84,"19' 10""",1865.9170000000001,94,-20
74,T71,T71,Heath Slocum,101,"19' 10""",2855.25,144,-14
75,T71,T71,Jay Williamson,50,"19' 10""",1883.0829999999999,95,-11
76,T77,T77,Chris DiMarco,79,"19' 11""",2167.75,109,-4
77,T77,T77,Joe Durant,88,"19' 11""",2369.083,119,-1
78,T77,T77,Fred Funk,65,"19' 11""",1755.5,88,-4
79,T77,T77,Brian Gay,107,"19' 11""",2753.75,138,-14
80,T77,T77,Trevor Immelman,74,"19' 11""",1433.0829999999999,72,-3
81,T77,T77,Anthony Kim,93,"19' 11""",1774.4170000000001,89,-3
82,T77,T77,Hunter Mahan,91,"19' 11""",2686.917,135,-11
83,T77,T77,Justin Rose,63,"19' 11""",1335.4170000000001,67,-10
84,T77,T77,Charlie Wi,90,"19' 11""",3124.583,157,-24
85,86,86,Matt Kuchar,85,"20' 0""",2060.0,103,-5
86,T87,T87,Charles Howell III,89,"20' 1""",1710.25,85,-12
87,T87,T87,John Merrick,92,"20' 1""",3070.833,153,-24
88,T87,T87,John Senden,97,"20' 1""",2426.167,121,-12
89,T90,T90,Alex Cejka,80,"20' 2""",2581.833,128,-12
90,T90,T90,Jerry Kelly,101,"20' 2""",2584.25,128,-25
91,T90,T90,Michael Putnam,96,"20' 2""",2581.333,128,-14
92,T93,T93,Rocco Mediate,72,"20' 3""",2185.75,108,-16
93,T93,T93,Greg Owen,81,"20' 3""",2529.833,125,-8
94,T93,T93,Vijay Singh,102,"20' 3""",2203.917,109,-28
