,Approaches__100_yards-Rgh_RTP_RANK THIS WEEK,Approaches__100_yards-Rgh_RTP_RANK LAST WEEK,Approaches__100_yards-Rgh_RTP_PLAYER NAME,Approaches__100_yards-Rgh_RTP_ROUNDS,Approaches__100_yards-Rgh_RTP_AVG RTP
0,1,1,Brian Davis,101,-.206
1,2,2,Craig Bowden,78,-.171
2,3,3,Scott Verplank,82,-.125
3,4,4,Jonathan Byrd,73,-.115
4,5,5,Hunter Mahan,91,-.111
5,6,6,Rory Sabbatini,81,-.103
6,7,7,Jim Rutledge,59,-.071
7,8,8,Jeff Sluman,60,-.067
8,9,9,Woody Austin,95,-.053
9,10,10,Boo Weekley,101,-.041
10,11,11,Stephen Ames,81,-.040
11,12,12,Bart Bryant,87,-.033
12,13,13,Jerry Kelly,101,-.030
13,14,14,Ryuji Imada,104,-.022
14,T15,T15,José Coceres,50,E
15,T15,T15,Paul Gow,70,E
16,T15,T15,Will MacKenzie,100,E
17,T15,T15,Steve Marino,106,E
18,T15,T15,Geoff Ogilvy,84,E
19,T15,T15,Carl Pettersson,111,E
20,T15,T15,Ian Poulter,63,E
21,T15,T15,Michael Sim,52,E
22,T15,T15,David Toms,80,E
23,T15,T15,Dean Wilson,92,E
24,T15,T15,Tiger Woods,63,E
25,26,26,Glen Day,85,+.023
26,27,27,Cameron Beckman,96,+.025
27,28,28,J.J. Henry,86,+.031
28,29,29,Jeff Gove,103,+.032
29,30,30,Billy Mayfair,98,+.036
30,31,31,Justin Leonard,95,+.040
31,32,32,Trevor Immelman,74,+.042
32,33,33,Ernie Els,59,+.043
33,34,34,Robert Garrigus,95,+.044
34,T35,T35,Jeff Maggert,79,+.047
35,T35,T35,Kevin Na,84,+.047
36,37,37,Shigeki Maruyama,84,+.048
37,38,38,Tim Herron,98,+.049
38,39,39,Tim Clark,66,+.050
39,40,40,Kenny Perry,83,+.051
40,41,41,Bob Tway,103,+.053
41,42,42,Mathias Grönberg,95,+.056
42,43,43,Phil Mickelson,73,+.057
43,T44,T44,Fred Funk,65,+.059
44,T44,T44,George McNeill,95,+.059
45,46,46,Lucas Glover,98,+.061
46,47,47,Ted Purdy,102,+.064
47,T48,T48,Frank Lickliter II,95,+.065
48,T48,T48,Steve Wheatcroft,73,+.065
49,50,50,K.J. Choi,87,+.069
50,51,51,J.B. Holmes,71,+.070
51,52,52,Steve Elkington,87,+.071
52,53,53,J.P. Hayes,89,+.073
53,54,54,Chris Couch,76,+.074
54,55,55,Matt Kuchar,85,+.077
55,56,56,Joe Durant,88,+.079
56,57,57,Chris Riley,59,+.080
57,58,58,Anthony Kim,93,+.082
58,T59,T59,Lee Janzen,66,+.083
59,T59,T59,Steve Stricker,81,+.083
60,T61,T61,Mathew Goggin,97,+.088
61,T61,T61,Cliff Kresge,107,+.088
62,63,63,Ken Duke,112,+.089
63,64,64,Brandt Snedeker,105,+.091
