,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
174,175,175,Joe Durant,88,11.03,29,263
175,176,176,Chris Tidland,59,10.98,19,173
176,177,177,Peter Lonard,85,10.95,30,274
177,178,178,Michael Sim,52,10.84,18,166
178,179,179,John Mallinger,96,10.75,33,307
179,180,180,Stephen Ames,81,10.71,27,252
180,181,181,Tom Johnson,74,10.68,25,234
181,T182,T182,Marco Dawson,73,10.5,25,238
182,T182,T182,Mathew Goggin,97,10.5,36,343
183,T182,T182,Kevin Sutherland,85,10.5,25,238
184,185,185,Matt Hendrix,63,10.22,19,186
185,186,186,Davis Love III,66,10.19,21,206
186,187,187,Chris Couch,76,10.04,25,249
187,188,188,Bob Heintz,85,9.85,27,274
188,189,189,David Branshaw,83,9.77,26,266
189,190,190,Jaco Van Zyl,51,9.74,15,154
190,191,191,Lee Janzen,66,9.57,18,188
191,192,192,Kevin Stadler,95,9.54,25,262
192,193,193,Scott Gutschewski,67,9.35,20,214
193,194,194,J.B. Holmes,71,8.57,15,175
194,195,195,José María Olazábal,52,8.22,12,146
195,196,196,Jim Rutledge,59,5.66,9,159
