,Approaches_from__275_yards_RANK THIS WEEK,Approaches_from__275_yards_RANK LAST WEEK,Approaches_from__275_yards_PLAYER NAME,Approaches_from__275_yards_ROUNDS,Approaches_from__275_yards_AVG,Approaches_from__275_yards_TOTAL DISTANCE (FEET),Approaches_from__275_yards_# OF ATTEMPTS,Approaches_from__275_yards_RELATIVE TO PAR
0,1,1,Aaron Baddeley,83,"62' 4""",374.083,6,-5
1,2,2,Brett Wetterich,88,"62' 9""",1066.667,17,-11
2,3,3,Tiger Woods,63,"64' 11""",779.4169999999999,12,-7
3,4,4,Joe Durant,88,"66' 7""",798.6669999999999,12,-6
4,5,5,Mark Brooks,53,"66' 8""",333.417,5,-2
5,6,6,Chris Tidland,59,"67' 8""",744.1669999999999,11,-7
6,7,7,Adam Scott,69,"70' 4""",1336.4170000000001,19,-8
7,8,8,Kevin Stadler,95,"71' 0""",1348.5,19,-6
8,9,9,Retief Goosen,50,"73' 10""",369.333,5,-1
9,10,10,Tag Ridings,52,"74' 6""",521.3330000000001,7,E
10,11,11,Bart Bryant,87,"74' 10""",748.25,10,-4
11,12,12,Jason Bohn,57,"75' 1""",675.4169999999999,9,-6
12,13,13,Lee Janzen,66,"75' 3""",978.5830000000001,13,-4
13,14,14,Camilo Villegas,82,"75' 11""",759.4169999999999,10,E
14,15,15,Ernie Els,59,"76' 4""",381.583,5,-4
15,16,16,Steve Allan,63,"76' 7""",1224.917,16,-2
16,T17,T17,Brian Bateman,55,"77' 0""",615.9169999999999,8,-5
17,T17,T17,Harrison Frazar,88,"77' 0""",769.9169999999999,10,-2
18,19,19,J.B. Holmes,71,"77' 5""",773.9169999999999,10,-1
19,20,20,Robert Garrigus,95,"77' 7""",1164.333,15,-2
20,21,21,Matt Kuchar,85,"78' 0""",468.083,6,-3
21,22,22,Phil Mickelson,73,"78' 7""",943.0830000000001,12,-8
22,23,23,D.J. Brigman,67,"78' 10""",709.4169999999999,9,-7
23,24,24,Paul Stankowski,52,"82' 1""",1805.5829999999999,22,-11
24,25,25,Eric Axley,107,"82' 3""",1563.25,19,-10
25,26,26,Vaughn Taylor,91,"82' 5""",1483.4170000000001,18,-13
26,27,27,Charley Hoffman,97,"82' 10""",994.4169999999999,12,-7
27,T28,T28,Jeff Gove,103,"83' 5""",2085.583,25,-11
28,T28,T28,Charles Howell III,89,"83' 5""",918.0,11,-7
29,30,30,Bill Haas,93,"83' 9""",2679.25,32,-15
30,31,31,Ryan Palmer,91,"83' 11""",755.5830000000001,9,-3
31,32,32,Chris Riley,59,"84' 9""",762.75,9,-4
32,T33,T33,Jeff Brehaut,59,"85' 0""",2125.917,25,-11
33,T33,T33,Pat Perez,84,"85' 0""",849.5830000000001,10,-6
34,35,35,John Merrick,92,"85' 3""",2045.0829999999999,24,-11
35,36,36,Henrik Stenson,52,"85' 7""",513.6669999999999,6,E
36,37,37,Steve Marino,106,"86' 0""",1892.6670000000001,22,-9
37,38,38,Brendon de Jonge,76,"86' 4""",1467.75,17,-10
38,T39,T39,Jerry Kelly,101,"86' 6""",1038.333,12,-4
39,T39,T39,Stephen Leaney,82,"86' 6""",1902.1670000000001,22,-14
40,T39,T39,Peter Lonard,85,"86' 6""",1038.417,12,-4
41,42,42,John Rollins,102,"87' 7""",1840.0829999999999,21,-16
42,43,43,Jarrod Lyle,77,"87' 9""",1579.25,18,-12
43,T44,T44,Ryan Armour,107,"87' 11""",1669.8329999999999,19,-9
44,T44,T44,Sergio Garcia,68,"87' 11""",1318.25,15,-6
45,T44,T44,Ryan Moore,92,"87' 11""",1230.583,14,-6
46,47,47,Padraig Harrington,64,"88' 1""",440.583,5,-1
47,48,48,Michael Boyd,61,"88' 5""",1060.917,12,-1
48,49,49,Kirk Triplett,77,"88' 11""",977.75,11,-6
49,T50,T50,Nick O'Hern,72,"89' 2""",624.0830000000001,7,-5
50,T50,T50,Chris Stroud,66,"89' 2""",1069.583,12,-2
51,52,52,Kent Jones,97,"89' 5""",2682.25,30,-14
52,53,53,Stewart Cink,91,"89' 6""",1253.083,14,-4
53,54,54,Lucas Glover,98,"89' 8""",2600.083,29,-12
54,55,55,Joe Ogilvie,102,"89' 10""",2155.5,24,-11
55,56,56,John Daly,59,"89' 11""",989.5,11,-3
56,57,57,Daniel Chopra,106,"90' 0""",2339.167,26,-12
57,58,58,Tom Johnson,74,"90' 5""",1808.0829999999999,20,-10
58,T59,T59,J.J. Henry,86,"90' 7""",1177.083,13,-10
59,T59,T59,Geoff Ogilvy,84,"90' 7""",815.4169999999999,9,-3
60,61,61,Andrew Buckle,77,"91' 0""",819.3330000000001,9,-6
61,62,62,Boo Weekley,101,"91' 10""",1193.417,13,-3
62,63,63,Brett Quigley,79,"91' 11""",1102.583,12,-3
63,T64,T64,Kenny Perry,83,"92' 4""",1477.75,16,-7
64,T64,T64,Bo Van Pelt,104,"92' 4""",1569.25,17,-8
65,66,66,Craig Barlow,52,"92' 8""",926.25,10,-5
66,67,67,Jonathan Byrd,73,"92' 10""",1114.167,12,-8
67,68,68,Duffy Waldorf,69,"92' 11""",1765.4170000000001,19,-7
68,69,69,Stuart Appleby,74,"93' 1""",1583.0829999999999,17,-6
69,70,70,Jim Furyk,84,"93' 2""",1211.167,13,-8
70,T71,T71,Tommy Armour III,81,"93' 4""",1213.583,13,-6
71,T71,T71,Mathias Grönberg,95,"93' 4""",2707.833,29,-12
72,T71,T71,Charles Warren,101,"93' 4""",2520.0,27,-13
73,T74,T74,Billy Andrade,88,"93' 9""",1500.4170000000001,16,-8
74,T74,T74,Steve Flesch,100,"93' 9""",2717.833,29,-13
75,T74,T74,Michael Putnam,96,"93' 9""",2438.333,26,-9
76,T77,T77,Jason Schultz,63,"93' 10""",938.25,10,-4
77,T77,T77,Darron Stiles,65,"93' 10""",844.8330000000001,9,-3
78,79,79,John Senden,97,"94' 0""",2256.917,24,-13
79,80,80,Kevin Na,84,"94' 1""",2351.417,25,-16
80,81,81,Tim Petrovic,106,"94' 2""",2543.083,27,-13
81,T82,T82,Woody Austin,95,"94' 3""",1507.5,16,-7
82,T82,T82,Anthony Kim,93,"94' 3""",2826.583,30,-21
83,84,84,Chris Couch,76,"94' 6""",1700.4170000000001,18,-8
84,85,85,D.J. Trahan,99,"94' 7""",2269.583,24,-14
85,86,86,Chad Campbell,96,"94' 11""",1424.3329999999999,15,-4
86,87,87,Jay Williamson,50,"95' 1""",1140.5,12,-7
87,88,88,Steve Lowery,74,"95' 2""",1903.5,20,-11
88,89,89,Anders Hansen,55,"95' 7""",860.3330000000001,9,-5
89,90,90,Johnson Wagner,97,"95' 8""",4210.25,44,-19
90,91,91,Rich Barcelo,80,"96' 3""",1636.8329999999999,17,-6
91,92,92,Rory Sabbatini,81,"96' 5""",963.9169999999999,10,-3
92,93,93,George McNeill,95,"96' 6""",1061.917,11,-4
93,94,94,Hunter Mahan,91,"96' 7""",1158.5,12,-7
94,95,95,Mark Calcavecchia,93,"96' 8""",1450.0829999999999,15,-9
95,96,96,John Mallinger,96,"96' 9""",1161.333,12,-4
96,97,97,Bubba Dickerson,51,"96' 10""",1258.833,13,-5
97,98,98,Bubba Watson,80,"97' 0""",679.25,7,-2
98,T99,T99,Mark Hensby,81,"97' 1""",1649.9170000000001,17,-9
99,T99,T99,Will MacKenzie,100,"97' 1""",2523.5,26,-10
100,T101,T101,Todd Hamilton,76,"97' 3""",875.4169999999999,9,-7
101,T101,T101,Davis Love III,66,"97' 3""",486.333,5,-2
102,103,103,Justin Rose,63,"97' 4""",583.9169999999999,6,-4
103,T104,T104,Mathew Goggin,97,"97' 7""",1269.0,13,-3
104,T104,T104,Dean Wilson,92,"97' 7""",1366.25,14,-7
105,106,106,Brandt Snedeker,105,"97' 8""",1269.333,13,-8
106,107,107,Greg Owen,81,"98' 0""",1176.083,12,-5
107,108,108,Kyle Reifers,71,"98' 6""",1871.3329999999999,19,-9
108,109,109,Brian Gay,107,"98' 10""",1581.0,16,-6
109,110,110,Bob Heintz,85,"99' 2""",1586.9170000000001,16,-9
110,111,111,Jeff Sluman,60,"99' 6""",597.0,6,E
111,112,112,Briny Baird,115,"99' 7""",2488.583,25,-9
112,113,113,Vijay Singh,102,"99' 8""",1894.1670000000001,19,-11
113,114,114,Robert Gamez,88,"99' 11""",1699.1670000000001,17,-3
114,115,115,Daisuke Maruyama,86,"100' 0""",1900.1670000000001,19,-7
115,116,116,José María Olazábal,52,"100' 4""",1204.083,12,-6
116,117,117,Michael Sim,52,"100' 6""",803.75,8,-5
117,118,118,Luke Donald,69,"100' 8""",704.75,7,-3
118,119,119,Michael Allen,74,"101' 1""",1616.6670000000001,16,-8
119,T120,T120,Tripp Isenhour,86,"101' 5""",1824.9170000000001,18,-6
120,T120,T120,Shigeki Maruyama,84,"101' 5""",1927.0,19,-8
121,122,122,Joey Sindelar,75,"101' 6""",812.0830000000001,8,-4
122,T123,T123,Nathan Green,103,"101' 7""",2032.25,20,-6
123,T123,T123,Craig Kanada,109,"101' 7""",1218.5,12,-4
124,125,125,Nick Watney,87,"101' 10""",1629.75,16,-5
125,T126,T126,Troy Matteson,87,"101' 11""",1529.25,15,-6
126,T126,T126,Ted Purdy,102,"101' 11""",2242.0,22,-6
127,128,128,Gavin Coles,87,"102' 0""",1428.25,14,-3
128,129,129,Tom Byrum,50,"102' 8""",718.75,7,-6
