,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
29,30,30,Michael Allen,74,"41' 3""",113,4657.583,+24.00
30,31,31,Ken Duke,112,"41' 4""",191,7890.6669999999995,+4.00
31,T32,T32,Tommy Armour III,81,"41' 6""",78,3236.75,E
32,T32,T32,Stewart Cink,91,"41' 6""",150,6221.1669999999995,+9.00
33,T32,T32,Joe Durant,88,"41' 6""",108,4484.75,+9.00
34,T32,T32,Geoff Ogilvy,84,"41' 6""",141,5853.5,E
35,T36,T36,Scott Gutschewski,67,"41' 7""",128,5321.9169999999995,+14.00
36,T36,T36,Matt Hendrix,63,"41' 7""",91,3783.25,+31.00
37,T36,T36,Heath Slocum,101,"41' 7""",128,5318.4169999999995,+14.00
38,T36,T36,Paul Stankowski,52,"41' 7""",50,2079.667,+1.00
39,T40,T40,Briny Baird,115,"41' 8""",163,6789.4169999999995,+26.00
40,T40,T40,Michael Boyd,61,"41' 8""",65,2708.417,+9.00
41,T40,T40,Arron Oberholser,69,"41' 8""",94,3917.75,+7.00
42,T40,T40,Rory Sabbatini,81,"41' 8""",149,6202.8330000000005,+8.00
43,T40,T40,John Senden,97,"41' 8""",149,6207.1669999999995,+5.00
44,45,45,D.J. Trahan,99,"41' 9""",155,6471.5,+19.00
45,46,46,Steve Stricker,81,"41' 10""",112,4686.583,+10.00
46,47,47,Kenny Perry,83,"41' 11""",108,4526.667,+8.00
47,T48,T48,Tom Johnson,74,"42' 0""",117,4915.0,+15.00
48,T48,T48,George McNeill,95,"42' 0""",154,6465.0830000000005,+17.00
49,T48,T48,Bo Van Pelt,104,"42' 0""",175,7352.25,+16.00
50,T51,T51,Mark Calcavecchia,93,"42' 1""",115,4836.75,+7.00
51,T51,T51,Luke Donald,69,"42' 1""",71,2986.833,+18.00
52,T53,T53,Cameron Beckman,96,"42' 3""",127,5368.8330000000005,+17.00
53,T53,T53,Shigeki Maruyama,84,"42' 3""",131,5534.25,+27.00
54,T53,T53,Sean O'Hair,98,"42' 3""",138,5825.75,+11.00
55,T53,T53,Nick Watney,87,"42' 3""",123,5201.667,+19.00
56,57,57,Jesper Parnevik,88,"42' 4""",120,5084.0,+9.00
57,T58,T58,Brian Gay,107,"42' 6""",136,5785.0830000000005,+19.00
58,T58,T58,Brandt Snedeker,105,"42' 6""",151,6411.3330000000005,+14.00
59,T60,T60,Rich Beem,89,"42' 7""",123,5233.0,+18.00
60,T60,T60,Vaughn Taylor,91,"42' 7""",114,4857.167,+13.00
61,T62,T62,Woody Austin,95,"42' 8""",181,7716.6669999999995,+27.00
62,T62,T62,Eric Axley,107,"42' 8""",172,7335.0830000000005,+20.00
63,T62,T62,David Branshaw,83,"42' 8""",133,5676.0830000000005,+14.00
64,T62,T62,Padraig Harrington,64,"42' 8""",69,2943.667,-1.00
65,T62,T62,John Mallinger,96,"42' 8""",164,6999.75,+33.00
66,T62,T62,Kyle Reifers,71,"42' 8""",120,5117.833,+28.00
67,T62,T62,Tag Ridings,52,"42' 8""",96,4094.583,+16.00
68,T62,T62,Jason Schultz,63,"42' 8""",109,4647.417,+20.00
69,T70,T70,Ernie Els,59,"42' 9""",106,4533.333,-2.00
70,T70,T70,Paul Goydos,60,"42' 9""",77,3289.917,+28.00
71,T70,T70,John Merrick,92,"42' 9""",193,8256.667,+21.00
72,T73,T73,Stephen Leaney,82,"42' 11""",114,4897.083,+7.00
73,T73,T73,Troy Matteson,87,"42' 11""",166,7129.1669999999995,+17.00
74,T75,T75,Brian Bateman,55,"43' 0""",77,3313.5,+5.00
75,T75,T75,Gavin Coles,87,"43' 0""",113,4861.5,+9.00
76,T75,T75,Kirk Triplett,77,"43' 0""",99,4253.0,+19.00
77,78,78,Freddie Jacobson,70,"43' 1""",126,5427.75,+20.00
78,79,79,Chris Couch,76,"43' 2""",149,6429.25,+17.00
79,T80,T80,Stephen Ames,81,"43' 3""",116,5021.5,+12.00
80,T80,T80,Shaun Micheel,91,"43' 3""",105,4541.833,+19.00
81,T82,T82,Billy Andrade,88,"43' 4""",154,6669.5,+29.00
82,T82,T82,Will MacKenzie,100,"43' 4""",187,8101.5830000000005,+28.00
83,T84,T84,Alex Cejka,80,"43' 5""",84,3646.083,+11.00
84,T84,T84,Jeff Gove,103,"43' 5""",150,6517.25,+26.00
85,T86,T86,Harrison Frazar,88,"43' 7""",172,7501.5830000000005,+24.00
86,T86,T86,Jeff Quinney,95,"43' 7""",147,6405.5830000000005,+17.00
87,T88,T88,Jonathan Byrd,73,"43' 8""",109,4759.583,+29.00
88,T88,T88,Trevor Immelman,74,"43' 8""",87,3797.667,+17.00
89,T88,T88,Anthony Kim,93,"43' 8""",147,6422.8330000000005,+8.00
90,T88,T88,Peter Lonard,85,"43' 8""",114,4981.0,+14.00
91,T92,T92,Justin Rose,63,"43' 9""",52,2277.083,+5.00
92,T92,T92,David Toms,80,"43' 9""",107,4685.667,+6.00
93,T94,T94,J.P. Hayes,89,"43' 10""",156,6834.25,+24.00
94,T94,T94,Cliff Kresge,107,"43' 10""",150,6573.8330000000005,+17.00
95,T94,T94,Jeff Overton,60,"43' 10""",109,4778.833,-4.00
96,T97,T97,Dicky Pride,71,"43' 11""",119,5224.083,+19.00
97,T97,T97,Michael Putnam,96,"43' 11""",138,6056.0,+13.00
98,99,99,Stuart Appleby,74,"44' 0""",110,4843.25,+17.00
99,T100,T100,D.J. Brigman,67,"44' 1""",96,4234.25,+8.00
100,T100,T100,Brian Davis,101,"44' 1""",128,5646.9169999999995,+6.00
101,T100,T100,Michael Sim,52,"44' 1""",80,3529.75,+11.00
102,103,103,Lucas Glover,98,"44' 2""",122,5385.3330000000005,+16.00
103,T104,T104,Robert Allenby,90,"44' 3""",153,6774.6669999999995,+20.00
104,T104,T104,Chad Campbell,96,"44' 3""",125,5531.6669999999995,+31.00
105,T106,T106,Jim Furyk,84,"44' 4""",103,4568.0,+8.00
106,T106,T106,Justin Leonard,95,"44' 4""",127,5630.4169999999995,+11.00
107,T106,T106,Frank Lickliter II,95,"44' 4""",130,5763.0,+29.00
108,T106,T106,Carl Pettersson,111,"44' 4""",169,7496.5,+8.00
109,110,110,José Coceres,50,"44' 5""",51,2264.833,+11.00
110,T111,T111,Ryan Armour,107,"44' 6""",163,7256.75,+37.00
111,T111,T111,John Rollins,102,"44' 6""",152,6768.1669999999995,+16.00
112,113,113,Bubba Dickerson,51,"44' 7""",81,3612.25,+6.00
113,T114,T114,Rocco Mediate,72,"44' 8""",106,4734.417,+21.00
114,T114,T114,Joe Ogilvie,102,"44' 8""",152,6792.6669999999995,+8.00
115,T116,T116,Kevin Sutherland,85,"44' 9""",127,5680.75,+23.00
116,T116,T116,Boo Weekley,101,"44' 9""",143,6400.9169999999995,+17.00
117,118,118,Tim Petrovic,106,"44' 10""",206,9232.5,+25.00
118,119,119,Marco Dawson,73,"44' 11""",135,6060.25,+17.00
119,T120,T120,Rich Barcelo,80,"45' 0""",174,7823.5,+39.00
120,T120,T120,Tim Clark,66,"45' 0""",69,3105.25,+14.00
121,T120,T120,Mark Hensby,81,"45' 0""",110,4947.5,+17.00
122,T120,T120,Kent Jones,97,"45' 0""",128,5764.8330000000005,+25.00
123,T120,T120,Matt Kuchar,85,"45' 0""",124,5582.9169999999995,+13.00
124,T120,T120,Johnson Wagner,97,"45' 0""",160,7193.9169999999995,+26.00
125,126,126,Darron Stiles,65,"45' 2""",69,3116.083,+15.00
126,T127,T127,Tom Byrum,50,"45' 3""",66,2987.417,+10.00
127,T127,T127,Bob Estes,88,"45' 3""",153,6918.25,+22.00
128,T127,T127,Nathan Green,103,"45' 3""",134,6061.8330000000005,+21.00
129,T130,T130,Ryuji Imada,104,"45' 4""",172,7799.0,+20.00
130,T130,T130,Jarrod Lyle,77,"45' 4""",132,5982.4169999999995,+14.00
131,T130,T130,Kevin Stadler,95,"45' 4""",133,6034.1669999999995,+18.00
132,T133,T133,Jason Bohn,57,"45' 5""",93,4222.25,+27.00
133,T133,T133,Jeff Maggert,79,"45' 5""",129,5857.4169999999995,+10.00
134,T133,T133,Adam Scott,69,"45' 5""",105,4764.917,+11.00
135,T136,T136,Jason Gore,86,"45' 6""",123,5599.8330000000005,+24.00
136,T136,T136,Daisuke Maruyama,86,"45' 6""",133,6055.8330000000005,+27.00
137,T138,T138,Brendon de Jonge,76,"45' 7""",128,5834.6669999999995,+33.00
138,T138,T138,Steve Marino,106,"45' 7""",199,9077.583,+17.00
139,T140,T140,Doug LaBelle II,104,"45' 8""",112,5116.667,+23.00
140,T140,T140,Bryce Molder,56,"45' 8""",125,5708.5830000000005,+16.00
141,T140,T140,Ryan Moore,92,"45' 8""",129,5894.0830000000005,+24.00
142,T140,T140,Jay Williamson,50,"45' 8""",72,3285.5,+14.00
143,144,144,Chris DiMarco,79,"45' 10""",100,4579.917,+31.00
144,145,145,Ryan Palmer,91,"45' 11""",151,6928.75,+17.00
145,T146,T146,Glen Day,85,"46' 0""",107,4919.833,+9.00
146,T146,T146,Jerry Kelly,101,"46' 0""",122,5607.4169999999995,+10.00
147,T148,T148,Mathew Goggin,97,"46' 2""",153,7059.25,+15.00
148,T148,T148,Rod Pampling,92,"46' 2""",135,6232.9169999999995,+26.00
149,150,150,Bart Bryant,87,"46' 4""",118,5463.0,+18.00
150,T151,T151,Bill Haas,93,"46' 5""",160,7424.0,+19.00
151,T151,T151,Billy Mayfair,98,"46' 5""",122,5667.1669999999995,+4.00
152,T151,T151,Jim Rutledge,59,"46' 5""",67,3110.25,+15.00
153,154,154,Duffy Waldorf,69,"46' 6""",96,4465.75,+10.00
154,T155,T155,J.J. Henry,86,"46' 8""",116,5410.25,+5.00
155,T155,T155,Chris Stroud,66,"46' 8""",117,5456.5,+26.00
156,157,157,Todd Hamilton,76,"46' 9""",124,5797.0,+30.00
157,T158,T158,Mathias Grönberg,95,"46' 10""",159,7446.5,+24.00
158,T158,T158,Anders Hansen,55,"46' 10""",54,2529.583,+9.00
159,T160,T160,Charles Howell III,89,"46' 11""",158,7417.4169999999995,+16.00
160,T160,T160,Scott Verplank,82,"46' 11""",93,4363.167,+12.00
161,T162,T162,Jason Dufner,100,"47' 1""",154,7254.0,+33.00
162,T162,T162,Robert Gamez,88,"47' 1""",143,6732.1669999999995,+34.00
163,T164,T164,Tim Herron,98,"47' 3""",175,8269.333,+15.00
164,T164,T164,Craig Kanada,109,"47' 3""",146,6896.8330000000005,+29.00
165,T166,T166,Steve Elkington,87,"47' 5""",94,4459.5,+14.00
166,T166,T166,Craig Lile,77,"47' 5""",145,6873.0830000000005,+19.00
167,T166,T166,Corey Pavin,81,"47' 5""",110,5211.333,+18.00
168,169,169,Zach Johnson,76,"47' 6""",80,3799.25,+19.00
169,T170,T170,Tripp Isenhour,86,"47' 7""",117,5565.0,+34.00
170,T170,T170,Mike Weir,82,"47' 7""",104,4945.0,+21.00
171,T170,T170,Steve Wheatcroft,73,"47' 7""",109,5185.917,+20.00
172,173,173,Charlie Wi,90,"47' 8""",133,6342.1669999999995,+21.00
173,174,174,Steve Lowery,74,"47' 10""",129,6170.0,+16.00
174,T175,T175,Nick O'Hern,72,"47' 11""",64,3064.0,+4.00
175,T175,T175,Henrik Stenson,52,"47' 11""",72,3451.5,+13.00
176,177,177,Kevin Na,84,"48' 0""",144,6906.5830000000005,+16.00
177,178,178,Camilo Villegas,82,"48' 1""",156,7504.5830000000005,+20.00
178,179,179,Mark Wilson,87,"48' 2""",116,5587.25,+21.00
179,180,180,Tom Lehman,62,"48' 3""",61,2941.0,+14.00
180,181,181,Brett Quigley,79,"48' 9""",128,6240.75,+25.00
181,182,182,Retief Goosen,50,"48' 11""",71,3475.583,+12.00
182,183,183,Paul Gow,70,"49' 0""",107,5242.583,+17.00
183,184,184,Ian Poulter,63,"49' 2""",73,3589.25,+5.00
184,185,185,Parker McLachlin,83,"49' 6""",176,8707.667,+33.00
185,186,186,Dean Wilson,92,"49' 8""",121,6014.0,+15.00
186,T187,T187,Ben Curtis,80,"49' 9""",100,4975.333,+20.00
187,T187,T187,Chris Tidland,59,"49' 9""",75,3729.333,+11.00
188,189,189,Andrew Buckle,77,"49' 10""",143,7130.8330000000005,+21.00
189,190,190,Aaron Baddeley,83,"50' 6""",154,7773.9169999999995,+8.00
190,191,191,Lee Janzen,66,"50' 7""",88,4452.083,+25.00
191,192,192,Hunter Mahan,91,"50' 10""",92,4674.167,+14.00
192,193,193,Richard Johnson,93,"51' 0""",152,7756.25,+38.00
193,194,194,José María Olazábal,52,"51' 4""",89,4568.75,+10.00
194,195,195,K.J. Choi,87,"51' 6""",113,5816.5830000000005,+15.00
195,196,196,Tom Pernice Jr.,104,"51' 7""",127,6554.0830000000005,+22.00
