,Average_Distance_after_Going_for_it_Shot_RANK THIS WEEK,Average_Distance_after_Going_for_it_Shot_RANK LAST WEEK,Average_Distance_after_Going_for_it_Shot_PLAYER NAME,Average_Distance_after_Going_for_it_Shot_ROUNDS,Average_Distance_after_Going_for_it_Shot_AVG,Average_Distance_after_Going_for_it_Shot_TOTAL DIST AFTER GFG SHOT,Average_Distance_after_Going_for_it_Shot_TOTAL GFG SHOTS
34,T35,T35,Michael Allen,74,23.3,94820.0,113
35,T35,T35,Stuart Appleby,74,23.3,89689.0,107
36,T35,T35,Zach Johnson,76,23.3,78082.0,93
37,T35,T35,John Mallinger,96,23.3,105872.0,126
38,T35,T35,Steve Stricker,81,23.3,68070.0,81
39,T35,T35,Bo Van Pelt,104,23.3,159231.0,190
40,T41,T41,Jason Schultz,63,23.4,85814.0,102
41,T41,T41,Henrik Stenson,52,23.4,65652.0,78
42,T41,T41,Charles Warren,101,23.4,193032.0,229
43,T44,T44,John Daly,59,23.5,113468.0,134
44,T44,T44,Mathew Goggin,97,23.5,169180.0,200
45,T44,T44,Tom Lehman,62,23.5,66859.0,79
46,T44,T44,Dicky Pride,71,23.5,66042.0,78
47,T44,T44,Jeff Sluman,60,23.5,49871.0,59
48,T49,T49,Billy Andrade,88,23.6,122389.0,144
49,T49,T49,J.J. Henry,86,23.6,120777.0,142
50,T49,T49,Rod Pampling,92,23.6,137697.0,162
51,T49,T49,Rory Sabbatini,81,23.6,108853.0,128
52,53,53,Tag Ridings,52,23.7,92129.0,108
53,T54,T54,José Coceres,50,23.8,52216.0,61
54,T54,T54,Bob Heintz,85,23.8,89964.0,105
55,T54,T54,Doug LaBelle II,104,23.8,101014.0,118
56,T57,T57,Jim Furyk,84,23.9,83293.0,97
57,T57,T57,Jesper Parnevik,88,23.9,118560.0,138
58,T57,T57,John Senden,97,23.9,146364.0,170
59,T57,T57,Boo Weekley,101,23.9,133109.0,155
60,T61,T61,Jason Bohn,57,24.0,89155.0,103
61,T61,T61,Bart Bryant,87,24.0,101844.0,118
62,T61,T61,Paul Stankowski,52,24.0,81143.0,94
63,T64,T64,Sergio Garcia,68,24.1,105758.0,122
64,T64,T64,Kent Jones,97,24.1,141672.0,163
65,T64,T64,Ryan Moore,92,24.1,136172.0,157
66,T64,T64,Kyle Reifers,71,24.1,101396.0,117
67,T64,T64,Heath Slocum,101,24.1,108367.0,125
68,T69,T69,Carl Pettersson,111,24.2,166394.0,191
69,T69,T69,Vijay Singh,102,24.2,159111.0,183
70,T69,T69,D.J. Trahan,99,24.2,181934.0,209
71,T69,T69,Mark Wilson,87,24.2,87205.0,100
72,T73,T73,Briny Baird,115,24.3,167252.0,191
73,T73,T73,David Branshaw,83,24.3,114635.0,131
74,T73,T73,Robert Garrigus,95,24.3,197573.0,226
75,T73,T73,Tom Pernice Jr.,104,24.3,123412.0,141
76,T73,T73,John Rollins,102,24.3,147952.0,169
77,T73,T73,Justin Rose,63,24.3,58505.0,67
78,T73,T73,Adam Scott,69,24.3,122273.0,140
79,T80,T80,Stephen Ames,81,24.4,83277.0,95
80,T80,T80,Ernie Els,59,24.4,95051.0,108
81,T80,T80,John Merrick,92,24.4,140643.0,160
82,T80,T80,Jim Rutledge,59,24.4,60587.0,69
83,T84,T84,Jeff Gove,103,24.5,165910.0,188
84,T84,T84,Freddie Jacobson,70,24.5,94322.0,107
85,T84,T84,Johnson Wagner,97,24.5,164835.0,187
86,T87,T87,Daniel Chopra,106,24.6,167106.0,189
87,T87,T87,Chris Couch,76,24.6,140638.0,159
88,T87,T87,Peter Lonard,85,24.6,122023.0,138
89,T87,T87,Troy Matteson,87,24.6,147803.0,167
90,T87,T87,Arron Oberholser,69,24.6,72673.0,82
91,T87,T87,Tim Petrovic,106,24.6,163084.0,184
92,T93,T93,Cameron Beckman,96,24.7,152203.0,171
93,T93,T93,Lee Janzen,66,24.7,68480.0,77
94,T93,T93,Cliff Kresge,107,24.7,143911.0,162
95,T96,T96,Ryan Armour,107,24.8,137563.0,154
96,T96,T96,Anthony Kim,93,24.8,175259.0,196
97,T96,T96,George McNeill,95,24.8,147275.0,165
98,T99,T99,Aaron Baddeley,83,24.9,133719.0,149
99,T99,T99,Stephen Leaney,82,24.9,91397.0,102
100,T99,T99,Parker McLachlin,83,24.9,119121.0,133
101,T99,T99,Kevin Stadler,95,24.9,158029.0,176
102,T99,T99,Kevin Sutherland,85,24.9,130954.0,146
103,T99,T99,Vaughn Taylor,91,24.9,113764.0,127
104,T105,T105,Geoff Ogilvy,84,25.0,113508.0,126
105,T105,T105,Kenny Perry,83,25.0,131156.0,146
106,T105,T105,Jay Williamson,50,25.0,78444.0,87
107,T108,T108,Ken Duke,112,25.1,160959.0,178
108,T108,T108,Steve Flesch,100,25.1,142811.0,158
109,T108,T108,Scott Gutschewski,67,25.1,124894.0,138
110,T108,T108,David Toms,80,25.1,84893.0,94
111,T112,T112,Jonathan Byrd,73,25.2,124465.0,137
112,T112,T112,Trevor Immelman,74,25.2,86203.0,95
113,T114,T114,Stewart Cink,91,25.3,115743.0,127
114,T114,T114,Steve Lowery,74,25.3,126499.0,139
115,T114,T114,Pat Perez,84,25.3,117379.0,129
116,T114,T114,Jeff Quinney,95,25.3,127484.0,140
117,T118,T118,Brian Bateman,55,25.4,73047.0,80
118,T118,T118,Robert Gamez,88,25.4,110456.0,121
119,T118,T118,Anders Hansen,55,25.4,51239.0,56
120,T118,T118,Kevin Na,84,25.4,148354.0,162
121,T122,T122,Billy Mayfair,98,25.5,138490.0,151
122,T122,T122,Chris Stroud,66,25.5,87122.0,95
123,T122,T122,Mike Weir,82,25.5,123120.0,134
124,T125,T125,Alex Cejka,80,25.6,133832.0,145
125,T125,T125,Jeff Overton,60,25.6,122521.0,133
126,T125,T125,Michael Putnam,96,25.6,159266.0,173
127,T128,T128,Luke Donald,69,25.7,65686.0,71
128,T128,T128,Padraig Harrington,64,25.7,92419.0,100
129,T128,T128,Charlie Wi,90,25.7,135890.0,147
130,T131,T131,K.J. Choi,87,25.8,119855.0,129
131,T131,T131,Brendon de Jonge,76,25.8,125364.0,135
132,T131,T131,Todd Hamilton,76,25.8,70636.0,76
133,T131,T131,Chris Riley,59,25.8,61394.0,66
134,T135,T135,Jason Gore,86,25.9,169682.0,182
135,T135,T135,J.P. Hayes,89,25.9,132146.0,142
136,T135,T135,Jerry Kelly,101,25.9,108911.0,117
137,T138,T138,Tim Herron,98,26.0,142155.0,152
138,T138,T138,Ian Poulter,63,26.0,54283.0,58
139,140,140,Nick O'Hern,72,26.1,82736.0,88
140,T141,T141,Hunter Mahan,91,26.2,130872.0,139
141,T141,T141,Duffy Waldorf,69,26.2,108430.0,115
142,143,143,Dean Wilson,92,26.3,105134.0,111
143,T144,T144,Andrew Buckle,77,26.4,121500.0,128
144,T144,T144,Tom Byrum,50,26.4,48411.0,51
145,T144,T144,Jarrod Lyle,77,26.4,112329.0,118
146,T147,T147,Shaun Micheel,91,26.6,100558.0,105
147,T147,T147,Brandt Snedeker,105,26.6,113088.0,118
148,T147,T147,Bob Tway,103,26.6,151442.0,158
149,T150,T150,Eric Axley,107,26.7,161214.0,168
150,T150,T150,Jeff Brehaut,59,26.7,97965.0,102
151,T150,T150,Richard Johnson,93,26.7,92306.0,96
152,T150,T150,Daisuke Maruyama,86,26.7,145336.0,151
153,154,154,Paul Gow,70,26.8,91529.0,95
154,155,155,Matt Hendrix,63,26.9,125751.0,130
155,T156,T156,Fred Funk,65,27.0,48620.0,50
156,T156,T156,Brian Gay,107,27.0,79754.0,82
157,T156,T156,Craig Lile,77,27.0,100926.0,104
158,T159,T159,Tim Clark,66,27.2,56715.0,58
159,T159,T159,Jason Dufner,100,27.2,165447.0,169
160,T159,T159,Rocco Mediate,72,27.2,83315.0,85
161,T159,T159,Michael Sim,52,27.2,80176.0,82
162,T163,T163,Rich Barcelo,80,27.4,119246.0,121
163,T163,T163,Glen Day,85,27.4,92864.0,94
164,T163,T163,Tripp Isenhour,86,27.4,120261.0,122
165,T163,T163,Shigeki Maruyama,84,27.4,99722.0,101
166,T167,T167,Woody Austin,95,27.6,133933.0,135
167,T167,T167,Rich Beem,89,27.6,153842.0,155
168,T167,T167,Bubba Dickerson,51,27.6,94427.0,95
169,170,170,Nathan Green,103,27.8,168982.0,169
170,171,171,Mark Hensby,81,27.9,134568.0,134
171,T172,T172,Michael Boyd,61,28.0,63462.0,63
172,T172,T172,Frank Lickliter II,95,28.0,159242.0,158
173,T172,T172,Jeff Maggert,79,28.0,124035.0,123
174,T172,T172,Corey Pavin,81,28.0,70677.0,70
175,T172,T172,Scott Verplank,82,28.0,94640.0,94
176,177,177,Kirk Triplett,77,28.1,92922.0,92
177,178,178,Marco Dawson,73,28.2,121911.0,120
178,179,179,Chris DiMarco,79,28.3,102819.0,101
179,180,180,Bob Estes,88,28.4,104328.0,102
180,181,181,Ben Curtis,80,28.5,101689.0,99
181,182,182,Tom Johnson,74,28.6,121469.0,118
182,183,183,Brian Davis,101,28.8,157831.0,152
183,T184,T184,Ryuji Imada,104,29.0,147059.0,141
184,T184,T184,Bryce Molder,56,29.0,81418.0,78
185,T186,T186,Craig Bowden,78,29.1,74396.0,71
186,T186,T186,Gavin Coles,87,29.1,73440.0,70
187,188,188,Paul Goydos,60,29.4,51816.0,49
188,189,189,Steve Elkington,87,29.7,135957.0,127
189,190,190,Craig Kanada,109,30.2,122995.0,113
190,191,191,Mark Brooks,53,30.7,48705.0,44
191,192,192,Greg Owen,81,31.0,168452.0,151
192,193,193,Jaco Van Zyl,51,31.2,97846.0,87
193,194,194,Justin Leonard,95,31.8,113496.0,99
194,195,195,Steve Wheatcroft,73,31.9,155139.0,135
195,196,196,José María Olazábal,52,32.1,69278.0,60
