,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
81,T80,T80,Pat Perez,84,"31' 4""",850,26598.667,-56.0
82,T83,T83,Craig Bowden,78,"31' 5""",960,30147.333,-55.0
83,T83,T83,José Coceres,50,"31' 5""",624,19581.833,-17.0
84,T83,T83,Mark Hensby,81,"31' 5""",979,30785.667,-30.0
85,T83,T83,Charley Hoffman,97,"31' 5""",1062,33393.0,-64.0
86,T83,T83,Shaun Micheel,91,"31' 5""",978,30725.0,-55.0
87,T88,T88,John Merrick,92,"31' 6""",1081,34026.75,-66.0
88,T88,T88,Carl Pettersson,111,"31' 6""",1190,37512.417,-104.0
89,T88,T88,Tag Ridings,52,"31' 6""",567,17851.917,-34.0
90,T88,T88,Bubba Watson,80,"31' 6""",822,25917.5,-45.0
91,T92,T92,Jonathan Byrd,73,"31' 7""",818,25843.167,-82.0
92,T92,T92,Brian Davis,101,"31' 7""",1245,39300.583,-75.0
93,T92,T92,Nick O'Hern,72,"31' 7""",753,23802.667,-26.0
94,T95,T95,Aaron Baddeley,83,"31' 8""",854,27052.833,-105.0
95,T95,T95,Steve Flesch,100,"31' 8""",1232,39015.5,-58.0
96,T95,T95,Anders Hansen,55,"31' 8""",475,15031.917,-26.0
97,T95,T95,J.J. Henry,86,"31' 8""",936,29614.75,-47.0
98,T95,T95,Sean O'Hair,98,"31' 8""",1124,35591.833,-113.0
99,T95,T95,Joe Ogilvie,102,"31' 8""",1146,36324.417,-87.0
100,T95,T95,Tom Pernice Jr.,104,"31' 8""",1163,36875.167,-90.0
101,T95,T95,Ian Poulter,63,"31' 8""",533,16879.833,-28.0
102,T95,T95,Kevin Stadler,95,"31' 8""",999,31622.333,1.0
103,T104,T104,Mark Brooks,53,"31' 9""",608,19294.833,-24.0
104,T104,T104,Tom Byrum,50,"31' 9""",589,18708.25,-11.0
105,T104,T104,Anthony Kim,93,"31' 9""",1038,32987.083,-91.0
106,T107,T107,Harrison Frazar,88,"31' 10""",890,28304.417,-28.0
107,T107,T107,Trevor Immelman,74,"31' 10""",759,24136.333,-34.0
108,T107,T107,Peter Lonard,85,"31' 10""",1061,33810.083,-23.0
109,T107,T107,George McNeill,95,"31' 10""",1066,33941.25,-58.0
110,T107,T107,Jeff Overton,60,"31' 10""",718,22848.417,-66.0
111,T107,T107,Dicky Pride,71,"31' 10""",823,26229.583,-52.0
112,T107,T107,Mark Wilson,87,"31' 10""",1058,33670.0,-31.0
113,T114,T114,Andrew Buckle,77,"31' 11""",850,27162.583,-40.0
114,T114,T114,Steve Marino,106,"31' 11""",1192,38063.417,-66.0
115,T114,T114,Corey Pavin,81,"31' 11""",1019,32518.583,-18.0
116,T114,T114,Henrik Stenson,52,"31' 11""",469,14968.417,-14.0
117,118,118,Vijay Singh,102,"32' 0""",1044,33386.833,-127.0
118,T119,T119,Marco Dawson,73,"32' 1""",852,27322.167,-39.0
119,T119,T119,Charles Howell III,89,"32' 1""",785,25176.083,-56.0
120,T119,T119,Richard Johnson,93,"32' 1""",1153,37029.25,-44.0
121,T119,T119,Jarrod Lyle,77,"32' 1""",873,28040.167,-55.0
122,T119,T119,Rory Sabbatini,81,"32' 1""",798,25599.75,-108.0
123,T119,T119,D.J. Trahan,99,"32' 1""",1228,39351.0,-47.0
124,T119,T119,Charles Warren,101,"32' 1""",1267,40660.833,-101.0
125,T119,T119,Dean Wilson,92,"32' 1""",1032,33151.583,-51.0
126,T127,T127,Cameron Beckman,96,"32' 2""",1173,37721.333,-73.0
127,T127,T127,Bob Estes,88,"32' 2""",1104,35495.917,-68.0
128,T127,T127,Tim Herron,98,"32' 2""",1091,35092.083,-70.0
129,T130,T130,John Daly,59,"32' 3""",521,16795.0,-4.0
130,T130,T130,Jason Dufner,100,"32' 3""",1143,36904.667,-54.0
131,T130,T130,Paul Goydos,60,"32' 3""",674,21709.75,-22.0
132,T130,T130,Todd Hamilton,76,"32' 3""",754,24327.917,35.0
133,T130,T130,Will MacKenzie,100,"32' 3""",1184,38194.5,-88.0
134,T130,T130,Daisuke Maruyama,86,"32' 3""",1049,33833.917,-23.0
135,T136,T136,Rich Beem,89,"32' 4""",955,30907.333,-48.0
136,T136,T136,J.P. Hayes,89,"32' 4""",1059,34233.667,-68.0
137,T136,T136,Duffy Waldorf,69,"32' 4""",814,26288.417,-15.0
138,T139,T139,Eric Axley,107,"32' 5""",1186,38406.583,-25.0
139,T139,T139,Luke Donald,69,"32' 5""",723,23422.417,-44.0
140,T141,T141,Glen Day,85,"32' 6""",1062,34558.75,-38.0
141,T141,T141,Lucas Glover,98,"32' 6""",1068,34696.333,-117.0
142,T141,T141,Nick Watney,87,"32' 6""",907,29483.5,-58.0
143,144,144,Shigeki Maruyama,84,"32' 7""",1085,35390.0,-58.0
144,T145,T145,Kent Jones,97,"32' 8""",1255,40997.417,-83.0
145,T145,T145,Frank Lickliter II,95,"32' 8""",1190,38831.667,-67.0
146,T145,T145,Johnson Wagner,97,"32' 8""",1157,37762.0,-74.0
147,T148,T148,Chris Riley,59,"32' 9""",733,24009.667,-55.0
148,T148,T148,Charlie Wi,90,"32' 9""",1157,37906.417,-105.0
149,T150,T150,Stuart Appleby,74,"32' 10""",790,25928.333,-44.0
150,T150,T150,Matt Hendrix,63,"32' 10""",732,24050.5,-18.0
151,T150,T150,Tripp Isenhour,86,"32' 10""",1009,33105.5,-48.0
152,T150,T150,Doug LaBelle II,104,"32' 10""",1316,43258.0,-55.0
153,T150,T150,Rod Pampling,92,"32' 10""",992,32537.0,-87.0
154,T155,T155,Jeff Brehaut,59,"32' 11""",688,22659.0,-22.0
155,T155,T155,Steve Elkington,87,"32' 11""",1064,35011.0,-74.0
156,T155,T155,Nathan Green,103,"32' 11""",1141,37590.25,-90.0
157,T155,T155,John Senden,97,"32' 11""",1160,38142.333,-69.0
158,T159,T159,Rich Barcelo,80,"33' 0""",874,28823.917,-55.0
159,T159,T159,David Branshaw,83,"33' 0""",1028,33928.5,10.0
160,T161,T161,Chris Couch,76,"33' 2""",917,30400.25,-11.0
161,T161,T161,Jason Gore,86,"33' 2""",1057,35023.667,-41.0
162,T161,T161,Tim Petrovic,106,"33' 2""",1225,40589.083,-94.0
163,T161,T161,Michael Putnam,96,"33' 2""",1030,34125.0,-56.0
164,T161,T161,John Rollins,102,"33' 2""",1139,37784.833,-82.0
165,T161,T161,Bob Tway,103,"33' 2""",1198,39731.833,-22.0
166,T161,T161,Mike Weir,82,"33' 2""",815,27051.167,-43.0
167,T168,T168,Bubba Dickerson,51,"33' 3""",539,17929.667,10.0
168,T168,T168,Mathias Grönberg,95,"33' 3""",1099,36525.667,-62.0
169,T168,T168,Troy Matteson,87,"33' 3""",990,32906.833,-56.0
170,T168,T168,Kevin Na,84,"33' 3""",1016,33747.667,-93.0
171,172,172,Craig Lile,77,"33' 4""",908,30248.417,-75.0
172,T173,T173,K.J. Choi,87,"33' 5""",905,30240.5,-118.0
173,T173,T173,Mathew Goggin,97,"33' 5""",1196,39991.083,-64.0
174,T173,T173,Scott Gutschewski,67,"33' 5""",717,23988.833,-17.0
175,T173,T173,Bill Haas,93,"33' 5""",1063,35505.25,-66.0
176,T173,T173,Tom Johnson,74,"33' 5""",844,28192.083,-1.0
177,T178,T178,Brian Bateman,55,"33' 6""",582,19500.75,-2.0
178,T178,T178,Paul Gow,70,"33' 6""",767,25670.75,-21.0
179,T180,T180,Kyle Reifers,71,"33' 7""",835,28054.417,-5.0
180,T180,T180,Chris Tidland,59,"33' 7""",689,23145.667,-21.0
181,T182,T182,Jesper Parnevik,88,"33' 8""",988,33299.667,-70.0
182,T182,T182,Jim Rutledge,59,"33' 8""",650,21876.417,10.0
183,T184,T184,Steve Allan,63,"33' 9""",699,23570.083,-44.0
184,T184,T184,Ben Curtis,80,"33' 9""",890,30040.583,6.0
185,T184,T184,Bryce Molder,56,"33' 9""",619,20899.917,3.0
186,187,187,Paul Stankowski,52,"33' 11""",541,18350.25,-26.0
187,T188,T188,J.B. Holmes,71,"34' 2""",792,27090.25,13.0
188,T188,T188,Kevin Sutherland,85,"34' 2""",888,30350.5,-50.0
189,190,190,Parker McLachlin,83,"34' 6""",924,31890.333,-37.0
190,191,191,Jason Schultz,63,"34' 7""",694,23980.0,-22.0
191,192,192,Michael Boyd,61,"34' 9""",748,25966.917,8.0
192,193,193,Ryuji Imada,104,"34' 10""",1149,40004.917,-92.0
193,194,194,Jaco Van Zyl,51,"35' 2""",606,21299.083,-4.0
194,195,195,José María Olazábal,52,"35' 4""",461,16298.333,7.0
195,196,196,Steve Wheatcroft,73,"35' 11""",816,29315.75,-18.0
