,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
0,1,1,Jeff Sluman,60,88.06,177,201,-0.39
1,2,2,José María Olazábal,52,86.88,139,160,-0.43
2,3,3,Steve Stricker,81,86.52,276,319,-0.5
3,4,4,Stephen Ames,81,86.08,266,309,-0.39
4,5,5,Cameron Beckman,96,85.92,409,476,-0.41
5,6,6,Tiger Woods,63,85.91,189,220,-0.53
6,7,7,Robert Allenby,90,85.37,315,369,-0.45
7,8,8,Adam Scott,69,85.27,272,319,-0.51
8,9,9,Jeff Gove,103,85.14,441,518,-0.38
9,T10,T10,Rich Beem,89,85.0,323,380,-0.46
10,T10,T10,Justin Leonard,95,85.0,340,400,-0.36
11,12,12,Justin Rose,63,84.85,168,198,-0.41
12,13,13,Stephen Leaney,82,84.78,284,335,-0.36
13,14,14,Joey Sindelar,75,84.71,288,340,-0.38
14,15,15,J.J. Henry,86,84.57,307,363,-0.44
15,16,16,Phil Mickelson,73,84.49,256,303,-0.54
16,17,17,Mathew Goggin,97,84.32,414,491,-0.42
17,18,18,Lee Janzen,66,84.29,220,261,-0.38
18,19,19,Jim Furyk,84,84.14,260,309,-0.44
19,20,20,Sergio Garcia,68,83.97,220,262,-0.46
20,21,21,Michael Putnam,96,83.75,366,437,-0.39
21,22,22,John Senden,97,83.6,372,445,-0.45
22,T23,T23,Chris Riley,59,83.59,219,262,-0.4
23,T23,T23,Brandt Snedeker,105,83.59,331,396,-0.44
24,25,25,Arron Oberholser,69,83.58,224,268,-0.41
25,26,26,Craig Barlow,52,83.52,218,261,-0.42
26,27,27,Tim Petrovic,106,83.44,408,489,-0.47
27,28,28,Matt Kuchar,85,83.38,281,337,-0.39
28,29,29,Brett Wetterich,88,83.29,339,407,-0.44
29,30,30,Bubba Dickerson,51,83.21,228,274,-0.4
30,T31,T31,Shigeki Maruyama,84,83.12,320,385,-0.44
31,T31,T31,Billy Mayfair,98,83.12,320,385,-0.44
32,33,33,Kent Jones,97,83.04,382,460,-0.43
33,34,34,Alex Cejka,80,83.03,367,442,-0.41
34,35,35,Joe Durant,88,83.02,352,424,-0.34
35,36,36,Ernie Els,59,82.99,200,241,-0.47
36,37,37,Vijay Singh,102,82.97,414,499,-0.47
37,38,38,David Toms,80,82.93,272,328,-0.39
38,39,39,Steve Flesch,100,82.89,378,456,-0.38
39,40,40,Woody Austin,95,82.82,347,419,-0.39
40,41,41,Jerry Kelly,101,82.81,318,384,-0.42
41,42,42,Briny Baird,115,82.79,486,587,-0.41
42,43,43,Michael Allen,74,82.78,274,331,-0.42
43,44,44,Craig Kanada,109,82.77,389,470,-0.35
44,45,45,Stewart Cink,91,82.75,307,371,-0.46
45,46,46,Bob Heintz,85,82.74,326,394,-0.44
46,47,47,Geoff Ogilvy,84,82.72,316,382,-0.42
47,48,48,Michael Boyd,61,82.69,234,283,-0.32
48,49,49,Nick O'Hern,72,82.66,205,248,-0.44
49,50,50,Stuart Appleby,74,82.47,254,308,-0.41
50,51,51,Billy Andrade,88,82.42,347,421,-0.44
51,52,52,Freddie Jacobson,70,82.37,299,363,-0.43
52,T53,T53,Tom Lehman,62,82.35,196,238,-0.36
53,T53,T53,Bubba Watson,80,82.35,378,459,-0.43
54,55,55,Will MacKenzie,100,82.34,429,521,-0.42
55,56,56,Ryuji Imada,104,82.28,376,457,-0.45
56,57,57,Nathan Green,103,82.2,351,427,-0.47
57,58,58,Richard Johnson,93,82.02,301,367,-0.33
58,59,59,Corey Pavin,81,82.0,246,300,-0.43
59,T60,T60,Paul Goydos,60,81.99,173,211,-0.34
60,T60,T60,Sean O'Hair,98,81.99,387,472,-0.47
61,62,62,Jeff Maggert,79,81.9,362,442,-0.39
62,63,63,Steve Wheatcroft,73,81.89,294,359,-0.43
63,64,64,Robert Gamez,88,81.87,316,386,-0.41
64,65,65,Ryan Armour,107,81.85,424,518,-0.4
65,66,66,Jonathan Byrd,73,81.71,268,328,-0.5
66,67,67,Shaun Micheel,91,81.67,294,360,-0.3
67,68,68,Jason Bohn,57,81.64,209,256,-0.49
68,69,69,Fred Funk,65,81.62,191,234,-0.41
69,T70,T70,Tom Byrum,50,81.57,177,217,-0.38
70,T70,T70,Glen Day,85,81.57,332,407,-0.37
71,T70,T70,Kirk Triplett,77,81.57,301,369,-0.39
72,73,73,Bob Estes,88,81.56,314,385,-0.48
73,74,74,Charlie Wi,90,81.55,358,439,-0.46
74,75,75,Heath Slocum,101,81.47,365,448,-0.44
75,76,76,Ian Poulter,63,81.31,161,198,-0.45
