,Approach_200-225_yards_RTP_RANK THIS WEEK,Approach_200-225_yards_RTP_RANK LAST WEEK,Approach_200-225_yards_RTP_PLAYER NAME,Approach_200-225_yards_RTP_ROUNDS,Approach_200-225_yards_RTP_AVG RTP
70,T70,T70,Steve Elkington,87,+.009
71,T70,T70,Nick Watney,87,+.009
72,73,73,Geoff Ogilvy,84,+.010
73,74,74,J.J. Henry,86,+.011
74,75,75,Davis Love III,66,+.012
75,76,76,D.J. Brigman,67,+.014
76,77,77,Kent Jones,97,+.015
77,T78,T78,Charley Hoffman,97,+.018
78,T78,T78,Kevin Sutherland,85,+.018
79,T80,T80,Stephen Ames,81,+.020
80,T80,T80,Rory Sabbatini,81,+.020
81,82,82,Jonathan Byrd,73,+.021
82,83,83,Matt Kuchar,85,+.022
83,84,84,Mathew Goggin,97,+.023
84,85,85,Steve Flesch,100,+.027
85,86,86,Mark Brooks,53,+.028
86,T87,T87,Tom Byrum,50,+.030
87,T87,T87,John Rollins,102,+.030
88,89,89,Brett Quigley,79,+.031
89,90,90,Billy Andrade,88,+.034
90,91,91,Frank Lickliter II,95,+.035
91,T92,T92,Craig Barlow,52,+.036
92,T92,T92,Tripp Isenhour,86,+.036
93,T94,T94,Rocco Mediate,72,+.037
94,T94,T94,Jesper Parnevik,88,+.037
95,T94,T94,Dicky Pride,71,+.037
96,97,97,Boo Weekley,101,+.038
97,98,98,Corey Pavin,81,+.039
98,99,99,Jarrod Lyle,77,+.040
99,T100,T100,Woody Austin,95,+.041
100,T100,T100,Mark Hensby,81,+.041
101,102,102,Paul Gow,70,+.042
102,T103,T103,Scott Verplank,82,+.043
103,T103,T103,Bubba Watson,80,+.043
104,T105,T105,Tommy Armour III,81,+.044
105,T105,T105,Freddie Jacobson,70,+.044
106,T105,T105,Craig Kanada,109,+.044
107,T105,T105,Jerry Kelly,101,+.044
108,T109,T109,Jason Dufner,100,+.045
109,T109,T109,J.B. Holmes,71,+.045
110,111,111,Rod Pampling,92,+.047
111,T112,T112,Andrew Buckle,77,+.049
112,T112,T112,Charles Warren,101,+.049
113,114,114,John Senden,97,+.051
114,115,115,Ted Purdy,102,+.052
115,T116,T116,Nathan Green,103,+.053
116,T116,T116,Parker McLachlin,83,+.053
117,T116,T116,David Toms,80,+.053
118,119,119,Bob Estes,88,+.054
119,120,120,John Mallinger,96,+.056
120,121,121,Mark Wilson,87,+.059
121,T122,T122,Robert Gamez,88,+.060
122,T122,T122,George McNeill,95,+.060
123,T122,T122,Charlie Wi,90,+.060
124,125,125,Doug LaBelle II,104,+.061
125,126,126,Troy Matteson,87,+.062
126,127,127,K.J. Choi,87,+.063
127,T128,T128,José Coceres,50,+.064
128,T128,T128,Glen Day,85,+.064
129,130,130,Marco Dawson,73,+.065
130,T131,T131,Briny Baird,115,+.066
131,T131,T131,Lee Janzen,66,+.066
132,133,133,David Branshaw,83,+.067
133,134,134,Todd Hamilton,76,+.068
134,135,135,Bart Bryant,87,+.069
135,T136,T136,Chris DiMarco,79,+.071
136,T136,T136,Bob Heintz,85,+.071
137,138,138,Greg Owen,81,+.073
138,139,139,Tim Herron,98,+.074
139,140,140,Jeff Overton,60,+.077
140,T141,T141,Jason Bohn,57,+.079
141,T141,T141,Fred Funk,65,+.079
142,143,143,Steve Wheatcroft,73,+.080
143,144,144,Jeff Maggert,79,+.085
144,145,145,Chad Campbell,96,+.086
145,146,146,Justin Leonard,95,+.087
146,147,147,Jeff Sluman,60,+.091
147,T148,T148,Daisuke Maruyama,86,+.092
148,T148,T148,Johnson Wagner,97,+.092
149,150,150,Jason Schultz,63,+.093
150,151,151,Gavin Coles,87,+.094
151,152,152,Shaun Micheel,91,+.095
152,153,153,Chris Stroud,66,+.096
153,T154,T154,Steve Marino,106,+.097
154,T154,T154,Michael Putnam,96,+.097
155,T156,T156,Joey Sindelar,75,+.098
156,T156,T156,Bob Tway,103,+.098
157,158,158,Jeff Quinney,95,+.099
158,159,159,Rich Barcelo,80,+.100
159,160,160,Nick O'Hern,72,+.103
160,161,161,Brendon de Jonge,76,+.104
161,T162,T162,Steve Allan,63,+.105
162,T162,T162,Rich Beem,89,+.105
163,T162,T162,Jason Gore,86,+.105
164,T162,T162,Ryan Moore,92,+.105
165,166,166,Peter Lonard,85,+.109
166,167,167,Richard Johnson,93,+.111
167,T168,T168,Tom Johnson,74,+.115
168,T168,T168,Craig Lile,77,+.115
169,170,170,Ryan Armour,107,+.118
170,T171,T171,D.J. Trahan,99,+.121
171,T171,T171,Jaco Van Zyl,51,+.121
172,173,173,Craig Bowden,78,+.129
173,174,174,Bubba Dickerson,51,+.130
174,T175,T175,Brian Gay,107,+.131
175,T175,T175,Ryuji Imada,104,+.131
176,T175,T175,Mike Weir,82,+.131
177,T178,T178,Harrison Frazar,88,+.132
178,T178,T178,Jim Rutledge,59,+.132
179,180,180,José María Olazábal,52,+.138
180,181,181,Ian Poulter,63,+.140
181,T182,T182,Ben Curtis,80,+.143
182,T182,T182,Anders Hansen,55,+.143
183,T182,T182,Chris Riley,59,+.143
184,T185,T185,Matt Hendrix,63,+.145
185,T185,T185,Darron Stiles,65,+.145
186,187,187,Joe Durant,88,+.150
187,188,188,Bo Van Pelt,104,+.161
188,189,189,Bryce Molder,56,+.188
189,190,190,Kevin Stadler,95,+.189
190,191,191,Chris Tidland,59,+.194
191,192,192,Michael Boyd,61,+.198
192,193,193,Kyle Reifers,71,+.202
193,194,194,Paul Goydos,60,+.206
194,195,195,Brian Bateman,55,+.243
195,196,196,Jeff Brehaut,59,+.281
