,GIR_Percentage_-__100_yards_RANK THIS WEEK,GIR_Percentage_-__100_yards_RANK LAST WEEK,GIR_Percentage_-__100_yards_PLAYER NAME,GIR_Percentage_-__100_yards_ROUNDS,GIR_Percentage_-__100_yards_%,GIR_Percentage_-__100_yards_GREENS HIT,GIR_Percentage_-__100_yards_TOTAL HOLES,GIR_Percentage_-__100_yards_RELATIVE TO PAR
0,1,1,José María Olazábal,52,93.4,99,106,-0.56
1,2,2,Jeff Sluman,60,91.74,111,121,-0.46
2,3,3,Jeff Gove,103,90.25,287,318,-0.47
3,4,4,Richard Johnson,93,90.24,185,205,-0.43
4,5,5,Steve Stricker,81,90.2,184,204,-0.57
5,6,6,Kent Jones,97,89.75,254,283,-0.5
6,7,7,Joey Sindelar,75,89.42,186,208,-0.47
7,8,8,Justin Leonard,95,89.19,198,222,-0.43
8,T9,T9,Jason Bohn,57,89.17,140,157,-0.61
9,T9,T9,J.J. Henry,86,89.17,214,240,-0.54
10,T11,T11,Robert Allenby,90,89.08,204,229,-0.56
11,T11,T11,Stewart Cink,91,89.08,204,229,-0.55
12,13,13,Stephen Ames,81,88.95,169,190,-0.49
13,14,14,Lee Janzen,66,88.89,152,171,-0.44
14,15,15,Tiger Woods,63,88.81,127,143,-0.63
15,16,16,Adam Scott,69,88.55,201,227,-0.6
16,17,17,Ernie Els,59,88.46,138,156,-0.61
17,18,18,Rich Beem,89,88.38,213,241,-0.54
18,19,19,Jonathan Byrd,73,88.37,190,215,-0.56
19,20,20,Cameron Beckman,96,88.22,262,297,-0.49
20,21,21,Jim Furyk,84,88.17,164,186,-0.54
21,22,22,Freddie Jacobson,70,88.07,192,218,-0.51
22,23,23,Mark Hensby,81,87.9,218,248,-0.45
23,24,24,Rich Barcelo,80,87.82,209,238,-0.5
24,25,25,Brett Wetterich,88,87.77,244,278,-0.57
25,26,26,Billy Mayfair,98,87.76,215,245,-0.54
26,27,27,Brandt Snedeker,105,87.71,207,236,-0.5
27,28,28,Kirk Triplett,77,87.5,196,224,-0.46
28,29,29,Shigeki Maruyama,84,87.45,216,247,-0.5
29,30,30,Michael Putnam,96,87.26,226,259,-0.5
30,T31,T31,Joe Durant,88,87.23,239,274,-0.44
31,T31,T31,John Senden,97,87.23,246,282,-0.58
32,33,33,Steve Flesch,100,87.14,244,280,-0.5
33,34,34,Anders Hansen,55,87.1,81,93,-0.52
34,35,35,Mathew Goggin,97,87.07,276,317,-0.5
35,36,36,Matt Kuchar,85,87.02,181,208,-0.51
36,37,37,Aaron Baddeley,83,87.01,201,231,-0.6
37,38,38,John Daly,59,86.9,199,229,-0.53
38,39,39,Johnson Wagner,97,86.82,257,296,-0.49
39,40,40,Geoff Ogilvy,84,86.78,210,242,-0.5
40,41,41,Vijay Singh,102,86.73,294,339,-0.53
41,T42,T42,Steve Lowery,74,86.67,221,255,-0.47
42,T42,T42,Justin Rose,63,86.67,104,120,-0.54
43,44,44,Arron Oberholser,69,86.59,142,164,-0.47
44,45,45,Tim Petrovic,106,86.54,270,312,-0.55
45,46,46,Alex Cejka,80,86.46,249,288,-0.51
46,47,47,Bubba Dickerson,51,86.41,159,184,-0.48
47,48,48,Craig Barlow,52,86.34,139,161,-0.5
48,T49,T49,Ryuji Imada,104,86.22,244,283,-0.55
49,T49,T49,Stephen Leaney,82,86.22,169,196,-0.44
50,51,51,K.J. Choi,87,86.18,187,217,-0.6
51,52,52,Sergio Garcia,68,86.13,149,173,-0.54
52,53,53,D.J. Trahan,99,86.12,304,353,-0.45
53,54,54,Chris Riley,59,86.08,136,158,-0.42
54,55,55,Shaun Micheel,91,86.03,197,229,-0.38
55,56,56,Charlie Wi,90,86.01,209,243,-0.61
56,57,57,Stuart Appleby,74,86.0,172,200,-0.49
57,58,58,Michael Allen,74,85.98,184,214,-0.49
58,59,59,Hunter Mahan,91,85.97,190,221,-0.58
59,60,60,Steve Wheatcroft,73,85.95,208,242,-0.49
60,61,61,Heath Slocum,101,85.92,238,277,-0.51
61,T62,T62,Tim Herron,98,85.82,242,282,-0.43
62,T62,T62,Rod Pampling,92,85.82,230,268,-0.57
63,64,64,Tom Lehman,62,85.81,127,148,-0.48
64,65,65,Mark Calcavecchia,93,85.77,229,267,-0.59
