,Approaches_from__275_yards_Rgh_RANK THIS WEEK,Approaches_from__275_yards_Rgh_RANK LAST WEEK,Approaches_from__275_yards_Rgh_PLAYER NAME,Approaches_from__275_yards_Rgh_ROUNDS,Approaches_from__275_yards_Rgh_AVG,Approaches_from__275_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__275_yards_Rgh_# OF ATTEMPTS,Approaches_from__275_yards_Rgh_RELATIVE TO PAR
0,1,1,Dicky Pride,71,"1' 6""",1.5,1,-1
1,2,2,Chad Campbell,96,"11' 11""",11.917,1,-1
2,3,3,John Daly,59,"34' 6""",103.583,3,-3
3,4,4,David Branshaw,83,"40' 9""",40.75,1,-1
4,5,5,Bill Haas,93,"49' 2""",196.583,4,-6
5,6,6,Steve Elkington,87,"49' 6""",49.5,1,E
6,7,7,Brett Wetterich,88,"52' 2""",104.333,2,-1
7,8,8,Peter Lonard,85,"53' 10""",53.833,1,E
8,9,9,Craig Barlow,52,"53' 11""",107.75,2,-1
9,10,10,Joe Durant,88,"56' 9""",56.75,1,E
10,11,11,Andrew Buckle,77,"62' 8""",125.25,2,E
11,12,12,Robert Allenby,90,"63' 7""",127.083,2,-1
12,13,13,Matt Hendrix,63,"68' 7""",137.167,2,-1
13,14,14,Will MacKenzie,100,"70' 6""",70.5,1,-1
14,15,15,Padraig Harrington,64,"71' 9""",430.583,6,-6
15,16,16,Paul Gow,70,"72' 2""",144.333,2,E
16,17,17,John Senden,97,"72' 3""",216.833,3,-1
17,18,18,Mathew Goggin,97,"73' 3""",146.417,2,-2
18,19,19,George McNeill,95,"73' 11""",295.5,4,-5
19,20,20,Daisuke Maruyama,86,"76' 3""",152.5,2,-1
20,21,21,Paul Stankowski,52,"77' 11""",233.833,3,-1
21,22,22,Shaun Micheel,91,"78' 7""",78.583,1,E
22,23,23,Justin Rose,63,"79' 6""",79.5,1,-1
23,24,24,Brett Quigley,79,"79' 8""",159.333,2,-1
24,25,25,J.B. Holmes,71,"79' 10""",159.667,2,E
25,26,26,Jeff Brehaut,59,"80' 1""",240.25,3,E
26,27,27,D.J. Trahan,99,"81' 0""",324.0,4,-1
27,28,28,Bob Tway,103,"82' 6""",164.917,2,-2
28,29,29,Charley Hoffman,97,"82' 8""",247.917,3,-2
29,T30,T30,Jeff Quinney,95,"83' 4""",250.083,3,-2
30,T30,T30,Kirk Triplett,77,"83' 4""",83.333,1,+1
31,32,32,Brian Gay,107,"83' 5""",250.167,3,-1
32,33,33,Phil Mickelson,73,"83' 7""",250.833,3,-1
33,34,34,Michael Putnam,96,"83' 10""",419.0,5,-2
34,35,35,Nick Watney,87,"84' 7""",338.167,4,-3
35,36,36,Bart Bryant,87,"85' 0""",85.0,1,E
36,37,37,Nick O'Hern,72,"85' 7""",256.83299999999997,3,-2
