,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
0,1,1,Craig Bowden,78,-0.23399999999999999
1,2,2,Vijay Singh,102,-0.233
2,3,3,Steve Stricker,81,-0.226
3,4,4,Ian Poulter,63,-0.221
4,5,5,Chris Riley,59,-0.209
5,6,6,Tiger Woods,63,-0.205
6,7,7,Scott Verplank,82,-0.2
7,T8,T8,Tim Clark,66,-0.19899999999999998
8,T8,T8,Chris Stroud,66,-0.19899999999999998
9,10,10,Corey Pavin,81,-0.198
10,11,11,Rocco Mediate,72,-0.19399999999999998
11,12,12,Brian Gay,107,-0.182
12,13,13,Woody Austin,95,-0.175
13,14,14,Tim Petrovic,106,-0.17300000000000001
14,15,15,Jarrod Lyle,77,-0.172
15,T16,T16,Brendon de Jonge,76,-0.171
16,T16,T16,Freddie Jacobson,70,-0.171
17,T18,T18,Jerry Kelly,101,-0.168
18,T18,T18,Bo Van Pelt,104,-0.168
19,T20,T20,Alex Cejka,80,-0.16699999999999998
20,T20,T20,Sean O'Hair,98,-0.16699999999999998
21,T20,T20,Rory Sabbatini,81,-0.16699999999999998
22,23,23,Jeff Maggert,79,-0.166
23,T24,T24,Ryan Armour,107,-0.163
24,T24,T24,Mark Calcavecchia,93,-0.163
25,T24,T24,Daniel Chopra,106,-0.163
26,T24,T24,Charles Warren,101,-0.163
27,T28,T28,Craig Lile,77,-0.162
28,T28,T28,Arron Oberholser,69,-0.162
29,30,30,Phil Mickelson,73,-0.161
30,31,31,Jim Furyk,84,-0.16
31,32,32,Bart Bryant,87,-0.159
32,T33,T33,Shigeki Maruyama,84,-0.157
33,T33,T33,Joe Ogilvie,102,-0.157
34,T33,T33,Jay Williamson,50,-0.157
35,T36,T36,Cameron Beckman,96,-0.155
36,T36,T36,Nathan Green,103,-0.155
37,T36,T36,Steve Lowery,74,-0.155
38,T36,T36,Charlie Wi,90,-0.155
39,T40,T40,Glen Day,85,-0.154
40,T40,T40,Will MacKenzie,100,-0.154
41,42,42,Steve Wheatcroft,73,-0.152
42,43,43,Darron Stiles,65,-0.151
43,T44,T44,Jason Dufner,100,-0.15
44,T44,T44,Ryuji Imada,104,-0.15
45,T44,T44,Jesper Parnevik,88,-0.15
46,47,47,Briny Baird,115,-0.149
47,48,48,Tripp Isenhour,86,-0.145
48,T49,T49,Billy Andrade,88,-0.142
49,T49,T49,Geoff Ogilvy,84,-0.142
50,T51,T51,John Rollins,102,-0.14
51,T51,T51,Heath Slocum,101,-0.14
52,53,53,Gavin Coles,87,-0.138
53,54,54,Bubba Dickerson,51,-0.13699999999999998
54,55,55,Scott Gutschewski,67,-0.135
55,56,56,Brandt Snedeker,105,-0.133
56,57,57,Lucas Glover,98,-0.132
57,T58,T58,Stephen Ames,81,-0.131
58,T58,T58,Fred Funk,65,-0.131
59,T60,T60,Bob Estes,88,-0.13
60,T60,T60,Craig Kanada,109,-0.13
61,T62,T62,John Mallinger,96,-0.128
62,T62,T62,Jeff Overton,60,-0.128
63,T62,T62,Michael Sim,52,-0.128
64,T65,T65,Stewart Cink,91,-0.127
65,T65,T65,Robert Gamez,88,-0.127
66,T65,T65,Kevin Sutherland,85,-0.127
67,68,68,Michael Boyd,61,-0.125
68,T69,T69,Bob Heintz,85,-0.12300000000000001
69,T69,T69,Lee Janzen,66,-0.12300000000000001
70,T69,T69,Ted Purdy,102,-0.12300000000000001
71,72,72,Zach Johnson,76,-0.12
72,73,73,Frank Lickliter II,95,-0.11800000000000001
73,74,74,Parker McLachlin,83,-0.11599999999999999
74,T75,T75,Marco Dawson,73,-0.115
75,T75,T75,Adam Scott,69,-0.115
76,T75,T75,Bubba Watson,80,-0.115
77,78,78,Brian Davis,101,-0.114
78,79,79,Tommy Armour III,81,-0.11
79,T80,T80,Mathias Grönberg,95,-0.109
80,T80,T80,Jeff Sluman,60,-0.109
81,T80,T80,David Toms,80,-0.109
82,T83,T83,John Merrick,92,-0.107
83,T83,T83,Kirk Triplett,77,-0.107
84,T83,T83,Boo Weekley,101,-0.107
85,86,86,Doug LaBelle II,104,-0.106
86,87,87,Jason Gore,86,-0.10400000000000001
87,88,88,Dicky Pride,71,-0.10300000000000001
88,89,89,Rich Beem,89,-0.102
89,90,90,Robert Garrigus,95,-0.10099999999999999
90,T91,T91,Paul Gow,70,-0.1
91,T91,T91,Cliff Kresge,107,-0.1
92,T91,T91,Jason Schultz,63,-0.1
93,T94,T94,Rich Barcelo,80,-0.099
94,T94,T94,Steve Elkington,87,-0.099
95,T96,T96,Steve Allan,63,-0.098
96,T96,T96,Michael Allen,74,-0.098
97,T96,T96,Matt Kuchar,85,-0.098
98,99,99,Mark Brooks,53,-0.09699999999999999
99,100,100,Ryan Moore,92,-0.096
100,101,101,Kenny Perry,83,-0.095
101,102,102,Sergio Garcia,68,-0.09
102,T103,T103,Mathew Goggin,97,-0.08900000000000001
103,T103,T103,Tom Johnson,74,-0.08900000000000001
104,105,105,Ken Duke,112,-0.08800000000000001
105,106,106,Steve Marino,106,-0.087
106,107,107,Aaron Baddeley,83,-0.086
107,T108,T108,Craig Barlow,52,-0.08199999999999999
108,T108,T108,Charley Hoffman,97,-0.08199999999999999
109,T108,T108,J.B. Holmes,71,-0.08199999999999999
110,T108,T108,Nick O'Hern,72,-0.08199999999999999
111,T112,T112,Anders Hansen,55,-0.081
112,T112,T112,J.P. Hayes,89,-0.081
113,T112,T112,Justin Rose,63,-0.081
114,T112,T112,Chris Tidland,59,-0.081
115,116,116,Kent Jones,97,-0.08
116,T117,T117,Justin Leonard,95,-0.079
117,T117,T117,Hunter Mahan,91,-0.079
118,T117,T117,Nick Watney,87,-0.079
119,T120,T120,Chris Couch,76,-0.078
120,T120,T120,John Senden,97,-0.078
121,T122,T122,Tom Lehman,62,-0.076
122,T122,T122,Rod Pampling,92,-0.076
123,T122,T122,Tom Pernice Jr.,104,-0.076
124,T122,T122,Johnson Wagner,97,-0.076
125,126,126,Troy Matteson,87,-0.075
126,T127,T127,Stuart Appleby,74,-0.07400000000000001
127,T127,T127,Paul Stankowski,52,-0.07400000000000001
128,129,129,Michael Putnam,96,-0.073
129,130,130,Bob Tway,103,-0.07200000000000001
130,T131,T131,Bill Haas,93,-0.07
131,T131,T131,Pat Perez,84,-0.07
132,T131,T131,Brett Wetterich,88,-0.07
133,134,134,Stephen Leaney,82,-0.069
134,135,135,Billy Mayfair,98,-0.068
135,T136,T136,Jeff Brehaut,59,-0.067
136,T136,T136,Mike Weir,82,-0.067
137,138,138,Harrison Frazar,88,-0.066
138,T139,T139,K.J. Choi,87,-0.064
139,T139,T139,Tim Herron,98,-0.064
140,T139,T139,Daisuke Maruyama,86,-0.064
141,T142,T142,Robert Allenby,90,-0.063
142,T142,T142,Tag Ridings,52,-0.063
143,T144,T144,Luke Donald,69,-0.062
144,T144,T144,Paul Goydos,60,-0.062
145,T146,T146,Chris DiMarco,79,-0.061
146,T146,T146,George McNeill,95,-0.061
147,T148,T148,Kevin Na,84,-0.059000000000000004
148,T148,T148,Jaco Van Zyl,51,-0.059000000000000004
149,150,150,Ernie Els,59,-0.057
150,T151,T151,Ben Curtis,80,-0.055999999999999994
151,T151,T151,Kyle Reifers,71,-0.055999999999999994
152,T153,T153,Tom Byrum,50,-0.055
153,T153,T153,Camilo Villegas,82,-0.055
154,155,155,Eric Axley,107,-0.054000000000000006
155,156,156,Ryan Palmer,91,-0.053
156,157,157,Jonathan Byrd,73,-0.051
157,158,158,Dean Wilson,92,-0.05
158,159,159,Matt Hendrix,63,-0.048
159,160,160,Steve Flesch,100,-0.047
160,T161,T161,Brian Bateman,55,-0.045
161,T161,T161,D.J. Brigman,67,-0.045
162,T163,T163,Andrew Buckle,77,-0.044000000000000004
163,T163,T163,Greg Owen,81,-0.044000000000000004
164,165,165,Kevin Stadler,95,-0.043
165,T166,T166,J.J. Henry,86,-0.042
166,T166,T166,Carl Pettersson,111,-0.042
167,168,168,D.J. Trahan,99,-0.039
168,169,169,Bryce Molder,56,-0.037000000000000005
169,T170,T170,Jim Rutledge,59,-0.036000000000000004
170,T170,T170,Joey Sindelar,75,-0.036000000000000004
171,172,172,Richard Johnson,93,-0.034
172,173,173,Jason Bohn,57,-0.031
173,174,174,Peter Lonard,85,-0.03
174,175,175,Jeff Gove,103,-0.028999999999999998
175,176,176,Todd Hamilton,76,-0.027999999999999997
176,177,177,David Branshaw,83,-0.027000000000000003
