,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
177,T178,T178,Chad Campbell,96,-0.024
178,T178,T178,Mark Wilson,87,-0.024
179,180,180,Joe Durant,88,-0.022000000000000002
180,181,181,Jeff Quinney,95,-0.02
181,182,182,Shaun Micheel,91,-0.019
182,183,183,Charles Howell III,89,-0.018000000000000002
183,184,184,Anthony Kim,93,-0.016
184,185,185,Vaughn Taylor,91,-0.013999999999999999
185,186,186,Davis Love III,66,-0.012
186,187,187,Mark Hensby,81,-0.009000000000000001
187,188,188,Brett Quigley,79,-0.006
188,189,189,Duffy Waldorf,69,0.006
189,190,190,Trevor Immelman,74,0.006999999999999999
190,191,191,Henrik Stenson,52,0.01
191,192,192,Padraig Harrington,64,0.027000000000000003
192,193,193,José Coceres,50,0.044000000000000004
193,194,194,John Daly,59,0.045
194,195,195,Retief Goosen,50,0.054000000000000006
195,196,196,José María Olazábal,52,0.071
