,Fairway_Approach_RTP_Score_RANK THIS WEEK,Fairway_Approach_RTP_Score_RANK LAST WEEK,Fairway_Approach_RTP_Score_PLAYER NAME,Fairway_Approach_RTP_Score_ROUNDS,Fairway_Approach_RTP_Score_AVG RTP
0,1,1,Tiger Woods,63,-0.183
1,2,2,Phil Mickelson,73,-0.13699999999999998
2,T3,T3,Rory Sabbatini,81,-0.135
3,T3,T3,Steve Stricker,81,-0.135
4,5,5,K.J. Choi,87,-0.13
5,6,6,Tim Clark,66,-0.125
6,T7,T7,Aaron Baddeley,83,-0.12300000000000001
7,T7,T7,Adam Scott,69,-0.12300000000000001
8,9,9,Vijay Singh,102,-0.122
9,10,10,Sergio Garcia,68,-0.11800000000000001
10,11,11,Ernie Els,59,-0.11599999999999999
11,T12,T12,Lucas Glover,98,-0.11
12,T12,T12,Freddie Jacobson,70,-0.11
13,14,14,Jim Furyk,84,-0.10800000000000001
14,15,15,Zach Johnson,76,-0.10300000000000001
15,16,16,Sean O'Hair,98,-0.10099999999999999
16,T17,T17,Jonathan Byrd,73,-0.1
17,T17,T17,Tom Lehman,62,-0.1
18,T17,T17,Justin Rose,63,-0.1
19,20,20,Alex Cejka,80,-0.096
20,21,21,Camilo Villegas,82,-0.09300000000000001
21,T22,T22,Kevin Na,84,-0.092
22,T22,T22,Jeff Overton,60,-0.092
23,24,24,Charlie Wi,90,-0.091
24,T25,T25,Anthony Kim,93,-0.08800000000000001
25,T25,T25,Rod Pampling,92,-0.08800000000000001
26,T25,T25,Michael Sim,52,-0.08800000000000001
27,T25,T25,Bo Van Pelt,104,-0.08800000000000001
28,29,29,Carl Pettersson,111,-0.087
29,30,30,Jay Williamson,50,-0.086
30,31,31,Michael Allen,74,-0.084
31,32,32,Craig Lile,77,-0.083
32,33,33,Matt Kuchar,85,-0.08199999999999999
33,T34,T34,David Toms,80,-0.081
34,T34,T34,Scott Verplank,82,-0.081
35,T36,T36,Briny Baird,115,-0.08
36,T36,T36,Ryuji Imada,104,-0.08
37,T36,T36,Heath Slocum,101,-0.08
38,T36,T36,Charles Warren,101,-0.08
39,T40,T40,Mark Calcavecchia,93,-0.079
40,T40,T40,Stewart Cink,91,-0.079
41,T40,T40,Nathan Green,103,-0.079
42,T43,T43,Steve Lowery,74,-0.078
43,T43,T43,Brandt Snedeker,105,-0.078
44,T43,T43,Chris Stroud,66,-0.078
45,T46,T46,Tom Pernice Jr.,104,-0.077
46,T46,T46,Tim Petrovic,106,-0.077
47,48,48,Joe Ogilvie,102,-0.076
48,49,49,Chris Riley,59,-0.075
49,50,50,Will MacKenzie,100,-0.07400000000000001
50,T51,T51,Robert Allenby,90,-0.07200000000000001
51,T51,T51,Jeff Maggert,79,-0.07200000000000001
52,T51,T51,John Rollins,102,-0.07200000000000001
53,T54,T54,Daniel Chopra,106,-0.071
54,T54,T54,Charles Howell III,89,-0.071
55,T54,T54,Jesper Parnevik,88,-0.071
56,T57,T57,Steve Elkington,87,-0.07
57,T57,T57,Stephen Leaney,82,-0.07
58,T57,T57,Arron Oberholser,69,-0.07
59,60,60,Brendon de Jonge,76,-0.069
60,61,61,Geoff Ogilvy,84,-0.067
61,T62,T62,Kent Jones,97,-0.066
62,T62,T62,Hunter Mahan,91,-0.066
63,T62,T62,Pat Perez,84,-0.066
64,T62,T62,Kenny Perry,83,-0.066
65,T66,T66,Bart Bryant,87,-0.065
66,T66,T66,Brian Gay,107,-0.065
67,T66,T66,Jerry Kelly,101,-0.065
68,T69,T69,Ken Duke,112,-0.064
69,T69,T69,J.P. Hayes,89,-0.064
70,T69,T69,Tim Herron,98,-0.064
71,T69,T69,Ryan Moore,92,-0.064
72,T69,T69,Johnson Wagner,97,-0.064
73,T69,T69,Nick Watney,87,-0.064
74,T75,T75,Steve Allan,63,-0.063
75,T75,T75,Rich Barcelo,80,-0.063
76,T75,T75,Jarrod Lyle,77,-0.063
77,T75,T75,Dicky Pride,71,-0.063
78,T75,T75,Vaughn Taylor,91,-0.063
79,T80,T80,Cameron Beckman,96,-0.062
80,T80,T80,Bob Estes,88,-0.062
81,T80,T80,Bill Haas,93,-0.062
82,T80,T80,Billy Mayfair,98,-0.062
83,T80,T80,Rocco Mediate,72,-0.062
84,T85,T85,Luke Donald,69,-0.061
85,T85,T85,Justin Leonard,95,-0.061
86,T85,T85,John Merrick,92,-0.061
87,T88,T88,Tommy Armour III,81,-0.06
88,T88,T88,Brian Davis,101,-0.06
89,T88,T88,Bob Heintz,85,-0.06
90,T88,T88,Charley Hoffman,97,-0.06
91,T88,T88,Ryan Palmer,91,-0.06
92,T88,T88,Tag Ridings,52,-0.06
93,94,94,John Senden,97,-0.059000000000000004
94,T95,T95,Stephen Ames,81,-0.057
95,T95,T95,Craig Bowden,78,-0.057
96,T95,T95,Troy Matteson,87,-0.057
97,T98,T98,Stuart Appleby,74,-0.055999999999999994
98,T98,T98,Mathias Grönberg,95,-0.055999999999999994
99,T98,T98,Cliff Kresge,107,-0.055999999999999994
100,T98,T98,Frank Lickliter II,95,-0.055999999999999994
101,T98,T98,Shaun Micheel,91,-0.055999999999999994
102,T98,T98,Kevin Sutherland,85,-0.055999999999999994
103,T104,T104,Anders Hansen,55,-0.055
