,Fairway_Approach_RTP_Score_RANK THIS WEEK,Fairway_Approach_RTP_Score_RANK LAST WEEK,Fairway_Approach_RTP_Score_PLAYER NAME,Fairway_Approach_RTP_Score_ROUNDS,Fairway_Approach_RTP_Score_AVG RTP
104,T104,T104,Steve Marino,106,-0.055
105,T104,T104,Bubba Watson,80,-0.055
106,T107,T107,Woody Austin,95,-0.054000000000000006
107,T107,T107,Robert Garrigus,95,-0.054000000000000006
108,T107,T107,Mathew Goggin,97,-0.054000000000000006
109,T107,T107,George McNeill,95,-0.054000000000000006
110,T107,T107,Michael Putnam,96,-0.054000000000000006
111,T112,T112,Shigeki Maruyama,84,-0.053
112,T112,T112,Ian Poulter,63,-0.053
113,T112,T112,Mike Weir,82,-0.053
114,115,115,Boo Weekley,101,-0.052000000000000005
115,116,116,Craig Kanada,109,-0.051
116,T117,T117,Rich Beem,89,-0.05
117,T117,T117,J.J. Henry,86,-0.05
118,T119,T119,Brett Quigley,79,-0.049
119,T119,T119,Dean Wilson,92,-0.049
120,T121,T121,Tripp Isenhour,86,-0.048
121,T121,T121,Paul Stankowski,52,-0.048
122,T121,T121,Brett Wetterich,88,-0.048
123,T124,T124,Ryan Armour,107,-0.047
124,T124,T124,Jason Bohn,57,-0.047
125,T124,T124,Andrew Buckle,77,-0.047
126,T124,T124,Jason Dufner,100,-0.047
127,T124,T124,Steve Flesch,100,-0.047
128,T129,T129,Craig Barlow,52,-0.046
129,T129,T129,Marco Dawson,73,-0.046
130,T131,T131,Billy Andrade,88,-0.045
131,T131,T131,Trevor Immelman,74,-0.045
132,133,133,Ted Purdy,102,-0.044000000000000004
133,T134,T134,Chad Campbell,96,-0.043
134,T134,T134,Jeff Quinney,95,-0.043
135,136,136,Doug LaBelle II,104,-0.042
136,137,137,Padraig Harrington,64,-0.040999999999999995
137,T138,T138,Robert Gamez,88,-0.04
138,T138,T138,Parker McLachlin,83,-0.04
139,T138,T138,Kirk Triplett,77,-0.04
140,T141,T141,Mark Brooks,53,-0.039
141,T141,T141,Jason Gore,86,-0.039
142,T141,T141,Jeff Gove,103,-0.039
143,T144,T144,Richard Johnson,93,-0.038
144,T144,T144,D.J. Trahan,99,-0.038
145,146,146,Glen Day,85,-0.036000000000000004
146,147,147,Nick O'Hern,72,-0.035
147,148,148,Lee Janzen,66,-0.034
148,T149,T149,Paul Goydos,60,-0.033
149,T149,T149,John Mallinger,96,-0.033
150,T151,T151,Jeff Brehaut,59,-0.032
151,T151,T151,Jason Schultz,63,-0.032
152,T153,T153,Harrison Frazar,88,-0.031
153,T153,T153,Mark Hensby,81,-0.031
154,T155,T155,Davis Love III,66,-0.03
155,T155,T155,Henrik Stenson,52,-0.03
156,T155,T155,Chris Tidland,59,-0.03
157,T158,T158,Chris DiMarco,79,-0.028999999999999998
158,T158,T158,Mark Wilson,87,-0.028999999999999998
159,160,160,D.J. Brigman,67,-0.027999999999999997
160,T161,T161,José Coceres,50,-0.027000000000000003
161,T161,T161,Paul Gow,70,-0.027000000000000003
162,T163,T163,Gavin Coles,87,-0.025
163,T163,T163,Matt Hendrix,63,-0.025
164,165,165,Scott Gutschewski,67,-0.024
165,T166,T166,Fred Funk,65,-0.023
166,T166,T166,Jeff Sluman,60,-0.023
167,T168,T168,Peter Lonard,85,-0.022000000000000002
168,T168,T168,Daisuke Maruyama,86,-0.022000000000000002
169,T168,T168,Steve Wheatcroft,73,-0.022000000000000002
170,171,171,Eric Axley,107,-0.021
171,172,172,Tom Byrum,50,-0.019
172,T173,T173,Corey Pavin,81,-0.018000000000000002
173,T173,T173,Joey Sindelar,75,-0.018000000000000002
174,T173,T173,Darron Stiles,65,-0.018000000000000002
175,T173,T173,Bob Tway,103,-0.018000000000000002
176,T173,T173,Duffy Waldorf,69,-0.018000000000000002
177,178,178,Retief Goosen,50,-0.013999999999999999
178,179,179,Chris Couch,76,-0.012
179,180,180,Greg Owen,81,-0.01
180,181,181,John Daly,59,-0.008
181,182,182,Jaco Van Zyl,51,-0.006999999999999999
182,183,183,Kyle Reifers,71,-0.006
183,184,184,Brian Bateman,55,-0.003
184,185,185,Joe Durant,88,-0.002
185,186,186,Tom Johnson,74,-0.001
186,187,187,Kevin Stadler,95,0.001
187,188,188,Bryce Molder,56,0.005
188,189,189,Ben Curtis,80,0.006999999999999999
189,190,190,David Branshaw,83,0.01
190,191,191,Michael Boyd,61,0.011000000000000001
191,T192,T192,José María Olazábal,52,0.015
192,T192,T192,Jim Rutledge,59,0.015
193,194,194,J.B. Holmes,71,0.016
194,195,195,Bubba Dickerson,51,0.019
195,196,196,Todd Hamilton,76,0.046
