,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
45,T46,T46,Kirk Triplett,77,-.545
46,T46,T46,Scott Verplank,82,-.545
47,48,48,John Senden,97,-.542
48,49,49,Jeff Maggert,79,-.533
49,50,50,Mark Hensby,81,-.529
50,51,51,Eric Axley,107,-.526
51,T52,T52,Michael Allen,74,-.500
52,T52,T52,Billy Andrade,88,-.500
53,T52,T52,Craig Barlow,52,-.500
54,T52,T52,Rich Beem,89,-.500
55,T52,T52,Tim Clark,66,-.500
56,T52,T52,Joe Durant,88,-.500
57,T52,T52,Paul Gow,70,-.500
58,T52,T52,Paul Goydos,60,-.500
59,T52,T52,Tom Johnson,74,-.500
60,T52,T52,Matt Kuchar,85,-.500
61,T52,T52,José María Olazábal,52,-.500
62,T52,T52,Joey Sindelar,75,-.500
63,T52,T52,Paul Stankowski,52,-.500
64,T52,T52,Dean Wilson,92,-.500
65,T66,T66,Ryuji Imada,104,-.481
66,T66,T66,Tim Petrovic,106,-.481
67,T66,T66,Charles Warren,101,-.481
68,69,69,David Branshaw,83,-.476
69,T70,T70,Ryan Armour,107,-.474
70,T70,T70,Kyle Reifers,71,-.474
71,72,72,Bo Van Pelt,104,-.471
72,73,73,Bill Haas,93,-.469
73,T74,T74,Kent Jones,97,-.467
74,T74,T74,Carl Pettersson,111,-.467
75,T76,T76,Tommy Armour III,81,-.462
76,T76,T76,Daniel Chopra,106,-.462
77,T78,T78,Alex Cejka,80,-.458
78,T78,T78,John Merrick,92,-.458
79,T78,T78,Joe Ogilvie,102,-.458
80,81,81,Steve Flesch,100,-.448
81,T82,T82,Chris Couch,76,-.444
82,T82,T82,Chris Riley,59,-.444
83,T82,T82,Mike Weir,82,-.444
84,T85,T85,Jeff Brehaut,59,-.440
85,T85,T85,Jeff Gove,103,-.440
86,T87,T87,Woody Austin,95,-.438
87,T87,T87,Kenny Perry,83,-.438
88,89,89,Ken Duke,112,-.435
89,90,90,Johnson Wagner,97,-.432
90,T91,T91,Luke Donald,69,-.429
91,T91,T91,Bob Estes,88,-.429
92,T91,T91,Ryan Moore,92,-.429
93,T94,T94,Jason Dufner,100,-.421
94,T94,T94,Steve Elkington,87,-.421
95,T94,T94,J.P. Hayes,89,-.421
96,T94,T94,Shigeki Maruyama,84,-.421
97,T94,T94,Adam Scott,69,-.421
98,T99,T99,Greg Owen,81,-.417
99,T99,T99,Dicky Pride,71,-.417
100,T101,T101,Lucas Glover,98,-.414
101,T101,T101,Mathias Grönberg,95,-.414
102,103,103,Steve Marino,106,-.409
103,T104,T104,Cameron Beckman,96,-.400
104,T104,T104,Mark Brooks,53,-.400
105,T104,T104,Bart Bryant,87,-.400
106,T104,T104,Sergio Garcia,68,-.400
107,T104,T104,Davis Love III,66,-.400
108,T104,T104,Troy Matteson,87,-.400
109,T104,T104,Jason Schultz,63,-.400
110,T111,T111,Bubba Dickerson,51,-.385
111,T111,T111,Will MacKenzie,100,-.385
112,113,113,Tom Pernice Jr.,104,-.381
113,T114,T114,Brian Gay,107,-.375
114,T114,T114,Sean O'Hair,98,-.375
115,T114,T114,Bob Tway,103,-.375
116,T117,T117,Daisuke Maruyama,86,-.368
117,T117,T117,Kevin Sutherland,85,-.368
118,T117,T117,Duffy Waldorf,69,-.368
119,T120,T120,Justin Leonard,95,-.364
120,T120,T120,George McNeill,95,-.364
121,T120,T120,David Toms,80,-.364
122,123,123,Briny Baird,115,-.360
123,124,124,Tim Herron,98,-.357
124,T125,T125,Stuart Appleby,74,-.353
125,T125,T125,Rich Barcelo,80,-.353
126,127,127,Michael Putnam,96,-.346
127,T128,T128,Marco Dawson,73,-.333
128,T128,T128,Tripp Isenhour,86,-.333
129,T128,T128,Craig Kanada,109,-.333
130,T128,T128,Jerry Kelly,101,-.333
131,T128,T128,Tom Lehman,62,-.333
132,T128,T128,Peter Lonard,85,-.333
133,T128,T128,John Mallinger,96,-.333
134,T128,T128,Arron Oberholser,69,-.333
135,T128,T128,Geoff Ogilvy,84,-.333
136,T128,T128,Ryan Palmer,91,-.333
137,T128,T128,Darron Stiles,65,-.333
138,T139,T139,Billy Mayfair,98,-.318
139,T139,T139,Jaco Van Zyl,51,-.318
140,141,141,Kevin Stadler,95,-.316
141,142,142,Nick Watney,87,-.313
142,143,143,Frank Lickliter II,95,-.310
143,T144,T144,Scott Gutschewski,67,-.308
144,T144,T144,Lee Janzen,66,-.308
145,T144,T144,Doug LaBelle II,104,-.308
146,T147,T147,Nathan Green,103,-.300
147,T147,T147,Rod Pampling,92,-.300
148,T147,T147,Rory Sabbatini,81,-.300
149,150,150,Cliff Kresge,107,-.294
150,151,151,Brian Davis,101,-.292
151,T152,T152,Stewart Cink,91,-.286
152,T152,T152,Bubba Watson,80,-.286
153,T154,T154,John Daly,59,-.273
154,T154,T154,Chris DiMarco,79,-.273
155,T154,T154,Corey Pavin,81,-.273
156,T154,T154,Ted Purdy,102,-.273
157,158,158,Chad Campbell,96,-.267
158,T159,T159,Robert Allenby,90,-.250
159,T159,T159,Jeff Overton,60,-.250
160,T159,T159,Brett Quigley,79,-.250
161,T159,T159,Mark Wilson,87,-.250
162,T163,T163,Mathew Goggin,97,-.231
163,T163,T163,Boo Weekley,101,-.231
164,T165,T165,Craig Bowden,78,-.222
165,T165,T165,Ben Curtis,80,-.222
166,T165,T165,Bryce Molder,56,-.222
167,168,168,Gavin Coles,87,-.214
168,T169,T169,José Coceres,50,-.200
169,T169,T169,Harrison Frazar,88,-.200
170,T169,T169,Retief Goosen,50,-.200
171,T169,T169,Padraig Harrington,64,-.200
172,T169,T169,Craig Lile,77,-.200
173,T169,T169,Rocco Mediate,72,-.200
174,T169,T169,Jim Rutledge,59,-.200
175,T169,T169,Heath Slocum,101,-.200
176,T177,T177,Glen Day,85,-.188
177,T177,T177,Parker McLachlin,83,-.188
178,T179,T179,Robert Gamez,88,-.176
179,T179,T179,Jason Gore,86,-.176
180,T179,T179,Jesper Parnevik,88,-.176
181,T182,T182,Chris Stroud,66,-.167
182,T182,T182,Steve Wheatcroft,73,-.167
183,184,184,Robert Garrigus,95,-.133
184,T185,T185,Steve Allan,63,-.125
185,T185,T185,Stephen Ames,81,-.125
186,187,187,Fred Funk,65,-.111
187,188,188,J.B. Holmes,71,-.100
188,189,189,Richard Johnson,93,-.091
189,190,190,Michael Boyd,61,-.083
190,T191,T191,Matt Hendrix,63,E
191,T191,T191,Ian Poulter,63,E
192,T191,T191,Tag Ridings,52,E
193,T191,T191,Jeff Sluman,60,E
194,T191,T191,Henrik Stenson,52,E
195,T191,T191,Camilo Villegas,82,E
