,Left_Rough_Proximity_RANK THIS WEEK,Left_Rough_Proximity_RANK LAST WEEK,Left_Rough_Proximity_PLAYER NAME,Left_Rough_Proximity_ROUNDS,Left_Rough_Proximity_AVG,Left_Rough_Proximity_ATTEMPTS,Left_Rough_Proximity_TOTAL DISTANCE (FEET),Left_Rough_Proximity_RELATIVE TO PAR
108,T108,T108,Arron Oberholser,69,"44' 7""",106,4726.917,12.0
109,T110,T110,Billy Andrade,88,"44' 8""",148,6608.6669999999995,22.0
110,T110,T110,Rocco Mediate,72,"44' 8""",94,4201.25,25.0
111,T110,T110,Vaughn Taylor,91,"44' 8""",121,5409.1669999999995,18.0
112,113,113,Chris Riley,59,"44' 9""",65,2907.333,15.0
113,114,114,Steve Marino,106,"44' 10""",135,6057.0830000000005,8.0
114,T115,T115,Davis Love III,66,"44' 11""",128,5746.25,18.0
115,T115,T115,Geoff Ogilvy,84,"44' 11""",86,3865.333,11.0
116,T115,T115,Ian Poulter,63,"44' 11""",62,2782.833,5.0
117,T115,T115,Kevin Sutherland,85,"44' 11""",123,5525.6669999999995,5.0
118,T119,T119,Eric Axley,107,"45' 1""",200,9010.083,37.0
119,T119,T119,Bart Bryant,87,"45' 1""",89,4009.417,9.0
120,T119,T119,Jeff Sluman,60,"45' 1""",75,3378.5,27.0
121,T119,T119,Johnson Wagner,97,"45' 1""",141,6351.9169999999995,20.0
122,T123,T123,Rich Barcelo,80,"45' 2""",116,5240.5,19.0
123,T123,T123,Jonathan Byrd,73,"45' 2""",104,4693.083,6.0
124,T123,T123,Rod Pampling,92,"45' 2""",121,5467.5830000000005,9.0
125,T126,T126,Mathew Goggin,97,"45' 3""",121,5470.6669999999995,19.0
126,T126,T126,Darron Stiles,65,"45' 3""",77,3481.833,20.0
127,T128,T128,Ryuji Imada,104,"45' 5""",163,7403.5830000000005,15.0
128,T128,T128,Adam Scott,69,"45' 5""",87,3951.25,19.0
129,130,130,Freddie Jacobson,70,"45' 6""",115,5228.0,12.0
130,T131,T131,Troy Matteson,87,"45' 7""",119,5423.6669999999995,24.0
131,T131,T131,Dean Wilson,92,"45' 7""",124,5654.9169999999995,9.0
132,133,133,Lucas Glover,98,"45' 8""",123,5613.8330000000005,11.0
133,134,134,Stephen Leaney,82,"45' 9""",123,5628.25,24.0
134,T135,T135,Robert Garrigus,95,"45' 10""",166,7608.25,8.0
135,T135,T135,Bryce Molder,56,"45' 10""",69,3163.667,13.0
136,T135,T135,Tiger Woods,63,"45' 10""",63,2887.417,-6.0
137,138,138,Jason Gore,86,"45' 11""",107,4909.75,6.0
138,139,139,Tom Johnson,74,"46' 0""",101,4647.583,30.0
139,T140,T140,Fred Funk,65,"46' 1""",62,2859.5,11.0
140,T140,T140,Steve Lowery,74,"46' 1""",110,5066.333,35.0
141,142,142,Bill Haas,93,"46' 2""",126,5820.9169999999995,14.0
142,T143,T143,Brian Gay,107,"46' 3""",107,4949.25,19.0
143,T143,T143,Anthony Kim,93,"46' 3""",138,6381.5,24.0
144,145,145,Corey Pavin,81,"46' 5""",97,4501.833,24.0
145,146,146,Jim Rutledge,59,"46' 6""",61,2836.333,16.0
146,T147,T147,Chris DiMarco,79,"46' 7""",122,5678.75,8.0
147,T147,T147,Justin Leonard,95,"46' 7""",92,4285.167,19.0
148,T149,T149,Jeff Gove,103,"46' 8""",141,6574.75,21.0
149,T149,T149,Paul Goydos,60,"46' 8""",66,3077.5,11.0
150,T149,T149,Mark Wilson,87,"46' 8""",89,4149.917,12.0
151,T152,T152,Jerry Kelly,101,"46' 9""",106,4951.667,20.0
152,T152,T152,Cliff Kresge,107,"46' 9""",205,9580.667,40.0
153,T152,T152,Phil Mickelson,73,"46' 9""",116,5422.1669999999995,19.0
154,T155,T155,Rich Beem,89,"46' 10""",118,5530.25,25.0
155,T155,T155,Jason Dufner,100,"46' 10""",162,7583.1669999999995,18.0
156,T155,T155,Hunter Mahan,91,"46' 10""",104,4866.75,13.0
157,T158,T158,K.J. Choi,87,"46' 11""",135,6333.75,17.0
158,T158,T158,Glen Day,85,"46' 11""",108,5066.417,23.0
159,T158,T158,Craig Kanada,109,"46' 11""",150,7034.5,29.0
160,T158,T158,Bubba Watson,80,"46' 11""",133,6239.9169999999995,12.0
161,162,162,Rory Sabbatini,81,"47' 1""",106,4987.25,14.0
162,T163,T163,Scott Gutschewski,67,"47' 3""",100,4724.5,23.0
163,T163,T163,Paul Stankowski,52,"47' 3""",98,4628.417,37.0
164,T165,T165,Chad Campbell,96,"47' 6""",122,5794.5,24.0
165,T165,T165,Shigeki Maruyama,84,"47' 6""",133,6312.3330000000005,23.0
166,T165,T165,Bo Van Pelt,104,"47' 6""",154,7317.3330000000005,13.0
167,168,168,John Merrick,92,"47' 7""",109,5189.833,22.0
168,169,169,Tom Pernice Jr.,104,"47' 8""",121,5765.1669999999995,9.0
169,170,170,Matt Hendrix,63,"47' 9""",91,4346.5,21.0
170,171,171,Nathan Green,103,"47' 10""",173,8268.75,12.0
171,172,172,Stephen Ames,81,"47' 11""",87,4166.667,20.0
172,T173,T173,Jeff Maggert,79,"48' 0""",121,5803.75,28.0
173,T173,T173,Jeff Overton,60,"48' 0""",88,4225.75,10.0
174,175,175,Matt Kuchar,85,"48' 4""",108,5219.083,19.0
175,176,176,Woody Austin,95,"48' 5""",120,5808.75,17.0
176,177,177,Mark Calcavecchia,93,"48' 7""",124,6020.5,32.0
177,178,178,Gavin Coles,87,"48' 8""",104,5058.5,24.0
178,179,179,John Daly,59,"48' 9""",129,6289.3330000000005,26.0
179,180,180,Steve Elkington,87,"48' 10""",97,4738.583,19.0
180,181,181,Stewart Cink,91,"49' 0""",114,5582.4169999999995,15.0
181,182,182,Lee Janzen,66,"49' 6""",96,4753.0,16.0
182,183,183,Peter Lonard,85,"49' 11""",107,5339.0830000000005,10.0
183,184,184,Kent Jones,97,"50' 0""",119,5945.1669999999995,31.0
184,185,185,Ben Curtis,80,"50' 2""",104,5213.333,27.0
185,T186,T186,Brian Bateman,55,"50' 3""",74,3719.167,26.0
186,T186,T186,Steve Stricker,81,"50' 3""",99,4974.5,17.0
187,188,188,Marco Dawson,73,"50' 4""",105,5287.6669999999995,3.0
188,189,189,Justin Rose,63,"50' 6""",72,3633.167,21.0
189,T190,T190,Tripp Isenhour,86,"50' 9""",122,6195.25,29.0
190,T190,T190,Billy Mayfair,98,"50' 9""",87,4415.5,12.0
191,192,192,Zach Johnson,76,"50' 11""",61,3106.333,17.0
192,193,193,Doug LaBelle II,104,"51' 3""",145,7425.25,33.0
193,194,194,Aaron Baddeley,83,"51' 6""",106,5455.6669999999995,21.0
194,195,195,Tom Byrum,50,"52' 2""",53,2764.833,16.0
195,196,196,Retief Goosen,50,"52' 6""",63,3307.083,12.0
