,Approaches_150-175_yards-Rgh_RTP_RANK THIS WEEK,Approaches_150-175_yards-Rgh_RTP_RANK LAST WEEK,Approaches_150-175_yards-Rgh_RTP_PLAYER NAME,Approaches_150-175_yards-Rgh_RTP_ROUNDS,Approaches_150-175_yards-Rgh_RTP_AVG RTP
0,1,1,Stephen Leaney,82,-.018
1,T2,T2,Jeff Brehaut,59,E
2,T2,T2,Padraig Harrington,64,E
3,T2,T2,Tiger Woods,63,E
4,5,5,Justin Leonard,95,+.017
5,6,6,Steve Elkington,87,+.020
6,T7,T7,Ben Curtis,80,+.022
7,T7,T7,Marco Dawson,73,+.022
8,9,9,Jim Furyk,84,+.024
9,10,10,David Toms,80,+.045
10,11,11,Craig Bowden,78,+.059
11,12,12,Tim Herron,98,+.060
12,13,13,Arron Oberholser,69,+.061
13,14,14,Shigeki Maruyama,84,+.062
14,15,15,Brian Gay,107,+.065
15,16,16,Henrik Stenson,52,+.069
16,17,17,Paul Goydos,60,+.077
17,18,18,Nathan Green,103,+.079
18,19,19,John Rollins,102,+.081
19,20,20,Tom Pernice Jr.,104,+.082
20,21,21,Sean O'Hair,98,+.086
21,22,22,Jaco Van Zyl,51,+.087
22,23,23,Scott Verplank,82,+.088
23,24,24,Tag Ridings,52,+.091
24,25,25,Gavin Coles,87,+.093
25,26,26,Bill Haas,93,+.094
26,T27,T27,Glen Day,85,+.108
27,T27,T27,Ken Duke,112,+.108
28,T29,T29,Tommy Armour III,81,+.109
29,T29,T29,Kevin Na,84,+.109
30,T29,T29,Steve Stricker,81,+.109
31,T29,T29,Charlie Wi,90,+.109
32,33,33,Brandt Snedeker,105,+.113
33,34,34,Vijay Singh,102,+.114
34,35,35,Chris DiMarco,79,+.118
35,36,36,Mike Weir,82,+.119
36,T37,T37,Briny Baird,115,+.120
37,T37,T37,Ted Purdy,102,+.120
38,T37,T37,Bo Van Pelt,104,+.120
39,T40,T40,Kyle Reifers,71,+.125
40,T40,T40,Rory Sabbatini,81,+.125
41,42,42,Ryan Moore,92,+.128
42,43,43,Kevin Stadler,95,+.129
43,44,44,Jay Williamson,50,+.130
44,45,45,Craig Barlow,52,+.133
45,T46,T46,Ernie Els,59,+.135
46,T46,T46,José María Olazábal,52,+.135
47,48,48,Geoff Ogilvy,84,+.136
48,T49,T49,Ryuji Imada,104,+.138
49,T49,T49,Steve Lowery,74,+.138
50,T51,T51,Jason Gore,86,+.143
51,T51,T51,Justin Rose,63,+.143
52,53,53,J.P. Hayes,89,+.145
53,T54,T54,Craig Lile,77,+.150
54,T54,T54,Heath Slocum,101,+.150
55,T56,T56,Stewart Cink,91,+.152
56,T56,T56,Jeff Overton,60,+.152
57,58,58,Stephen Ames,81,+.154
58,59,59,Davis Love III,66,+.155
59,60,60,Paul Stankowski,52,+.156
60,61,61,Bob Tway,103,+.157
61,T62,T62,Steve Allan,63,+.158
62,T62,T62,Ryan Armour,107,+.158
63,T62,T62,Kevin Sutherland,85,+.158
64,65,65,Phil Mickelson,73,+.159
65,66,66,Woody Austin,95,+.161
66,T67,T67,Bubba Dickerson,51,+.162
67,T67,T67,Luke Donald,69,+.162
68,T67,T67,Nick O'Hern,72,+.162
69,70,70,Joey Sindelar,75,+.167
70,71,71,J.J. Henry,86,+.169
71,72,72,D.J. Trahan,99,+.170
72,T73,T73,Doug LaBelle II,104,+.172
73,T73,T73,George McNeill,95,+.172
74,T73,T73,Chris Riley,59,+.172
75,76,76,Joe Ogilvie,102,+.173
76,T77,T77,Mark Brooks,53,+.174
77,T77,T77,Peter Lonard,85,+.174
78,79,79,Stuart Appleby,74,+.176
79,T80,T80,Cameron Beckman,96,+.180
80,T80,T80,Mark Wilson,87,+.180
81,82,82,Rich Barcelo,80,+.183
82,T83,T83,Freddie Jacobson,70,+.184
83,T83,T83,Hunter Mahan,91,+.184
84,85,85,Jesper Parnevik,88,+.185
85,T86,T86,Eric Axley,107,+.186
86,T86,T86,Bryce Molder,56,+.186
87,T86,T86,Dean Wilson,92,+.186
88,89,89,Daniel Chopra,106,+.188
89,90,90,Steve Flesch,100,+.189
90,T91,T91,Bob Estes,88,+.191
91,T91,T91,John Senden,97,+.191
92,T93,T93,Robert Allenby,90,+.192
93,T93,T93,Anders Hansen,55,+.192
94,T93,T93,Rocco Mediate,72,+.192
95,96,96,Michael Putnam,96,+.194
96,97,97,Tim Petrovic,106,+.195
97,T98,T98,Frank Lickliter II,95,+.196
98,T98,T98,Corey Pavin,81,+.196
99,T100,T100,Jeff Maggert,79,+.200
100,T100,T100,Billy Mayfair,98,+.200
101,102,102,Charles Howell III,89,+.203
102,103,103,Jonathan Byrd,73,+.204
103,104,104,Retief Goosen,50,+.205
104,105,105,Sergio Garcia,68,+.208
105,106,106,Joe Durant,88,+.212
106,107,107,Pat Perez,84,+.213
107,T108,T108,Michael Boyd,61,+.217
