,Approaches_from_250-275_yards_RANK THIS WEEK,Approaches_from_250-275_yards_RANK LAST WEEK,Approaches_from_250-275_yards_PLAYER NAME,Approaches_from_250-275_yards_ROUNDS,Approaches_from_250-275_yards_AVG,Approaches_from_250-275_yards_TOTAL DISTANCE (FEET),Approaches_from_250-275_yards_# OF ATTEMPTS,Approaches_from_250-275_yards_RELATIVE TO PAR
0,1,1,Brett Wetterich,88,"47' 7""",1285.833,27,-16
1,2,2,Tiger Woods,63,"50' 0""",699.8330000000001,14,-8
2,T3,T3,Geoff Ogilvy,84,"53' 0""",1271.333,24,-13
3,T3,T3,Jim Rutledge,59,"53' 0""",1007.5830000000001,19,-11
4,T3,T3,Henrik Stenson,52,"53' 0""",742.4169999999999,14,-5
5,6,6,Jonathan Byrd,73,"53' 6""",1498.75,28,-17
6,7,7,Robert Allenby,90,"54' 7""",2512.583,46,-23
7,T8,T8,Zach Johnson,76,"54' 8""",1367.0,25,-11
8,T8,T8,Chris Tidland,59,"54' 8""",1422.0,26,-14
9,10,10,Hunter Mahan,91,"55' 0""",1650.6670000000001,30,-16
10,11,11,Briny Baird,115,"55' 2""",2483.167,45,-32
11,12,12,Brett Quigley,79,"55' 7""",1890.6670000000001,34,-18
12,13,13,Billy Andrade,88,"55' 8""",2226.833,40,-17
13,14,14,Davis Love III,66,"56' 7""",1413.9170000000001,25,-11
14,15,15,Pat Perez,84,"56' 8""",1530.9170000000001,27,-14
15,16,16,Aaron Baddeley,83,"56' 9""",1985.6670000000001,35,-22
16,17,17,Joey Sindelar,75,"56' 10""",1876.0,33,-15
17,18,18,Brendon de Jonge,76,"57' 3""",2002.5829999999999,35,-17
18,19,19,Sergio Garcia,68,"57' 4""",802.25,14,-4
19,T20,T20,John Daly,59,"57' 5""",861.4169999999999,15,-7
20,T20,T20,Billy Mayfair,98,"57' 5""",2468.333,43,-22
21,22,22,Dicky Pride,71,"57' 7""",1382.4170000000001,24,-10
22,T23,T23,Mark Calcavecchia,93,"57' 8""",2305.833,40,-18
23,T23,T23,Steve Lowery,74,"57' 8""",1614.5829999999999,28,-9
24,25,25,Brandt Snedeker,105,"57' 9""",1675.0829999999999,29,-16
25,26,26,Anthony Kim,93,"58' 0""",1973.25,34,-10
26,27,27,Craig Barlow,52,"58' 2""",1163.083,20,-12
27,28,28,Charles Howell III,89,"58' 5""",1284.667,22,-15
28,29,29,Rich Beem,89,"58' 6""",1931.75,33,-14
