,Approaches__275_yards-Rgh_RTP_RANK THIS WEEK,Approaches__275_yards-Rgh_RTP_RANK LAST WEEK,Approaches__275_yards-Rgh_RTP_PLAYER NAME,Approaches__275_yards-Rgh_RTP_ROUNDS,Approaches__275_yards-Rgh_RTP_AVG RTP
0,1,1,Bill Haas,93,-1.500
1,T2,T2,Jason Dufner,100,-1.250
2,T2,T2,George McNeill,95,-1.250
3,T4,T4,Stuart Appleby,74,-1.000
4,T4,T4,Aaron Baddeley,83,-1.000
5,T4,T4,Briny Baird,115,-1.000
6,T4,T4,Cameron Beckman,96,-1.000
7,T4,T4,David Branshaw,83,-1.000
8,T4,T4,Chad Campbell,96,-1.000
9,T4,T4,Tim Clark,66,-1.000
10,T4,T4,John Daly,59,-1.000
11,T4,T4,Chris DiMarco,79,-1.000
12,T4,T4,Robert Gamez,88,-1.000
13,T4,T4,Sergio Garcia,68,-1.000
14,T4,T4,Mathew Goggin,97,-1.000
15,T4,T4,Todd Hamilton,76,-1.000
16,T4,T4,Padraig Harrington,64,-1.000
17,T4,T4,J.P. Hayes,89,-1.000
18,T4,T4,Bob Heintz,85,-1.000
19,T4,T4,Will MacKenzie,100,-1.000
20,T4,T4,Jeff Overton,60,-1.000
21,T4,T4,Kenny Perry,83,-1.000
22,T4,T4,Ian Poulter,63,-1.000
23,T4,T4,Dicky Pride,71,-1.000
24,T4,T4,Justin Rose,63,-1.000
25,T4,T4,Michael Sim,52,-1.000
26,T4,T4,David Toms,80,-1.000
27,T4,T4,Bob Tway,103,-1.000
28,T4,T4,Charles Warren,101,-1.000
29,T4,T4,Charlie Wi,90,-1.000
30,31,31,Marco Dawson,73,-.800
31,T32,T32,Tom Pernice Jr.,104,-.750
32,T32,T32,Nick Watney,87,-.750
33,T34,T34,Scott Gutschewski,67,-.667
34,T34,T34,Charley Hoffman,97,-.667
35,T34,T34,Freddie Jacobson,70,-.667
36,T34,T34,Anthony Kim,93,-.667
37,T34,T34,Steve Marino,106,-.667
38,T34,T34,Nick O'Hern,72,-.667
39,T34,T34,José María Olazábal,52,-.667
40,T34,T34,Jeff Quinney,95,-.667
41,T34,T34,Duffy Waldorf,69,-.667
42,T43,T43,Jarrod Lyle,77,-.600
43,T43,T43,Jesper Parnevik,88,-.600
44,T43,T43,Vaughn Taylor,91,-.600
45,46,46,Alex Cejka,80,-.571
46,T47,T47,Robert Allenby,90,-.500
47,T47,T47,Eric Axley,107,-.500
48,T47,T47,Craig Barlow,52,-.500
49,T47,T47,Jonathan Byrd,73,-.500
50,T47,T47,Daniel Chopra,106,-.500
51,T47,T47,Ben Curtis,80,-.500
52,T47,T47,Brian Davis,101,-.500
53,T47,T47,Matt Hendrix,63,-.500
54,T47,T47,Tom Johnson,74,-.500
55,T47,T47,Jerry Kelly,101,-.500
56,T47,T47,Cliff Kresge,107,-.500
57,T47,T47,Craig Lile,77,-.500
58,T47,T47,Davis Love III,66,-.500
59,T47,T47,John Mallinger,96,-.500
60,T47,T47,Daisuke Maruyama,86,-.500
61,T47,T47,Bryce Molder,56,-.500
62,T47,T47,Ryan Moore,92,-.500
63,T47,T47,Sean O'Hair,98,-.500
64,T47,T47,Geoff Ogilvy,84,-.500
65,T47,T47,Ryan Palmer,91,-.500
66,T47,T47,Brett Quigley,79,-.500
67,T47,T47,Henrik Stenson,52,-.500
68,T47,T47,Brett Wetterich,88,-.500
69,T47,T47,Dean Wilson,92,-.500
70,T71,T71,Woody Austin,95,-.400
71,T71,T71,Nathan Green,103,-.400
72,T71,T71,Ryuji Imada,104,-.400
73,T71,T71,Parker McLachlin,83,-.400
74,T71,T71,Michael Putnam,96,-.400
75,T71,T71,Kevin Stadler,95,-.400
76,T77,T77,Billy Andrade,88,-.333
77,T77,T77,Ryan Armour,107,-.333
78,T77,T77,Rich Barcelo,80,-.333
79,T77,T77,Jason Bohn,57,-.333
80,T77,T77,Bubba Dickerson,51,-.333
81,T77,T77,Steve Flesch,100,-.333
82,T77,T77,Brian Gay,107,-.333
83,T77,T77,Jason Gore,86,-.333
84,T77,T77,Zach Johnson,76,-.333
85,T77,T77,Jeff Maggert,79,-.333
86,T77,T77,Phil Mickelson,73,-.333
87,T77,T77,Kevin Na,84,-.333
88,T77,T77,Joe Ogilvie,102,-.333
89,T77,T77,Greg Owen,81,-.333
90,T77,T77,Jason Schultz,63,-.333
91,T77,T77,Adam Scott,69,-.333
92,T77,T77,John Senden,97,-.333
93,T77,T77,Paul Stankowski,52,-.333
94,T95,T95,Jeff Gove,103,-.250
95,T95,T95,D.J. Trahan,99,-.250
