,Approaches_175-200_yards-Rgh_RTP_RANK THIS WEEK,Approaches_175-200_yards-Rgh_RTP_RANK LAST WEEK,Approaches_175-200_yards-Rgh_RTP_PLAYER NAME,Approaches_175-200_yards-Rgh_RTP_ROUNDS,Approaches_175-200_yards-Rgh_RTP_AVG RTP
0,1,1,Tiger Woods,63,-.200
1,T2,T2,Geoff Ogilvy,84,E
2,T2,T2,Rod Pampling,92,E
3,4,4,Ken Duke,112,+.047
4,5,5,Tag Ridings,52,+.050
5,6,6,Bubba Watson,80,+.057
6,7,7,David Toms,80,+.059
7,8,8,John Daly,59,+.061
8,T9,T9,Ernie Els,59,+.067
9,T9,T9,Ian Poulter,63,+.067
10,T9,T9,Brett Wetterich,88,+.067
11,12,12,Paul Stankowski,52,+.087
12,13,13,Troy Matteson,87,+.089
13,14,14,Mathias Grönberg,95,+.091
14,15,15,Sergio Garcia,68,+.093
15,16,16,Scott Gutschewski,67,+.105
16,17,17,Stuart Appleby,74,+.111
17,18,18,Aaron Baddeley,83,+.122
18,19,19,Chris Couch,76,+.125
19,20,20,Tom Pernice Jr.,104,+.136
20,21,21,Bo Van Pelt,104,+.137
21,22,22,Cameron Beckman,96,+.138
22,23,23,Charlie Wi,90,+.140
23,T24,T24,Tommy Armour III,81,+.143
24,T24,T24,Robert Garrigus,95,+.143
25,26,26,Steve Stricker,81,+.146
26,27,27,Joe Durant,88,+.148
27,28,28,Jesper Parnevik,88,+.150
28,29,29,Charley Hoffman,97,+.151
29,30,30,Daniel Chopra,106,+.152
30,31,31,Dean Wilson,92,+.161
31,32,32,Mark Wilson,87,+.162
32,33,33,Craig Bowden,78,+.167
33,34,34,Padraig Harrington,64,+.171
34,35,35,Pat Perez,84,+.174
35,36,36,Brian Davis,101,+.175
36,37,37,Joe Ogilvie,102,+.176
37,38,38,John Senden,97,+.178
38,39,39,Kevin Sutherland,85,+.179
39,T40,T40,Brian Bateman,55,+.182
40,T40,T40,Henrik Stenson,52,+.182
41,42,42,Bob Tway,103,+.184
42,43,43,Chris Tidland,59,+.188
43,44,44,Anthony Kim,93,+.189
44,T45,T45,Bart Bryant,87,+.194
45,T45,T45,Scott Verplank,82,+.194
46,47,47,Brian Gay,107,+.196
47,T48,T48,Retief Goosen,50,+.200
48,T48,T48,J.J. Henry,86,+.200
49,T48,T48,Jerry Kelly,101,+.200
50,T48,T48,Stephen Leaney,82,+.200
51,T48,T48,Steve Marino,106,+.200
52,T48,T48,Parker McLachlin,83,+.200
53,T48,T48,Shaun Micheel,91,+.200
54,T48,T48,Camilo Villegas,82,+.200
55,T56,T56,Bob Heintz,85,+.206
56,T56,T56,Arron Oberholser,69,+.206
57,T58,T58,Tim Clark,66,+.208
58,T58,T58,J.B. Holmes,71,+.208
59,60,60,Steve Lowery,74,+.212
60,T61,T61,K.J. Choi,87,+.214
61,T61,T61,Harrison Frazar,88,+.214
62,63,63,Vaughn Taylor,91,+.216
63,T64,T64,Freddie Jacobson,70,+.222
64,T64,T64,Zach Johnson,76,+.222
65,T64,T64,Jeff Maggert,79,+.222
66,T64,T64,Tim Petrovic,106,+.222
67,68,68,Matt Kuchar,85,+.224
68,69,69,Chad Campbell,96,+.229
69,T70,T70,Bob Estes,88,+.231
70,T70,T70,Jim Furyk,84,+.231
71,72,72,Nick O'Hern,72,+.233
72,73,73,Charles Howell III,89,+.234
73,T74,T74,Lucas Glover,98,+.235
74,T74,T74,Adam Scott,69,+.235
75,76,76,Jason Bohn,57,+.237
76,77,77,José María Olazábal,52,+.241
77,78,78,Mark Hensby,81,+.242
78,T79,T79,Gavin Coles,87,+.243
79,T79,T79,Justin Leonard,95,+.243
80,T81,T81,Stewart Cink,91,+.244
81,T81,T81,Billy Mayfair,98,+.244
82,T81,T81,Carl Pettersson,111,+.244
83,T84,T84,Jeff Brehaut,59,+.250
84,T84,T84,Tom Byrum,50,+.250
85,T84,T84,José Coceres,50,+.250
86,T84,T84,Luke Donald,69,+.250
87,T84,T84,Jason Dufner,100,+.250
88,T84,T84,Jarrod Lyle,77,+.250
89,T84,T84,Ryan Moore,92,+.250
90,T84,T84,Kenny Perry,83,+.250
91,T84,T84,Jason Schultz,63,+.250
92,T93,T93,Jeff Gove,103,+.256
93,T93,T93,Rory Sabbatini,81,+.256
94,95,95,Nathan Green,103,+.261
95,96,96,Johnson Wagner,97,+.264
96,97,97,Jason Gore,86,+.267
97,98,98,D.J. Trahan,99,+.268
98,99,99,Bryce Molder,56,+.269
99,100,100,Phil Mickelson,73,+.273
100,101,101,Rocco Mediate,72,+.276
101,T102,T102,Marco Dawson,73,+.278
102,T102,T102,Bill Haas,93,+.278
103,T104,T104,Mark Calcavecchia,93,+.280
104,T104,T104,Davis Love III,66,+.280
105,106,106,Heath Slocum,101,+.283
106,107,107,Michael Boyd,61,+.286
107,108,108,Eric Axley,107,+.288
108,109,109,Chris Riley,59,+.292
109,T110,T110,Mark Brooks,53,+.294
110,T110,T110,Peter Lonard,85,+.294
111,T110,T110,Kyle Reifers,71,+.294
112,113,113,John Mallinger,96,+.295
113,T114,T114,Alex Cejka,80,+.300
114,T114,T114,Ryuji Imada,104,+.300
115,T116,T116,Billy Andrade,88,+.302
116,T116,T116,J.P. Hayes,89,+.302
117,T118,T118,Andrew Buckle,77,+.303
118,T118,T118,Dicky Pride,71,+.303
119,120,120,Ryan Palmer,91,+.306
120,121,121,Brandt Snedeker,105,+.310
121,122,122,Brett Quigley,79,+.313
122,T123,T123,Fred Funk,65,+.318
123,T123,T123,Michael Sim,52,+.318
124,125,125,Corey Pavin,81,+.319
125,T126,T126,Joey Sindelar,75,+.324
126,T126,T126,Kevin Stadler,95,+.324
127,128,128,Vijay Singh,102,+.325
128,T129,T129,Sean O'Hair,98,+.326
129,T129,T129,John Rollins,102,+.326
130,T131,T131,D.J. Brigman,67,+.333
131,T131,T131,Chris DiMarco,79,+.333
132,T131,T131,Doug LaBelle II,104,+.333
133,T131,T131,Will MacKenzie,100,+.333
134,T131,T131,Jeff Quinney,95,+.333
135,T131,T131,Darron Stiles,65,+.333
136,T131,T131,Chris Stroud,66,+.333
137,138,138,Ryan Armour,107,+.340
138,T139,T139,Robert Allenby,90,+.341
139,T139,T139,Ben Curtis,80,+.341
140,T139,T139,Hunter Mahan,91,+.341
141,T142,T142,Brendon de Jonge,76,+.344
142,T142,T142,Lee Janzen,66,+.344
143,144,144,Richard Johnson,93,+.348
144,145,145,Robert Gamez,88,+.349
145,T146,T146,Rich Barcelo,80,+.351
146,T146,T146,Frank Lickliter II,95,+.351
147,148,148,Jay Williamson,50,+.353
148,149,149,Matt Hendrix,63,+.357
149,150,150,David Branshaw,83,+.359
150,151,151,Cliff Kresge,107,+.361
151,T152,T152,Briny Baird,115,+.364
152,T152,T152,Craig Kanada,109,+.364
153,154,154,George McNeill,95,+.366
154,155,155,Jeff Overton,60,+.368
155,T156,T156,Tripp Isenhour,86,+.375
156,T156,T156,Kevin Na,84,+.375
157,158,158,Steve Flesch,100,+.383
158,T159,T159,Shigeki Maruyama,84,+.385
159,T159,T159,Steve Wheatcroft,73,+.385
160,161,161,Woody Austin,95,+.386
161,T162,T162,Rich Beem,89,+.387
162,T162,T162,Justin Rose,63,+.387
163,164,164,Kent Jones,97,+.388
164,165,165,Steve Elkington,87,+.389
165,166,166,Craig Lile,77,+.390
166,167,167,Mathew Goggin,97,+.395
167,168,168,John Merrick,92,+.396
168,T169,T169,Jonathan Byrd,73,+.400
169,T169,T169,Ted Purdy,102,+.400
170,T169,T169,Kirk Triplett,77,+.400
171,172,172,Paul Gow,70,+.406
172,173,173,Mike Weir,82,+.407
173,174,174,Boo Weekley,101,+.426
174,T175,T175,Paul Goydos,60,+.429
175,T175,T175,Nick Watney,87,+.429
176,177,177,Greg Owen,81,+.432
177,178,178,Tom Johnson,74,+.433
178,179,179,Michael Allen,74,+.440
179,180,180,Daisuke Maruyama,86,+.444
180,181,181,Stephen Ames,81,+.447
181,182,182,Anders Hansen,55,+.458
182,183,183,Charles Warren,101,+.462
183,184,184,Craig Barlow,52,+.469
184,185,185,Michael Putnam,96,+.474
185,186,186,Todd Hamilton,76,+.475
186,187,187,Tim Herron,98,+.488
187,188,188,Jaco Van Zyl,51,+.522
188,189,189,Trevor Immelman,74,+.524
189,190,190,Bubba Dickerson,51,+.529
190,191,191,Glen Day,85,+.541
191,192,192,Steve Allan,63,+.560
192,193,193,Tom Lehman,62,+.591
193,194,194,Jim Rutledge,59,+.625
194,195,195,Jeff Sluman,60,+.684
195,196,196,Duffy Waldorf,69,+.700
