,Approaches_from_175-200_yards_Rgh_RANK THIS WEEK,Approaches_from_175-200_yards_Rgh_RANK LAST WEEK,Approaches_from_175-200_yards_Rgh_PLAYER NAME,Approaches_from_175-200_yards_Rgh_ROUNDS,Approaches_from_175-200_yards_Rgh_AVG,Approaches_from_175-200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_175-200_yards_Rgh_# OF ATTEMPTS,Approaches_from_175-200_yards_Rgh_RELATIVE TO PAR
0,1,1,Henrik Stenson,52,"41' 2""",453.083,11,+2
1,2,2,Jeff Sluman,60,"42' 4""",804.6669999999999,19,+13
2,3,3,D.J. Trahan,99,"42' 5""",1740.1670000000001,41,+11
3,4,4,Zach Johnson,76,"43' 10""",788.9169999999999,18,+4
4,5,5,John Senden,97,"44' 0""",1980.0829999999999,45,+8
5,6,6,Ernie Els,59,"44' 1""",1321.6670000000001,30,+2
6,7,7,Bryce Molder,56,"44' 4""",1153.667,26,+7
7,8,8,Steve Stricker,81,"44' 7""",1828.8329999999999,41,+6
8,9,9,Pat Perez,84,"44' 9""",2057.083,46,+8
9,10,10,Tim Clark,66,"45' 0""",1080.0,24,+5
10,T11,T11,Charley Hoffman,97,"45' 8""",2419.75,53,+8
11,T11,T11,Chris Tidland,59,"45' 8""",731.0,16,+3
12,T13,T13,David Branshaw,83,"45' 9""",1784.4170000000001,39,+14
13,T13,T13,Padraig Harrington,64,"45' 9""",1602.1670000000001,35,+6
14,T13,T13,Kyle Reifers,71,"45' 9""",1556.0,34,+10
15,16,16,Tiger Woods,63,"46' 0""",920.75,20,-4
16,T17,T17,Tommy Armour III,81,"46' 5""",649.6669999999999,14,+2
17,T17,T17,Craig Bowden,78,"46' 5""",1948.3329999999999,42,+7
18,T19,T19,Michael Allen,74,"46' 9""",1169.667,25,+11
19,T19,T19,Fred Funk,65,"46' 9""",1027.583,22,+7
20,T19,T19,Sergio Garcia,68,"46' 9""",2011.75,43,+4
21,T19,T19,Michael Sim,52,"46' 9""",1028.167,22,+7
22,23,23,Nick O'Hern,72,"46' 10""",1404.8329999999999,30,+7
23,T24,T24,Mathias Grönberg,95,"47' 8""",2097.75,44,+4
24,T24,T24,Geoff Ogilvy,84,"47' 8""",1477.6670000000001,31,E
25,T24,T24,José María Olazábal,52,"47' 8""",1382.4170000000001,29,+7
26,27,27,Joey Sindelar,75,"47' 9""",1766.0,37,+12
27,T28,T28,Joe Durant,88,"47' 10""",1292.25,27,+4
28,T28,T28,Scott Gutschewski,67,"47' 10""",909.0,19,+2
29,T30,T30,Freddie Jacobson,70,"48' 0""",1726.9170000000001,36,+8
30,T30,T30,Troy Matteson,87,"48' 0""",2161.417,45,+4
31,T32,T32,Kevin Sutherland,85,"48' 1""",1345.25,28,+5
32,T32,T32,Charlie Wi,90,"48' 1""",2069.083,43,+6
33,34,34,Stephen Leaney,82,"48' 2""",2168.0,45,+9
34,T35,T35,Michael Putnam,96,"48' 6""",1843.9170000000001,38,+18
35,T35,T35,Vaughn Taylor,91,"48' 6""",1793.1670000000001,37,+8
36,37,37,Vijay Singh,102,"48' 7""",1943.25,40,+13
37,T38,T38,Shaun Micheel,91,"48' 8""",1945.5829999999999,40,+8
38,T38,T38,Jesper Parnevik,88,"48' 8""",1948.1670000000001,40,+6
39,T40,T40,Luke Donald,69,"48' 11""",978.0830000000001,20,+5
40,T40,T40,Dicky Pride,71,"48' 11""",1613.6670000000001,33,+10
41,T40,T40,Jaco Van Zyl,51,"48' 11""",1124.333,23,+12
42,43,43,Steve Allan,63,"49' 1""",1227.25,25,+14
43,44,44,Tim Petrovic,106,"49' 2""",3095.667,63,+14
44,45,45,Paul Goydos,60,"49' 3""",1379.9170000000001,28,+12
45,T46,T46,Chad Campbell,96,"49' 5""",1728.5,35,+8
46,T46,T46,Bob Estes,88,"49' 5""",1927.5,39,+9
47,T48,T48,Phil Mickelson,73,"49' 6""",1633.25,33,+9
48,T48,T48,David Toms,80,"49' 6""",1684.0829999999999,34,+2
49,50,50,Harrison Frazar,88,"50' 1""",2103.0,42,+9
50,T51,T51,J.B. Holmes,71,"50' 2""",1204.25,24,+5
51,T51,T51,Matt Kuchar,85,"50' 2""",2459.0,49,+11
52,T53,T53,Rich Beem,89,"50' 3""",1557.5,31,+12
53,T53,T53,Bob Heintz,85,"50' 3""",1709.6670000000001,34,+7
54,55,55,Michael Boyd,61,"50' 6""",1413.6670000000001,28,+8
55,56,56,D.J. Brigman,67,"50' 8""",1366.9170000000001,27,+9
56,57,57,Cameron Beckman,96,"50' 9""",1472.25,29,+4
57,58,58,Daniel Chopra,106,"50' 11""",2342.667,46,+7
58,59,59,Greg Owen,81,"51' 0""",1885.6670000000001,37,+16
59,60,60,Brett Wetterich,88,"51' 1""",1533.4170000000001,30,+2
60,61,61,Jason Bohn,57,"51' 2""",1944.3329999999999,38,+9
61,T62,T62,Jim Furyk,84,"51' 3""",1331.5,26,+6
62,T62,T62,Mark Hensby,81,"51' 3""",1690.8329999999999,33,+8
63,T62,T62,Adam Scott,69,"51' 3""",1741.25,34,+8
64,65,65,George McNeill,95,"51' 4""",2105.583,41,+15
65,66,66,Nathan Green,103,"51' 7""",2372.083,46,+12
66,67,67,Kevin Stadler,95,"52' 0""",1768.6670000000001,34,+11
67,68,68,Rory Sabbatini,81,"52' 1""",2239.417,43,+11
68,T69,T69,Jonathan Byrd,73,"52' 2""",1826.25,35,+14
69,T69,T69,Brian Davis,101,"52' 2""",2086.0,40,+7
70,T71,T71,Stuart Appleby,74,"52' 4""",1884.6670000000001,36,+4
71,T71,T71,Steve Lowery,74,"52' 4""",1727.8329999999999,33,+7
72,T73,T73,Matt Hendrix,63,"52' 8""",1475.5,28,+10
73,T73,T73,Joe Ogilvie,102,"52' 8""",2687.917,51,+9
74,T73,T73,Rod Pampling,92,"52' 8""",2001.0,38,E
75,76,76,Ryan Armour,107,"52' 9""",2638.833,50,+17
76,T77,T77,Trevor Immelman,74,"52' 11""",1111.5,21,+11
77,T77,T77,Ryan Moore,92,"52' 11""",2329.5,44,+11
78,79,79,Sean O'Hair,98,"53' 3""",2448.75,46,+15
79,T80,T80,Ben Curtis,80,"53' 4""",2347.083,44,+15
80,T80,T80,Will MacKenzie,100,"53' 4""",3837.917,72,+24
81,T82,T82,Stewart Cink,91,"53' 5""",2190.083,41,+10
82,T82,T82,Frank Lickliter II,95,"53' 5""",1976.0829999999999,37,+13
83,84,84,Johnson Wagner,97,"53' 6""",2837.333,53,+14
84,T85,T85,Brendon de Jonge,76,"53' 7""",1715.4170000000001,32,+11
85,T85,T85,Jarrod Lyle,77,"53' 7""",1500.0,28,+7
86,T87,T87,Gavin Coles,87,"53' 8""",1986.75,37,+9
87,T87,T87,Bubba Watson,80,"53' 8""",1876.9170000000001,35,+2
88,T89,T89,Mathew Goggin,97,"53' 9""",2042.0829999999999,38,+15
89,T89,T89,Cliff Kresge,107,"53' 9""",3867.833,72,+26
90,T89,T89,Daisuke Maruyama,86,"53' 9""",2419.083,45,+20
91,T89,T89,John Merrick,92,"53' 9""",2849.083,53,+21
92,93,93,Corey Pavin,81,"53' 10""",2529.667,47,+15
93,T94,T94,Chris DiMarco,79,"53' 11""",2751.167,51,+17
94,T94,T94,Robert Garrigus,95,"53' 11""",2266.083,42,+6
95,T94,T94,Scott Verplank,82,"53' 11""",1939.9170000000001,36,+7
96,T94,T94,Mike Weir,82,"53' 11""",1456.5,27,+11
97,T98,T98,Ryan Palmer,91,"54' 1""",1946.1670000000001,36,+11
98,T98,T98,Ted Purdy,102,"54' 1""",2432.75,45,+18
99,T100,T100,Alex Cejka,80,"54' 2""",1624.75,30,+9
100,T100,T100,Ian Poulter,63,"54' 2""",1624.0,30,+2
101,T102,T102,Carl Pettersson,111,"54' 3""",2440.417,45,+11
102,T102,T102,Bob Tway,103,"54' 3""",2657.667,49,+9
103,104,104,Bo Van Pelt,104,"54' 4""",2771.5,51,+7
104,T105,T105,Woody Austin,95,"54' 5""",3103.833,57,+22
105,T105,T105,J.J. Henry,86,"54' 5""",1632.75,30,+6
106,T107,T107,Chris Couch,76,"54' 6""",1745.1670000000001,32,+4
107,T107,T107,Tom Lehman,62,"54' 6""",1198.083,22,+13
108,109,109,Jeff Quinney,95,"54' 8""",2787.0,51,+17
109,T110,T110,Richard Johnson,93,"54' 9""",3611.417,66,+23
110,T110,T110,Kenny Perry,83,"54' 9""",1532.75,28,+7
111,112,112,John Rollins,102,"54' 10""",2524.167,46,+15
112,113,113,Craig Barlow,52,"55' 1""",1761.6670000000001,32,+15
113,T114,T114,Briny Baird,115,"55' 2""",2428.25,44,+16
114,T114,T114,Justin Leonard,95,"55' 2""",2040.3329999999999,37,+9
115,116,116,Ryuji Imada,104,"55' 6""",3883.833,70,+21
116,T117,T117,Davis Love III,66,"55' 9""",1393.0829999999999,25,+7
117,T117,T117,Jeff Overton,60,"55' 9""",1059.417,19,+7
118,119,119,Anders Hansen,55,"56' 0""",1343.25,24,+11
119,T120,T120,Brett Quigley,79,"56' 1""",1795.5829999999999,32,+10
120,T120,T120,Paul Stankowski,52,"56' 1""",1290.083,23,+2
121,122,122,Jason Dufner,100,"56' 2""",2921.583,52,+13
122,123,123,Jeff Gove,103,"56' 3""",2420.5,43,+11
123,T124,T124,Aaron Baddeley,83,"56' 5""",2314.667,41,+5
124,T124,T124,Brandt Snedeker,105,"56' 5""",3274.5,58,+18
125,126,126,J.P. Hayes,89,"56' 6""",2428.833,43,+13
126,T127,T127,Bill Haas,93,"56' 7""",2036.75,36,+10
127,T127,T127,Tim Herron,98,"56' 7""",2320.583,41,+20
128,T129,T129,Craig Kanada,109,"56' 8""",3116.833,55,+20
129,T129,T129,Chris Riley,59,"56' 8""",1359.0,24,+7
130,131,131,Tom Byrum,50,"56' 9""",1135.75,20,+5
131,T132,T132,Anthony Kim,93,"56' 10""",2102.333,37,+7
132,T132,T132,Rocco Mediate,72,"56' 10""",1647.5829999999999,29,+8
133,134,134,Billy Andrade,88,"56' 11""",3585.5,63,+19
134,135,135,Marco Dawson,73,"57' 2""",2056.75,36,+10
135,136,136,Steve Flesch,100,"57' 3""",3437.167,60,+23
136,137,137,Arron Oberholser,69,"57' 4""",1949.25,34,+7
137,T138,T138,Nick Watney,87,"57' 7""",1611.4170000000001,28,+12
138,T138,T138,Steve Wheatcroft,73,"57' 7""",1498.0829999999999,26,+10
139,140,140,Ken Duke,112,"57' 10""",2486.833,43,+2
140,T141,T141,Brian Bateman,55,"57' 11""",1274.583,22,+4
141,T141,T141,Boo Weekley,101,"57' 11""",2722.75,47,+20
142,143,143,Shigeki Maruyama,84,"58' 3""",2271.417,39,+15
143,T144,T144,Kent Jones,97,"58' 4""",2859.25,49,+19
144,T144,T144,Billy Mayfair,98,"58' 4""",2391.833,41,+10
145,146,146,Andrew Buckle,77,"58' 5""",1928.75,33,+10
146,147,147,Tom Pernice Jr.,104,"58' 7""",2578.667,44,+6
147,148,148,Heath Slocum,101,"58' 9""",2702.083,46,+13
148,T149,T149,José Coceres,50,"58' 10""",941.5830000000001,16,+4
149,T149,T149,Parker McLachlin,83,"58' 10""",2648.083,45,+9
150,151,151,Rich Barcelo,80,"58' 11""",2180.5,37,+13
151,T152,T152,John Daly,59,"59' 2""",1953.75,33,+2
152,T152,T152,Lucas Glover,98,"59' 2""",2011.1670000000001,34,+8
153,154,154,Dean Wilson,92,"59' 3""",3320.083,56,+9
154,155,155,Camilo Villegas,82,"59' 5""",2674.583,45,+9
155,156,156,Mark Calcavecchia,93,"59' 8""",1491.3329999999999,25,+7
156,157,157,Jason Gore,86,"59' 9""",1793.4170000000001,30,+8
157,158,158,Peter Lonard,85,"59' 11""",2036.9170000000001,34,+10
158,159,159,Paul Gow,70,"60' 1""",1921.9170000000001,32,+13
159,160,160,Hunter Mahan,91,"60' 2""",2468.25,41,+14
160,T161,T161,Steve Marino,106,"60' 3""",2712.667,45,+9
161,T161,T161,Jason Schultz,63,"60' 3""",1204.667,20,+5
162,163,163,Mark Brooks,53,"60' 4""",1025.75,17,+5
163,T164,T164,Charles Howell III,89,"60' 6""",2844.75,47,+11
164,T164,T164,Kevin Na,84,"60' 6""",2905.167,48,+18
165,166,166,Bart Bryant,87,"60' 7""",2181.583,36,+7
166,T167,T167,Doug LaBelle II,104,"60' 8""",2728.583,45,+15
167,T167,T167,Charles Warren,101,"60' 8""",2367.417,39,+18
168,169,169,Jim Rutledge,59,"60' 11""",975.0830000000001,16,+10
169,T170,T170,Craig Lile,77,"61' 3""",2511.833,41,+16
170,T170,T170,Kirk Triplett,77,"61' 3""",1838.3329999999999,30,+12
171,T172,T172,Jerry Kelly,101,"61' 8""",1541.75,25,+5
172,T172,T172,John Mallinger,96,"61' 8""",2712.75,44,+13
173,174,174,K.J. Choi,87,"61' 10""",2597.833,42,+9
174,175,175,Todd Hamilton,76,"61' 11""",2478.0,40,+19
175,176,176,Eric Axley,107,"62' 1""",3226.833,52,+15
176,177,177,Jeff Brehaut,59,"62' 3""",995.8330000000001,16,+4
177,178,178,Tag Ridings,52,"62' 7""",1251.917,20,+1
178,179,179,Tripp Isenhour,86,"62' 9""",2509.667,40,+15
179,180,180,Lee Janzen,66,"63' 0""",2016.5829999999999,32,+11
180,181,181,Robert Gamez,88,"63' 3""",2718.917,43,+15
181,182,182,Tom Johnson,74,"63' 4""",1901.0,30,+13
182,T183,T183,Brian Gay,107,"63' 10""",2935.667,46,+9
183,T183,T183,Justin Rose,63,"63' 10""",1977.75,31,+12
184,185,185,Darron Stiles,65,"64' 1""",1538.0829999999999,24,+8
185,T186,T186,Steve Elkington,87,"64' 4""",2314.5,36,+14
186,T186,T186,Jeff Maggert,79,"64' 4""",2314.917,36,+8
187,188,188,Robert Allenby,90,"64' 5""",2835.667,44,+15
188,189,189,Stephen Ames,81,"64' 6""",2450.0,38,+17
189,190,190,Chris Stroud,66,"66' 2""",1190.5,18,+6
190,191,191,Duffy Waldorf,69,"66' 11""",1337.5,20,+14
191,192,192,Mark Wilson,87,"67' 11""",2513.083,37,+6
