,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
112,T112,T112,John Merrick,92,"26' 1""",729.9169999999999,28,+3
113,T112,T112,Brandt Snedeker,105,"26' 1""",1148.75,44,+4
114,115,115,Brett Wetterich,88,"26' 3""",1313.6670000000001,50,+8
115,116,116,Johnson Wagner,97,"26' 4""",843.3330000000001,32,+7
116,T117,T117,Michael Boyd,61,"26' 5""",633.8330000000001,24,+11
117,T117,T117,Kevin Sutherland,85,"26' 5""",1003.9169999999999,38,+7
118,T119,T119,Ernie Els,59,"26' 6""",608.5830000000001,23,+1
119,T119,T119,Kirk Triplett,77,"26' 6""",767.5,29,+14
120,T121,T121,Charles Howell III,89,"26' 7""",1063.583,40,+15
121,T121,T121,Peter Lonard,85,"26' 7""",690.75,26,+6
122,123,123,Luke Donald,69,"26' 8""",534.0,20,+15
123,124,124,Robert Allenby,90,"26' 9""",668.5,25,+7
124,T125,T125,Stewart Cink,91,"26' 11""",916.4169999999999,34,+11
125,T125,T125,Scott Gutschewski,67,"26' 11""",1050.417,39,+13
126,T125,T125,Parker McLachlin,83,"26' 11""",780.75,29,+10
127,T128,T128,Trevor Immelman,74,"27' 0""",647.6669999999999,24,+1
128,T128,T128,Kyle Reifers,71,"27' 0""",864.9169999999999,32,+6
129,130,130,Lee Janzen,66,"27' 1""",650.6669999999999,24,+2
130,131,131,David Branshaw,83,"27' 2""",706.0,26,+3
131,T132,T132,Steve Lowery,74,"27' 9""",1221.667,44,+18
132,T132,T132,Mark Wilson,87,"27' 9""",832.8330000000001,30,+7
133,T134,T134,Zach Johnson,76,"27' 10""",445.167,16,+4
134,T134,T134,Jeff Overton,60,"27' 10""",834.3330000000001,30,+3
135,T136,T136,Bob Heintz,85,"27' 11""",978.25,35,+10
136,T136,T136,Chris Tidland,59,"27' 11""",503.0,18,+2
137,T138,T138,Marco Dawson,73,"28' 1""",1068.417,38,+7
138,T138,T138,Bubba Dickerson,51,"28' 1""",899.6669999999999,32,+7
139,T138,T138,Tripp Isenhour,86,"28' 1""",1067.833,38,+13
140,141,141,Greg Owen,81,"28' 2""",1155.0,41,+14
141,T142,T142,Chad Campbell,96,"28' 3""",933.5830000000001,33,+13
142,T142,T142,Freddie Jacobson,70,"28' 3""",1017.6669999999999,36,+6
143,T142,T142,David Toms,80,"28' 3""",734.4169999999999,26,E
144,T145,T145,Matt Hendrix,63,"28' 5""",768.3330000000001,27,+11
145,T145,T145,John Mallinger,96,"28' 5""",1306.417,46,+14
146,T147,T147,Harrison Frazar,88,"28' 6""",1225.583,43,+5
147,T147,T147,Dicky Pride,71,"28' 6""",798.5,28,+3
148,T147,T147,Michael Sim,52,"28' 6""",854.75,30,E
149,T150,T150,Jason Dufner,100,"28' 8""",1031.167,36,+12
150,T150,T150,Vaughn Taylor,91,"28' 8""",887.75,31,+16
151,T152,T152,Padraig Harrington,64,"28' 9""",719.4169999999999,25,+9
152,T152,T152,Sean O'Hair,98,"28' 9""",977.3330000000001,34,+6
153,154,154,Frank Lickliter II,95,"28' 10""",893.9169999999999,31,+2
154,T155,T155,Brendon de Jonge,76,"28' 11""",1012.0,35,+10
155,T155,T155,Jim Furyk,84,"28' 11""",694.3330000000001,24,+3
156,T155,T155,Corey Pavin,81,"28' 11""",808.75,28,+9
157,T158,T158,Jeff Brehaut,59,"29' 0""",957.3330000000001,33,+19
158,T158,T158,D.J. Brigman,67,"29' 0""",927.8330000000001,32,+6
159,T158,T158,Henrik Stenson,52,"29' 0""",812.3330000000001,28,+5
160,161,161,Doug LaBelle II,104,"29' 1""",1134.833,39,+12
161,T162,T162,Mathew Goggin,97,"29' 2""",992.1669999999999,34,+3
162,T162,T162,Charley Hoffman,97,"29' 2""",1108.0,38,+8
163,T164,T164,Paul Goydos,60,"29' 4""",616.8330000000001,21,+11
164,T164,T164,Camilo Villegas,82,"29' 4""",908.25,31,+11
165,T164,T164,Dean Wilson,92,"29' 4""",792.1669999999999,27,E
166,167,167,Rocco Mediate,72,"29' 5""",1059.25,36,+11
167,168,168,Bubba Watson,80,"29' 6""",1532.0829999999999,52,+6
168,169,169,Gavin Coles,87,"29' 7""",1005.6669999999999,34,+9
169,170,170,Rod Pampling,92,"29' 9""",1040.75,35,+9
170,171,171,Paul Stankowski,52,"30' 1""",722.4169999999999,24,+13
171,T172,T172,Tag Ridings,52,"30' 2""",996.5830000000001,33,+8
172,T172,T172,Jason Schultz,63,"30' 2""",964.0,32,+9
173,T174,T174,Troy Matteson,87,"30' 5""",974.0,32,+9
174,T174,T174,Michael Putnam,96,"30' 5""",972.75,32,+8
175,T174,T174,Brett Quigley,79,"30' 5""",1094.25,36,+7
176,177,177,John Daly,59,"30' 6""",1402.1670000000001,46,+5
177,178,178,Andrew Buckle,77,"30' 7""",1163.333,38,+6
178,179,179,Jim Rutledge,59,"30' 8""",429.25,14,-1
179,180,180,Brian Bateman,55,"30' 9""",614.4169999999999,20,+3
180,181,181,Tim Herron,98,"31' 0""",1269.833,41,+2
181,182,182,Cameron Beckman,96,"31' 6""",1259.5,40,+1
182,183,183,Mike Weir,82,"31' 7""",1042.167,33,+14
183,184,184,Jay Williamson,50,"31' 8""",917.25,29,+5
184,185,185,Matt Kuchar,85,"31' 9""",826.25,26,+2
185,186,186,Davis Love III,66,"32' 2""",740.6669999999999,23,+3
186,187,187,Ryan Moore,92,"32' 4""",1261.5,39,+6
187,188,188,J.J. Henry,86,"32' 8""",1046.583,32,+1
188,189,189,Ben Curtis,80,"33' 0""",924.9169999999999,28,+13
189,190,190,Jesper Parnevik,88,"33' 1""",1456.5,44,+9
190,191,191,Tom Lehman,62,"33' 4""",500.0,15,+3
191,192,192,Chris DiMarco,79,"33' 8""",1212.25,36,+11
192,193,193,Darron Stiles,65,"34' 0""",884.3330000000001,26,+6
193,194,194,Pat Perez,84,"34' 9""",834.25,24,+8
194,195,195,Adam Scott,69,"37' 1""",1112.0,30,+9
195,196,196,Retief Goosen,50,"38' 2""",802.0830000000001,21,+3
