,Approaches_from_225-250_yards_RANK THIS WEEK,Approaches_from_225-250_yards_RANK LAST WEEK,Approaches_from_225-250_yards_PLAYER NAME,Approaches_from_225-250_yards_ROUNDS,Approaches_from_225-250_yards_AVG,Approaches_from_225-250_yards_TOTAL DISTANCE (FEET),Approaches_from_225-250_yards_# OF ATTEMPTS,Approaches_from_225-250_yards_RELATIVE TO PAR
0,1,1,John Daly,59,"41' 10""",1171.75,28,-2
1,2,2,Ted Purdy,102,"44' 1""",2862.917,65,-19
2,3,3,Boo Weekley,101,"44' 2""",3093.25,70,-12
3,T4,T4,Sergio Garcia,68,"44' 7""",2273.667,51,-11
4,T4,T4,Darron Stiles,65,"44' 7""",2317.667,52,-18
5,6,6,Joe Ogilvie,102,"44' 9""",2414.5,54,+1
6,7,7,Johnson Wagner,97,"45' 0""",2743.333,61,-11
7,8,8,Ryan Moore,92,"45' 3""",2988.75,66,-15
8,9,9,Brett Quigley,79,"45' 8""",2191.25,48,-15
9,10,10,Tiger Woods,63,"45' 10""",2107.167,46,-14
10,11,11,Steve Marino,106,"45' 11""",3814.083,83,-23
11,12,12,Kevin Na,84,"46' 0""",3038.167,66,-21
12,13,13,Will MacKenzie,100,"46' 1""",3318.75,72,-22
13,T14,T14,Bob Heintz,85,"46' 3""",1849.9170000000001,40,-10
14,T14,T14,John Mallinger,96,"46' 3""",2728.333,59,-13
15,T14,T14,Duffy Waldorf,69,"46' 3""",2220.917,48,-15
16,T14,T14,Bubba Watson,80,"46' 3""",2958.25,64,-10
17,18,18,Vaughn Taylor,91,"46' 4""",2872.25,62,-20
18,T19,T19,Gavin Coles,87,"46' 5""",2830.75,61,-7
19,T19,T19,Ernie Els,59,"46' 5""",2227.417,48,-20
20,21,21,Steve Flesch,100,"46' 6""",2652.083,57,-9
21,T22,T22,Robert Allenby,90,"46' 7""",2980.833,64,-11
22,T22,T22,Tommy Armour III,81,"46' 7""",2702.917,58,-17
23,24,24,Nick Watney,87,"46' 11""",3141.167,67,-18
24,T25,T25,Briny Baird,115,"47' 0""",4227.833,90,-29
25,T25,T25,Retief Goosen,50,"47' 0""",1221.0,26,-7
26,T27,T27,Chris DiMarco,79,"47' 1""",2496.333,53,-13
27,T27,T27,Brian Gay,107,"47' 1""",3249.167,69,-3
28,T27,T27,Zach Johnson,76,"47' 1""",2827.167,60,-16
29,T27,T27,Kevin Stadler,95,"47' 1""",3343.583,71,-5
30,T27,T27,David Toms,80,"47' 1""",2450.0,52,-14
31,32,32,Michael Allen,74,"47' 2""",1697.9170000000001,36,-7
32,33,33,Camilo Villegas,82,"47' 3""",3163.0,67,-22
33,34,34,Robert Garrigus,95,"47' 4""",3079.167,65,-18
34,35,35,Jeff Quinney,95,"47' 5""",3556.417,75,-12
35,36,36,Mathias Grönberg,95,"47' 6""",3466.917,73,-19
36,37,37,K.J. Choi,87,"47' 8""",3049.667,64,-18
37,T38,T38,Peter Lonard,85,"47' 9""",3151.917,66,-10
38,T38,T38,George McNeill,95,"47' 9""",3200.167,67,-12
39,T38,T38,Heath Slocum,101,"47' 9""",3771.75,79,-18
40,41,41,Rod Pampling,92,"47' 11""",3403.083,71,-32
41,T42,T42,Mark Calcavecchia,93,"48' 0""",2733.667,57,-12
42,T42,T42,Alex Cejka,80,"48' 0""",2878.75,60,-15
43,T42,T42,Brian Davis,101,"48' 0""",3167.583,66,-12
44,45,45,Kenny Perry,83,"48' 2""",3276.167,68,-18
45,T46,T46,Harrison Frazar,88,"48' 3""",2941.583,61,-11
46,T46,T46,Lucas Glover,98,"48' 3""",3331.833,69,-8
47,T48,T48,Rich Barcelo,80,"48' 8""",2433.25,50,-19
48,T48,T48,Chris Stroud,66,"48' 8""",1799.1670000000001,37,-10
