,Approaches_from_250-275_yards_Rgh_RANK THIS WEEK,Approaches_from_250-275_yards_Rgh_RANK LAST WEEK,Approaches_from_250-275_yards_Rgh_PLAYER NAME,Approaches_from_250-275_yards_Rgh_ROUNDS,Approaches_from_250-275_yards_Rgh_AVG,Approaches_from_250-275_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_250-275_yards_Rgh_# OF ATTEMPTS,Approaches_from_250-275_yards_Rgh_RELATIVE TO PAR
0,1,1,José Coceres,50,"25' 7""",51.083,2,-1
1,2,2,Robert Allenby,90,"42' 8""",255.917,6,-6
2,3,3,Jason Schultz,63,"42' 11""",85.833,2,-2
3,4,4,Jim Rutledge,59,"50' 7""",50.583,1,-1
4,5,5,Tim Clark,66,"52' 10""",211.25,4,-1
5,6,6,Jeff Sluman,60,"53' 8""",160.917,3,-1
6,7,7,Michael Allen,74,"56' 3""",394.0,7,-4
7,8,8,John Rollins,102,"57' 8""",230.5,4,-3
8,9,9,Heath Slocum,101,"57' 10""",231.333,4,-2
9,10,10,Bubba Watson,80,"58' 7""",175.75,3,-1
10,11,11,Craig Kanada,109,"58' 9""",117.417,2,-3
11,12,12,Dicky Pride,71,"59' 8""",357.833,6,-2
12,13,13,Vaughn Taylor,91,"60' 2""",481.583,8,-7
13,14,14,Bo Van Pelt,104,"60' 8""",970.3330000000001,16,-10
14,15,15,J.B. Holmes,71,"61' 6""",307.33299999999997,5,-2
15,T16,T16,Jonathan Byrd,73,"61' 8""",431.667,7,-3
16,T16,T16,Cliff Kresge,107,"61' 8""",863.75,14,-7
17,T18,T18,Kevin Sutherland,85,"62' 0""",496.083,8,-5
18,T18,T18,Brett Wetterich,88,"62' 0""",371.75,6,-4
19,20,20,Brendon de Jonge,76,"62' 6""",375.083,6,-4
20,21,21,Jason Dufner,100,"62' 11""",692.25,11,-7
21,22,22,Bob Heintz,85,"63' 3""",252.917,4,-3
22,23,23,Tiger Woods,63,"63' 7""",381.25,6,-4
23,24,24,Michael Putnam,96,"63' 9""",637.25,10,-6
24,25,25,Kirk Triplett,77,"64' 0""",255.833,4,-3
25,26,26,Joe Ogilvie,102,"64' 3""",899.0830000000001,14,-8
26,27,27,Jim Furyk,84,"65' 0""",260.08299999999997,4,-2
27,28,28,Chris Tidland,59,"65' 1""",585.75,9,-5
28,29,29,Billy Mayfair,98,"65' 5""",327.25,5,-5
29,30,30,Dean Wilson,92,"65' 9""",460.5,7,-3
30,31,31,Bubba Dickerson,51,"65' 10""",131.583,2,-1
31,T32,T32,Ben Curtis,80,"66' 1""",198.333,3,-2
32,T32,T32,Nick Watney,87,"66' 1""",330.5,5,-4
33,34,34,Kent Jones,97,"66' 3""",264.83299999999997,4,-2
34,35,35,Eric Axley,107,"66' 8""",533.3330000000001,8,-2
35,36,36,Rory Sabbatini,81,"66' 11""",535.25,8,-5
36,37,37,Stuart Appleby,74,"67' 0""",134.0,2,+1
37,38,38,Kevin Stadler,95,"67' 7""",743.5,11,-5
38,39,39,Jeff Maggert,79,"68' 0""",747.9169999999999,11,-4
39,T40,T40,Alex Cejka,80,"68' 3""",545.8330000000001,8,-7
40,T40,T40,Bryce Molder,56,"68' 3""",204.75,3,-1
41,42,42,Tom Byrum,50,"68' 9""",206.25,3,-1
42,43,43,Jaco Van Zyl,51,"68' 10""",68.833,1,E
43,44,44,Robert Gamez,88,"68' 11""",413.667,6,-4
44,45,45,Tim Petrovic,106,"69' 1""",691.0830000000001,10,-6
45,46,46,Billy Andrade,88,"69' 8""",627.1669999999999,9,-5
46,47,47,Pat Perez,84,"69' 11""",699.25,10,-3
47,48,48,Ryan Armour,107,"70' 1""",420.333,6,-1
48,49,49,Charley Hoffman,97,"70' 6""",634.5830000000001,9,-8
49,T50,T50,Harrison Frazar,88,"71' 2""",213.583,3,-3
50,T50,T50,Tom Lehman,62,"71' 2""",427.083,6,-1
51,52,52,Frank Lickliter II,95,"71' 7""",357.833,5,-4
52,T53,T53,Steve Allan,63,"71' 11""",790.75,11,-7
53,T53,T53,Steve Flesch,100,"71' 11""",143.75,2,-2
54,T53,T53,Anthony Kim,93,"71' 11""",718.75,10,-6
55,T56,T56,Mathew Goggin,97,"72' 0""",719.9169999999999,10,-3
56,T56,T56,Jeff Gove,103,"72' 0""",575.8330000000001,8,-4
57,T56,T56,Boo Weekley,101,"72' 0""",647.9169999999999,9,-2
58,59,59,Craig Lile,77,"72' 6""",579.8330000000001,8,-1
