,Approach_100-125_yards_RTP_Score_RANK THIS WEEK,Approach_100-125_yards_RTP_Score_RANK LAST WEEK,Approach_100-125_yards_RTP_Score_PLAYER NAME,Approach_100-125_yards_RTP_Score_ROUNDS,Approach_100-125_yards_RTP_Score_AVG RTP
0,1,1,Ian Poulter,63,-.310
1,2,2,Chris Riley,59,-.284
2,3,3,Vijay Singh,102,-.257
3,4,4,Paul Gow,70,-.256
4,5,5,Jesper Parnevik,88,-.235
5,6,6,Tiger Woods,63,-.232
6,7,7,Steve Stricker,81,-.231
7,8,8,Chris Stroud,66,-.227
8,9,9,Scott Verplank,82,-.225
9,10,10,Sergio Garcia,68,-.219
10,11,11,John Rollins,102,-.218
11,12,12,Pat Perez,84,-.213
12,13,13,Tim Clark,66,-.210
13,T14,T14,Billy Andrade,88,-.208
14,T14,T14,Arron Oberholser,69,-.208
15,16,16,Marco Dawson,73,-.206
16,17,17,Phil Mickelson,73,-.203
17,18,18,Freddie Jacobson,70,-.200
18,T19,T19,Joe Ogilvie,102,-.198
19,T19,T19,Brandt Snedeker,105,-.198
20,21,21,Jerry Kelly,101,-.195
21,22,22,Geoff Ogilvy,84,-.194
22,23,23,Rory Sabbatini,81,-.191
23,T24,T24,Rich Beem,89,-.189
24,T24,T24,Brendon de Jonge,76,-.189
25,T24,T24,Shigeki Maruyama,84,-.189
26,T27,T27,Nathan Green,103,-.183
27,T27,T27,Craig Lile,77,-.183
28,T29,T29,Briny Baird,115,-.181
29,T29,T29,Daniel Chopra,106,-.181
30,31,31,Charles Warren,101,-.175
31,32,32,Craig Kanada,109,-.174
32,33,33,Zach Johnson,76,-.173
33,34,34,Mike Weir,82,-.167
34,35,35,Jarrod Lyle,77,-.165
35,36,36,Glen Day,85,-.164
36,T37,T37,Woody Austin,95,-.158
37,T37,T37,Craig Barlow,52,-.158
38,T37,T37,Bo Van Pelt,104,-.158
39,40,40,John Merrick,92,-.157
40,T41,T41,Jason Gore,86,-.156
41,T41,T41,Tim Petrovic,106,-.156
42,T43,T43,Jason Dufner,100,-.155
43,T43,T43,Lee Janzen,66,-.155
44,T45,T45,Frank Lickliter II,95,-.153
45,T45,T45,Corey Pavin,81,-.153
46,T45,T45,Steve Wheatcroft,73,-.153
47,T45,T45,Charlie Wi,90,-.153
48,T49,T49,Michael Allen,74,-.152
49,T49,T49,Jim Furyk,84,-.152
50,T49,T49,Lucas Glover,98,-.152
51,52,52,Cliff Kresge,107,-.150
52,T53,T53,Sean O'Hair,98,-.149
53,T53,T53,Justin Rose,63,-.149
54,55,55,Rocco Mediate,72,-.148
55,T56,T56,Tim Herron,98,-.145
56,T56,T56,Kenny Perry,83,-.145
57,58,58,Steve Lowery,74,-.144
58,T59,T59,Andrew Buckle,77,-.141
59,T59,T59,Charles Howell III,89,-.141
60,T59,T59,Ryuji Imada,104,-.141
61,62,62,John Mallinger,96,-.140
62,63,63,Nick Watney,87,-.139
63,64,64,Cameron Beckman,96,-.138
64,65,65,Eric Axley,107,-.136
65,66,66,Michael Boyd,61,-.135
66,67,67,Ryan Armour,107,-.133
67,68,68,Craig Bowden,78,-.132
68,69,69,Brian Davis,101,-.131
69,70,70,Ryan Palmer,91,-.129
70,T71,T71,Kent Jones,97,-.127
71,T71,T71,Justin Leonard,95,-.127
72,T73,T73,Stephen Ames,81,-.125
73,T73,T73,Anders Hansen,55,-.125
74,T75,T75,Steve Allan,63,-.124
75,T75,T75,Chris Couch,76,-.124
76,77,77,Ernie Els,59,-.123
77,78,78,Doug LaBelle II,104,-.121
78,T79,T79,Aaron Baddeley,83,-.119
79,T79,T79,Tom Johnson,74,-.119
80,T79,T79,Jeff Maggert,79,-.119
81,T82,T82,Stuart Appleby,74,-.116
82,T82,T82,Jay Williamson,50,-.116
83,84,84,Will MacKenzie,100,-.115
84,T85,T85,J.P. Hayes,89,-.110
85,T85,T85,Kevin Sutherland,85,-.110
86,T87,T87,Mathias Grönberg,95,-.109
87,T87,T87,Michael Putnam,96,-.109
88,89,89,Steve Marino,106,-.107
89,T90,T90,Harrison Frazar,88,-.106
90,T90,T90,Tripp Isenhour,86,-.106
91,92,92,Boo Weekley,101,-.104
92,93,93,Luke Donald,69,-.103
93,94,94,Robert Gamez,88,-.102
94,T95,T95,Brian Gay,107,-.101
95,T95,T95,Paul Stankowski,52,-.101
96,97,97,Mark Wilson,87,-.100
97,T98,T98,Bart Bryant,87,-.099
98,T98,T98,Peter Lonard,85,-.099
99,T98,T98,John Senden,97,-.099
100,101,101,Mark Brooks,53,-.098
101,102,102,Heath Slocum,101,-.097
102,103,103,Camilo Villegas,82,-.095
103,T104,T104,Alex Cejka,80,-.094
104,T104,T104,Jason Schultz,63,-.094
105,106,106,Bubba Watson,80,-.093
106,T107,T107,Bubba Dickerson,51,-.092
107,T107,T107,Bob Heintz,85,-.092
108,T107,T107,Billy Mayfair,98,-.092
109,110,110,Scott Gutschewski,67,-.091
110,T111,T111,Ken Duke,112,-.090
111,T111,T111,Ryan Moore,92,-.090
112,T111,T111,Kirk Triplett,77,-.090
113,T114,T114,Chad Campbell,96,-.089
114,T114,T114,Dean Wilson,92,-.089
115,116,116,Jason Bohn,57,-.088
116,117,117,Matt Hendrix,63,-.086
117,T118,T118,Jeff Overton,60,-.084
118,T118,T118,Bob Tway,103,-.084
119,T120,T120,Nick O'Hern,72,-.083
120,T120,T120,Carl Pettersson,111,-.083
121,T122,T122,K.J. Choi,87,-.081
122,T122,T122,Charley Hoffman,97,-.081
123,T122,T122,Hunter Mahan,91,-.081
124,T122,T122,Jeff Quinney,95,-.081
125,126,126,Parker McLachlin,83,-.080
126,T127,T127,Ted Purdy,102,-.079
127,T127,T127,Darron Stiles,65,-.079
128,129,129,Dicky Pride,71,-.078
129,130,130,Bob Estes,88,-.076
130,131,131,Jeff Brehaut,59,-.075
131,132,132,Chris Tidland,59,-.074
132,T133,T133,Mark Calcavecchia,93,-.070
133,T133,T133,Troy Matteson,87,-.070
134,135,135,Stephen Leaney,82,-.069
135,136,136,Michael Sim,52,-.068
136,T137,T137,Jonathan Byrd,73,-.067
137,T137,T137,Gavin Coles,87,-.067
138,T139,T139,Stewart Cink,91,-.065
139,T139,T139,Robert Garrigus,95,-.065
140,141,141,Greg Owen,81,-.064
141,142,142,Tag Ridings,52,-.061
142,143,143,Rich Barcelo,80,-.060
143,T144,T144,Mathew Goggin,97,-.059
144,T144,T144,J.B. Holmes,71,-.059
145,T146,T146,Bill Haas,93,-.058
146,T146,T146,Johnson Wagner,97,-.058
147,T148,T148,Steve Elkington,87,-.057
148,T148,T148,Tom Pernice Jr.,104,-.057
149,T150,T150,Jeff Sluman,60,-.056
150,T150,T150,David Toms,80,-.056
151,152,152,Tommy Armour III,81,-.054
152,153,153,Kevin Stadler,95,-.053
153,154,154,Rod Pampling,92,-.052
154,155,155,Brian Bateman,55,-.050
155,156,156,Matt Kuchar,85,-.049
156,157,157,Vaughn Taylor,91,-.048
157,158,158,Fred Funk,65,-.045
158,159,159,Jeff Gove,103,-.044
159,160,160,D.J. Brigman,67,-.043
160,T161,T161,Trevor Immelman,74,-.042
161,T161,T161,Tom Lehman,62,-.042
162,163,163,Chris DiMarco,79,-.037
163,T164,T164,Robert Allenby,90,-.036
164,T164,T164,Jim Rutledge,59,-.036
