,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
0,1,1,Nick O'Hern,72,"56' 2""",2189.667,39,+5
1,2,2,Joey Sindelar,75,"57' 9""",1385.5,24,-2
2,3,3,José Coceres,50,"58' 11""",1001.9169999999999,17,+3
3,4,4,Arron Oberholser,69,"60' 1""",1861.6670000000001,31,-11
4,5,5,Michael Allen,74,"60' 3""",1867.75,31,E
5,T6,T6,Sergio Garcia,68,"61' 0""",2868.833,47,-12
6,T6,T6,Adam Scott,69,"61' 0""",1463.1670000000001,24,-8
7,T6,T6,Jeff Sluman,60,"61' 0""",1464.75,24,+2
8,9,9,Luke Donald,69,"61' 3""",1164.5,19,E
9,10,10,Padraig Harrington,64,"62' 1""",2049.667,33,-16
10,T11,T11,Craig Bowden,78,"62' 4""",1620.0829999999999,26,+12
11,T11,T11,Daisuke Maruyama,86,"62' 4""",1932.0,31,-5
12,T11,T11,Michael Putnam,96,"62' 4""",2928.083,47,-11
13,14,14,David Branshaw,83,"63' 4""",2597.917,41,+4
14,T15,T15,Bubba Dickerson,51,"63' 5""",1204.5,19,-7
15,T15,T15,Jim Furyk,84,"63' 5""",1902.4170000000001,30,+1
16,17,17,Brandt Snedeker,105,"63' 8""",2164.75,34,+4
17,18,18,Jason Schultz,63,"64' 0""",1152.333,18,-9
18,19,19,Frank Lickliter II,95,"64' 1""",1730.75,27,E
19,20,20,Robert Allenby,90,"64' 2""",2437.667,38,-14
20,21,21,Bubba Watson,80,"64' 6""",2708.333,42,-14
21,22,22,Scott Verplank,82,"64' 7""",1420.75,22,+1
22,23,23,Tag Ridings,52,"64' 9""",1488.3329999999999,23,-2
23,T24,T24,Rocco Mediate,72,"64' 10""",1685.1670000000001,26,+9
24,T24,T24,Jeff Quinney,95,"64' 10""",2851.167,44,-1
25,T26,T26,Bob Estes,88,"65' 3""",2479.917,38,+1
26,T26,T26,Bo Van Pelt,104,"65' 3""",3654.667,56,-12
27,28,28,K.J. Choi,87,"65' 8""",2625.583,40,-2
28,29,29,Tim Clark,66,"65' 10""",1646.0829999999999,25,+3
29,30,30,Brett Wetterich,88,"65' 11""",2504.333,38,-15
30,31,31,Bob Heintz,85,"66' 0""",1583.75,24,-1
31,32,32,Steve Flesch,100,"66' 1""",2578.75,39,+4
32,33,33,Corey Pavin,81,"66' 2""",2712.083,41,+5
33,34,34,Mike Weir,82,"66' 4""",1789.9170000000001,27,-6
34,35,35,Tim Petrovic,106,"66' 5""",3985.917,60,-1
35,T36,T36,Jason Bohn,57,"66' 6""",1662.6670000000001,25,+6
36,T36,T36,Pat Perez,84,"66' 6""",2592.5,39,+7
37,38,38,John Mallinger,96,"66' 8""",2334.167,35,-4
38,39,39,Mathew Goggin,97,"66' 9""",2737.0,41,-9
39,T40,T40,Jesper Parnevik,88,"66' 10""",3073.333,46,-10
40,T40,T40,Bob Tway,103,"66' 10""",3542.167,53,-3
41,42,42,Vijay Singh,102,"66' 11""",3079.083,46,-13
42,T43,T43,Ernie Els,59,"67' 1""",1878.4170000000001,28,-9
43,T43,T43,Paul Goydos,60,"67' 1""",1676.5,25,+4
44,T43,T43,Trevor Immelman,74,"67' 1""",1140.917,17,-2
45,46,46,David Toms,80,"67' 2""",2015.3329999999999,30,+6
46,47,47,Harrison Frazar,88,"67' 5""",3034.833,45,-2
47,48,48,Charles Howell III,89,"67' 8""",2639.667,39,-11
48,49,49,Ted Purdy,102,"67' 9""",2779.333,41,-9
49,50,50,Jason Dufner,100,"67' 10""",4071.667,60,-3
50,T51,T51,Briny Baird,115,"67' 11""",3057.583,45,-1
51,T51,T51,Robert Gamez,88,"67' 11""",1970.0829999999999,29,-5
52,53,53,Kent Jones,97,"68' 0""",2516.417,37,+6
53,54,54,Vaughn Taylor,91,"68' 1""",2316.083,34,-12
54,55,55,John Senden,97,"68' 3""",2662.167,39,-8
55,T56,T56,Stewart Cink,91,"68' 4""",2595.833,38,-9
56,T56,T56,Brendon de Jonge,76,"68' 4""",2529.333,37,-2
57,T56,T56,Scott Gutschewski,67,"68' 4""",2392.583,35,-5
58,T59,T59,Nick Watney,87,"68' 5""",2189.25,32,-16
59,T59,T59,Charlie Wi,90,"68' 5""",3831.667,56,+3
60,61,61,Rich Beem,89,"68' 6""",2807.0,41,-7
61,62,62,Billy Andrade,88,"68' 7""",2812.667,41,-6
62,63,63,Dean Wilson,92,"68' 8""",2678.083,39,-6
63,64,64,Craig Barlow,52,"68' 9""",1443.1670000000001,21,-2
64,65,65,John Rollins,102,"68' 11""",2068.0,30,-8
65,66,66,Boo Weekley,101,"69' 0""",2414.333,35,-5
66,67,67,Joe Ogilvie,102,"69' 2""",3321.833,48,-3
67,T68,T68,J.B. Holmes,71,"69' 3""",2631.417,38,-9
68,T68,T68,Cliff Kresge,107,"69' 3""",4015.0,58,-4
69,T70,T70,Eric Axley,107,"69' 5""",3192.917,46,E
70,T70,T70,Camilo Villegas,82,"69' 5""",3679.167,53,-11
71,72,72,Rod Pampling,92,"69' 6""",2711.917,39,-8
72,73,73,Chad Campbell,96,"69' 9""",2231.167,32,+8
73,74,74,Sean O'Hair,98,"69' 10""",2723.917,39,-9
74,75,75,Kirk Triplett,77,"69' 11""",1538.25,22,+1
75,76,76,Kyle Reifers,71,"70' 3""",1194.75,17,+3
76,77,77,Charley Hoffman,97,"70' 8""",2544.333,36,-5
77,T78,T78,Brian Davis,101,"70' 9""",2689.667,38,+4
78,T78,T78,Brian Gay,107,"70' 9""",2121.917,30,+8
79,T78,T78,Jim Rutledge,59,"70' 9""",1061.333,15,E
80,T81,T81,John Daly,59,"70' 11""",2765.083,39,-15
81,T81,T81,Retief Goosen,50,"70' 11""",1489.0829999999999,21,-2
82,T81,T81,Tiger Woods,63,"70' 11""",2341.167,33,-8
83,T84,T84,Cameron Beckman,96,"71' 0""",2840.917,40,+3
84,T84,T84,Mark Hensby,81,"71' 0""",2343.417,33,-2
85,86,86,Mathias Grönberg,95,"71' 1""",4051.417,57,-14
86,87,87,Troy Matteson,87,"71' 2""",2490.333,35,-9
87,T88,T88,Gavin Coles,87,"71' 3""",2351.667,33,+10
88,T88,T88,Kevin Sutherland,85,"71' 3""",3421.583,48,-3
89,90,90,Ryuji Imada,104,"71' 4""",4353.333,61,-1
90,91,91,J.P. Hayes,89,"71' 6""",2289.25,32,-2
91,92,92,Phil Mickelson,73,"71' 7""",2647.75,37,-11
92,T93,T93,Daniel Chopra,106,"71' 8""",4083.833,57,-11
93,T93,T93,Chris DiMarco,79,"71' 8""",2653.167,37,E
94,T93,T93,Steve Stricker,81,"71' 8""",2437.917,34,+4
95,96,96,Carl Pettersson,111,"71' 11""",3667.0,51,-15
96,97,97,Stephen Ames,81,"72' 0""",2519.833,35,+2
97,98,98,George McNeill,95,"72' 2""",2958.417,41,-4
98,99,99,Andrew Buckle,77,"72' 4""",2605.333,36,-5
99,T100,T100,Steve Allan,63,"72' 6""",2319.583,32,-7
100,T100,T100,Jaco Van Zyl,51,"72' 6""",1232.583,17,-1
101,102,102,Mark Brooks,53,"72' 7""",362.75,5,+4
102,103,103,Stuart Appleby,74,"72' 9""",1745.9170000000001,24,+4
103,104,104,Charles Warren,101,"72' 10""",2113.0,29,-8
104,105,105,Matt Kuchar,85,"72' 11""",2333.333,32,E
105,106,106,Will MacKenzie,100,"73' 0""",3067.083,42,-4
106,107,107,Robert Garrigus,95,"73' 3""",4470.25,61,-11
107,108,108,Michael Boyd,61,"73' 4""",1173.417,16,+4
108,109,109,Rory Sabbatini,81,"73' 5""",3156.167,43,+4
