,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
0,T1,T1,Phil Mickelson,73,-.451
1,T1,T1,Rod Pampling,92,-.451
2,3,3,Ernie Els,59,-.417
3,4,4,Nathan Green,103,-.412
4,5,5,Aaron Baddeley,83,-.404
5,6,6,Charlie Wi,90,-.397
6,7,7,Justin Rose,63,-.391
7,8,8,Rich Barcelo,80,-.380
8,9,9,Scott Gutschewski,67,-.372
9,10,10,Vijay Singh,102,-.369
10,11,11,Brian Bateman,55,-.368
11,T12,T12,Billy Mayfair,98,-.360
12,T12,T12,Geoff Ogilvy,84,-.360
13,14,14,Matt Kuchar,85,-.356
14,T15,T15,Jeff Brehaut,59,-.355
15,T15,T15,Tag Ridings,52,-.355
16,17,17,Chris Tidland,59,-.350
17,18,18,Michael Putnam,96,-.348
18,19,19,Darron Stiles,65,-.346
19,20,20,Tom Pernice Jr.,104,-.339
20,21,21,Troy Matteson,87,-.333
21,22,22,Camilo Villegas,82,-.328
22,23,23,Jeff Overton,60,-.326
23,24,24,Davis Love III,66,-.325
24,T25,T25,Rich Beem,89,-.323
25,T25,T25,Vaughn Taylor,91,-.323
26,27,27,Briny Baird,115,-.322
27,28,28,Steve Allan,63,-.320
28,29,29,Kevin Na,84,-.318
29,T30,T30,D.J. Brigman,67,-.313
30,T30,T30,Brett Quigley,79,-.313
31,T30,T30,Duffy Waldorf,69,-.313
32,33,33,Jonathan Byrd,73,-.311
33,34,34,Will MacKenzie,100,-.306
34,35,35,Tiger Woods,63,-.304
35,36,36,Anders Hansen,55,-.303
36,37,37,John Senden,97,-.300
37,T38,T38,Tommy Armour III,81,-.293
38,T38,T38,Jeff Gove,103,-.293
39,40,40,Ted Purdy,102,-.292
40,41,41,Jim Rutledge,59,-.290
41,T42,T42,Jim Furyk,84,-.286
42,T42,T42,Mark Hensby,81,-.286
43,T44,T44,Tim Herron,98,-.282
44,T44,T44,Charles Warren,101,-.282
45,46,46,K.J. Choi,87,-.281
46,47,47,Michael Sim,52,-.280
47,T48,T48,Robert Garrigus,95,-.277
48,T48,T48,Steve Marino,106,-.277
49,50,50,Anthony Kim,93,-.274
50,T51,T51,Carl Pettersson,111,-.270
51,T51,T51,Chris Stroud,66,-.270
