,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
94,T80,T80,Corey Pavin,81,10
95,T80,T80,Jason Schultz,63,10
96,T80,T80,Heath Slocum,101,10
97,T80,T80,Kevin Sutherland,85,10
98,T80,T80,David Toms,80,10
99,T80,T80,Kirk Triplett,77,10
100,T80,T80,Charlie Wi,90,10
101,T102,T102,Steve Allan,63,9
102,T102,T102,Bart Bryant,87,9
103,T102,T102,Tom Byrum,50,9
104,T102,T102,Bob Estes,88,9
105,T102,T102,Paul Goydos,60,9
106,T102,T102,Lee Janzen,66,9
107,T102,T102,Stephen Leaney,82,9
108,T102,T102,Steve Lowery,74,9
109,T102,T102,Daisuke Maruyama,86,9
110,T102,T102,Shaun Micheel,91,9
111,T102,T102,Bryce Molder,56,9
112,T102,T102,Jeff Overton,60,9
113,T102,T102,Pat Perez,84,9
114,T102,T102,Duffy Waldorf,69,9
115,T102,T102,Boo Weekley,101,9
116,T117,T117,Robert Allenby,90,8
117,T117,T117,Brian Bateman,55,8
118,T117,T117,Mark Calcavecchia,93,8
119,T117,T117,José Coceres,50,8
120,T117,T117,John Daly,59,8
121,T117,T117,Brendon de Jonge,76,8
122,T117,T117,Chris DiMarco,79,8
123,T117,T117,Harrison Frazar,88,8
124,T117,T117,Bill Haas,93,8
125,T117,T117,Bob Heintz,85,8
126,T117,T117,Tim Herron,98,8
127,T117,T117,J.B. Holmes,71,8
128,T117,T117,Craig Lile,77,8
129,T117,T117,Troy Matteson,87,8
130,T117,T117,George McNeill,95,8
131,T117,T117,José María Olazábal,52,8
132,T117,T117,Chris Riley,59,8
133,T117,T117,Michael Sim,52,8
134,T117,T117,Joey Sindelar,75,8
135,T117,T117,D.J. Trahan,99,8
136,T117,T117,Camilo Villegas,82,8
137,T117,T117,Jay Williamson,50,8
138,T139,T139,Michael Boyd,61,7
139,T139,T139,Bubba Dickerson,51,7
140,T139,T139,Scott Gutschewski,67,7
141,T139,T139,Zach Johnson,76,7
142,T139,T139,Hunter Mahan,91,7
143,T139,T139,Phil Mickelson,73,7
144,T139,T139,Dicky Pride,71,7
145,T139,T139,Michael Putnam,96,7
146,T139,T139,Justin Rose,63,7
147,T139,T139,John Senden,97,7
148,T139,T139,Jeff Sluman,60,7
149,T139,T139,Kevin Stadler,95,7
150,T139,T139,Vaughn Taylor,91,7
151,T152,T152,Stuart Appleby,74,6
152,T152,T152,Tommy Armour III,81,6
153,T152,T152,Chris Couch,76,6
154,T152,T152,Luke Donald,69,6
155,T152,T152,Joe Durant,88,6
156,T152,T152,Jim Furyk,84,6
157,T152,T152,Robert Garrigus,95,6
158,T152,T152,Jeff Gove,103,6
159,T152,T152,Paul Gow,70,6
160,T152,T152,Freddie Jacobson,70,6
161,T152,T152,Arron Oberholser,69,6
162,T152,T152,Greg Owen,81,6
163,T152,T152,Jim Rutledge,59,6
164,T152,T152,Paul Stankowski,52,6
165,T152,T152,Steve Stricker,81,6
166,T167,T167,Stephen Ames,81,5
167,T167,T167,Jason Bohn,57,5
168,T167,T167,Tim Clark,66,5
169,T167,T167,Fred Funk,65,5
170,T167,T167,Robert Gamez,88,5
171,T167,T167,Charles Howell III,89,5
172,T167,T167,Davis Love III,66,5
173,T167,T167,Jesper Parnevik,88,5
174,T167,T167,Brett Quigley,79,5
175,T167,T167,Chris Tidland,59,5
176,T167,T167,Bubba Watson,80,5
177,T178,T178,Craig Barlow,52,4
178,T178,T178,D.J. Brigman,67,4
179,T178,T178,Mark Brooks,53,4
180,T178,T178,Retief Goosen,50,4
181,T178,T178,Jason Gore,86,4
182,T178,T178,Padraig Harrington,64,4
183,T178,T178,J.J. Henry,86,4
184,T178,T178,Trevor Immelman,74,4
185,T178,T178,Tom Lehman,62,4
186,T178,T178,Kyle Reifers,71,4
187,T178,T178,Jaco Van Zyl,51,4
188,T178,T178,Tiger Woods,63,4
189,T190,T190,David Branshaw,83,3
190,T190,T190,Mathew Goggin,97,3
191,T190,T190,Anders Hansen,55,3
192,T190,T190,Matt Hendrix,63,3
193,T190,T190,Tag Ridings,52,3
194,T195,T195,Adam Scott,69,2
195,T195,T195,Henrik Stenson,52,2
