,SG_Approach-the-Green_RANK THIS WEEK,SG_Approach-the-Green_RANK LAST WEEK,SG_Approach-the-Green_PLAYER NAME,SG_Approach-the-Green_ROUNDS,SG_Approach-the-Green_AVERAGE,SG_Approach-the-Green_TOTAL SG:APP,SG_Approach-the-Green_MEASURED ROUNDS
0,1,1,Tiger Woods,63,1.653,71.068,43
1,2,2,Ernie Els,59,0.9940000000000001,43.729,44
2,3,3,Robert Allenby,90,0.845,63.373000000000005,75
3,4,4,Steve Stricker,81,0.8109999999999999,52.718,65
4,5,5,Sergio Garcia,68,0.784,43.103,55
5,6,6,Adam Scott,69,0.708,38.244,54
6,7,7,Scott Verplank,82,0.6709999999999999,39.608000000000004,59
7,8,8,Stephen Leaney,82,0.67,49.586999999999996,74
8,9,9,Phil Mickelson,73,0.614,31.945999999999998,52
9,10,10,Alex Cejka,80,0.609,45.083,74
10,11,11,Camilo Villegas,82,0.603,41.6,69
11,12,12,David Toms,80,0.596,37.574,63
12,13,13,Jeff Gove,103,0.593,55.721000000000004,94
13,14,14,Jim Furyk,84,0.589,38.902,66
14,15,15,Tom Lehman,62,0.5660000000000001,27.726,49
15,16,16,Chris DiMarco,79,0.556,35.032,63
16,17,17,Stewart Cink,91,0.552,39.751,72
17,18,18,Joe Durant,88,0.545,39.757,73
18,19,19,Rocco Mediate,72,0.518,34.738,67
19,20,20,Briny Baird,115,0.502,52.702,105
20,21,21,Chad Campbell,96,0.474,34.595,73
21,22,22,Jerry Kelly,101,0.469,35.175,75
22,T23,T23,Stephen Ames,81,0.46399999999999997,28.764,62
23,T23,T23,Vijay Singh,102,0.46399999999999997,38.025,82
24,25,25,Sean O'Hair,98,0.44,36.548,83
25,26,26,Kenny Perry,83,0.43700000000000006,32.743,75
26,27,27,John Senden,97,0.435,36.543,84
27,28,28,Davis Love III,66,0.42100000000000004,22.329,53
28,29,29,Jason Bohn,57,0.418,22.177,53
29,30,30,Zach Johnson,76,0.414,24.857,60
30,31,31,Heath Slocum,101,0.409,38.067,93
31,T32,T32,Justin Rose,63,0.40399999999999997,15.76,39
32,T32,T32,Johnson Wagner,97,0.40399999999999997,34.739000000000004,86
33,34,34,Woody Austin,95,0.38299999999999995,32.141,84
34,35,35,Shaun Micheel,91,0.382,26.726999999999997,70
35,36,36,Brett Quigley,79,0.36200000000000004,22.793000000000003,63
36,37,37,Vaughn Taylor,91,0.355,25.528000000000002,72
37,38,38,José Coceres,50,0.34600000000000003,14.525,42
38,39,39,Anders Hansen,55,0.335,11.376,34
39,T40,T40,Mark Calcavecchia,93,0.33299999999999996,24.331999999999997,73
40,T40,T40,Fred Funk,65,0.33299999999999996,17.654,53
