,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
0,1,1,Frank Lickliter II,95,72.3,47,65,-7.00
1,2,2,Trevor Immelman,74,65.7,23,35,-3.00
2,3,3,Mike Weir,82,63.6,28,44,-6.00
3,T4,T4,Jason Bohn,57,63.3,19,30,-5.00
4,T4,T4,Tom Byrum,50,63.3,19,30,-3.00
5,6,6,Heath Slocum,101,61.0,25,41,-6.00
6,7,7,José Coceres,50,60.9,14,23,-1.00
7,8,8,Jeff Maggert,79,60.8,31,51,+1.00
8,T9,T9,Cameron Beckman,96,60.0,39,65,-10.00
9,T9,T9,Fred Funk,65,60.0,15,25,-4.00
10,T9,T9,Robert Gamez,88,60.0,30,50,-3.00
11,T12,T12,Lee Janzen,66,59.2,29,49,-7.00
12,T12,T12,Steve Stricker,81,59.2,29,49,-5.00
13,14,14,Mathias Grönberg,95,58.5,48,82,-11.00
14,15,15,Camilo Villegas,82,58.1,25,43,-3.00
15,16,16,José María Olazábal,52,57.9,22,38,-5.00
16,17,17,Jeff Sluman,60,57.8,26,45,E
17,18,18,Brian Bateman,55,57.5,23,40,-5.00
18,19,19,Ryan Moore,92,57.1,32,56,-5.00
19,20,20,Stewart Cink,91,56.9,29,51,-5.00
20,21,21,Sergio Garcia,68,56.8,21,37,-3.00
21,22,22,Bill Haas,93,56.7,38,67,-4.00
22,23,23,Jarrod Lyle,77,56.2,41,73,-12.00
23,24,24,Tim Petrovic,106,56.0,47,84,-13.00
24,25,25,Jeff Overton,60,55.9,19,34,-5.00
25,26,26,Justin Rose,63,55.6,15,27,-4.00
26,T27,T27,Jason Dufner,100,55.1,38,69,-8.00
27,T27,T27,Steve Wheatcroft,73,55.1,27,49,-2.00
28,29,29,Boo Weekley,101,54.9,28,51,-4.00
29,30,30,Kyle Reifers,71,54.7,29,53,-6.00
30,31,31,Rich Barcelo,80,54.5,36,66,-5.00
31,32,32,Jim Furyk,84,53.8,14,26,-2.00
32,T33,T33,Steve Allan,63,53.7,29,54,-8.00
33,T33,T33,Anthony Kim,93,53.7,29,54,-6.00
34,T33,T33,Bubba Watson,80,53.7,22,41,-6.00
35,T36,T36,Tommy Armour III,81,53.6,30,56,-2.00
36,T36,T36,Steve Flesch,100,53.6,37,69,-8.00
37,38,38,Brandt Snedeker,105,53.4,39,73,-8.00
38,39,39,Alex Cejka,80,53.2,25,47,-4.00
39,40,40,Woody Austin,95,53.1,34,64,-6.00
40,T41,T41,Brendon de Jonge,76,52.9,36,68,-9.00
41,T41,T41,Lucas Glover,98,52.9,36,68,-5.00
42,43,43,Nick Watney,87,52.8,28,53,-6.00
43,T44,T44,Nathan Green,103,52.6,41,78,-3.00
44,T44,T44,Bo Van Pelt,104,52.6,51,97,-14.00
45,46,46,Duffy Waldorf,69,52.5,31,59,-3.00
46,47,47,Carl Pettersson,111,52.4,44,84,-9.00
47,48,48,Kenny Perry,83,51.9,27,52,-2.00
48,49,49,Charles Warren,101,51.8,43,83,-13.00
49,50,50,Sean O'Hair,98,51.6,32,62,-9.00
50,T51,T51,Steve Marino,106,51.4,36,70,-10.00
51,T51,T51,Paul Stankowski,52,51.4,18,35,-5.00
52,53,53,Stephen Ames,81,51.2,21,41,-3.00
53,54,54,Tripp Isenhour,86,51.1,24,47,-3.00
54,55,55,K.J. Choi,87,51.0,25,49,-5.00
55,T56,T56,Harrison Frazar,88,50.7,35,69,-9.00
56,T56,T56,Michael Putnam,96,50.7,36,71,-5.00
57,T56,T56,Kevin Sutherland,85,50.7,35,69,-5.00
58,T59,T59,Jason Gore,86,50.6,39,77,-4.00
59,T59,T59,Joe Ogilvie,102,50.6,40,79,-10.00
60,T61,T61,Robert Allenby,90,50.0,23,46,-6.00
61,T61,T61,Billy Andrade,88,50.0,25,50,-3.00
62,T61,T61,Jeff Brehaut,59,50.0,13,26,-1.00
63,T61,T61,Gavin Coles,87,50.0,25,50,-7.00
64,T61,T61,Bob Estes,88,50.0,29,58,-9.00
65,T61,T61,Kent Jones,97,50.0,34,68,-8.00
66,T61,T61,Craig Kanada,109,50.0,38,76,-7.00
67,T61,T61,Troy Matteson,87,50.0,30,60,-1.00
68,T61,T61,Parker McLachlin,83,50.0,36,72,-11.00
69,T61,T61,Phil Mickelson,73,50.0,14,28,-5.00
70,T61,T61,Tom Pernice Jr.,104,50.0,32,64,-5.00
71,T61,T61,Adam Scott,69,50.0,19,38,E
72,T61,T61,Joey Sindelar,75,50.0,28,56,-7.00
73,74,74,Shaun Micheel,91,49.1,28,57,-5.00
74,T75,T75,J.J. Henry,86,49.0,25,51,-6.00
75,T75,T75,David Toms,80,49.0,25,51,-7.00
76,77,77,Vaughn Taylor,91,48.9,23,47,-6.00
77,T78,T78,D.J. Brigman,67,48.8,21,43,-2.00
78,T78,T78,Rocco Mediate,72,48.8,21,43,-8.00
79,T78,T78,Chris Stroud,66,48.8,21,43,E
80,81,81,Tom Lehman,62,48.7,19,39,+2.00
81,82,82,Jeff Gove,103,48.6,36,74,-4.00
82,T83,T83,Craig Barlow,52,48.4,15,31,+2.00
83,T83,T83,Jonathan Byrd,73,48.4,30,62,-10.00
84,85,85,Steve Lowery,74,48.3,28,58,-5.00
85,T86,T86,Cliff Kresge,107,48.1,37,77,-2.00
86,T86,T86,Stephen Leaney,82,48.1,25,52,-3.00
87,T86,T86,Rory Sabbatini,81,48.1,26,54,-3.00
88,89,89,Bart Bryant,87,48.0,24,50,-1.00
89,T90,T90,Paul Goydos,60,47.8,11,23,-2.00
90,T90,T90,Daisuke Maruyama,86,47.8,22,46,-7.00
91,T90,T90,Kevin Stadler,95,47.8,33,69,-9.00
92,93,93,Stuart Appleby,74,47.6,20,42,-6.00
93,T94,T94,John Daly,59,47.5,19,40,-3.00
94,T94,T94,Bob Heintz,85,47.5,29,61,-6.00
95,T94,T94,Dicky Pride,71,47.5,29,61,-4.00
96,T97,T97,Joe Durant,88,47.4,18,38,+1.00
97,T97,T97,Corey Pavin,81,47.4,18,38,-4.00
98,T99,T99,Mathew Goggin,97,47.3,26,55,-5.00
99,T99,T99,George McNeill,95,47.3,35,74,-6.00
100,101,101,Shigeki Maruyama,84,47.0,31,66,-6.00
101,T102,T102,Brian Davis,101,46.9,23,49,-9.00
102,T102,T102,Glen Day,85,46.9,23,49,-4.00
103,T102,T102,Peter Lonard,85,46.9,30,64,-1.00
104,T102,T102,John Merrick,92,46.9,30,64,+1.00
105,106,106,Kevin Na,84,46.8,29,62,-4.00
106,107,107,Rod Pampling,92,46.7,28,60,-3.00
107,108,108,Tom Johnson,74,46.6,27,58,-5.00
108,109,109,Luke Donald,69,46.4,13,28,-3.00
109,T110,T110,Mark Calcavecchia,93,46.3,31,67,-9.00
110,T110,T110,Padraig Harrington,64,46.3,19,41,-3.00
111,T110,T110,Jesper Parnevik,88,46.3,25,54,-3.00
112,T110,T110,Chris Tidland,59,46.3,25,54,-2.00
113,114,114,John Rollins,102,45.9,34,74,-6.00
114,115,115,Bryce Molder,56,45.8,22,48,-3.00
115,116,116,Tag Ridings,52,45.7,21,46,-5.00
116,117,117,Ryan Palmer,91,45.6,26,57,-2.00
117,T118,T118,Jim Rutledge,59,45.5,20,44,-3.00
118,T118,T118,Jason Schultz,63,45.5,25,55,-2.00
119,120,120,Chris Couch,76,45.2,28,62,-6.00
120,T121,T121,Andrew Buckle,77,45.1,23,51,-2.00
121,T121,T121,Freddie Jacobson,70,45.1,23,51,-3.00
122,123,123,Billy Mayfair,98,44.7,21,47,-2.00
123,T124,T124,Chad Campbell,96,44.4,24,54,-2.00
124,T124,T124,Anders Hansen,55,44.4,8,18,E
125,T124,T124,Zach Johnson,76,44.4,12,27,-6.00
126,T124,T124,Darron Stiles,65,44.4,20,45,-5.00
127,128,128,Tim Herron,98,44.3,27,61,-7.00
128,129,129,Daniel Chopra,106,44.2,38,86,-14.00
129,130,130,Ernie Els,59,44.0,11,25,-1.00
130,131,131,Charles Howell III,89,43.9,29,66,-6.00
131,T132,T132,Brett Wetterich,88,43.8,21,48,+1.00
132,T132,T132,Mark Wilson,87,43.8,21,48,-4.00
133,T134,T134,Eric Axley,107,43.6,34,78,-6.00
134,T134,T134,Charley Hoffman,97,43.6,34,78,-5.00
135,T136,T136,Davis Love III,66,43.5,20,46,-2.00
136,T136,T136,Will MacKenzie,100,43.5,27,62,-1.00
137,138,138,Brett Quigley,79,43.3,26,60,-1.00
138,139,139,Marco Dawson,73,43.1,22,51,-5.00
139,T140,T140,Briny Baird,115,43.0,37,86,-7.00
140,T140,T140,Robert Garrigus,95,43.0,34,79,-1.00
141,T142,T142,Matt Kuchar,85,42.9,21,49,-4.00
142,T142,T142,John Senden,97,42.9,27,63,-3.00
143,T144,T144,J.P. Hayes,89,42.6,26,61,-5.00
144,T144,T144,Jerry Kelly,101,42.6,20,47,-7.00
145,T144,T144,Johnson Wagner,97,42.6,26,61,-4.00
146,147,147,Tim Clark,66,42.5,17,40,-5.00
147,148,148,Ted Purdy,102,42.4,28,66,-7.00
148,T149,T149,Jeff Quinney,95,41.9,26,62,-5.00
149,T149,T149,Jaco Van Zyl,51,41.9,13,31,+1.00
150,T151,T151,Matt Hendrix,63,41.3,19,46,-2.00
151,T151,T151,Ryuji Imada,104,41.3,33,80,-3.00
152,T151,T151,Justin Leonard,95,41.3,19,46,+1.00
153,T151,T151,Michael Sim,52,41.3,19,46,-1.00
154,T155,T155,Mark Hensby,81,40.7,24,59,-3.00
155,T155,T155,Pat Perez,84,40.7,22,54,-5.00
156,T155,T155,Tiger Woods,63,40.7,11,27,-2.00
157,T158,T158,Scott Gutschewski,67,40.4,19,47,-5.00
158,T158,T158,Todd Hamilton,76,40.4,23,57,+1.00
159,T160,T160,Rich Beem,89,40.0,14,35,-1.00
160,T160,T160,Greg Owen,81,40.0,26,65,-1.00
161,T160,T160,Scott Verplank,82,40.0,12,30,-1.00
162,163,163,Doug LaBelle II,104,39.5,17,43,-1.00
163,164,164,Ken Duke,112,39.3,24,61,-5.00
164,165,165,D.J. Trahan,99,39.1,25,64,-2.00
165,166,166,Bob Tway,103,38.7,29,75,-9.00
166,167,167,John Mallinger,96,38.5,20,52,-3.00
167,168,168,Bubba Dickerson,51,38.2,13,34,-3.00
168,T169,T169,Brian Gay,107,37.8,17,45,-3.00
169,T169,T169,Vijay Singh,102,37.8,28,74,-9.00
170,T171,T171,Paul Gow,70,37.5,15,40,-1.00
171,T171,T171,Henrik Stenson,52,37.5,9,24,+1.00
172,173,173,Craig Lile,77,37.1,23,62,-7.00
173,174,174,Michael Allen,74,36.2,21,58,-1.00
174,175,175,Craig Bowden,78,35.9,14,39,-7.00
175,176,176,David Branshaw,83,35.6,21,59,E
176,177,177,Dean Wilson,92,35.1,20,57,-6.00
177,178,178,Chris Riley,59,34.8,8,23,E
178,179,179,Kirk Triplett,77,34.6,18,52,E
179,180,180,Geoff Ogilvy,84,34.2,13,38,-1.00
180,T181,T181,Michael Boyd,61,33.3,11,33,-2.00
181,T181,T181,Hunter Mahan,91,33.3,15,45,E
182,T181,T181,Arron Oberholser,69,33.3,14,42,-2.00
183,184,184,Charlie Wi,90,32.8,19,58,-5.00
184,185,185,Richard Johnson,93,32.7,17,52,-2.00
185,186,186,Jay Williamson,50,32.1,9,28,-2.00
186,T187,T187,Chris DiMarco,79,31.7,20,63,-4.00
187,T187,T187,J.B. Holmes,71,31.7,13,41,-2.00
188,T189,T189,Mark Brooks,53,31.6,6,19,-1.00
189,T189,T189,Ben Curtis,80,31.6,12,38,-4.00
190,T189,T189,Nick O'Hern,72,31.6,12,38,-3.00
191,192,192,Aaron Baddeley,83,30.6,11,36,-2.00
192,193,193,Retief Goosen,50,30.3,10,33,-1.00
193,194,194,Ryan Armour,107,29.8,17,57,-4.00
194,195,195,Ian Poulter,63,26.7,8,30,E
195,196,196,Steve Elkington,87,23.5,8,34,-2.00
