,Birdie_or_Better_Percentage_-_125-150_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_125-150_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_125-150_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_125-150_ya_ROUNDS,Birdie_or_Better_Percentage_-_125-150_ya_%,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL HOLES
0,1,1,Chris Riley,59,27.04,43,159
1,2,2,Luke Donald,69,25.0,38,152
2,3,3,Paul Goydos,60,24.46,34,139
3,4,4,Rory Sabbatini,81,24.02,49,204
4,5,5,Zach Johnson,76,23.89,43,180
5,6,6,Camilo Villegas,82,23.6,59,250
6,7,7,Nick O'Hern,72,23.53,36,153
7,8,8,Ernie Els,59,23.33,35,150
8,9,9,Robert Allenby,90,22.57,58,257
9,10,10,Bob Estes,88,22.51,52,231
10,11,11,Vaughn Taylor,91,22.37,49,219
11,T12,T12,Steve Allan,63,22.34,42,188
12,T12,T12,Craig Kanada,109,22.34,61,273
13,14,14,Carl Pettersson,111,22.26,63,283
14,T15,T15,Sergio Garcia,68,22.22,40,180
15,T15,T15,Ryuji Imada,104,22.22,54,243
16,17,17,Tiger Woods,63,21.97,29,132
17,18,18,Gavin Coles,87,21.56,47,218
18,T19,T19,John Mallinger,96,21.54,53,246
19,T19,T19,David Toms,80,21.54,42,195
20,21,21,Geoff Ogilvy,84,21.47,41,191
21,22,22,Dicky Pride,71,21.24,41,193
22,23,23,Steve Flesch,100,21.2,60,283
23,24,24,Craig Lile,77,21.03,41,195
24,25,25,Bob Heintz,85,20.93,45,215
25,26,26,Sean O'Hair,98,20.9,51,244
26,27,27,Tim Clark,66,20.89,33,158
27,28,28,Justin Rose,63,20.87,24,115
28,29,29,Scott Verplank,82,20.81,36,173
29,30,30,Woody Austin,95,20.8,52,250
30,31,31,Craig Bowden,78,20.77,38,183
31,32,32,Adam Scott,69,20.71,35,169
32,33,33,Dean Wilson,92,20.69,42,203
33,34,34,José María Olazábal,52,20.62,20,97
34,35,35,Jonathan Byrd,73,20.6,41,199
35,36,36,Duffy Waldorf,69,20.57,43,209
36,37,37,Jeff Quinney,95,20.56,51,248
37,38,38,Kevin Na,84,20.48,51,249
38,39,39,Mathew Goggin,97,20.36,56,275
39,40,40,Brian Davis,101,20.33,49,241
40,41,41,Charlie Wi,90,20.32,51,251
41,42,42,Stephen Leaney,82,20.31,39,192
42,43,43,Jim Furyk,84,20.29,42,207
43,44,44,Jarrod Lyle,77,20.28,43,212
44,45,45,Heath Slocum,101,20.22,56,277
45,46,46,Kent Jones,97,20.21,58,287
46,47,47,Briny Baird,115,20.19,65,322
47,48,48,Alex Cejka,80,19.91,44,221
48,49,49,Mike Weir,82,19.79,38,192
49,50,50,Tim Petrovic,106,19.72,57,289
50,51,51,Brandt Snedeker,105,19.7,52,264
51,52,52,Marco Dawson,73,19.6,39,199
52,53,53,Pat Perez,84,19.47,37,190
53,54,54,Billy Mayfair,98,19.43,55,283
54,55,55,Tom Lehman,62,19.35,30,155
55,56,56,Jeff Maggert,79,19.28,43,223
56,57,57,Michael Sim,52,19.21,29,151
57,58,58,Jesper Parnevik,88,19.15,45,235
58,59,59,D.J. Brigman,67,19.1,34,178
59,60,60,Frank Lickliter II,95,19.08,54,283
60,61,61,Boo Weekley,101,19.03,47,247
61,62,62,Justin Leonard,95,19.01,46,242
62,63,63,Bo Van Pelt,104,18.94,61,322
63,T64,T64,Lucas Glover,98,18.93,46,243
64,T64,T64,Steve Stricker,81,18.93,32,169
65,66,66,Jerry Kelly,101,18.81,38,202
66,67,67,Vijay Singh,102,18.8,44,234
67,68,68,Ryan Moore,92,18.78,46,245
68,T69,T69,Doug LaBelle II,104,18.75,54,288
69,T69,T69,Chris Stroud,66,18.75,39,208
70,71,71,Joey Sindelar,75,18.72,35,187
71,72,72,Matt Hendrix,63,18.69,37,198
72,73,73,Glen Day,85,18.66,39,209
73,T74,T74,Rich Beem,89,18.64,41,220
74,T74,T74,Robert Garrigus,95,18.64,52,279
75,76,76,Daisuke Maruyama,86,18.58,47,253
76,77,77,John Merrick,92,18.56,54,291
77,78,78,Will MacKenzie,100,18.52,50,270
78,79,79,Richard Johnson,93,18.49,49,265
79,80,80,Andrew Buckle,77,18.48,39,211
80,81,81,Ian Poulter,63,18.45,19,103
81,82,82,Cliff Kresge,107,18.27,55,301
82,83,83,Craig Barlow,52,18.26,21,115
83,84,84,Charles Warren,101,18.24,56,307
84,85,85,Nathan Green,103,18.22,45,247
85,86,86,Anders Hansen,55,18.18,18,99
86,87,87,Phil Mickelson,73,18.13,29,160
87,88,88,Cameron Beckman,96,18.12,50,276
88,89,89,Troy Matteson,87,18.11,44,243
89,90,90,Lee Janzen,66,18.08,32,177
90,91,91,Anthony Kim,93,18.07,45,249
91,92,92,Bart Bryant,87,18.02,40,222
92,T93,T93,Steve Elkington,87,17.97,39,217
93,T93,T93,Brian Gay,107,17.97,46,256
94,95,95,Jason Gore,86,17.92,43,240
95,96,96,Padraig Harrington,64,17.81,26,146
96,97,97,John Rollins,102,17.77,43,242
97,98,98,K.J. Choi,87,17.73,36,203
98,99,99,Tom Johnson,74,17.7,37,209
99,100,100,Darron Stiles,65,17.68,29,164
100,101,101,J.J. Henry,86,17.67,38,215
101,102,102,J.P. Hayes,89,17.58,48,273
102,103,103,Stewart Cink,91,17.57,39,222
103,104,104,José Coceres,50,17.56,23,131
104,T105,T105,Hunter Mahan,91,17.55,43,245
105,T105,T105,George McNeill,95,17.55,43,245
106,T105,T105,Johnson Wagner,97,17.55,43,245
107,108,108,Joe Ogilvie,102,17.5,49,280
108,109,109,Parker McLachlin,83,17.36,42,242
109,110,110,Ryan Armour,107,17.33,52,300
110,111,111,Chad Campbell,96,17.24,40,232
111,112,112,Tom Byrum,50,17.19,22,128
112,113,113,Shaun Micheel,91,17.17,34,198
113,T114,T114,Tag Ridings,52,17.02,24,141
114,T114,T114,Jaco Van Zyl,51,17.02,24,141
115,116,116,Aaron Baddeley,83,17.01,33,194
116,117,117,Tom Pernice Jr.,104,17.0,42,247
117,118,118,Freddie Jacobson,70,16.9,36,213
118,119,119,Brian Bateman,55,16.89,25,148
119,120,120,Tommy Armour III,81,16.88,40,237
120,121,121,Tim Herron,98,16.85,45,267
121,122,122,Jason Dufner,100,16.84,49,291
122,123,123,Mark Wilson,87,16.83,35,208
123,124,124,Nick Watney,87,16.81,40,238
124,125,125,Eric Axley,107,16.79,46,274
125,T126,T126,Jeff Brehaut,59,16.67,26,156
126,T126,T126,Brett Quigley,79,16.67,33,198
127,128,128,Bill Haas,93,16.61,48,289
128,129,129,Jay Williamson,50,16.56,26,157
129,130,130,Charles Howell III,89,16.51,35,212
130,131,131,Kyle Reifers,71,16.5,33,200
131,132,132,Bryce Molder,56,16.45,25,152
132,133,133,Jeff Gove,103,16.29,50,307
133,134,134,Paul Stankowski,52,16.28,21,129
134,135,135,Joe Durant,88,16.27,34,209
135,136,136,Arron Oberholser,69,16.25,26,160
