,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
0,1,1,Si Woo Kim,113,22
1,2,2,Bryce Molder,80,21
2,T3,T3,Kevin Chappell,93,19
3,T3,T3,John Huh,86,19
4,T3,T3,Patrick Reed,105,19
5,6,6,Roberto Castro,97,18
6,7,7,Tom Hoge,81,17
7,T8,T8,Jon Curran,99,16
8,T8,T8,Charles Howell III,91,16
9,T8,T8,Ben Martin,92,16
10,T8,T8,Ryan Palmer,86,16
11,T8,T8,Chez Reavie,90,16
12,T8,T8,Jordan Spieth,80,16
13,T8,T8,Camilo Villegas,83,16
14,T15,T15,Freddie Jacobson,86,15
15,T15,T15,Jerry Kelly,76,15
16,T15,T15,David Lingmerth,84,15
17,T15,T15,Andrew Loupe,75,15
18,T15,T15,Jamie Lovemark,91,15
19,T20,T20,Abraham Ancer,51,14
20,T20,T20,Alex Cejka,71,14
21,T20,T20,Erik Compton,65,14
22,T20,T20,Derek Fathauer,94,14
23,T20,T20,Bill Haas,86,14
24,T20,T20,Russell Henley,76,14
25,T20,T20,Patton Kizzire,93,14
26,T20,T20,Jason Kokrak,89,14
27,T20,T20,Spencer Levin,104,14
28,T20,T20,Ryan Moore,86,14
29,T20,T20,D.A. Points,55,14
30,T20,T20,Shawn Stefani,91,14
31,T20,T20,Jimmy Walker,85,14
32,T33,T33,Thomas Aiken,70,13
33,T33,T33,Bronson Burgoon,83,13
34,T33,T33,Chad Collins,73,13
35,T33,T33,Jason Dufner,105,13
36,T33,T33,Ernie Els,66,13
37,T33,T33,Chesson Hadley,81,13
38,T33,T33,Jim Herman,93,13
39,T33,T33,Dustin Johnson,87,13
40,T33,T33,Michael Kim,100,13
41,T33,T33,Chris Kirk,90,13
42,T33,T33,Peter Malnati,85,13
43,T33,T33,William McGirt,98,13
44,T33,T33,Jeff Overton,69,13
45,T33,T33,Martin Piller,59,13
46,T33,T33,Patrick Rodgers,89,13
47,T33,T33,Scott Stallings,74,13
48,T33,T33,Brett Stegmaier,87,13
49,T33,T33,Daniel Summerhays,99,13
50,T33,T33,Nick Taylor,83,13
51,T33,T33,Johnson Wagner,86,13
52,T53,T53,Blayne Barber,84,12
53,T53,T53,Daniel Berger,92,12
54,T53,T53,Zac Blair,99,12
55,T53,T53,Jonas Blixt,79,12
56,T53,T53,Ben Crane,80,12
57,T53,T53,Adam Hadwin,93,12
58,T53,T53,J.B. Holmes,77,12
59,T53,T53,Hiroshi Iwata,85,12
60,T53,T53,Zach Johnson,90,12
61,T53,T53,Colt Knost,90,12
62,T53,T53,Scott Langley,65,12
63,T53,T53,Danny Lee,93,12
64,T53,T53,Adam Scott,79,12
65,T53,T53,Vijay Singh,72,12
66,T53,T53,Kyle Stanley,92,12
67,T53,T53,Brian Stuard,66,12
68,T53,T53,Brendon Todd,66,12
69,T53,T53,Gary Woodland,95,12
70,T71,T71,Tyler Aldridge,83,11
71,T71,T71,Aaron Baddeley,93,11
72,T71,T71,Ricky Barnes,97,11
73,T71,T71,Chad Campbell,90,11
74,T71,T71,Brian Harman,104,11
75,T71,T71,David Hearn,95,11
76,T71,T71,Charley Hoffman,91,11
77,T71,T71,Billy Hurley III,66,11
78,T71,T71,Smylie Kaufman,91,11
79,T71,T71,Whee Kim,82,11
80,T71,T71,Marc Leishman,89,11
81,T71,T71,Luke List,79,11
82,T71,T71,Troy Merritt,77,11
83,T71,T71,Phil Mickelson,75,11
84,T71,T71,Scott Piercy,87,11
85,T71,T71,Scott Pinckney,87,11
86,T71,T71,Webb Simpson,70,11
87,T71,T71,Brandt Snedeker,93,11
88,T71,T71,Dawie van der Walt,72,11
89,T90,T90,Brendon de Jonge,83,10
90,T90,T90,Luke Donald,81,10
91,T90,T90,Harris English,97,10
92,T90,T90,Tony Finau,95,10
93,T90,T90,James Hahn,85,10
94,T90,T90,Padraig Harrington,54,10
95,T90,T90,Kelly Kraft,63,10
96,T90,T90,Henrik Norlander,71,10
97,T90,T90,Geoff Ogilvy,63,10
98,T90,T90,Robert Streb,87,10
99,T90,T90,Steve Stricker,53,10
100,T90,T90,Michael Thompson,71,10
101,T90,T90,David Toms,62,10
102,T90,T90,Harold Varner III,92,10
103,T104,T104,Steven Bowditch,71,9
104,T104,T104,Scott Brown,88,9
105,T104,T104,K.J. Choi,73,9
106,T104,T104,Retief Goosen,55,9
107,T104,T104,Jason Gore,78,9
108,T104,T104,Emiliano Grillo,93,9
109,T104,T104,Luke Guthrie,57,9
110,T104,T104,Morgan Hoffmann,71,9
111,T104,T104,Russell Knox,92,9
112,T104,T104,D.H. Lee,61,9
113,T104,T104,Will MacKenzie,84,9
114,T104,T104,Seung-Yul Noh,85,9
115,T104,T104,Kyle Reifers,115,9
116,T104,T104,Charl Schwartzel,73,9
117,T104,T104,Justin Thomas,99,9
118,T104,T104,Steve Wheatcroft,85,9
119,T104,T104,Willy Wilcox,67,9
120,T104,T104,Tim Wilkinson,72,9
121,T122,T122,Jason Bohn,67,8
122,T122,T122,Keegan Bradley,82,8
123,T122,T122,Stewart Cink,61,8
124,T122,T122,Jason Day,76,8
125,T122,T122,Derek Ernst,59,8
126,T122,T122,Rickie Fowler,80,8
127,T122,T122,Fabián Gómez,82,8
128,T122,T122,Andres Gonzales,80,8
129,T122,T122,Brooks Koepka,75,8
130,T122,T122,Matt Kuchar,100,8
131,T122,T122,Steve Marino,72,8
132,T122,T122,Graeme McDowell,63,8
133,T122,T122,Francesco Molinari,64,8
134,T122,T122,Kevin Na,96,8
135,T122,T122,Rod Pampling,54,8
136,T122,T122,Dicky Pride,55,8
137,T122,T122,Sam Saunders,69,8
138,T122,T122,Hudson Swafford,104,8
139,T122,T122,Vaughn Taylor,72,8
140,T122,T122,Jhonattan Vegas,97,8
141,T142,T142,Stuart Appleby,71,7
142,T142,T142,Sergio Garcia,54,7
143,T142,T142,Robert Garrigus,69,7
144,T142,T142,J.J. Henry,68,7
145,T142,T142,Mark Hubbard,101,7
146,T142,T142,Matt Jones,83,7
147,T142,T142,Hideki Matsuyama,76,7
148,T142,T142,Rob Oppenheim,67,7
149,T142,T142,Greg Owen,85,7
150,T142,T142,John Senden,88,7
151,T142,T142,Chris Stroud,82,7
152,T142,T142,Cameron Tringale,81,7
